name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
TotalAssets,"7,284,557,000","7,210,515,000","7,254,054,000","7,201,458,000","7,078,301,000","7,095,244,000","6,930,159,000","7,020,532,000","6,609,950,000","6,641,201,000","6,502,319,000","6,460,853,000","6,387,815,000","6,382,754,000","6,288,636,000","6,206,117,000","6,261,678,000","6,045,405,000","6,367,183,000","6,277,399,000","6,229,948,000","6,289,897,000","6,129,109,000","6,081,356,000","6,130,450,000","6,023,314,000","5,937,986,000","5,897,376,000","5,971,752,000","5,716,853,000","5,498,277,000","5,389,869,000","5,361,392,000","5,364,563,000","5,591,118,000","5,488,684,000","5,315,844,000","5,319,516,000","5,207,637,000","5,103,003,000","4,990,621,000","4,960,609,000","4,826,935,000","4,642,324,000","4,590,248,000","4,676,055,000","4,574,393,000","4,280,787,000","4,222,432,000","4,238,727,000","4,117,292,000","4,042,676,000","4,069,678,000","4,022,845,000","3,851,263,000","3,748,576,000","3,709,464,000","3,653,308,000","3,612,648,000","3,532,316,000","3,407,352,000","3,445,130,000","3,311,425,000","3,349,736,000","3,362,851,000","3,364,126,000","3,300,857,000","3,262,575,000","3,265,395,000","3,234,172,000","3,125,919,000","3,106,687,000","3,134,505,000","3,101,726,000","2,948,167,000","3,036,538,000","3,125,541,000","3,252,638,000","3,411,000,000","3,379,000,000","3,399,000,000","3,642,000,000","3,949,201,000","3,934,426,000","4,001,399,000","4,639,258,000","3,171,938,000","3,010,830,000","2,640,172,000","2,636,993,000","2,555,603,000","2,553,498,000","2,465,798,000","2,451,620,000","2,500,419,000","2,438,685,000","2,447,246,000","2,405,432,000","2,358,681,000","2,334,419,000","2,301,285,000","2,295,337,000","2,270,383,000","2,253,893,000","2,246,502,000","2,241,753,000","2,222,387,000","2,190,558,000","2,186,104,000","2,191,816,000","2,166,078,000","2,131,677,000","2,101,834,000"
	CurrentAssets,"611,898,000","595,873,000","678,185,000","672,979,000","593,892,000","642,401,000","684,771,000","828,041,000","472,942,000","565,146,000","604,165,000","599,453,000","576,292,000","597,640,000","582,718,000","539,351,000","637,904,000","443,601,000","457,928,000","420,078,000","409,057,000","440,312,000","459,889,000","496,584,000","587,286,000","462,036,000","494,319,000","528,044,000","692,691,000","442,101,000","475,206,000","446,995,000","493,712,000","476,611,000","566,850,000","520,570,000","384,252,000","367,253,000","365,995,000","358,084,000","323,285,000","310,972,000","309,255,000","326,573,000","336,813,000","460,635,000","467,888,000","294,864,000","281,427,000","310,406,000","275,794,000","255,530,000","319,455,000","266,284,000","314,651,000","259,012,000","263,914,000","266,707,000","291,617,000","291,993,000","260,418,000","266,531,000","219,232,000","271,629,000","309,830,000","297,520,000","249,426,000","234,447,000","257,113,000","221,416,000","190,710,000","198,328,000","243,378,000","233,776,000","212,481,000","299,317,000","354,608,000","401,025,000","433,000,000","435,000,000","458,000,000","653,000,000","842,881,000","1,010,945,000","1,271,190,000","2,163,860,000","772,096,000","681,581,000","354,416,000","350,408,000","305,169,000","320,086,000","245,220,000","230,223,000","263,959,000","202,819,000","207,375,000","217,121,000","186,813,000","175,678,000","144,992,000","144,116,000","145,129,000","155,049,000","151,029,000","151,561,000","139,422,000","141,621,000","137,509,000","144,620,000","130,608,000","133,189,000","124,842,000"
		CashCashEquivalentsAndShortTermInvestments,"218,550,000","215,243,000","299,672,000","259,965,000","265,007,000","300,116,000","337,018,000","460,365,000","138,871,000","217,254,000","260,571,000","239,664,000","231,342,000","267,492,000","261,250,000","183,141,000","307,277,000","76,649,000","104,411,000","32,629,000","47,010,000","61,480,000","100,796,000","90,558,000","219,683,000","114,802,000","121,260,000","130,979,000","317,240,000","56,808,000","111,038,000","50,621,000","88,265,000","78,162,000","186,870,000","136,155,000","24,460,000","26,527,000","20,234,000","14,374,000","8,857,000","27,813,000","31,314,000","58,316,000","93,941,000","228,677,000","185,313,000","29,488,000","41,436,000","52,987,000","28,869,000","16,002,000","89,113,000","8,828,000","57,726,000","8,924,000","7,404,000","7,966,000","16,652,000","12,464,000","3,561,000","9,892,000","8,366,000","53,871,000","60,888,000","52,356,000","13,313,000","11,906,000","61,384,000","23,403,000","20,949,000","17,234,000","79,637,000","75,159,000","26,194,000","20,125,000","41,534,000","42,736,000","70,000,000","47,000,000","59,000,000","67,000,000","62,415,000","25,542,000","30,263,000","106,795,000","18,491,000","43,669,000","39,693,000","111,338,000","17,207,000","14,671,000","12,870,000","22,867,000","4,916,000","2,430,000","3,338,000","6,905,000","10,255,000","7,773,000","8,827,000","7,928,000","6,931,000","7,491,000","5,691,000","8,468,000","7,645,000","8,077,000","7,278,000","7,748,000","5,389,000","5,659,000","4,804,000"
			CashAndCashEquivalents,"218,550,000","215,243,000","299,672,000","259,965,000","240,007,000","275,116,000","312,018,000","460,365,000","138,871,000","217,254,000","260,571,000","239,664,000","231,342,000","267,492,000","261,250,000","183,141,000","307,277,000","76,649,000","104,411,000","32,629,000","47,010,000","61,480,000","100,796,000","90,558,000","219,683,000","114,802,000","121,260,000","130,979,000","317,240,000","56,808,000","111,038,000","50,621,000","88,265,000","78,162,000","186,870,000","136,155,000","24,460,000","26,527,000","20,234,000","14,374,000","8,857,000","27,813,000","31,314,000","58,316,000","93,941,000","228,677,000","185,313,000","29,488,000","41,436,000","52,987,000","28,869,000","16,002,000","89,113,000","8,828,000","57,726,000","8,924,000","7,404,000","7,966,000","16,652,000","12,464,000","3,561,000","9,892,000","8,366,000","53,871,000","60,888,000","52,356,000","13,313,000","11,906,000","61,384,000","23,403,000","20,949,000","17,234,000","79,637,000","75,159,000","26,194,000","20,125,000","41,534,000","42,736,000","70,000,000","47,000,000","59,000,000","67,000,000","62,415,000","25,542,000","30,263,000","106,795,000","18,491,000","43,669,000","39,693,000","111,338,000","17,207,000","14,671,000","12,870,000","22,867,000","4,916,000","2,430,000","3,338,000","6,905,000","10,255,000","7,773,000","8,827,000","7,928,000","6,931,000","7,491,000","5,691,000","8,468,000","7,645,000","8,077,000","7,278,000","7,748,000","5,389,000","5,659,000","4,804,000"
			OtherShortTermInvestments,,,,"0","25,000,000","25,000,000","25,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"164,253,000","183,426,000","190,990,000","210,114,000","148,963,000","160,112,000","181,432,000","178,397,000","135,930,000","159,115,000","167,289,000","170,407,000","165,008,000","158,328,000","158,770,000","176,006,000","151,713,000","188,954,000","171,447,000","180,558,000","149,587,000","180,356,000","167,187,000","190,906,000","145,445,000","161,010,000","161,059,000","175,230,000","135,035,000","163,238,000","165,353,000","177,559,000","162,009,000","176,810,000","176,053,000","170,780,000","144,715,000","142,920,000","156,819,000","142,044,000","120,212,000","121,355,000","135,601,000","119,520,000","121,652,000","137,032,000","160,089,000","146,577,000","122,454,000","138,181,000","147,582,000","132,120,000","129,997,000","135,493,000","122,718,000","123,387,000","106,177,000","111,054,000","96,344,000","100,054,000","77,731,000","86,328,000","99,499,000","100,946,000","143,056,000","128,885,000","113,382,000","113,268,000","84,776,000","95,311,000","94,510,000","101,447,000","91,685,000","92,814,000","121,961,000","132,446,000","162,980,000","191,920,000","164,000,000","198,000,000","184,000,000","218,000,000","336,569,000","160,047,000","286,841,000","307,428,000","240,285,000","198,326,000","146,273,000","145,742,000","179,460,000","163,231,000","174,344,000","151,096,000","204,750,000","146,038,000","148,868,000","155,343,000","120,572,000","107,504,000","78,661,000","79,356,000","75,114,000","79,827,000","78,898,000","77,537,000","67,318,000","67,278,000","65,948,000","74,349,000","61,941,000","66,518,000","62,710,000"
			AccountsReceivable,"82,122,000","78,819,000","113,647,000","84,542,000","73,360,000","72,826,000","103,581,000","78,516,000","67,895,000","72,675,000","99,143,000","83,646,000","97,125,000","77,178,000","93,138,000","87,975,000","84,000,000","75,249,000","101,703,000","85,771,000","80,981,000","71,557,000","86,215,000","76,962,000","69,231,000","73,505,000","91,936,000","79,215,000","74,060,000","79,083,000","93,272,000","98,000,000","98,431,000","97,873,000","111,214,000","69,130,000","78,806,000","66,111,000","101,077,000","78,426,000","82,348,000","74,493,000","86,233,000","69,741,000","66,634,000","62,114,000","75,668,000","64,216,000","71,518,000","76,792,000","83,990,000","70,777,000","70,919,000","91,559,000","83,653,000","74,652,000","74,435,000","74,740,000","63,578,000","57,231,000","53,790,000","54,963,000","71,831,000","63,655,000","112,532,000","89,980,000","81,046,000","74,413,000","59,868,000","61,479,000","63,241,000","60,955,000","67,734,000","61,945,000","93,505,000","97,042,000","134,090,000","156,206,000","135,000,000","156,000,000","157,000,000","181,000,000","304,142,000","112,508,000","256,984,000","262,603,000","206,116,000","155,929,000","120,067,000","113,748,000","153,236,000","129,645,000","147,608,000","116,486,000","178,285,000","113,727,000","125,072,000","122,031,000","95,121,000","75,491,000","57,967,000","51,647,000","53,838,000","53,009,000","59,274,000","52,512,000","45,680,000","43,502,000","45,818,000","45,234,000","40,174,000","40,169,000","43,936,000"
				GrossAccountsReceivable,"86,972,000","83,318,000","117,741,000","88,794,000","78,448,000","77,592,000","107,505,000","82,017,000","70,063,000","74,076,000","100,556,000","85,102,000","99,216,000","78,903,000","94,795,000","89,888,000","86,318,000","77,262,000","102,898,000","86,890,000","82,386,000","72,525,000","87,202,000","77,652,000","70,493,000","74,701,000","93,015,000","80,210,000","75,378,000","81,043,000","95,501,000","100,017,000","100,949,000","100,222,000","113,415,000","70,324,000","80,274,000","67,662,000",,"79,798,000",,"75,928,000","87,816,000","70,984,000","68,097,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-4,850,000","-4,499,000","-4,094,000","-4,252,000","-5,088,000","-4,766,000","-3,924,000","-3,501,000","-2,168,000","-1,401,000","-1,413,000","-1,456,000","-2,091,000","-1,725,000","-1,657,000","-1,913,000","-2,318,000","-2,013,000","-1,195,000","-1,119,000","-1,405,000","-968,000","-987,000","-690,000","-1,262,000","-1,196,000","-1,079,000","-995,000","-1,318,000","-1,960,000","-2,229,000","-2,017,000","-2,518,000","-2,349,000","-2,201,000","-1,194,000","-1,468,000","-1,551,000",,"-1,372,000",,"-1,435,000","-1,583,000","-1,243,000","-1,463,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"4,754,000","14,770,000",,"0","0","2,164,000","0","0","0","3,106,000","0","0","0","4,356,000","0","2,929,000","2,944,000","8,147,000","4,648,000","3,333,000","10,933,000","12,781,000","13,866,000","12,327,000","14,824,000","13,058,000","4,825,000","1,348,000","8,748,000","11,867,000","0","0","0","156,000","0","232,000","1,848,000","1,753,000","242,000","743,000","786,000","421,000","0","0","0","12,130,000","37,758,000","1,874,000",,"0","0","99,000","9,710,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
