name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020
TotalAssets,"599,938,000","579,683,000","582,834,000","141,257,000","103,849,000"
	CurrentAssets,"417,966,000","536,007,000","557,357,000","121,128,000","87,655,000"
		CashCashEquivalentsAndShortTermInvestments,"278,003,000","430,841,000","472,502,000","53,534,000","38,618,000"
			CashAndCashEquivalents,"278,003,000","430,841,000","472,502,000","53,534,000","38,618,000"
				CashFinancial,,,"437,494,000","13,530,000",
				CashEquivalents,,,"35,008,000","40,004,000",
		Receivables,"62,543,000","45,486,000","32,942,000","27,028,000","20,787,000"
			AccountsReceivable,"62,543,000","45,486,000","32,942,000","27,028,000","20,787,000"
				GrossAccountsReceivable,"62,900,000",,"33,195,000",,
				AllowanceForDoubtfulAccountsReceivable,"-357,000",,"-253,000",,
		Inventory,"42,259,000","33,208,000","22,415,000","21,701,000","17,628,000"
			RawMaterials,"0","201,000",,,"0"
			FinishedGoods,"42,259,000","33,007,000",,,"17,628,000"
		PrepaidAssets,"12,580,000","15,084,000","17,922,000","6,346,000","3,276,000"
		RestrictedCash,"7,878,000","1,268,000",,,"0"
		CurrentDeferredAssets,"11,449,000","7,835,000","6,566,000","7,645,000","6,782,000"
		OtherCurrentAssets,"3,254,000","2,285,000","5,010,000","4,874,000","564,000"
	TotalNonCurrentAssets,"181,972,000","43,676,000","25,477,000","20,129,000","16,194,000"
		NetPPE,"4,546,000","4,801,000","1,690,000","1,292,000","1,767,000"
			GrossPPE,"5,536,000","5,601,000","2,342,000","1,822,000","2,124,000"
				Properties,"0","0","0","0","0"
				BuildingsAndImprovements,"461,000","3,388,000","461,000","341,000","1,044,000"
				MachineryFurnitureEquipment,"1,976,000","1,929,000","1,742,000","1,372,000","977,000"
				OtherProperties,"2,640,000",,,,
				Leases,"459,000","284,000","139,000","109,000","103,000"
			AccumulatedDepreciation,"-990,000","-800,000","-652,000","-530,000","-357,000"
		GoodwillAndOtherIntangibleAssets,"121,107,000","12,666,000","4,162,000","4,162,000","4,162,000"
			Goodwill,"121,107,000","12,666,000","4,162,000","4,162,000","4,162,000"
		NonCurrentDeferredAssets,"20,421,000","18,334,000","16,282,000","13,394,000","10,072,000"
		OtherNonCurrentAssets,"35,898,000","7,875,000","3,343,000","1,281,000","193,000"
TotalLiabilitiesNetMinorityInterest,"169,791,000","130,181,000","110,413,000","91,406,000","70,667,000"
	CurrentLiabilities,"105,021,000","70,568,000","61,567,000","49,351,000","32,829,000"
		PayablesAndAccruedExpenses,"32,990,000","10,708,000","11,446,000","6,459,000","3,039,000"
			Payables,"11,934,000","6,149,000","9,029,000","6,154,000","2,275,000"
				AccountsPayable,"11,934,000","6,149,000","8,032,000","4,864,000","2,275,000"
				TotalTaxPayable,,,"997,000","1,290,000",
			CurrentAccruedExpenses,"21,056,000","4,559,000","2,417,000","305,000","764,000"
		CurrentProvisions,"4,595,000","6,106,000","5,913,000","792,000","3,336,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"4,632,000","6,588,000","3,860,000","4,439,000","3,234,000"
		CurrentDebtAndCapitalLeaseObligation,,,"2,157,000","2,148,000","1,651,000"
			CurrentDebt,,,"1,652,000","1,652,000","1,651,000"
				OtherCurrentBorrowings,,,"1,652,000","1,652,000","1,651,000"
			CurrentCapitalLeaseObligation,,,"505,000","496,000",
		CurrentDeferredLiabilities,"58,765,000","42,185,000","37,909,000","35,066,000","19,348,000"
			CurrentDeferredRevenue,"58,765,000","42,185,000","37,909,000","35,066,000","19,348,000"
		OtherCurrentLiabilities,"4,039,000","4,981,000","282,000","447,000","2,221,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"64,770,000","59,613,000","48,846,000","42,055,000","37,838,000"
		LongTermDebtAndCapitalLeaseObligation,,,"1,930,000","2,343,000","3,169,000"
			LongTermDebt,,,"1,930,000","2,343,000","3,169,000"
