name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,08/31/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,08/31/2002,06/30/2002,05/31/2002,03/31/2002,12/31/2001,09/30/2001,08/31/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,08/31/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
TotalAssets,"11,829,000,000","12,352,000,000","12,712,000,000","12,809,000,000","12,721,000,000","12,890,000,000","13,071,000,000","12,190,000,000","13,446,000,000","12,305,000,000","13,132,000,000","12,525,000,000","12,577,000,000","12,090,000,000","12,155,000,000","12,075,000,000","12,064,000,000","11,693,000,000","11,771,000,000","11,854,000,000","11,776,000,000","11,408,000,000","11,542,000,000","11,592,000,000","11,690,000,000","11,784,000,000","11,980,000,000","12,041,000,000","12,010,000,000","12,207,000,000","12,135,000,000","12,215,000,000","12,209,000,000","12,814,000,000","12,563,000,000","12,665,000,000","13,337,000,000","12,994,000,000","13,042,000,000","12,736,000,000","13,587,000,000","13,068,000,000","12,805,000,000","13,103,000,000","12,493,000,000","12,411,000,000","12,095,000,000","11,957,000,000","12,060,000,000","12,555,000,000","12,067,000,000","12,472,000,000","11,872,000,000","11,951,000,000","11,989,000,000","12,045,000,000","11,763,000,000","11,812,000,000","11,844,000,000","11,811,000,000","12,441,000,000","11,808,000,000","11,664,000,000","11,576,000,000","8,485,000,000","8,245,000,000","8,248,000,000","8,305,000,000","8,654,000,000","8,421,000,000","8,384,000,000","8,538,000,000","8,746,000,000","8,592,000,000","8,332,000,000","8,332,000,000","8,251,000,000","8,190,000,000","8,316,000,000","8,394,000,000","8,394,000,000","8,459,000,000","8,459,000,000","8,298,000,000","8,338,000,000","8,261,000,000","8,261,000,000","8,370,000,000","8,251,000,000","8,396,000,000","8,188,000,000","8,188,000,000","8,166,000,000","8,086,000,000","8,202,000,000","8,330,000,000","8,294,000,000","8,177,000,000","8,268,000,000","6,969,000,000","6,765,000,000","6,762,000,000","6,526,000,000","6,362,000,000","5,327,000,000","5,301,000,000","5,152,000,000","4,459,000,000","4,244,000,000","3,870,000,000","3,557,000,000","3,401,000,000","3,749,000,000","3,869,000,000","3,822,000,000","3,811,000,000","3,949,000,000","4,033,000,000"
	CurrentAssets,"965,000,000","1,334,000,000","1,514,000,000","1,644,000,000","2,165,000,000","2,496,000,000","2,640,000,000","1,738,000,000","2,998,000,000","1,812,000,000","2,667,000,000","1,745,000,000","1,449,000,000","2,108,000,000","1,889,000,000","1,169,000,000","846,000,000","1,438,000,000","1,155,000,000","1,056,000,000","855,000,000","752,000,000","635,000,000","591,000,000","566,000,000","514,000,000","598,000,000","551,000,000","803,000,000","883,000,000","806,000,000","773,000,000","685,000,000","1,118,000,000","705,000,000","752,000,000","1,363,000,000","687,000,000","387,000,000","570,000,000","1,787,000,000","899,000,000","980,000,000","1,067,000,000","249,000,000","1,199,000,000","1,315,000,000","1,214,000,000","1,323,000,000","1,724,000,000","1,120,000,000","1,528,000,000","753,000,000","817,000,000","876,000,000","927,000,000",,"857,000,000","689,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"658,000,000","659,000,000","652,000,000","738,000,000","658,000,000","1,073,000,000","796,000,000","826,000,000","1,090,000,000","846,000,000","884,000,000","466,000,000","483,000,000","494,000,000","449,000,000","626,000,000","490,000,000","652,000,000","688,000,000","751,000,000"
		CashCashEquivalentsAndShortTermInvestments,"266,000,000","807,000,000","900,000,000","1,450,000,000","2,008,000,000","2,335,000,000","2,430,000,000","1,578,000,000","2,796,000,000","1,573,000,000","2,030,000,000","1,107,000,000","1,082,000,000","1,542,000,000","1,269,000,000","646,000,000","323,000,000","913,000,000","789,000,000","644,000,000","411,000,000","372,000,000","340,000,000","266,000,000","234,000,000","239,000,000","265,000,000","262,000,000","485,000,000","684,000,000","387,000,000","440,000,000","392,000,000","861,000,000","354,000,000","393,000,000","1,075,000,000","417,000,000","254,000,000","465,000,000","1,312,000,000","826,000,000","524,000,000","634,000,000","154,000,000","1,113,000,000","838,000,000","1,171,000,000","1,245,000,000","1,642,000,000","1,019,000,000","1,346,000,000","653,000,000","508,000,000","494,000,000","505,000,000","519,000,000","488,000,000","559,000,000","497,000,000","1,171,000,000","364,000,000","374,000,000","524,000,000","481,000,000","184,000,000","402,000,000","404,000,000","589,000,000","347,000,000","317,000,000","771,000,000","526,000,000","764,000,000",,"547,000,000","312,000,000","313,000,000","361,000,000",,"394,000,000",,"243,000,000","341,000,000","352,000,000",,"182,000,000",,"112,000,000","313,000,000",,"188,000,000","155,000,000","126,000,000","277,000,000",,,,"436,000,000","539,000,000","515,000,000","556,000,000","511,000,000","911,000,000","509,000,000","530,000,000","704,000,000","647,000,000","666,000,000","168,000,000","201,000,000","211,000,000","128,000,000","244,000,000","95,000,000","235,000,000","242,000,000","316,000,000"
			CashAndCashEquivalents,"266,000,000","807,000,000","900,000,000","1,450,000,000","2,008,000,000","2,335,000,000","2,430,000,000","1,578,000,000","2,796,000,000","1,573,000,000","2,030,000,000","1,107,000,000","1,082,000,000","1,542,000,000","1,269,000,000","646,000,000","323,000,000","913,000,000","789,000,000","644,000,000","411,000,000","372,000,000","340,000,000","266,000,000","234,000,000","239,000,000","265,000,000","262,000,000","485,000,000","684,000,000","387,000,000","440,000,000","392,000,000","861,000,000","354,000,000","393,000,000","1,075,000,000","417,000,000","254,000,000","465,000,000","1,312,000,000","826,000,000","524,000,000","634,000,000","154,000,000","1,113,000,000","838,000,000","1,171,000,000","1,245,000,000","1,642,000,000","1,019,000,000","1,346,000,000","653,000,000","508,000,000","494,000,000","505,000,000","317,000,000","488,000,000","559,000,000","497,000,000","1,171,000,000","364,000,000","223,000,000","524,000,000","481,000,000","184,000,000","402,000,000","404,000,000","589,000,000","347,000,000","317,000,000","771,000,000","526,000,000","764,000,000",,"547,000,000","312,000,000","313,000,000","361,000,000",,"394,000,000",,"243,000,000","341,000,000","352,000,000",,"182,000,000",,"112,000,000","313,000,000",,"188,000,000","155,000,000","126,000,000","277,000,000",,,,"436,000,000","539,000,000","515,000,000","556,000,000","511,000,000","911,000,000","509,000,000","530,000,000","704,000,000","647,000,000","666,000,000","168,000,000","201,000,000","211,000,000","128,000,000","244,000,000","95,000,000","235,000,000","242,000,000","316,000,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"202,000,000",,,,,,"151,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,
		Receivables,"125,000,000","113,000,000","58,000,000","55,000,000","26,000,000","22,000,000","19,000,000","6,000,000","37,000,000","63,000,000","104,000,000","163,000,000","145,000,000","71,000,000","141,000,000","161,000,000","146,000,000","79,000,000","116,000,000","120,000,000","133,000,000","55,000,000","106,000,000","114,000,000","135,000,000","56,000,000","130,000,000","135,000,000","149,000,000","70,000,000","156,000,000","129,000,000","111,000,000","52,000,000","85,000,000","130,000,000","96,000,000","80,000,000","98,000,000","77,000,000","54,000,000","37,000,000","34,000,000","67,000,000","54,000,000","0","59,000,000",,"41,000,000","29,000,000","52,000,000","81,000,000","62,000,000","65,000,000","99,000,000","134,000,000","92,000,000","106,000,000",,"122,000,000","89,000,000","51,000,000","31,000,000","117,000,000","81,000,000","41,000,000","66,000,000","110,000,000","95,000,000","82,000,000","118,000,000","146,000,000","133,000,000","116,000,000",,"122,000,000","153,000,000","144,000,000","135,000,000",,"116,000,000",,"204,000,000","204,000,000","195,000,000",,"205,000,000",,"331,000,000","276,000,000",,"244,000,000","262,000,000","260,000,000","247,000,000",,,,"222,000,000","120,000,000","137,000,000","182,000,000","147,000,000","162,000,000","287,000,000","296,000,000","386,000,000","199,000,000","218,000,000","298,000,000","282,000,000","74,000,000","104,000,000","156,000,000","152,000,000","145,000,000","164,000,000","164,000,000"
			DuefromRelatedPartiesCurrent,"125,000,000","113,000,000","58,000,000","55,000,000","26,000,000","22,000,000","19,000,000","6,000,000","37,000,000","63,000,000","104,000,000","163,000,000","145,000,000","71,000,000","141,000,000","161,000,000","146,000,000","79,000,000","116,000,000","120,000,000","133,000,000","55,000,000","106,000,000","114,000,000","135,000,000","56,000,000","130,000,000","135,000,000","149,000,000","70,000,000","156,000,000","129,000,000","111,000,000","52,000,000","85,000,000","130,000,000","96,000,000","80,000,000","98,000,000","77,000,000","54,000,000","37,000,000","34,000,000","67,000,000","54,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,000,000","37,000,000","40,000,000","45,000,000","49,000,000","48,000,000"
		PrepaidAssets,,,,,,,,,,"176,000,000","184,000,000","203,000,000","191,000,000","213,000,000","205,000,000","199,000,000","196,000,000","195,000,000","183,000,000","192,000,000","171,000,000","173,000,000","182,000,000","173,000,000","152,000,000","149,000,000","165,000,000","151,000,000","169,000,000","129,000,000","158,000,000","171,000,000","149,000,000","173,000,000","188,000,000","194,000,000","157,000,000","154,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestrictedCash,"163,000,000","144,000,000","276,000,000","139,000,000","131,000,000","139,000,000","138,000,000","154,000,000","165,000,000","176,000,000","184,000,000","203,000,000","191,000,000","214,000,000","205,000,000","199,000,000","196,000,000","196,000,000","183,000,000","194,000,000","173,000,000","175,000,000","184,000,000","176,000,000","167,000,000","164,000,000","179,000,000","154,000,000","169,000,000","129,000,000","189,000,000","204,000,000","182,000,000","205,000,000","224,000,000","229,000,000","192,000,000","190,000,000","35,000,000","28,000,000","33,000,000","36,000,000","36,000,000","35,000,000","41,000,000","41,000,000","84,000,000","43,000,000","34,000,000","53,000,000","49,000,000","46,000,000","38,000,000","44,000,000","55,000,000","61,000,000","68,000,000","65,000,000","130,000,000","108,000,000","175,000,000","194,000,000","129,000,000","102,000,000","88,000,000","109,000,000","165,000,000","167,000,000","319,000,000","154,000,000","126,000,000","124,000,000","598,000,000","116,000,000","134,000,000",,"130,000,000","130,000,000","133,000,000","120,000,000",,"124,000,000",,"115,000,000","114,000,000","124,000,000",,"130,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,"411,000,000","270,000,000","280,000,000",,,,"53,000,000",,,"0","349,000,000","272,000,000","31,000,000","281,000,000","274,000,000","163,000,000","181,000,000","250,000,000","67,000,000","98,000,000","138,000,000","150,000,000","5,000,000","35,000,000","30,000,000","55,000,000","24,000,000",,,,"74,000,000",,,,"42,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"388,000,000",,"386,000,000","331,000,000",,"45,000,000","334,000,000",,"3,000,000",,,"55,000,000",,"200,000,000","228,000,000","227,000,000",,"198,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"209,000,000","179,000,000","189,000,000","203,000,000","227,000,000","233,000,000","223,000,000"
