name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
				AllowanceForDoubtfulAccountsReceivable,"-40,765,000","-36,385,000","-37,133,000","-39,775,000","-41,110,000","-39,917,000","-38,746,000","-37,069,000","-34,065,000","-29,856,000","-27,705,000","-30,173,000","-26,331,000","-23,307,000","-21,571,000","-22,098,000","-19,986,000","-20,533,000","-22,611,000","-22,542,000","-22,162,000","-21,376,000","-19,304,000","-19,233,000","-20,686,000","-18,013,000","-13,283,000","-12,666,000","-12,198,000","-12,398,000","-18,816,000","-19,304,000","-19,752,000","-21,197,000","-23,172,000","-31,813,000","-31,691,000","-35,250,000","-35,180,000","-37,612,000","-40,898,000","-43,891,000","-44,277,000","-45,961,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"8,845,000","1,692,000","1,900,000","2,568,000","2,684,000","2,873,000","2,711,000","1,459,000","1,576,000","1,381,000","1,336,000","2,677,000","2,581,000","2,567,000","2,445,000","1,948,000","1,335,000","1,163,000","996,000","1,163,000","1,198,000","929,000","876,000","781,000","4,375,000","5,194,000","4,415,000","4,472,000","18,938,000","18,925,000","18,516,000","9,741,000","18,331,000","27,440,000","39,845,000","40,453,000","4,413,000","3,845,000","1,672,000","2,086,000","19,689,000","2,914,000","3,598,000","3,214,000","3,352,000","4,132,000","4,166,000","5,256,000",,,,,"7,969,000","7,631,000","12,842,000","7,948,000","7,028,000","9,229,000","7,768,000","8,084,000","8,494,000","7,922,000","7,042,000","5,015,000","5,327,000","5,924,000","5,552,000","5,378,000","5,181,000","5,327,000","9,609,000","6,915,000","9,436,000","8,064,000","8,514,000","6,822,000","6,976,000","5,984,000",,"4,899,000","4,926,000","4,826,000","5,034,000",,,,,,,,,,,,
		Inventory,"1,405,000","904,000","1,178,000","619,000","594,000","596,000","616,000","570,000","553,000","576,000","665,000","660,000","727,000","763,000","894,000","914,000","1,013,000","1,112,000","991,000","877,000","1,445,000","1,868,000","1,829,000","2,107,000","2,505,000","3,353,000","2,353,000","2,668,000","3,066,000","3,305,000","5,192,000","6,040,000","6,329,000","6,741,000","7,146,000","7,690,000","7,500,000","8,575,000","9,157,000","10,003,000","9,830,000","11,356,000","10,691,000","11,085,000","11,502,000","13,142,000","11,320,000","11,271,000","9,935,000","13,056,000","12,362,000","12,352,000","11,850,000","13,204,000","13,920,000","15,031,000","16,409,000","18,375,000","18,318,000","16,713,000","13,839,000","14,979,000","15,408,000","14,090,000","17,265,000","17,863,000","19,181,000","17,347,000","16,560,000","12,858,000","13,505,000","11,652,000","11,719,000","8,780,000","9,013,000","7,407,000","8,743,000","8,989,000","7,644,000","6,808,000","4,784,000","4,234,000","3,643,000","2,874,000","14,429,000","11,854,000","10,889,000","7,800,000","9,100,000","8,700,000","7,200,000","4,500,000","700,000","600,000","600,000"
		PrepaidAssets,"9,874,000","6,919,000","8,078,000","10,986,000","10,023,000","8,209,000","7,825,000","9,843,000","10,389,000","7,299,000","7,645,000","9,013,000","8,381,000","7,771,000","8,515,000","10,957,000","10,182,000","7,722,000","8,769,000","13,335,000","11,989,000","14,446,000","12,695,000","16,160,000","14,167,000","14,380,000","13,360,000","17,513,000","14,310,000","14,679,000","20,297,000","25,294,000","20,328,000","20,750,000","112,836,000","96,436,000","57,710,000","44,440,000","75,183,000","73,242,000","69,199,000","62,399,000","36,130,000","36,634,000","34,768,000","45,990,000","47,259,000","41,090,000","46,902,000","44,232,000","47,473,000","46,416,000","44,691,000","49,706,000","57,638,000","47,811,000","35,755,000","39,207,000","42,188,000","29,457,000","39,141,000","48,805,000","37,908,000","37,412,000","37,284,000","36,247,000","30,942,000","29,649,000","26,050,000","54,965,000","44,094,000","40,905,000","39,291,000","27,734,000","28,751,000","23,278,000","26,638,000","17,887,000","19,715,000","16,905,000","18,132,000",,,,,,,,,,,,,,
		RestrictedCash,"1,210,000","5,196,000","5,195,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","0","30,000,000","337,000","337,000","337,000","4,657,000","5,359,000","5,359,000","5,859,000","7,859,000","8,472,000","9,972,000","9,972,000","10,972,000","10,985,000","11,735,000","49,821,000","13,688,000","13,438,000","13,938,000","22,938,000","13,238,000","11,929,000","12,948,000","12,564,000","12,564,000","11,966,000","11,408,000","97,878,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3,606,000","3,606,000","3,606,000","3,606,000","0","7,129,000","7,125,000","7,092,000","10,940,000","10,940,000","10,940,000","10,940,000","31,665,000","31,665,000","31,665,000","31,665,000","12,983,000","12,983,000","17,344,000","17,472,000","17,472,000","17,472,000","19,403,000","19,449,000","19,631,000","13,630,000","7,159,000","7,105,000","6,705,000","10,970,000","10,122,000","10,122,000","10,122,000","10,122,000","18,807,000","18,806,000","18,806,000","18,806,000","5,032,000","5,029,000","4,639,000","4,639,000","6,138,000","4,645,000","2,608,000","2,765,000","4,268,000","3,429,000","2,101,000","4,393,000","4,952,000","3,799,000","3,800,000",,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3,606,000","3,606,000","3,606,000","3,606,000","0","7,129,000","7,125,000","7,092,000","10,940,000","10,940,000","10,940,000","10,940,000","31,665,000","31,665,000","31,665,000","31,665,000","12,983,000","12,983,000","17,344,000","17,472,000","17,472,000","17,472,000","19,403,000","19,449,000","19,631,000","13,630,000","7,159,000","7,105,000","6,705,000","10,970,000","10,122,000","10,122,000","10,122,000","10,122,000","18,807,000","18,806,000","18,806,000","18,806,000","5,032,000","5,029,000","4,639,000","4,639,000","6,138,000","4,645,000","2,608,000","2,765,000","4,268,000","3,429,000","2,101,000","4,393,000","4,952,000","3,799,000","3,800,000",,,,,,,,,,,,
		AssetsHeldForSaleCurrent,,,,,,,,,,,,"120,000","120,000","0","66,000","171,000","513,000","382,000","171,000","100,000","97,000","148,000","176,000","159,000","225,000","254,000","29,586,000","66,821,000","76,466,000","77,319,000","604,000","573,000","523,000","263,000","254,097,000","3,705,000","3,716,000","3,933,000","4,460,000","3,282,000","3,267,000","3,328,000","4,929,000","4,886,000","4,865,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"2,702,000","2,514,000","2,517,000","2,637,000","253,000","341,000","418,000","791,000","1,619,000","1,936,000","1,640,000","364,000","628,000","437,000","1,122,000","1,607,000","833,000","1,319,000","1,112,000","791,000","1,028,000","817,000","954,000","1,537,000","2,331,000","2,523,000","1,565,000","1,852,000","1,983,000","2,384,000","4,719,000","3,884,000","4,492,000","3,468,000","5,885,000","7,245,000","6,845,000","4,422,000","5,214,000","6,179,000","16,205,000","17,769,000","21,524,000","24,665,000","21,905,000","12,988,000","11,795,000","15,560,000","13,206,000","10,786,000","14,449,000","14,226,000","10,748,000","10,076,000","9,636,000","64,125,000","72,882,000","79,417,000","81,277,000","101,235,000","19,021,000","18,756,000","29,082,000","31,067,000","34,744,000","6,914,000","3,079,000","5,980,000","7,827,000",,,,,,"117,000",,,,,,,"23,140,000","23,627,000","15,963,000","2,890,000","2,501,000","1,251,000","1,100,000","-100,000",,,"500,000","5,000,000","3,900,000","3,000,000"
	TotalNonCurrentAssets,"287,624,000","292,980,000","299,275,000","237,274,000","244,312,000","254,456,000","266,897,000","261,038,000","274,233,000","238,761,000","245,782,000","240,859,000","247,975,000","213,045,000","221,246,000","228,096,000","231,950,000","236,376,000","292,086,000","296,748,000","303,936,000","311,408,000","291,702,000","303,088,000","316,757,000","321,952,000","170,491,000","174,448,000","182,124,000","192,730,000","287,741,000","312,442,000","340,845,000","345,028,000","427,982,000","536,178,000","557,720,000","579,142,000","600,059,000","607,848,000","698,284,000","705,642,000","917,256,000","929,799,000","927,903,000","941,499,000","927,577,000","935,007,000","889,838,000","744,520,000","741,782,000","749,851,000","741,168,000","769,059,000","778,534,000","779,069,000","789,780,000","792,519,000","795,200,000","763,220,000","816,293,000","829,580,000","912,126,000","927,551,000","909,234,000","895,771,000","874,908,000","874,412,000","837,156,000","810,907,000","791,077,000","783,359,000","753,862,000","467,145,000","461,800,000","436,892,000","421,305,000","372,080,000","363,556,000","360,195,000","295,292,000","296,405,000","276,097,000","194,469,000","176,806,000","174,566,000","147,385,000","141,000,000","133,600,000","134,500,000","102,700,000","92,000,000","90,100,000","82,500,000","80,600,000"
		NetPPE,"62,491,000","65,019,000","64,631,000","65,628,000","68,121,000","72,534,000","75,858,000","77,189,000","79,437,000","76,372,000","78,714,000","67,556,000","71,786,000","30,048,000","29,977,000","30,829,000","32,027,000","33,230,000","33,278,000","35,434,000","37,465,000","40,512,000","45,213,000","48,574,000","52,596,000","58,249,000","54,680,000","57,946,000","65,076,000","73,083,000","138,248,000","159,090,000","170,573,000","182,396,000","202,125,000","246,008,000","259,121,000","277,571,000","317,484,000","327,260,000","341,815,000","349,788,000","360,802,000","364,757,000","359,678,000","366,775,000","303,684,000","306,279,000","299,783,000","297,184,000","298,044,000","304,970,000","302,955,000","319,192,000","329,062,000","332,205,000","339,275,000","341,954,000","341,606,000","349,414,000","400,431,000","408,266,000","405,272,000","411,144,000","394,858,000","382,709,000","358,486,000","351,140,000","317,780,000","291,531,000","271,225,000","263,925,000","232,151,000","197,397,000","192,333,000","177,429,000","165,768,000","158,921,000","153,803,000","148,044,000","127,943,000","124,094,000","113,076,000","90,836,000","80,804,000","78,687,000","71,282,000","69,300,000","63,600,000","63,400,000","50,200,000","46,400,000","45,100,000","44,000,000","45,000,000"
			GrossPPE,"179,418,000","178,730,000","175,279,000","173,256,000","172,669,000","173,914,000","177,648,000","175,817,000","175,025,000","169,305,000","275,784,000","262,343,000","264,399,000","228,100,000","225,627,000","227,316,000","245,083,000","247,055,000","379,996,000","404,367,000","414,357,000","421,927,000",,,,"507,165,000",,,,"399,479,000",,,,"681,572,000",,,,"776,020,000",,,,"778,414,000",,,,"816,317,000",,"730,450,000",,,,"741,028,000","660,984,000","677,221,000","687,091,000","690,234,000","606,317,000","608,996,000","608,648,000","616,456,000","649,399,000","657,234,000","654,240,000","660,112,000","574,125,000","561,976,000","537,753,000","530,407,000","454,800,000","428,551,000","408,245,000","400,945,000","327,621,000","292,867,000","287,803,000","272,899,000","229,117,000","222,270,000","217,152,000","211,393,000","167,704,000","163,855,000","152,837,000","130,597,000","116,099,000","110,678,000","99,296,000","93,800,000","81,500,000","82,000,000","66,500,000","60,600,000","57,700,000","54,800,000","54,100,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,388,000",,,,"3,394,000",,,,"3,375,000",,,,"6,782,000",,"5,283,000",,,,"5,684,000",,,,"5,612,000",,,,"5,202,000",,,,"7,235,000",,,,"5,825,000",,,,"6,231,000",,,,"5,981,000",,,,"5,981,000",,,,,,,,,,,,,,,
				BuildingsAndImprovements,,"9,163,000",,,,"8,485,000",,,,"8,485,000",,,,"8,578,000",,,,"8,578,000",,,,"8,656,000",,,,"8,657,000",,,,"8,656,000",,,,"8,547,000",,,,"51,347,000",,,,"46,769,000",,,,"48,090,000",,"33,504,000",,,,"36,060,000",,,,"353,404,000",,,,"309,526,000",,,,"332,608,000",,,,"254,959,000",,,,"178,912,000",,,,"1,884,000",,,,"73,469,000",,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,"69,170,000",,,,"63,714,000",,,,"50,861,000",,,,"142,644,000",,,,"146,172,000",,,,"170,154,000",,,,"214,208,000",,,,"212,585,000",,,,"277,266,000",,,,"307,567,000",,,,"308,786,000",,,,"360,886,000",,"354,498,000",,,,"371,236,000",,,,"299,701,000",,,,"272,120,000",,,,"320,269,000",,,,"269,623,000",,,,"215,802,000",,,,"165,448,000",,,,"131,762,000",,,,,,,,,,,,,,,
				OtherProperties,"179,418,000","36,688,000","175,279,000","173,256,000","172,669,000","44,797,000","177,648,000","175,817,000","175,025,000","50,537,000","275,784,000","262,343,000","264,399,000","982,000",,,,"1,522,000",,,,"14,499,000",,,,"17,822,000",,,,"3,840,000",,,,"21,570,000",,,,"22,074,000",,,,,,,,,,,,,,,,,,"31,517,000",,,,"29,608,000",,,,,,,,,,,,,,,,"99,586,000",,,,"181,000",,,,,,,,,,,,,,,
				ConstructionInProgress,,"3,189,000",,,,"823,000",,,,"1,128,000",,,,"1,945,000",,,,"297,000",,,,"67,000",,,,"2,196,000",,,,"372,000",,,,"1,032,000",,,,"3,555,000",,,,"4,764,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				Leases,,"60,520,000",,,,"56,095,000",,,,"58,294,000",,,,"73,951,000",,,,"90,486,000",,,,"228,551,000",,,,"264,282,000",,,,"174,026,000",,,,"370,769,000",,,,"388,083,000",,,,"414,720,000",,,,"400,559,000",,"337,165,000",,,,"328,048,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-116,927,000","-113,711,000","-110,648,000","-107,628,000","-104,548,000","-101,380,000","-101,790,000","-98,628,000","-95,588,000","-92,933,000","-197,070,000","-194,787,000","-192,613,000","-198,052,000","-195,650,000","-196,487,000","-213,056,000","-213,825,000","-346,718,000","-368,933,000","-376,892,000","-381,415,000",,,,"-448,916,000",,,,"-326,396,000",,,,"-499,176,000",,,,"-498,449,000",,,,"-428,626,000",,,,"-449,542,000",,"-424,171,000",,,,"-436,058,000","-358,029,000","-358,029,000","-358,029,000","-358,029,000","-267,042,000","-267,042,000","-267,042,000","-267,042,000","-248,968,000","-248,968,000","-248,968,000","-248,968,000","-179,267,000","-179,267,000","-179,267,000","-179,267,000","-137,020,000","-137,020,000","-137,020,000","-137,020,000","-95,470,000","-95,470,000","-95,470,000","-95,470,000","-63,349,000","-63,349,000","-63,349,000","-63,349,000","-39,761,000","-39,761,000","-39,761,000","-39,761,000","-35,295,000","-31,991,000","-28,014,000","-24,500,000","-17,900,000","-18,600,000","-16,300,000","-14,200,000","-12,600,000","-10,800,000","-9,100,000"
		GoodwillAndOtherIntangibleAssets,"193,121,000","194,787,000","196,801,000","132,168,000","133,001,000","133,834,000","134,668,000","135,501,000","137,077,000","95,256,000","95,256,000","95,256,000","95,256,000","95,256,000","95,256,000","95,256,000","95,256,000","95,256,000","95,256,000","95,456,000","95,656,000","95,856,000","96,056,000","96,256,000","96,456,000","96,656,000","95,256,000","95,256,000","95,420,000","97,175,000","116,418,000","119,609,000","127,206,000","127,473,000","127,743,000","189,284,000","192,852,000","194,706,000","205,894,000","205,518,000","290,533,000","289,812,000","489,983,000","498,056,000","502,896,000","500,239,000","552,753,000","556,035,000","562,525,000","416,749,000","413,293,000","415,976,000","418,139,000","427,239,000","427,725,000","428,239,000","428,706,000","426,000,000","425,162,000","383,687,000","384,018,000","385,069,000","468,909,000","478,870,000","479,726,000","479,335,000","480,306,000","484,777,000","481,545,000","479,351,000","476,470,000","477,035,000","474,479,000","226,198,000","225,972,000","212,444,000","209,083,000","204,596,000","202,281,000","204,596,000","158,973,000","159,599,000","157,364,000","93,634,000","92,059,000","91,970,000","74,846,000","70,500,000","66,700,000","67,700,000","49,000,000","42,600,000","44,200,000","37,700,000","34,700,000"
