name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
TotalRevenue,"1,257,700,000","448,500,000","331,500,000","211,700,000","199,400,000","426,000,000","421,100,000","282,400,000","256,100,000","413,900,000","500,300,000","341,300,000","245,200,000","403,700,000","486,500,000","322,500,000","246,700,000","437,900,000","457,900,000","290,700,000","228,000,000","387,800,000","443,200,000","179,600,000","169,500,000","345,700,000","289,300,000","232,700,000","183,700,000","393,000,000","433,400,000","240,500,000","186,600,000","422,000,000","387,400,000","184,700,000","173,800,000","383,700,000","267,100,000","181,000,000","178,500,000","315,300,000","306,100,000","229,100,000","179,900,000","390,600,000","356,300,000","176,000,000","179,000,000","357,600,000","312,200,000","182,300,000","159,500,000","309,100,000","388,300,000","237,400,000","162,000,000","380,000,000","326,100,000","139,500,000","127,500,000","264,200,000","211,100,000","123,600,000","108,100,000","217,900,000","244,200,000","120,300,000","110,400,000","267,400,000","236,000,000","111,700,000","96,900,000","250,500,000","202,100,000","97,100,000","88,700,000","212,700,000"
	OperatingRevenue,"1,257,700,000","448,500,000","331,500,000","211,700,000","199,400,000","426,000,000","421,100,000","282,400,000","256,100,000","413,900,000","500,300,000","341,300,000","245,200,000","403,700,000","486,500,000","322,500,000","246,700,000","437,900,000","457,900,000","290,700,000","228,000,000","387,800,000","443,200,000","179,600,000","169,500,000","345,700,000","289,300,000","232,700,000","183,700,000","393,000,000","433,400,000","240,500,000","186,600,000","422,000,000","387,400,000","184,700,000","173,800,000","383,700,000","267,100,000","181,000,000","178,500,000","315,300,000","306,100,000","229,100,000","179,900,000","390,600,000","356,300,000","176,000,000","179,000,000","357,600,000","312,200,000","182,300,000","159,500,000","309,100,000","388,300,000","237,400,000","162,000,000","380,000,000","326,100,000","139,500,000","127,500,000","264,200,000","211,100,000","123,600,000","108,100,000","217,900,000","244,200,000","120,300,000","110,400,000","267,400,000","236,000,000","111,700,000","96,900,000","250,500,000","202,100,000","97,100,000","88,700,000","212,700,000"
CostOfRevenue,"986,000,000","383,900,000","271,600,000","178,600,000","169,200,000","330,000,000","321,100,000","223,700,000","189,800,000","326,600,000","358,300,000","264,900,000","199,400,000","331,100,000","371,900,000","251,100,000","204,200,000","372,500,000","333,900,000","214,600,000","183,100,000","306,200,000","332,800,000","134,400,000","128,200,000","243,100,000","191,000,000","164,700,000","133,100,000","279,800,000","291,600,000","90,700,000","149,100,000","329,700,000","280,400,000","138,900,000","131,900,000","292,400,000","197,500,000","144,800,000","140,000,000","232,500,000","219,200,000","158,100,000","135,600,000","283,000,000","249,300,000","122,600,000","139,100,000","243,000,000","195,000,000","115,700,000","104,500,000","193,800,000","243,000,000","160,600,000","124,900,000","283,000,000","236,600,000","107,000,000","102,100,000","199,600,000","152,600,000","94,000,000","88,100,000","152,900,000","165,600,000","94,400,000","88,900,000","194,100,000","165,100,000","85,800,000","76,800,000","178,500,000","144,800,000","79,200,000","70,000,000","159,600,000"
GrossProfit,"271,700,000","64,600,000","59,900,000","33,100,000","30,200,000","96,000,000","100,000,000","58,700,000","66,300,000","87,300,000","142,000,000","76,400,000","45,800,000","72,600,000","114,600,000","71,400,000","42,500,000","65,400,000","124,000,000","76,100,000","44,900,000","81,600,000","110,400,000","45,200,000","41,300,000","102,600,000","98,300,000","68,000,000","50,600,000","113,200,000","141,800,000","149,800,000","37,500,000","92,300,000","107,000,000","45,800,000","41,900,000","91,300,000","69,600,000","36,200,000","38,500,000","82,800,000","86,900,000","71,000,000","44,300,000","107,600,000","107,000,000","53,400,000","39,900,000","114,600,000","117,200,000","66,600,000","55,000,000","115,300,000","145,300,000","76,800,000","37,100,000","97,000,000","89,500,000","32,500,000","25,400,000","64,600,000","58,500,000","29,600,000","20,000,000","65,000,000","78,600,000","25,900,000","21,500,000","73,300,000","70,900,000","25,900,000","20,100,000","72,000,000","57,300,000","17,900,000","18,700,000","53,100,000"
OperatingExpense,"138,300,000","44,600,000","39,500,000","31,000,000","29,300,000","32,400,000","45,600,000","41,300,000","41,800,000","43,100,000","45,800,000","46,300,000","41,700,000","39,400,000","46,300,000","38,800,000","39,700,000","38,800,000","43,600,000","44,700,000","38,900,000","40,200,000","45,100,000","25,700,000","25,800,000","28,300,000","26,400,000","27,200,000","26,600,000","28,500,000","34,200,000","26,800,000","24,100,000","25,300,000","26,700,000","22,700,000","27,200,000","23,800,000","27,400,000","22,100,000","23,000,000","21,400,000","26,900,000","22,400,000","22,200,000","23,000,000","24,300,000","20,700,000","21,500,000","21,900,000","21,100,000","21,900,000","20,200,000","20,700,000","24,100,000","20,800,000","18,200,000","18,900,000","20,100,000","16,200,000","15,800,000","15,600,000","14,000,000","12,700,000","12,800,000","14,200,000","13,200,000","14,100,000","13,100,000","16,000,000","17,600,000","13,900,000","13,000,000","14,400,000",,,,
	SellingGeneralAndAdministration,"138,300,000","44,600,000","39,500,000","31,000,000","29,300,000","32,400,000","45,600,000","41,300,000","41,800,000","43,100,000","45,800,000","46,300,000","41,700,000","39,400,000","46,300,000","38,800,000","39,700,000","38,800,000","43,600,000","44,700,000","38,900,000","40,200,000","45,100,000","25,700,000","25,800,000","28,300,000","26,400,000","27,200,000","26,600,000","28,500,000","34,200,000","26,800,000","24,100,000","25,300,000","26,700,000","22,700,000","27,200,000","23,800,000","27,400,000","22,100,000","23,000,000","21,400,000","26,900,000","22,400,000","22,200,000","23,000,000","24,300,000","20,700,000","21,500,000","21,900,000","21,100,000","21,900,000","20,200,000","20,700,000","24,100,000","20,800,000","18,200,000","18,900,000","20,100,000","16,200,000","15,800,000","15,600,000","14,000,000","12,700,000","12,800,000","14,200,000","13,200,000","14,100,000","13,100,000","16,000,000","18,600,000","13,300,000","12,600,000","14,400,000",,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"600,000","400,000",,,,,
OperatingIncome,"133,400,000","20,000,000","20,400,000","2,100,000","900,000","63,600,000","54,400,000","17,400,000","24,500,000","44,200,000","96,200,000","30,100,000","4,100,000","33,200,000","68,300,000","32,600,000","2,800,000","26,600,000","80,400,000","31,400,000","6,000,000","41,400,000","65,300,000","19,500,000","15,500,000","74,300,000","71,900,000","40,800,000","24,000,000","84,700,000","107,600,000","123,000,000","13,400,000","67,000,000","80,300,000","23,100,000","14,700,000","67,500,000","42,200,000","14,100,000","15,500,000","61,400,000","60,000,000","48,600,000","22,100,000","84,600,000","82,700,000","32,700,000","18,400,000","92,700,000","96,100,000","44,700,000","34,800,000","94,600,000","121,200,000","56,000,000","18,900,000","78,100,000","69,400,000","16,300,000","9,600,000","49,000,000","44,500,000","16,900,000","7,200,000","50,800,000","65,400,000","11,800,000","8,400,000","57,300,000","53,300,000","12,000,000","7,100,000","57,600,000","8,300,000","17,900,000","18,700,000","53,100,000"
NetNonOperatingInterestIncomeExpense,"-62,200,000","-13,900,000","-13,900,000","-13,600,000","-15,000,000","-15,700,000","-17,900,000","-17,100,000","-17,200,000","-19,000,000","-17,700,000","-17,700,000","-16,800,000","-16,200,000","-18,000,000","-15,900,000","-14,900,000","-13,700,000","-13,400,000","-13,500,000","-12,300,000","-13,700,000","-17,300,000","-5,400,000","-5,600,000","-5,800,000","-5,400,000","-5,400,000","-5,300,000","-5,400,000","-5,700,000","-5,500,000","-4,500,000","-4,400,000","-4,700,000","-4,400,000","-4,400,000","-4,400,000","-4,500,000","-4,200,000","-4,500,000","-5,000,000","-5,100,000","-5,000,000","-5,200,000","-5,700,000","-6,200,000","-5,300,000","-5,300,000","-5,900,000","-5,700,000","-6,000,000","-6,600,000","-7,500,000",,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"62,200,000","13,900,000","13,900,000","13,600,000","15,000,000","15,700,000","17,900,000","17,100,000","17,200,000","19,000,000","17,700,000","17,700,000","16,800,000","16,200,000","18,000,000","15,900,000","14,900,000","13,700,000","13,400,000","13,500,000","12,300,000","13,700,000","17,300,000","5,400,000","5,600,000","5,800,000","5,400,000","5,400,000","5,300,000","5,400,000","5,700,000","5,500,000","4,500,000","4,400,000","4,700,000","4,400,000","4,400,000","4,400,000","4,500,000","4,200,000","4,500,000","5,000,000","5,100,000","5,000,000","5,200,000","5,700,000","6,200,000","5,300,000","5,300,000","5,900,000","5,700,000","6,000,000","6,600,000","7,500,000",,,,,,,,,,,,,,,,,,,,,,,,
