name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,12/31/1991
OperatingCashFlow,"342,664,000","72,317,000","77,554,000","98,925,000","93,868,000","68,196,000","60,785,000","39,701,000","33,059,000","53,675,000","52,067,000","67,217,000","40,599,000","69,889,000","61,638,000","35,547,000","34,422,000","53,959,000","74,783,000","40,903,000","19,811,000","45,626,000","49,807,000","33,075,000","16,407,000","25,453,000","19,658,000","45,502,000","14,383,000","38,568,000","26,947,000","27,259,000","33,948,000","46,118,000","32,057,000","16,661,000","29,845,000","31,328,000","16,355,000","17,595,000","16,824,000","13,447,000","-3,403,000","16,971,000","32,352,000","15,730,000","27,959,000","43,118,000","23,062,000","23,866,000","21,531,000","19,431,000","17,815,000","6,750,000","20,537,000","13,455,000","13,283,000","9,896,000","38,275,000","24,544,000","21,501,000","6,451,000","25,598,000","11,330,000","18,184,000","16,969,000","10,129,000","16,288,000","11,772,000","12,366,000","8,200,000","7,319,000","9,396,000","4,385,000","6,368,000","6,194,000","3,799,000","2,445,000","8,229,000","2,983,000","4,731,000","4,221,000","8,152,000","2,581,000","4,842,000","-637,000","3,023,000","4,111,000","4,508,000","-1,434,000","3,800,000","1,500,000","1,700,000","1,000,000","4,300,000","1,800,000","-700,000","100,000","-900,000","2,100,000","-200,000","3,000,000","3,000,000","0","1,500,000","-900,000","200,000","-1,300,000","-2,100,000","-1,600,000","200,000","0","1,900,000","900,000","0","-300,000","100,000","-700,000","100,000","0"
	CashFlowFromContinuingOperatingActivities,"342,664,000","72,317,000","77,554,000","98,925,000","93,868,000","68,196,000","60,785,000","39,701,000","33,059,000","53,675,000","52,067,000","67,217,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"16,355,000","17,595,000","16,824,000","13,447,000","-3,403,000","16,971,000","32,352,000","15,730,000","27,959,000","43,118,000","23,062,000","23,866,000","21,531,000","19,431,000","17,815,000","6,750,000","20,537,000","13,455,000","13,283,000","9,896,000","38,275,000","24,544,000","21,501,000","6,451,000","25,598,000","11,330,000","18,184,000","16,969,000","10,129,000","16,288,000","11,772,000","12,366,000","8,200,000","7,319,000","9,396,000","4,385,000","6,368,000","6,194,000","3,799,000","2,445,000","8,229,000","2,983,000","4,731,000","4,221,000","8,152,000","2,581,000","4,842,000","-637,000","3,023,000","4,111,000","4,508,000","-1,434,000","3,800,000","1,500,000","1,700,000","1,000,000","4,300,000","1,800,000","-700,000","100,000","-900,000","2,100,000","-200,000","3,000,000","3,000,000","0","1,500,000","-900,000","200,000","-1,300,000","-2,100,000","-1,600,000","200,000","0","1,900,000","900,000","0","-300,000","100,000","-700,000","100,000","0"
		NetIncomeFromContinuingOperations,"269,908,000","74,173,000","66,309,000","70,800,000","58,626,000","40,553,000","30,055,000","27,386,000","21,388,000","20,400,000","47,554,000","-3,927,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,965,000","22,069,000","17,550,000","15,680,000","15,040,000","7,839,000","-2,265,000","-10,766,000","14,611,000","-2,947,000","13,108,000","14,203,000","18,299,000","16,100,000","12,249,000","13,009,000","14,676,000","12,770,000","11,385,000","9,312,000","10,040,000","8,384,000","7,665,000","7,240,000","7,330,000","7,241,000","6,124,000","4,856,000","3,437,000","2,564,000","2,171,000","1,923,000","2,263,000","1,767,000","1,564,000","208,000","-75,000","-848,000","526,000","521,000","2,785,000","4,650,000","4,320,000","3,140,000","2,400,000","1,700,000","800,000","700,000","400,000","600,000","500,000","1,200,000","1,300,000","1,400,000","1,200,000","1,200,000","800,000","800,000","600,000","800,000","1,300,000","1,300,000","1,100,000","1,000,000","700,000","600,000","600,000","500,000","1,000,000","300,000",,,"100,000","0"
		OperatingGainsLosses,"-28,422,000","5,518,000","-22,520,000","-6,058,000","-5,362,000","-3,713,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"471,000","-421,000","21,000","-1,736,000","7,000","-1,127,000","-73,000","96,000","-22,433,000","8,515,000","676,000","571,000","454,000","598,000","894,000","415,000","396,000","435,000","-1,630,000","2,240,000","1,253,000","803,000","616,000","134,000","169,000","187,000","168,000","166,000","934,000","459,000","90,000","-10,000","223,000","178,000","97,000","39,000","289,000","55,000","44,000","75,000","336,000","133,000","128,000","58,000",,,,"100,000","-100,000","-200,000","200,000","-100,000","-300,000",,,,"-400,000","0",,,,,,,,"0",,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,000","-137,000","146,000","-1,693,000","0","97,000","-30,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,"-22,763,000","-6,058,000","-5,362,000","-3,713,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-432,000","-125,000","-43,000",,"-31,000","-43,000","96,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"120,563,000","28,591,000","30,565,000","30,682,000","30,725,000","30,463,000","27,590,000","26,490,000","26,897,000","27,030,000","28,282,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,036,000","13,090,000","12,601,000","12,069,000","21,043,000","12,008,000","11,716,000","11,355,000","11,979,000","12,115,000","9,586,000","7,967,000","7,916,000","7,391,000","6,735,000","6,291,000","7,012,000","4,383,000","4,997,000","4,673,000","4,341,000","4,074,000","3,903,000","3,910,000","3,631,000","3,397,000","2,975,000","3,170,000","2,940,000","2,806,000","2,713,000","2,614,000","2,804,000","2,212,000","2,451,000","2,280,000","2,724,000","1,844,000","2,019,000","2,083,000","1,667,000","1,249,000","1,089,000","998,000","900,000","700,000","600,000","600,000","400,000","300,000","200,000","300,000","400,000","200,000","200,000","200,000","500,000","100,000","0","100,000","100,000","100,000","0","100,000","100,000",,,,"0","100,000","0","100,000","100,000","100,000"
			DepreciationAndAmortization,"120,563,000","28,591,000","30,565,000","30,682,000","30,725,000","30,463,000","27,590,000","26,490,000","26,897,000","27,030,000","28,282,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,036,000","13,090,000","12,601,000","12,069,000","21,043,000","12,008,000","11,716,000","11,355,000","11,979,000","12,115,000","9,586,000","7,967,000","7,916,000","7,391,000","6,735,000","6,291,000","7,012,000","4,383,000","4,997,000","4,673,000","4,341,000","4,074,000","3,903,000","3,910,000","3,631,000","3,397,000","2,975,000","3,170,000","2,940,000","2,806,000","2,713,000","2,614,000","2,804,000","2,212,000","2,451,000","2,280,000","2,724,000","1,844,000","2,019,000","2,083,000","1,667,000","1,249,000","1,089,000","998,000","900,000","700,000","600,000","600,000","400,000","300,000","200,000","300,000","400,000","200,000","200,000","200,000","500,000","100,000","0","100,000","100,000","100,000","0","100,000","100,000",,,,"0","100,000","0","100,000","100,000","100,000"
				Depreciation,"104,508,000","24,729,000","26,488,000","26,626,000","26,665,000","26,440,000","23,579,000","22,483,000","22,876,000","22,809,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,913,000","11,990,000","11,522,000","10,940,000","10,908,000","10,814,000","10,599,000","10,186,000","10,643,000","10,833,000","9,021,000","7,444,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,"16,055,000","3,862,000","4,077,000","4,056,000","4,060,000","4,023,000","4,011,000","4,007,000","4,021,000","4,221,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,123,000","1,100,000","1,079,000","1,129,000","10,135,000","1,194,000","1,117,000","1,169,000","1,336,000","1,282,000","565,000","523,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,"16,055,000","3,862,000","4,077,000","4,056,000","4,060,000","4,023,000","4,011,000","4,007,000","4,021,000","4,221,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,123,000","1,100,000","1,079,000","1,129,000","10,135,000","1,194,000","1,117,000","1,169,000","1,336,000","1,282,000","565,000","523,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"20,100,000","-347,000","20,824,000","-559,000","182,000","1,012,000","-4,224,000","-7,915,000","-2,334,000","17,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-5,521,000","1,272,000","-528,000","737,000",,,,,,"-1,057,000","-302,000","-732,000","6,515,000","-1,512,000","-2,741,000","-598,000","3,530,000",,,"-1,841,000","-2,114,000",,,"315,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"20,100,000","-347,000","20,824,000","-559,000","182,000","1,012,000","-4,224,000","-7,915,000","-2,334,000","17,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-5,521,000","1,272,000","-528,000","737,000",,,,,,"-1,057,000","-302,000","-732,000","6,515,000","-1,512,000","-2,741,000","-598,000","3,530,000",,,"-1,841,000","-2,114,000",,,"315,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,080,000","2,144,000","2,009,000","1,972,000",,"2,143,000","2,445,000","2,388,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"34,985,000","7,902,000","8,280,000","10,161,000","8,642,000","6,122,000","6,576,000","6,290,000","7,701,000","4,693,000","5,171,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,271,000","3,266,000","3,233,000","3,281,000","3,385,000","2,867,000","2,255,000","2,429,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"185,000","-1,383,000","787,000","919,000","-138,000","425,000","-729,000","151,000","343,000","741,000","540,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,589,000","6,121,000",,,,,"32,000","-1,386,000",,"3,497,000","2,583,000","2,550,000","2,611,000","2,599,000","2,225,000","2,429,000","3,517,000","1,741,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"-200,000","200,000","0","-100,000",,,,"100,000",,,,,"0","0","0","-100,000",,"0",,,,,,"-100,000",,"-200,000","200,000","-100,000","0",
