name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997
			DeferredIncomeTax,"26,384,000","66,000","28,373,000","-1,658,000","-397,000","-1,612,000","-23,483,000","-2,557,000","-78,000","-2,326,000","-6,235,000","-58,000","-19,000","8,000","850,000","29,000","-62,000","-128,000","-1,964,000","56,000","162,000","6,000","-1,268,000","-473,000","-426,000","165,000","-1,211,000","-5,000","-1,711,000","2,272,000","1,097,000","-4,555,000","-839,000","-410,000","-351,000","-285,000","119,000","1,162,000","-1,346,000","74,000","-739,000","-5,000","-783,000","127,000","-307,000","291,000","-1,903,000","930,000","246,000","34,000","67,000","1,739,000","150,000","30,000","-397,000","-246,000","-1,800,000","471,000","78,000","-354,000","-299,000","111,000","422,000","334,000","-458,000","-278,000","187,000","-807,000","-544,000","310,000","-2,720,890","1,917,797","-2,574,955","69,158",,,,,"91,427",,,,"-73,543","952,627","-78,187","1,825","-19,033","1","-25,229","-82,878",,,,"-100,000","1,500,000","-100,000",,,"200,000"
		AssetImpairmentCharge,,,,,,,"0","0",,,"30,246,000","0",,,,,,,,,,,"1,197,000","1,497,000","1,027,000","413,000","1,318,000","8,055,000","477,000","1,028,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,"1,403,000","245,000","485,000","391,000","282,000","1,315,000","576,000","54,000","970,000","189,000","15,545,000","1,948,000","687,000","796,000","947,000","5,002,000","379,000","336,000","-1,222,000","626,000","310,000","656,000","171,000","153,000","264,000","310,000","-116,000","52,000","91,000","319,000","-34,000","-338,000","186,000","-120,000","575,000","111,000","41,000","274,000","132,000","-71,000","-95,000","11,000","549,000","538,000","753,000","329,000","770,000","832,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"12,229,000","2,867,000","2,799,000","3,280,000","3,283,000","2,094,000","1,886,000","2,083,000","2,167,000","2,178,000","2,368,000","3,387,000","2,752,000","2,564,000","1,903,000","2,317,000","1,847,000","1,553,000","1,627,000","1,628,000","1,778,000","1,417,000","1,306,000","1,337,000","1,249,000","1,482,000","515,000","1,323,000","1,270,000","1,198,000","1,009,000","1,225,000","1,198,000","1,246,000","1,130,000","1,132,000","1,087,000","1,018,000","1,062,000","1,090,000","1,093,000","773,000","685,000","676,000","724,000","642,000","593,000","596,000","639,000","564,000","622,000","626,000","663,000","538,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,"0","0","0","0","-3,000","-284,000","-5,000","-65,000","-21,000","-6,000","6,000","-292,000","-32,000","-78,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,750,000",,,,,,,"458,000","348,000","891,000","312,000","252,000","397,000","2,883,000","0","308,000","138,000","150,000","195,000","-3,000","31,000",,,,"18,000",,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,"-100,000","200,000",,,,"200,000"
		ChangeInWorkingCapital,"-17,341,000","-3,652,000","-1,774,000","-4,735,000","-7,180,000","-12,072,000","551,000","-5,278,000","1,883,000","27,328,000","9,824,000","1,559,000","8,520,000","-2,516,000","-12,637,000","-4,985,000","-3,728,000","-10,735,000","17,305,000","-4,847,000","-6,748,000","-4,692,000","3,000","-6,487,000","5,600,000","4,585,000","7,506,000","-2,067,000","-10,035,000","-6,911,000","-17,161,000","-14,311,000","1,647,000","-8,362,000","-1,303,000","-1,764,000","1,373,000","1,412,000","5,088,000","25,000","-4,319,000","-4,874,000","-1,505,000","-12,939,000","-7,283,000","-3,897,000","-595,000","-2,503,000","92,000","-3,514,000","6,213,000","-1,710,000","-1,014,000","4,241,000","2,114,000","6,426,000","-9,756,000","-5,332,000","583,000","3,098,000","-1,065,000","-4,273,000","1,535,000","-1,468,000","492,000","-3,685,000","2,463,000","-5,615,000","-8,704,000","-2,763,000","1,512,238","-1,437,882","-7,594,360","-2,011,866","923,899","-1,862,018","-1,925,936","-325,760","-4,407,246","-408,602","-1,290,111","-1,019,248","-155,756","-1,301,260","-1,068,962","1,699","422,322","2,606,262","-1,044,475","-559,782","1,140,599","800,000","100,000","-900,000","-1,000,000","-300,000","-2,400,000","-900,000","-1,500,000"
			ChangeInReceivables,"-17,804,000","1,449,000","-19,888,000","347,000","288,000","3,676,000","-15,786,000","1,952,000","10,096,000","16,084,000","-11,477,000","7,441,000","2,032,000","12,410,000","-14,113,000","-2,134,000","-1,556,000","1,808,000","-10,467,000","-1,070,000","3,049,000","1,722,000","-6,123,000","-968,000","2,709,000","11,109,000","-7,621,000","5,385,000","-6,585,000","18,405,000","-19,195,000","-5,689,000","-1,514,000","1,811,000","-13,159,000","-693,000","2,097,000","6,733,000","-12,373,000","2,863,000","-5,719,000","9,254,000","-8,519,000","-6,380,000","508,000","5,412,000","-10,470,000","-1,160,000","-1,894,000","506,000","-8,271,000","-2,168,000","-1,461,000","17,669,000","-6,205,000","5,149,000","-4,766,000","8,815,000","-8,903,000","1,551,000","-4,729,000","2,960,000","-5,027,000","-2,514,000","-5,585,000","953,000","-421,000","-2,635,000","-4,276,000","-498,000","-3,251,627","-161,813","-4,037,592","1,976,772","1,910,105","-2,309,598","-857,613","639,144","-3,402,889","-1,059,586","-139,007","2,086,718","-753,926","-793,984","719,692","1,025,655","-1,452,597","2,875,317","-1,378,348","-991,065","-2,148,086","1,200,000","-300,000","200,000","-1,000,000","2,000,000","-1,000,000","-1,600,000","-800,000"
				ChangesInAccountReceivables,"-17,804,000","1,449,000","-19,888,000","347,000","288,000","3,676,000","-15,786,000","1,952,000","10,096,000","16,084,000","-11,477,000","7,441,000","2,032,000","12,410,000","-14,113,000","-2,134,000","-1,556,000","1,808,000","-10,467,000","-1,070,000","3,049,000","1,722,000","-6,123,000","-968,000","2,709,000","11,109,000","-7,621,000","5,385,000","-6,585,000","18,405,000","-19,195,000","-5,689,000","-1,572,000","1,869,000","-13,004,000","-693,000","2,103,000","7,541,000","-11,238,000","2,863,000","-5,719,000","9,254,000","-8,519,000","-6,380,000","508,000","5,412,000","-10,470,000","-1,160,000","-1,894,000","506,000","-8,271,000","-2,168,000","-1,461,000","17,669,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"-4,772,000","-2,065,000","2,400,000","-1,611,000","-3,496,000","-3,999,000","5,242,000","4,209,000","-903,000","1,795,000","5,335,000","216,000","1,221,000","-10,908,000","-8,428,000","-5,440,000","-1,456,000","-5,208,000","524,000","-1,343,000","-7,627,000","-2,480,000","1,960,000","-3,771,000","-3,333,000","-1,585,000","3,672,000","-6,596,000","-876,000","-14,221,000","-9,030,000","-6,320,000","-4,104,000","-2,541,000","-739,000","-481,000","2,400,000","-1,299,000","5,154,000","175,000","259,000","-6,432,000","-3,647,000","-8,909,000","-7,248,000","-7,525,000","-1,132,000","-191,000","-2,202,000","-2,748,000","2,099,000","2,114,000","5,166,000","-1,078,000","3,252,000","-825,000","-1,727,000","-7,129,000","-2,467,000","-4,014,000","-2,026,000","1,242,000","1,203,000","-619,000","886,000","1,334,000","-3,619,000","-4,238,000","-3,390,000","-2,541,000","1,990,035","-1,669,591","-4,107,881","-1,566,384","-1,378,743","15,927","-1,114,438","-1,614,265","-1,476,709","-368,182","-578,514","-958,785","84,620","-145,839","338,062","-455,166","-142,127","362,245","-249,555","-520,079","1,405,515","-300,000","-300,000","-1,200,000","-600,000","-600,000","-600,000","-300,000","-600,000"
			ChangeInPrepaidAssets,"4,029,000","-3,313,000","8,931,000","-1,953,000","364,000","-1,346,000","-5,529,000","-1,956,000","3,939,000","7,408,000","548,000","-1,642,000","-2,181,000","4,463,000","-7,053,000","-731,000","-2,590,000","-936,000","3,581,000","2,655,000","-5,308,000","-1,181,000","4,583,000","-3,110,000","2,832,000","-717,000","2,906,000","-3,792,000","-386,000","-1,562,000","-1,620,000","-1,540,000","198,000","-539,000","19,000","-2,600,000","1,304,000","-2,069,000","-639,000","338,000","410,000","-1,979,000","1,290,000","-675,000","-1,523,000","-509,000","1,283,000","-1,618,000","1,202,000","-3,039,000","6,198,000","-1,832,000","-1,375,000","-1,027,000","1,182,000","-492,000","868,000","-2,745,000","-2,513,000","-36,000","2,517,000","-3,176,000","1,184,000","-1,374,000","-147,000","-596,000","810,000","343,000","-1,082,000","437,000","-144,782","49,999","-622,242","-302,261","-402,260","-77,580","-135,535","386,757","-188,329","376,348","-142,636","422,822",,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"-1,858,000","-421,000","3,587,000","-165,000","-4,859,000","-10,976,000","15,148,000","-9,662,000","-9,820,000","3,367,000","9,136,000","-6,028,000","5,910,000","-10,495,000","12,422,000","2,766,000","138,000","-7,417,000","24,486,000","-4,392,000","4,080,000","-3,060,000","24,000","2,202,000","3,590,000","-4,664,000","2,378,000","3,135,000","-2,627,000","-9,287,000","9,263,000","402,000","5,364,000","-7,722,000","8,705,000","2,808,000","-5,099,000","-2,334,000","7,643,000","-1,845,000","-316,000","-5,064,000","5,977,000","1,424,000","3,430,000","-3,189,000","7,385,000","151,000","1,763,000","1,965,000","3,545,000","1,256,000","-3,598,000","-10,843,000","1,982,000","1,308,000","-4,769,000","-4,193,000","7,385,000","4,202,000","3,806,000","-5,509,000","3,599,000","1,907,000","3,688,000","-6,132,000","5,081,000","172,000","186,000","-1,130,000","2,353,050","675,595","772,146","-1,662,778","972,844","391,315","-188,172","-214,917","101,551","1,257,412","-672,919","-2,491,104","464,765","283,241","-1,596,863","-45,907","1,321,781","-444,859","650,567","568,395","780,912","500,000","1,000,000","100,000","1,300,000","-1,800,000","100,000","700,000","100,000"
				ChangeInPayable,"-1,858,000","-421,000","3,587,000","-165,000","-4,859,000","-10,976,000","15,148,000","-9,662,000","-9,820,000","3,367,000","15,606,000","-6,171,000","-417,000","-10,495,000","12,422,000","2,766,000","138,000","-7,417,000","24,486,000","-4,392,000","4,080,000","-3,060,000","24,000","2,202,000","3,590,000","-4,664,000","2,378,000","3,135,000","-2,627,000","-9,287,000","9,263,000","402,000","5,364,000","-7,722,000","8,705,000","2,808,000","-5,099,000","-2,334,000","7,643,000","-1,845,000","-316,000","-5,064,000","5,977,000","1,424,000","3,430,000","-3,189,000","7,385,000","151,000","1,763,000","1,965,000","3,545,000","1,256,000","-3,598,000","-10,843,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInTaxPayable,"3,261,000","1,261,000","2,694,000","463,000","-1,157,000","-1,153,000","2,752,000","-1,051,000","-3,669,000","-1,389,000","4,720,000","-560,000","-1,796,000","-1,323,000","1,796,000","-704,000","-1,807,000","-2,571,000","20,609,000","-8,000","28,000","-618,000",,,"-119,000","641,000",,,"459,000","263,000","-409,000","493,000","-25,000","-1,619,000","1,672,000","-832,000","-1,210,000","-1,658,000","3,415,000","-851,000","1,707,000","-774,000","2,401,000","400,000","939,000","-742,000","1,147,000","-43,000","-41,000","-234,000","216,000","25,000","18,000","-2,008,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
						ChangeInIncomeTaxPayable,"3,261,000","1,261,000","2,694,000","463,000","-1,157,000","-1,153,000","2,752,000","-1,051,000","-3,669,000","-1,389,000","4,720,000","-560,000","-1,796,000","-1,323,000","1,796,000","-704,000","-1,807,000","-2,571,000","20,609,000","-8,000","28,000","-618,000",,,"-119,000","641,000",,,"459,000","263,000","-409,000","493,000","-25,000","-1,619,000","1,672,000","-832,000","-1,210,000","-1,658,000","3,415,000","-851,000","1,707,000","-774,000","2,401,000","400,000","939,000","-742,000","1,147,000","-43,000","-41,000","-234,000","216,000","25,000","18,000","-2,008,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"-5,119,000","-1,682,000","893,000","-628,000","-3,702,000","-9,823,000","12,396,000","-8,611,000","-6,151,000","4,756,000","10,886,000","-5,611,000","1,379,000","-9,172,000","10,626,000","3,470,000","1,945,000","-4,846,000","3,877,000","-4,384,000","4,052,000","-2,442,000","-594,000","2,724,000","3,709,000","-5,305,000","2,378,000","3,857,000","-3,086,000","-9,550,000","9,672,000","-91,000","5,389,000","-6,103,000","7,033,000","3,640,000","-3,889,000","-676,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,,,,,,,,,,,,"143,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"-29,117","850,115",,,"-97,222","-114,608","-269,934","-17,446","50,282","1,136,473","-400,000","-300,000","-200,000",,,"-200,000","100,000",
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-258,000",,,,,,"116,000","868,000","-540,000","1,550,000","-276,000","501,000","-39,000","1,903,000","3,245,000","-398,000","-958,000","-2,956,000","5,398,000","4,000","-1,437,000","-86,000","203,000","641,000","167,000","-418,000","743,000","-142,000","969,000","565,562","-332,072","401,209","-457,215","-178,047","117,918","369,822","477,521","559,130",,,"-49,782","-5,185","137,101","-13,621","-425,661","809,873","83,493","-49,693","332,685",,,"0","200,000","-100,000","0","-700,000","200,000","-100,000"
			ChangeInOtherWorkingCapital,"3,064,000","698,000","3,196,000","-1,353,000","523,000","573,000","1,476,000","179,000","-1,429,000","-1,326,000","6,282,000","1,572,000","1,538,000","2,014,000","4,535,000","554,000","1,736,000","1,018,000","-819,000","-697,000","-942,000","307,000","-441,000","-840,000","-198,000","442,000","6,171,000","-199,000","439,000","-246,000","3,421,000","-1,164,000","1,703,000","629,000","3,871,000","-798,000","671,000","381,000","3,596,000","201,000","1,047,000","-653,000","3,394,000","1,601,000","-2,450,000","1,914,000","2,783,000","199,000","355,000","342,000","1,092,000","-804,000","-247,000","-441,000","0","-1,959,000","1,036,000","878,000","10,037,000","-4,003,000","-637,000","1,647,000","662,000","929,000","1,009,000","589,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InvestingCashFlow,"-48,357,000","-5,054,000","-5,054,000","-2,926,000","-35,323,000","-2,437,000","-2,179,000","-7,351,000","15,629,000","7,808,000","-836,000","-3,580,000","-2,854,000","-2,072,000","-8,739,000","-34,934,000","-5,242,000","-6,859,000","-4,021,000","7,888,000","13,267,000","-2,077,000","-20,462,000","-13,331,000","-913,000","-2,379,000","15,905,000","-3,010,000","-4,689,000","-14,580,000","-8,707,000","-6,904,000","-2,939,000","-2,543,000","-2,884,000","-1,947,000","-973,000","-750,000","-1,293,000","-935,000","-2,080,000","-896,000","-1,348,000","-1,057,000","-1,482,000","-1,477,000","-1,919,000","-1,472,000","-817,000","-818,000","-641,000","-478,000","-33,114,000","47,155,000","-5,105,000","-7,281,000","1,018,000","-6,693,000","-5,813,000","-52,338,000","-5,962,000","-761,000","-783,000","-683,000","-1,411,000","-600,000","-7,264,000","1,646,000","4,536,000","-4,182,000","-300,867","-3,972,409","1,440,375","-7,069,573","-16,299,989","1,884,566","461,425","-1,275,686","1,011,584","-592,832","626,213","-1,162,569","224,830","928,426","87,002","-973,235","-74,757","-564,505","-3,457,675","1,045,296","4,532,796","1,000,000","-1,300,000","1,100,000","-18,500,000","-300,000","-5,800,000","-600,000","-400,000"
