name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
MarketCap,"4,102,606,243","4,771,426,283","6,188,384,685","6,241,231,172","12,498,316,899","14,753,641,558","12,113,100,988","10,756,349,642","6,516,249,011","4,440,927,183","4,550,639,875","4,381,340,539","4,407,093,219","3,405,186,927","2,769,317,043","3,378,628,124","3,526,977,192","2,230,942,374","2,247,582,709","1,876,935,126","1,630,909,005","1,800,511,780","2,132,490,867","1,938,769,813","2,116,825,653","2,357,573,601","2,575,636,647","2,734,129,331","3,074,042,420","3,573,329,039","3,784,209,623","2,878,459,657","2,898,287,055","3,172,940,846","3,082,265,898","3,110,751,375","2,196,131,851","2,053,936,381","1,722,442,310","1,447,231,620","1,559,940,228","1,376,972,899","1,382,708,201","935,352,892","1,182,463,206","1,243,837,789","1,273,765,732","909,209,589","937,621,572","735,551,399","664,042,963","528,449,809","419,910,949","297,380,702","402,625,436","672,288,955","570,946,769","663,965,983","534,740,239","699,624,137","565,245,863","477,389,308","507,307,277","460,179,980","407,536,520","364,877,981","348,045,300","349,988,175","318,318,535","312,951,394","303,924,243","356,997,639","285,136,541","248,577,255","253,058,550","220,491,920","210,119,284","194,366,000","225,510,485","218,193,609","259,503,900","247,367,146","279,942,176","191,158,800","140,695,640","157,274,719","146,820,279","163,349,514","155,906,635","139,627,732","147,576,828","163,729,188","165,493,075","159,045,500","174,267,000","148,632,250","261,273,000","213,811,992","159,736,785","173,757,000","201,538,875","170,654,500","205,809,750","387,054,375","479,472,000","397,488,875"
EnterpriseValue,"4,161,892,243","4,806,056,283","6,165,143,685","6,203,590,172","12,419,041,899","14,657,762,558","12,024,889,988","10,739,973,642","6,555,452,011","4,463,365,183","4,567,325,875","4,457,377,539","4,335,094,219","3,296,787,927","2,678,753,043","3,288,064,124","3,436,413,192","2,140,378,374","2,157,018,709","1,786,371,126","1,540,345,005","1,709,947,780","2,055,695,867","1,911,660,813","2,066,168,653","2,263,909,601","2,441,495,647","2,587,617,331","2,952,415,420","3,497,510,039","3,727,614,623","2,847,760,657","2,870,894,055","3,124,053,846","3,039,176,898","3,086,695,375","2,164,634,851","1,980,101,381","1,648,607,310","1,406,716,620","1,521,779,228","1,327,522,899","1,334,585,201","887,229,892","1,116,148,206","1,198,515,789","1,224,796,732","856,019,589","883,942,572","696,887,399","608,561,963","483,647,809","391,316,949","293,235,702","393,551,436","661,719,955","551,560,769","592,803,983","439,251,239","606,839,137","483,771,863","395,019,308","431,782,277","395,055,980","342,412,520","305,704,981","286,399,300","288,342,175","253,627,535","250,528,394","244,130,243","299,984,639","230,067,541","202,598,255","210,168,550","177,851,920","167,479,284","151,726,000","182,870,485","175,553,609","216,863,900","204,727,146","237,302,176","149,562,800","107,167,640","123,993,719","106,553,279","123,082,514","115,639,635","142,527,732","150,476,828","166,629,188","168,393,075","161,945,500","175,567,000","147,032,250","266,973,000","225,811,992","156,536,785","170,557,000","198,338,875","167,454,500","202,609,750","356,354,375","449,072,000","362,888,875"
PeRatio,,"332.026","63.455","26.591","52.891","77.674","71.071","79.225","62.184","40.127","38.051","38.568","41.695","37.689","28.301","35.67","35.594","23.368","26.25","22.314","19.694","21.303","27.046","23.347","25.226","25.527","27.212","28.538","32.813","39.97","43.737","38.837","42.253","47.245","47.41","51.521","39.318","36.364","30.626","27.111","23.772","22.202","24.956","16.713","21.132","27.565","27.014","21.095","24.004","20.821","21.475","19.516","25.509","22.43","50.714","61.675","40.68","55.279","24.608","33.792","25.597","26.26","28.556","28.816","25.693","27.968","22.727","22.727","22","21.058","24.733","27.692","20.763","23.025","25.914","26.983","42.353","29.209","27.5","69.5","46.765","32.17","36.489","16.11","13.469","15.403","15.195","15.254","14.514","13.158","13.311","15.265","15.81","17.222","21.795","18.125","29.651","26.764","21.116","23.611","31.855","23.611","25","58.712","72.727","60.985"
ForwardPeRatio,"22.272","24.753","24.331","22.124","44.053","54.348","49.261","58.48","51.546","32.258","32.363","33.898","43.478","34.602",,"34.364","43.86","28.409","28.409","22.124","25","23.095","25.575","21.598","23.923","20.877","23.474","24.39","26.385","30.581","37.037","29.155","29.586","32.468","36.9","40","29.24","26.882","26.882","22.624","23.365","22.624","26.81","18.149","21.882","21.413","24.213",,,,,,"52.356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"1","1.09","1.323","1.337","1.563","2.118","1.413","2.316","2.689","1.642","1.523","2.253","2.988","2.474",,"3.527","5.485","3.554","2.446","1.906","2.156","2.997","3.315","2.725","2.248","1.428","1.379","1.385","1.453","1.68","1.637","1.268","1.285","1.551","1.875","2.043","1.588","1.405","1.567","1.41","1.645","1.257","1.071","1.135","1.368","1.337","0.625",,,,,,"4.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"2.131","2.348","2.892","3.008","6.462","8.533","7.715","7.362","4.865","3.502","3.789","3.852","4.177","3.473","2.906","3.722","4.036","2.668","2.701","2.218","1.902","2.042","2.44","2.172","2.411","2.607","2.849","3.045","3.418","3.993","4.387","3.574","3.831","4.472","4.744","5.164","3.807","3.696","3.113","2.805","3.14","2.86","3.098","2.075","2.638","2.774","2.917","2.108","2.208","1.755","1.612","1.291","1.05","0.748","1.022","1.772","1.599","1.998","1.62","2.249","1.893","1.68","1.862","1.784","1.591","1.521","1.591","1.591","1.487","1.446","1.422","1.713","1.36","1.297","1.309","1.164","1.077","0.948","1.089","1.104","1.385","1.343","1.523","1.085","0.804","0.908","0.898","0.954","0.908","0.844","0.836","0.902","0.914","0.871","0.938","0.832","1.457","1.16","0.873","0.932","1.09","0.917","1.099","2.529","3.133","2.627"
PbRatio,"4.165","4.852","6.012","5.757","12.149","15.417","13.187","12.999","8.594","6.037","6.329","8.381","8.926","7.397","6.373","7.464","7.993","5.231","5.361","4.352","3.746","4.032","4.666","4.703","4.862","5.112","5.205","5.312","6.209","8.193","9.176","7.743","8.423","10.503","10.953","12.269","8.849","8.35","7.028","6.814","7.923","7.456","8.088","5.435","6.497","7.223","7.692","5.421","5.434","4.375","3.835","3.197","2.74","2.085","2.875","4.94","4.339","5.549","4.003","5.516","4.767","4.396","4.934","4.864","4.307","4.091","4.145","4.168","3.691","3.73","3.878","4.757","3.968","3.794","4.047","3.822","3.223","2.62","2.861","2.878","3.253","3.164","3.581","2.402","1.866","2.134","1.749","1.976","1.886","1.715","1.767","1.784","1.859","1.862","2.125","1.833","3.333","2.821","2.24","2.468","2.959","2.601","3.176","6.213","8.339","7.253"
EnterprisesValueRevenueRatio,"2.142","11.174","17.711","11.045","20.602","26.891","26.088","21.794","14.499","13.502","15.159","11.777","13.615","13.101","11.894","10.715","12.583","11.238","10.455","7.231","6.213","10.575","9.371","7.543","8.44","11.989","11.349","8.829","11.706","17.531","17.114","10.558","12.395","16.993","14.798","14.263","11.937","14.567","10.775","8.451","10.317","11.72","9.395","6.581","8.332","11.73","10.582","6.877","6.822","7.411","5.678","4.448","3.314","3.617","3.792","6.543","4.699","7.787","4.765","7.212","5.209","5.452","5.887","5.207","4.316","5.374","4.423","4.562","4.115","5.143","4.375","5.481","3.71","4.537","4.14","3.202","2.974","3.348","3.37","3.104","3.684","4.484","5.01","3.046","2.204","2.975","2.181","2.676","2.248","3.22","3.374","3.778","3.568","3.96","3.792","3.239","5.741","4.996","3.599","3.509","3.983","3.997","4.239","7.73","8.301","8.42"
EnterprisesValueEBITDARatio,"78.435","276.528","-1,558.035","-107.606","127.648","156.231","198.709","90.575","68.114","114.451","139.248","58.969","84.339","77.927","63.637","55.19","76.754","97.034","75.176","27.803","25.808","102.074","44.395","30.276","38.099","97.305","64.789","35.83","51.831","108.872","87.951","39.65","58.721","151.756","82.575","61.049","56.352","133.935","50.794","36.477","53.684","80.106","41.889","28.829","38.584","108.473","51.527","28.785","28.618","48.031","33.482","23.168","14.937","41.957","38.583","155.882","31.512","-110.125","27.149","113.259","39.988","39.885","66.633","41.761","25.362","87.344","62.642","39.273","28.373","35.872","44.729","49.923","23.143","65.312","24.367","23.56","27.528","185.711","44.942","95.151","25.237","61.814","-55.148","24.527","11.432","14.507","29.345","25.76","16.16","20.373","44.258","30.296","23.388","24.915","79.803","27.742","65.115","27.538","46.04","24.022","63.98","47.844","77.927","79.19","102.062","75.602"
