name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,12/31/2013
TotalAssets,"1,593,941,000","1,640,848,000","1,643,666,000","1,912,419,000","1,634,099,000","1,503,559,000","1,453,816,000","1,450,013,000","1,531,218,000","1,518,861,000","1,524,766,000","1,531,559,000","1,523,986,000","1,291,762,000","1,240,357,000","1,211,840,000","1,218,731,000","1,184,986,000","1,126,018,000","1,030,057,000","967,438,000","925,358,000","845,089,000","803,478,000","743,508,000","673,166,000","684,972,000","511,176,000","482,786,000","482,572,000","517,943,000","513,352,000","430,466,000"
	CurrentAssets,"175,080,000","34,660,000","36,791,000","320,314,000","39,697,000","38,418,000","28,291,000","13,444,000","37,162,000","68,338,000","72,666,000","19,281,000","231,473,000","56,847,000","31,921,000","25,555,000","22,113,000","13,058,000","95,210,000","56,027,000","10,524,000","14,765,000","19,299,000","14,926,000","23,442,000","15,892,000","190,957,000","34,232,000","16,318,000","28,420,000","92,118,000","82,293,000","1,803,000"
		CashCashEquivalentsAndShortTermInvestments,"26,586,000","19,895,000","17,716,000","1,771,000","30,469,000","18,919,000","19,101,000","5,798,000","23,937,000","20,327,000","5,749,000","2,629,000","214,354,000","36,792,000","15,745,000","11,560,000","14,195,000","6,909,000","14,808,000","35,066,000","1,283,000","7,500,000","11,878,000","9,644,000","4,663,000","11,467,000","12,098,000","29,904,000","13,594,000","25,320,000","88,845,000","80,345,000","895,000"
			CashAndCashEquivalents,"26,586,000","19,895,000","17,716,000","1,771,000","30,469,000","18,919,000","19,101,000","5,798,000","23,937,000","20,327,000","5,749,000","2,629,000","214,354,000","36,792,000","15,745,000","11,560,000","14,195,000","6,909,000","14,808,000","35,066,000","1,283,000","7,500,000","11,878,000","9,644,000","4,663,000","11,467,000","12,098,000","29,904,000","13,594,000","25,320,000","88,845,000","80,345,000","895,000"
		Receivables,"1,110,000","2,418,000","3,474,000","1,786,000","1,780,000","1,823,000","2,093,000","1,746,000","1,798,000","2,571,000","2,125,000","9,705,000","8,360,000","11,387,000","12,384,000","9,023,000","5,999,000","5,254,000","12,961,000","9,425,000","7,932,000","5,896,000","5,666,000","4,085,000","2,227,000","2,342,000","2,961,000","2,036,000","2,011,000","2,291,000","2,906,000","1,871,000","20,000"
			AccountsReceivable,"1,110,000","2,418,000","3,474,000","1,786,000","1,780,000","1,823,000","2,093,000","1,746,000","1,798,000","2,571,000","2,125,000","9,705,000","8,360,000","11,387,000","12,384,000","9,023,000","5,999,000","5,254,000","12,961,000","9,425,000","7,932,000","5,896,000","5,666,000","4,085,000","2,227,000","2,342,000","2,961,000","2,036,000","2,011,000","2,291,000","2,906,000","1,871,000","20,000"
		PrepaidAssets,"5,668,000","7,512,000","10,710,000","7,570,000","7,448,000","10,450,000","7,097,000","5,900,000","11,427,000","10,850,000","30,202,000","6,947,000","8,759,000","8,668,000","3,792,000","4,972,000","1,919,000","895,000","1,803,000","5,282,000","1,309,000","1,369,000","1,755,000","1,197,000","2,072,000","2,083,000","337,000","2,292,000","713,000","809,000","367,000","77,000","888,000"
		RestrictedCash,,,,"309,187,000",,,,,,,,,,,,,,,"65,638,000","6,254,000",,,,,"14,480,000",,"175,561,000",,,,,,
		AssetsHeldForSaleCurrent,"141,716,000","4,835,000","4,891,000","0","0","7,226,000","0","0","0","34,590,000","34,590,000",,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"1,418,861,000","1,606,188,000","1,606,875,000","1,592,105,000","1,594,402,000","1,465,141,000","1,425,525,000","1,436,569,000","1,494,056,000","1,450,523,000","1,452,100,000","1,512,278,000","1,292,513,000","1,234,915,000","1,208,436,000","1,186,285,000","1,196,618,000","1,171,928,000","1,030,808,000","974,030,000","956,914,000","910,593,000","825,790,000","788,552,000","720,066,000","657,274,000","494,015,000","476,944,000","466,468,000","454,152,000","425,825,000","431,059,000","428,663,000"
		GoodwillAndOtherIntangibleAssets,"2,658,000","1,257,000","1,257,000","2,658,000","2,658,000","2,352,000","1,650,000","1,650,000","1,650,000","1,650,000","1,400,000","1,400,000","1,400,000","2,382,000","2,382,000","2,382,000","2,382,000","2,382,000","2,382,000","2,382,000","1,914,000","1,914,000","1,914,000","1,400,000","1,397,000",,,,,,,,
			OtherIntangibleAssets,"2,658,000","1,257,000","1,257,000","2,658,000","2,658,000","2,352,000","1,650,000","1,650,000","1,650,000","1,650,000","1,400,000","1,400,000","1,400,000","2,382,000","2,382,000","2,382,000","2,382,000","2,382,000","2,382,000","2,382,000","1,914,000","1,914,000","1,914,000","1,400,000","1,397,000",,,,,,,,
		InvestmentProperties,"1,415,386,000","1,603,869,000","1,604,311,000","1,587,895,000","1,589,947,000","1,460,747,000","1,421,588,000","1,432,386,000","1,489,628,000","1,445,850,000","1,447,432,000","1,507,365,000","1,287,355,000","1,231,900,000","1,205,150,000","1,182,727,000","1,192,789,000","1,167,828,000","1,026,437,000","969,388,000","952,468,000","905,876,000","820,802,000","783,819,000","715,071,000","654,091,000","484,222,000","467,502,000","456,596,000","443,747,000","415,021,000","420,059,000","425,003,000"
		InvestmentsAndAdvances,,,,,,,,,"61,753,000","33,300,000","44,808,000","26,725,000","29,419,000","18,045,000","18,083,000","18,108,000","18,031,000","17,949,000","5,368,000","5,192,000","14,027,000","13,872,000","13,595,000","8,992,000","8,731,000","8,477,000","8,229,000","7,987,000","7,755,000","7,532,000",,,"0"
			OtherInvestments,,,,,,,,,"61,753,000","33,300,000","44,808,000","26,725,000","29,419,000","18,045,000","18,083,000","18,108,000","18,031,000","17,949,000","5,368,000","5,192,000","14,027,000","13,872,000","13,595,000","8,992,000","8,731,000","8,477,000","8,229,000","7,987,000","7,755,000","7,532,000",,,"0"
		NonCurrentDeferredAssets,"817,000","1,062,000","1,307,000","1,552,000","1,797,000","2,042,000","2,287,000","2,533,000","2,778,000","3,023,000","3,268,000","3,513,000","3,758,000","633,000","904,000","1,176,000","1,447,000","1,718,000","1,989,000","2,260,000","2,532,000","2,803,000","3,074,000","3,333,000","3,598,000","3,183,000","9,793,000","9,442,000","9,872,000","10,405,000","10,804,000","11,000,000","3,660,000"
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","859,000"
TotalLiabilitiesNetMinorityInterest,"749,358,000","725,091,000","726,051,000","982,810,000","708,658,000","589,417,000","537,780,000","532,567,000","609,425,000","591,270,000","597,280,000","573,422,000","712,955,000","523,515,000","520,307,000","573,102,000","624,843,000","590,369,000","520,142,000","422,081,000","409,491,000","472,928,000","482,314,000","441,624,000","379,397,000","410,878,000","420,410,000","402,890,000","371,970,000","369,110,000","368,318,000","365,694,000","267,777,000"
	CurrentLiabilities,"155,685,000","131,693,000","132,904,000","92,889,000","212,822,000","93,823,000","42,429,000","37,458,000","114,559,000","96,646,000","102,898,000","79,282,000","219,058,000","128,750,000","125,756,000","178,764,000","230,719,000","196,457,000","126,428,000","28,569,000","54,485,000","118,212,000","127,888,000","87,480,000","25,541,000","61,973,000","64,714,000","46,036,000","14,450,000","10,905,000","9,451,000","6,190,000","5,783,000"
		PayablesAndAccruedExpenses,"50,685,000","51,693,000","52,904,000","42,889,000","42,822,000","43,823,000","42,429,000","37,458,000","39,559,000","36,646,000","37,898,000","34,282,000","34,058,000","33,750,000","35,756,000","28,764,000","30,719,000","31,457,000","31,428,000","28,569,000","27,485,000","23,212,000","24,888,000","19,480,000","20,541,000","16,973,000","19,714,000","11,036,000","14,450,000","10,905,000","9,451,000","6,190,000","5,783,000"
			Payables,"50,685,000","51,693,000","52,904,000","42,889,000","42,822,000","43,823,000","42,429,000","37,458,000","39,559,000","36,646,000","37,898,000","34,282,000","34,058,000","33,750,000","35,756,000","28,764,000","30,719,000","31,457,000","31,428,000","28,569,000","27,485,000","23,212,000","24,888,000","19,480,000","20,541,000","16,973,000","19,714,000","11,036,000","14,450,000",,,,
				AccountsPayable,"23,785,000","25,408,000","26,740,000","16,804,000","16,898,000","19,572,000","18,232,000","13,318,000","15,476,000","14,962,000","16,251,000","12,665,000","13,972,000","15,967,000","18,510,000","12,515,000","15,111,000","17,413,000","17,382,000","14,521,000","14,063,000","12,137,000","15,015,000","9,633,000","10,696,000","9,269,000","12,010,000","5,946,000","9,400,000",,,,
				DividendsPayable,"26,900,000","26,285,000","26,164,000","26,085,000","25,924,000","24,251,000","24,197,000","24,140,000","24,083,000","21,684,000","21,647,000","21,617,000","20,086,000","17,783,000","17,246,000","16,249,000","15,608,000","14,044,000","14,046,000","14,048,000","13,422,000","11,075,000","9,873,000","9,847,000","9,845,000","7,704,000","7,704,000","5,090,000","5,050,000",,,,
		CurrentDebtAndCapitalLeaseObligation,"105,000,000","80,000,000","80,000,000","50,000,000","170,000,000","50,000,000",,,"75,000,000","60,000,000","65,000,000","45,000,000","185,000,000","95,000,000","90,000,000","150,000,000","200,000,000","165,000,000","95,000,000",,"27,000,000","95,000,000","103,000,000","68,000,000","5,000,000","45,000,000","45,000,000","35,000,000",,,,,
			CurrentDebt,"105,000,000","80,000,000","80,000,000","50,000,000","170,000,000","50,000,000",,,"75,000,000","60,000,000","65,000,000","45,000,000","185,000,000","95,000,000","90,000,000","150,000,000","200,000,000","165,000,000","95,000,000",,"27,000,000","95,000,000","103,000,000","68,000,000","5,000,000","45,000,000","45,000,000","35,000,000",,,,,
				LineOfCredit,"105,000,000","80,000,000","80,000,000","50,000,000","170,000,000","50,000,000","0","0","75,000,000","60,000,000","65,000,000","45,000,000","185,000,000","95,000,000","90,000,000","150,000,000","200,000,000","165,000,000","95,000,000","0","27,000,000","95,000,000","103,000,000","68,000,000","5,000,000","45,000,000","45,000,000","35,000,000",,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"593,673,000","593,398,000","593,147,000","889,921,000","495,836,000","495,594,000","495,351,000","495,109,000","494,866,000","494,624,000","494,382,000","494,140,000","493,897,000","394,765,000","394,551,000","394,338,000","394,124,000","393,912,000","393,714,000","393,512,000","355,006,000","354,716,000","354,426,000","354,144,000","353,856,000","348,905,000","355,696,000","356,854,000","357,520,000","358,205,000","358,867,000","359,504,000","261,994,000"
		LongTermDebtAndCapitalLeaseObligation,"593,673,000","593,398,000","593,147,000","889,921,000","495,836,000","495,594,000","495,351,000","495,109,000","494,866,000","494,624,000","494,382,000","494,140,000","493,897,000","394,765,000","394,551,000","394,338,000","394,124,000","393,912,000","393,714,000","393,512,000","355,006,000","354,716,000","354,426,000","354,144,000","353,856,000","348,905,000","355,696,000","356,854,000","357,520,000","358,205,000","358,867,000","359,504,000","259,307,000"
			LongTermDebt,"593,673,000","593,398,000","593,147,000","889,921,000","495,836,000","495,594,000","495,351,000","495,109,000","494,866,000","494,624,000","494,382,000","494,140,000","493,897,000","394,765,000","394,551,000","394,338,000","394,124,000","393,912,000","393,714,000","393,512,000","355,006,000","354,716,000","354,426,000","354,144,000","353,856,000","348,905,000","355,696,000","356,854,000","357,520,000","358,205,000","358,867,000","359,504,000","259,307,000"
		NonCurrentDeferredLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","859,000"
			NonCurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","859,000"
		DerivativeProductLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","1,828,000"
TotalEquityGrossMinorityInterest,"844,583,000","915,757,000","917,615,000","929,609,000","925,441,000","914,142,000","916,036,000","917,446,000","921,793,000","927,591,000","927,486,000","958,137,000","811,031,000","768,247,000","720,050,000","638,738,000","593,888,000","594,617,000","605,876,000","607,976,000","557,947,000","452,430,000","362,775,000","361,854,000","364,111,000","262,288,000","264,562,000","108,286,000","110,816,000","113,462,000","149,625,000","147,658,000","162,689,000"
	StockholdersEquity,"844,583,000","915,757,000","917,615,000","929,609,000","925,441,000","914,142,000","916,036,000","917,446,000","921,793,000","927,591,000","927,486,000","958,137,000","811,031,000","768,247,000","720,050,000","638,738,000","593,888,000","594,617,000","605,876,000","607,976,000","557,947,000","452,430,000","362,775,000","361,854,000","364,111,000","262,288,000","264,562,000","108,286,000","110,816,000","113,462,000","149,625,000","147,658,000","162,689,000"
		CapitalStock,"965,000","963,000","963,000","963,000","960,000","952,000","952,000","952,000","952,000","951,000","951,000","951,000","884,000","859,000","834,000","785,000","755,000","755,000","755,000","755,000","720,000","648,000","577,000","575,000","575,000","477,000","477,000","313,000","314,000","313,000","223,000","222,000","164,517,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0",
			CommonStock,"965,000","963,000","963,000","963,000","960,000","952,000","952,000","952,000","952,000","951,000","951,000","951,000","884,000","859,000","834,000","785,000","755,000","755,000","755,000","755,000","720,000","648,000","577,000","575,000","575,000","477,000","477,000","313,000","314,000","313,000","223,000","222,000","164,517,000"
		AdditionalPaidInCapital,"1,195,586,000","1,196,839,000","1,191,204,000","1,189,402,000","1,180,840,000","1,164,402,000","1,163,418,000","1,162,446,000","1,161,797,000","1,162,990,000","1,162,047,000","1,161,144,000","1,012,295,000","965,578,000","915,235,000","831,286,000","783,509,000","783,237,000","782,707,000","782,073,000","720,061,000","611,475,000","519,204,000","516,243,000","516,285,000","410,217,000","409,790,000","246,701,000","246,406,000","246,041,000","146,979,000","146,980,000",
		RetainedEarnings,"-351,968,000","-282,045,000","-274,552,000","-260,756,000","-256,359,000","-251,212,000","-248,334,000","-245,952,000","-240,956,000","-236,350,000","-235,512,000","-203,958,000","-202,148,000","-198,190,000","-196,019,000","-193,333,000","-190,376,000","-189,375,000","-177,586,000","-174,852,000","-162,834,000","-159,693,000","-157,006,000","-154,964,000","-152,749,000","-148,406,000","-145,705,000","-138,728,000","-135,904,000","-132,892,000","2,423,000","456,000",
		GainsLossesNotAffectingRetainedEarnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","-1,828,000"
TotalCapitalization,"1,438,256,000","1,509,155,000","1,510,762,000","1,819,530,000","1,421,277,000","1,409,736,000","1,411,387,000","1,412,555,000","1,416,659,000","1,422,215,000","1,421,868,000","1,452,277,000","1,304,928,000","1,163,012,000","1,114,601,000","1,033,076,000","988,012,000","988,529,000","999,590,000","1,001,488,000","912,953,000","807,146,000","717,201,000","715,998,000","717,967,000","611,193,000","620,258,000","465,140,000","468,336,000","471,667,000","508,492,000","507,162,000","421,996,000"
CommonStockEquity,"844,583,000","915,757,000","917,615,000","929,609,000","925,441,000","914,142,000","916,036,000","917,446,000","921,793,000","927,591,000","927,486,000","958,137,000","811,031,000","768,247,000","720,050,000","638,738,000","593,888,000","594,617,000","605,876,000","607,976,000","557,947,000","452,430,000","362,775,000","361,854,000","364,111,000","262,288,000","264,562,000","108,286,000","110,816,000","113,462,000","149,625,000","147,658,000","162,689,000"
NetTangibleAssets,"841,925,000","914,500,000","916,358,000","926,951,000","922,783,000","911,790,000","914,386,000","915,796,000","920,143,000","925,941,000","926,086,000","956,737,000","809,631,000","765,865,000","717,668,000","636,356,000","591,506,000","592,235,000","603,494,000","605,594,000","556,033,000","450,516,000","360,861,000","360,454,000","362,714,000","262,288,000","264,562,000","108,286,000","110,816,000","113,462,000","149,625,000","147,658,000","162,689,000"
WorkingCapital,"19,395,000","-97,033,000","-96,113,000","227,425,000","-173,125,000","-55,405,000","-14,138,000","-24,014,000","-77,397,000","-28,308,000","-30,232,000","-60,001,000","12,415,000","-71,903,000","-93,835,000","-153,209,000","-208,606,000","-183,399,000","-31,218,000","27,458,000","-43,961,000","-103,447,000","-108,589,000","-72,554,000","-2,099,000","-46,081,000","126,243,000","-11,804,000","1,868,000","17,515,000","82,667,000","76,103,000","-3,980,000"
InvestedCapital,"1,543,256,000","1,589,155,000","1,590,762,000","1,869,530,000","1,591,277,000","1,459,736,000","1,411,387,000","1,412,555,000","1,491,659,000","1,482,215,000","1,486,868,000","1,497,277,000","1,489,928,000","1,258,012,000","1,204,601,000","1,183,076,000","1,188,012,000","1,153,529,000","1,094,590,000","1,001,488,000","939,953,000","902,146,000","820,201,000","783,998,000","722,967,000","656,193,000","665,258,000","500,140,000","468,336,000","471,667,000","508,492,000","507,162,000","421,996,000"
TangibleBookValue,"841,925,000","914,500,000","916,358,000","926,951,000","922,783,000","911,790,000","914,386,000","915,796,000","920,143,000","925,941,000","926,086,000","956,737,000","809,631,000","765,865,000","717,668,000","636,356,000","591,506,000","592,235,000","603,494,000","605,594,000","556,033,000","450,516,000","360,861,000","360,454,000","362,714,000","262,288,000","264,562,000","108,286,000","110,816,000","113,462,000","149,625,000","147,658,000","162,689,000"
TotalDebt,"698,673,000","673,398,000","673,147,000","939,921,000","665,836,000","545,594,000","495,351,000","495,109,000","569,866,000","554,624,000","559,382,000","539,140,000","678,897,000","489,765,000","484,551,000","544,338,000","594,124,000","558,912,000","488,714,000","393,512,000","382,006,000","449,716,000","457,426,000","422,144,000","358,856,000","393,905,000","400,696,000","391,854,000","357,520,000","358,205,000","358,867,000","359,504,000","259,307,000"
NetDebt,"672,087,000","653,503,000","655,431,000","938,150,000","635,367,000","526,675,000","476,250,000","489,311,000","545,929,000","534,297,000","553,633,000","536,511,000","464,543,000","452,973,000","468,806,000","532,778,000","579,929,000","552,003,000","473,906,000","358,446,000","380,723,000","442,216,000","445,548,000","412,500,000","354,193,000","382,438,000","388,598,000","361,950,000","343,926,000","332,885,000","270,022,000","279,159,000","258,412,000"
ShareIssued,"96,487,066","96,296,673","96,296,673","96,296,673","95,981,062","95,215,797","95,736,651","95,711,340","95,196,331","95,103,270","95,557,271","95,582,455","88,398,273","86,400,000","83,353,226","78,550,687","75,522,046","75,478,202","75,472,682","75,466,982","72,600,000","64,816,350","57,741,888","57,548,876","57,454,822","47,664,742","47,650,952","31,306,782","31,341,277","31,251,157","22,262,158","22,245,868","22,245,868"
OrdinarySharesNumber,"96,487,066","96,296,673","96,296,673","96,296,673","95,981,062","95,215,797","95,736,651","95,711,340","95,196,331","95,103,270","95,557,271","95,582,455","88,398,273","86,400,000","83,353,226","78,550,687","75,522,046","75,478,202","75,472,682","75,466,982","72,600,000","64,816,350","57,741,888","57,548,876","57,454,822","47,664,742","47,650,952","31,306,782","31,341,277","31,251,157","22,262,158","22,245,868","22,245,868"
