name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015
OperatingCashFlow,"-143,882,000","-210,054,000","-417,872,000","111,747,000","372,297,000","87,832,000","-180,849,000","412,605,000","531,102,000","-15,189,000","-71,207,000","222,962,000","174,199,000","-74,020,000","-114,766,000","145,063,000","154,213,000","-48,218,000","-217,193,000","80,896,000","112,429,000","14,774,000","-92,317,000","201,602,000","178,526,000","-64,101,000","-103,535,000","124,133,000","114,683,000","-23,138,000"
	CashFlowFromContinuingOperatingActivities,"-143,882,000","-210,054,000","-417,872,000","111,747,000","372,297,000","87,832,000","-180,849,000","412,605,000","531,102,000","-15,189,000","-71,207,000","222,962,000","174,199,000","-74,020,000","-114,766,000","145,063,000","154,213,000","-48,218,000","-217,193,000","80,896,000","112,429,000","14,774,000","-92,317,000","201,602,000","178,526,000","-64,101,000","-103,535,000","124,133,000","114,683,000","-23,138,000"
		NetIncomeFromContinuingOperations,"601,949,000","107,299,000","59,266,000","189,308,000","246,076,000","147,425,000","40,338,000","154,784,000","163,222,000","-14,129,000","-80,854,000","-65,263,000","52,623,000","-26,807,000","-81,419,000","47,909,000","81,815,000","17,276,000","-7,047,000","85,258,000","105,322,000","49,441,000","15,017,000","67,678,000","81,932,000","38,610,000","12,335,000","57,505,000","74,529,000","34,161,000"
		OperatingGainsLosses,"962,000","49,000","-583,000","96,000","1,400,000","-99,000","-1,287,000","384,000","1,140,000","1,095,000","1,559,000","7,087,000","2,374,000","-214,000","1,823,000","843,000","59,000","1,761,000","621,000","-5,000","31,000","-318,000","4,715,000","21,000","-224,000","-24,000","187,000","241,000","-106,000","-559,000"
			GainLossOnSaleOfPPE,,,,,,"-99,000","670,000","-121,000","272,000","511,000","2,245,000","7,087,000","2,374,000","-214,000","1,823,000","843,000","59,000","85,000","159,000","-5,000","31,000","-318,000","-337,000","21,000","-224,000","-24,000","187,000","241,000","-106,000","-559,000"
		DepreciationAmortizationDepletion,"79,252,000","25,535,000","17,121,000","23,552,000","13,044,000","12,701,000","13,032,000","12,304,000","12,567,000","14,078,000","18,288,000","14,104,000","13,946,000","13,594,000","15,115,000","13,179,000","11,628,000","9,400,000","8,726,000","8,382,000","7,584,000","6,853,000","6,551,000","6,219,000","6,034,000","5,891,000","6,316,000","6,387,000","6,037,000","5,361,000"
			DepreciationAndAmortization,"79,252,000","25,535,000","17,121,000","23,552,000","13,044,000","12,701,000","13,032,000","12,304,000","12,567,000","14,078,000","18,288,000","14,104,000","13,946,000","13,594,000","15,115,000","13,179,000","11,628,000","9,400,000","8,726,000","8,382,000","7,584,000","6,853,000","6,551,000","6,219,000","6,034,000","5,891,000","6,316,000","6,387,000","6,037,000","5,361,000"
		DeferredTax,"12,372,000","3,438,000","2,866,000","1,554,000","4,514,000","-12,011,000","-760,000","3,157,000","2,037,000","2,031,000","-5,251,000","2,005,000","203,000","7,935,000","5,388,000","4,341,000","223,000","2,736,000","21,600,000","-2,929,000","5,178,000","1,086,000","676,000","1,617,000","1,351,000","121,000","-2,275,000","827,000","935,000","332,000"
			DeferredIncomeTax,"12,372,000","3,438,000","2,866,000","1,554,000","4,514,000","-12,011,000","-760,000","3,157,000","2,037,000","2,031,000","-5,251,000","2,005,000","203,000","7,935,000","5,388,000","4,341,000","223,000","2,736,000","21,600,000","-2,929,000","5,178,000","1,086,000","676,000","1,617,000","1,351,000","121,000","-2,275,000","827,000","935,000","332,000"
		AssetImpairmentCharge,"2,498,000","0","1,646,000","316,000","536,000","546,000","1,406,000","4,378,000","0","6,569,000","16,245,000",,,,,,,,,,,,,,,,,,,
