name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009
OperatingCashFlow,"-6,186,724,000","916,818,000","-3,618,209,000","-2,251,191,000","-1,234,142,000","-73,166,000","-1,806,348,000","-1,409,406,000","-1,331,533,000","-1,406,406,000","-2,169,369,000","-398,942,000","-3,270,122,000","156,278,000","-2,366,428,000","-701,740,000","-2,380,807,000","-2,157,500,000","-1,411,359,000","-355,194,000","-745,107,000","-1,118,369,000","-1,006,362,000","635,099,000","-452,129,000","-738,790,000","-1,347,138,000","733,254,000","55,916,000","943,372,000","-29,354,000","-349,053,000","2,770,417,000","-903,360,000","782,183,000","-542,975,000","828,427,000","1,510,118,000","1,582,466,000","1,882,893,000","2,371,898,000","364,494,000","-1,100,691,000","-1,307,581,000","619,433,000","1,580,262,000","-431,865,000","1,111,932,000","-128,939,000","182,268,000","387,012,000","-277,877,000","-299,618,000","-156,829,000"
	CashFlowFromContinuingOperatingActivities,"-6,186,724,000","916,818,000","-3,618,209,000","-2,251,191,000","-1,234,142,000","-73,166,000","-1,806,348,000","-1,409,406,000","-1,331,533,000","-1,406,406,000","-2,169,369,000","-398,942,000","-3,270,122,000","156,278,000","-2,366,428,000","-701,740,000","-2,380,807,000","-2,157,500,000","-1,411,359,000","-355,194,000","-745,107,000","-1,118,369,000","-1,006,362,000","635,099,000","-452,129,000","-738,790,000","-1,347,138,000","733,254,000","55,916,000","943,372,000","-29,354,000","-349,053,000","2,770,417,000","-903,360,000","782,183,000","-542,975,000","828,427,000","1,510,118,000","1,582,466,000","1,882,893,000","2,371,898,000","364,494,000","-1,100,691,000","-1,307,581,000","619,433,000","1,580,262,000","-431,865,000","1,111,932,000","-128,939,000","182,268,000","387,012,000","-277,877,000","-299,618,000","-156,829,000"
		NetIncomeFromContinuingOperations,"9,482,414,000","1,102,602,000","835,293,000","3,281,645,000","4,262,874,000","3,915,367,000","4,420,085,000","2,974,301,000","1,951,165,000","-4,227,953,000","1,314,152,000","336,612,000","1,361,730,000","1,627,046,000","-1,070,613,000","1,352,269,000","1,566,396,000","602,894,000","514,686,000","378,938,000","868,524,000","797,894,000","463,007,000","974,762,000","273,231,000","-760,336,000","1,244,050,000","-1,217,895,000","3,305,868,000","1,943,009,000","466,314,000","872,044,000","2,052,496,000","2,004,166,000","3,280,630,000","2,198,154,000","277,258,000","2,098,186,000","1,448,340,000","2,102,786,000","1,505,143,000","2,971,975,000","572,997,000","-3,196,355,000","1,182,403,000","2,317,441,000","3,178,689,000","1,354,415,000","850,160,000","2,393,207,000","1,249,738,000","4,123,986,000","2,261,211,000","-782,564,000"
		OperatingGainsLosses,"-2,077,457,000","-279,629,000","-849,253,000","-609,631,000","-338,944,000","-584,381,000","118,439,000","-548,567,000","330,564,000","-63,375,000","-90,226,000","-203,162,000","-74,177,000","-129,781,000","-108,432,000","-241,056,000","-154,784,000","-30,380,000","-40,978,000","47,414,000","101,412,000","-146,164,000","7,008,000","-288,617,000","-108,771,000","43,283,000","1,334,046,000","-1,024,003,000","-1,506,140,000","-1,805,787,000","-601,975,000","-943,428,000","-3,137,556,000","-750,627,000","-1,553,044,000","-730,895,000","-659,247,000","-966,246,000","-1,961,790,000","-1,232,714,000","-1,455,140,000","-553,020,000","-411,167,000","-524,896,000","-866,439,000","-1,514,858,000","-917,590,000","-951,983,000","-316,649,000","-225,288,000","-1,323,725,000","-119,659,000","405,601,000","105,684,000"
			GainLossOnInvestmentSecurities,"-2,077,457,000","-279,629,000","-849,253,000","-609,631,000","-338,944,000","-584,381,000","118,439,000","-548,567,000","330,564,000","-63,375,000","-90,226,000","-203,162,000","-74,177,000","-129,781,000","-108,432,000","-241,056,000","-154,784,000","-30,380,000","-40,978,000","47,414,000","101,412,000","-146,164,000","7,008,000","-288,617,000","-108,771,000","43,283,000","1,334,046,000","-1,024,003,000","-1,506,140,000","-1,805,787,000","-601,975,000","-943,428,000","-3,137,556,000","-750,627,000","-1,553,044,000","-730,895,000","-659,247,000","-966,246,000","-1,961,790,000","-1,232,714,000","-1,455,140,000","-553,020,000","-411,167,000","-524,896,000","-866,439,000","-1,514,858,000","-917,590,000","-951,983,000","-316,649,000","-225,288,000","-1,323,725,000","-119,659,000","405,601,000","105,684,000"
		UnrealizedGainLossOnInvestmentSecurities,"-3,861,527,000","-634,632,000","1,161,230,000","-1,507,016,000","-2,881,109,000","-2,111,819,000","-3,940,276,000","-1,736,035,000","-1,811,433,000","4,007,879,000","-834,385,000","207,752,000","-963,808,000","-1,074,097,000","1,109,718,000","-425,675,000","-961,803,000","-442,420,000","-76,526,000","-156,193,000","-519,840,000","-412,284,000","-340,816,000","-446,527,000","99,603,000","691,940,000","-2,531,925,000","2,579,684,000","-1,604,464,000","-114,038,000","66,032,000","645,169,000","1,165,706,000","-1,221,553,000","-1,674,283,000","-1,499,506,000","560,710,000","-1,303,571,000","1,087,283,000","-1,075,899,000","-146,548,000","-2,533,845,000","-103,413,000","3,863,916,000","-452,650,000","-972,351,000","-2,069,255,000","-498,141,000","-719,846,000","-2,056,338,000","-1,882,318,000","-3,927,678,000","-2,633,744,000","624,328,000"
		StockBasedCompensation,"610,446,000","168,792,000","233,493,000","119,620,000","88,541,000","88,162,000","130,114,000","64,263,000","61,002,000","71,379,000","72,388,000","76,370,000","70,682,000","78,268,000","68,478,000","82,386,000","84,617,000","96,227,000","63,594,000","72,250,000","87,940,000","111,036,000","78,858,000","61,552,000","60,657,000","63,823,000","47,730,000","67,821,000","69,478,000","76,550,000","55,968,000","83,950,000","92,957,000","77,528,000","60,331,000","85,215,000","80,318,000","81,650,000","70,170,000","122,157,000","93,539,000","114,341,000","83,688,000","123,858,000","120,693,000","141,982,000","107,040,000","238,342,000","226,052,000","252,759,000","562,373,000","0","0","0"
		OtherNonCashItems,"-10,730,044,000","794,660,000","-3,685,764,000","-4,911,872,000","-2,927,068,000","-3,039,352,000","-2,831,341,000","-3,061,585,000","-2,350,816,000","77,920,000","-2,651,502,000","-1,142,270,000","-4,169,097,000","-556,629,000","-1,608,004,000","-1,508,104,000","-3,290,010,000","-2,690,659,000","-1,912,658,000","-839,513,000","-1,555,290,000","-2,301,346,000","-615,627,000","-422,771,000","164,085,000","-1,138,808,000","-1,331,957,000","170,416,000","54,018,000","356,127,000","-276,481,000","-1,688,337,000","4,029,687,000","-1,027,460,000","399,149,000","-705,000,000","521,757,000","1,057,895,000","5,078,547,000","-12,093,000","-20,696,000","-2,324,000","-26,747,000","-15,882,000","-29,938,000","-9,962,000","-2,828,000","-2,914,000","-8,965,000","-6,271,000","-5,771,000","506,000","1,831,000","2,037,000"
		ChangeInWorkingCapital,"389,444,000","-234,975,000","-1,313,208,000","1,376,063,000","561,564,000","1,658,857,000","296,631,000","898,217,000","487,985,000","-1,272,256,000","20,204,000","325,756,000","504,548,000","211,471,000","-757,575,000","38,440,000","374,777,000","306,838,000","40,523,000","141,910,000","272,147,000","832,495,000","-598,792,000","756,700,000","-940,934,000","361,308,000","-109,082,000","157,231,000","-262,844,000","487,511,000","260,788,000","681,549,000","-1,432,873,000","14,586,000","269,400,000","109,057,000","47,631,000","542,204,000","-4,140,084,000","1,978,656,000","2,395,600,000","367,367,000","-1,216,049,000","-1,558,222,000","665,364,000","1,618,010,000","-727,921,000","972,213,000","-159,691,000","-175,801,000","1,786,715,000","-355,032,000","-334,517,000","-106,314,000"
			ChangeInReceivables,"682,089,000","291,418,000","250,087,000","292,941,000","-152,357,000","295,131,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
