name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013
OperatingCashFlow,"166,428,000","51,125,000","47,686,000","31,769,000","35,848,000","21,656,000","36,998,000","39,772,000","6,462,000","14,095,000","15,963,000","22,661,000","13,058,000","20,768,000","20,730,000","23,121,000","20,529,000","9,450,000","14,281,000","12,545,000","16,833,000","3,614,000","9,407,000","8,490,000","6,816,000","6,270,000","4,324,000","7,761,000","-27,876,000","41,087,000","6,277,000","11,386,000","4,820,000","-2,403,000","-11,260,000","16,948,000"
	CashFlowFromContinuingOperatingActivities,"166,428,000","51,125,000","47,686,000","31,769,000","35,848,000","21,656,000","36,998,000","39,772,000","6,462,000","14,095,000","15,963,000","22,661,000","13,058,000","20,768,000","20,730,000","23,121,000","20,529,000","9,450,000","14,281,000","12,545,000","16,833,000","3,614,000","9,407,000","8,490,000","6,816,000","6,270,000","4,324,000","7,761,000","-27,876,000","41,087,000","6,277,000","11,386,000","4,820,000","-2,403,000","-11,260,000","16,948,000"
		NetIncomeFromContinuingOperations,"103,380,000","24,329,000","26,640,000","24,429,000","27,982,000","33,923,000","32,130,000","22,904,000","13,440,000","-4,450,000","16,709,000","14,317,000","12,730,000","14,788,000","18,085,000","9,170,000","12,385,000","12,068,000","6,305,000","9,782,000","9,660,000","10,473,000","6,261,000","4,807,000","4,626,000","5,006,000","4,509,000","5,928,000","4,652,000","14,044,000","2,807,000","10,274,000","2,981,000","3,727,000","11,717,000","352,000"
		OperatingGainsLosses,"-685,000","341,000","-451,000","60,000","-635,000","-516,000","-1,064,000","-3,050,000","-12,384,000","-460,000","-177,000","-293,000","-421,000","-216,000","-46,000","0","0","-799,000","-238,000","-35,000","-990,000","-21,778,000","-930,000","-589,000","-1,762,000","-17,000","-236,000","-378,000","-707,000","-568,000","-257,000","-13,101,000","-68,000","-194,000","-581,000","-364,000"
			GainLossOnSaleOfBusiness,,,"0","0",,,"0","0",,,"0","0","0","0","0","0","0","-1,071,000","0","0","0","-20,860,000",,,,,,,,,"0",,,,,
			GainLossOnInvestmentSecurities,"736,000","419,000","119,000","227,000","-29,000","0","198,000","-2,738,000","-796,000","-279,000","67,000","-83,000","-310,000","-128,000","0","0","0","272,000","0","-35,000",,,"-7,000","68,000","0","-5,000","-2,000","-15,000","-242,000","0","-62,000","-10,000","0","-16,000",,"0"
		DepreciationAmortizationDepletion,"24,069,000","6,058,000","6,244,000","6,361,000","5,406,000","4,902,000","5,407,000","4,930,000","4,403,000","4,310,000","4,269,000","4,231,000","4,403,000","4,363,000","4,278,000","3,509,000","2,580,000","2,333,000","3,418,000","1,837,000","1,878,000","2,069,000","2,042,000","1,701,000","1,307,000","1,549,000","1,676,000","1,718,000","1,436,000","1,292,000","1,267,000","1,217,000","1,195,000","1,190,000","1,003,000","136,000"
			DepreciationAndAmortization,"24,069,000","6,058,000","6,244,000","6,361,000","5,406,000","4,902,000","5,407,000","4,930,000","4,403,000","4,310,000","4,269,000","4,231,000","4,403,000","4,363,000","4,278,000","3,509,000","2,580,000","2,333,000","3,418,000","1,837,000","1,878,000","2,069,000","2,042,000","1,701,000","1,307,000","1,549,000","1,676,000","1,718,000","1,436,000","1,292,000","1,267,000","1,217,000","1,195,000","1,190,000","1,003,000","136,000"
				Depreciation,"12,060,000","2,950,000","3,045,000","3,087,000","2,978,000","2,927,000","3,342,000","2,789,000","2,357,000","2,232,000","2,115,000","2,003,000","2,056,000","1,961,000","1,840,000","1,445,000","1,219,000","1,216,000","1,109,000","967,000","967,000","958,000","912,000","743,000","590,000","572,000","535,000","539,000","541,000","528,000","540,000","472,000","470,000","464,000","383,000","136,000"
				AmortizationCashFlow,"12,009,000","3,108,000","3,199,000","3,274,000","2,428,000","1,975,000","2,065,000","2,141,000","2,046,000","2,078,000","2,154,000","2,228,000","2,347,000","2,402,000","2,438,000","2,064,000","1,361,000","1,117,000","2,309,000","870,000","911,000","1,111,000","1,130,000","958,000","717,000","977,000","1,141,000","1,179,000","895,000","764,000","727,000","745,000","725,000","726,000","620,000","0"
					AmortizationOfIntangibles,"12,009,000","3,108,000","3,199,000","3,274,000","2,428,000","1,975,000","2,065,000","2,141,000","2,046,000","2,078,000","2,154,000","2,228,000","2,347,000","2,402,000","2,438,000","2,064,000","1,361,000","1,117,000","2,309,000","870,000","911,000","1,111,000","1,130,000","958,000","717,000","977,000","1,141,000","1,179,000","895,000","764,000","727,000","745,000","725,000","726,000","620,000","0"
		DeferredTax,"-10,255,000","-127,000","-11,264,000","968,000","168,000","4,296,000","1,240,000","2,254,000","-2,491,000","-3,083,000","2,238,000","1,321,000","-17,000","389,000","-621,000","811,000","79,000","439,000","5,759,000","948,000","434,000","3,023,000","2,314,000","-292,000","-2,000","-133,000","260,000","-174,000","-308,000","-58,000","4,356,000","25,000","7,000","-15,000","1,417,000","145,000"
			DeferredIncomeTax,"-10,255,000","-127,000","-11,264,000","968,000","168,000","4,296,000","1,240,000","2,254,000","-2,491,000","-3,083,000","2,238,000","1,321,000","-17,000","389,000","-621,000","811,000","79,000","439,000","5,759,000","948,000","434,000","3,023,000","2,314,000","-292,000","-2,000","-133,000","260,000","-174,000","-308,000","-58,000","4,356,000","25,000","7,000","-15,000","1,417,000","145,000"
		AmortizationOfSecurities,"-1,584,000","-242,000","-527,000","-128,000","-687,000","350,000","-25,000","14,000","-39,000","-79,000","-29,000","12,000","48,000","174,000","308,000","162,000","146,000","331,000","-185,000","-14,000","193,000","644,000","1,043,000","916,000","150,000","176,000","132,000","157,000","141,000","160,000","228,000","638,000","74,000","70,000","72,000","109,000"
		AssetImpairmentCharge,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","-900,000","-1,708,000","0","-12,509,000",,,,"0",,
		StockBasedCompensation,"23,917,000","4,952,000","11,134,000","4,445,000","3,386,000","1,350,000","1,175,000","1,309,000","966,000","1,168,000","860,000","1,058,000","825,000","911,000","769,000","913,000","567,000","486,000","317,000","459,000","323,000","702,000","503,000","585,000","926,000","353,000","683,000","846,000","852,000","696,000","2,077,000","417,000","83,000","113,000","43,000","43,000"
		OtherNonCashItems,"-1,697,000","-1,339,000","527,000","-4,095,000","3,210,000","-7,328,000","-18,543,000","6,676,000","-17,324,000","-3,607,000","134,000","-3,507,000","-3,554,000","-38,000","-2,683,000","-638,000","-2,969,000","-1,753,000","-803,000","-1,296,000","-2,647,000","-968,000","-2,084,000","-1,602,000","-667,000","3,000","-661,000","-483,000","-38,507,000","23,555,000","2,828,000","2,929,000","-1,412,000","-2,363,000","-32,688,000","14,996,000"
		ChangeInWorkingCapital,"29,767,000","16,652,000","13,375,000","916,000","-1,176,000","-7,476,000","11,998,000","4,993,000","3,345,000","2,935,000","-8,423,000","2,657,000","-4,637,000","-617,000","-1,270,000","2,391,000","2,835,000","-6,203,000","-2,223,000","292,000","6,535,000","1,771,000","-2,188,000","145,000","299,000","-156,000","-3,217,000","-18,000","2,024,000","1,321,000","-8,840,000","7,612,000","213,000","-5,856,000","6,700,000","-203,000"
			ChangeInOtherCurrentAssets,"9,178,000","9,121,000","10,591,000","-7,014,000","-3,520,000","-8,741,000","16,421,000","-3,176,000","-2,500,000","1,470,000","-8,232,000","639,000","-6,450,000","-948,000","-1,301,000","-2,299,000","-3,080,000","-1,705,000","-342,000","-3,153,000","4,501,000","509,000","-2,549,000","2,802,000","-328,000","1,272,000","-222,000","689,000","-371,000","-172,000","-2,582,000","4,182,000","-3,423,000","153,000","11,213,000","-669,000"
			ChangeInOtherCurrentLiabilities,"18,412,000","7,550,000","1,010,000","7,765,000","2,087,000","1,219,000","-5,385,000","8,139,000","5,832,000","1,416,000","-227,000","1,978,000","1,738,000","301,000","31,000","4,690,000","5,915,000","-4,498,000","-1,881,000","3,445,000","2,034,000","1,262,000","361,000","-2,657,000","627,000","-1,428,000","-2,995,000","-707,000","2,395,000","1,493,000","-6,258,000","3,430,000","3,636,000","-6,009,000","-4,513,000","466,000"
			ChangeInOtherWorkingCapital,"2,177,000","-19,000","1,774,000","165,000","257,000","46,000","962,000","30,000","13,000","49,000","36,000","40,000","75,000","30,000",,,,,,,,,,,,,,,,,,,,,,
