name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010
TotalAssets,"6,387,322,000","6,506,696,000","1,846,911,000","1,875,122,000","1,728,016,000","1,734,897,000","1,700,428,000","1,708,912,000","1,757,138,000","1,664,106,000","1,653,017,000","1,655,747,000","1,655,849,000","1,659,336,000","1,648,108,000","1,583,117,000","1,577,879,000","1,450,624,000","1,405,212,000","1,317,177,000","1,306,986,000","1,294,237,000","1,306,242,000","1,307,871,000","1,344,650,000","1,392,414,000","1,413,255,000","723,159,000","694,032,000","694,150,000","469,023,000","359,647,000","336,570,000","181,871,000","172,025,000","144,821,000","145,547,000","146,197,000","132,611,000","133,022,000","133,753,000","131,352,000","104,208,000","104,514,000","156,216","209,425","1,339,425","236,566"
	CurrentAssets,"131,752,000","127,231,000","135,267,000","41,917,000","13,102,000","13,615,000","66,373,000","18,161,000","62,176,000","14,433,000","47,928,000","69,334,000","104,566,000","102,132,000","164,687,000","165,791,000","21,362,000","22,175,000","48,240,000","39,039,000","80,536,000","92,407,000","42,341,000","38,815,000","31,734,000","47,076,000","29,422,000","34,592,000","27,130,000","22,239,000","42,404,000","13,434,000","29,903,000","6,187,000","18,637,000","4,114,000","4,188,000","4,028,000","5,693,000","5,530,000","5,692,000","2,722,000","2,745,000","2,819,000","156,216","209,425","1,339,425","236,566"
		CashCashEquivalentsAndShortTermInvestments,"23,971,000","35,972,000","8,720,000","7,566,000","8,653,000","8,751,000","9,891,000","11,652,000","57,436,000","9,888,000","6,587,000","11,060,000","9,030,000","9,316,000","7,645,000","10,896,000","10,399,000","9,985,000","10,128,000","6,271,000","10,065,000","20,892,000","29,247,000","28,051,000","21,924,000","38,301,000","16,939,000","21,568,000","19,084,000","14,763,000","34,786,000","8,054,000","24,635,000","3,334,000","16,526,000","2,248,000","2,728,000","2,533,000","3,618,000","3,940,000","4,214,000","1,107,000","1,210,000","1,644,000","151,759","209,425","209,425","209,566"
			CashAndCashEquivalents,"23,971,000","35,972,000","8,720,000","7,566,000","8,653,000","8,751,000","9,891,000","11,652,000","57,436,000","9,888,000","6,587,000","11,060,000","9,030,000","9,316,000","7,645,000","10,896,000","10,399,000","9,985,000","10,128,000","6,271,000","10,065,000","20,892,000","29,247,000","28,051,000","21,924,000","38,301,000","16,939,000","21,568,000","19,084,000","14,763,000","34,786,000","8,054,000","24,635,000","3,334,000","16,526,000","2,248,000","2,728,000","2,533,000","3,618,000","3,940,000","4,214,000","1,107,000","1,210,000","1,644,000","151,759","209,425","209,425","209,566"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"151,759","209,425",,
		Receivables,,,,,,,,,,,,,"10,984,000","8,802,000","6,924,000","6,712,000","5,318,000","7,556,000","9,416,000","5,114,000","3,794,000","5,211,000","5,066,000","3,985,000","2,795,000","3,362,000","5,153,000","6,689,000","1,818,000","2,270,000","2,748,000","2,682,000","2,142,000","1,731,000","1,035,000","1,010,000","284,000","345,000","881,000","607,000","274,000","543,000","378,000","422,000","4,457",,"0","0"
			AccountsReceivable,,,,,,,,,,,,,"10,984,000","8,802,000","6,924,000","6,712,000","5,318,000","7,556,000","9,416,000","5,114,000","3,794,000","5,211,000","5,066,000","3,985,000","2,795,000","3,362,000","5,153,000","6,689,000","1,818,000","2,270,000","2,748,000","2,682,000","2,142,000","1,731,000","1,035,000","1,010,000","284,000","345,000","881,000","607,000","274,000","543,000","378,000","422,000",,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,457",,"0","0"
		RestrictedCash,"26,789,000","29,699,000","6,138,000","6,441,000","4,449,000","4,864,000","7,218,000","6,509,000","4,740,000","4,545,000","8,960,000","7,780,000","7,122,000","6,729,000","8,265,000","7,051,000","5,645,000","4,634,000","6,665,000","5,690,000","5,575,000","5,518,000","8,028,000","6,779,000","7,015,000","5,413,000","7,330,000","6,335,000","6,228,000","5,206,000","4,870,000","2,698,000","3,126,000","1,122,000","1,076,000","856,000","1,176,000","1,150,000","1,194,000","983,000","1,204,000","1,072,000","1,157,000","753,000",,,,
		AssetsHeldForSaleCurrent,"80,992,000","61,560,000","120,409,000","27,910,000","0","0","49,264,000",,"0","0","32,381,000","50,494,000","77,430,000","77,285,000","141,853,000","141,132,000",,"0","22,031,000","21,964,000","61,102,000","60,786,000",,,,,,,,,,,,,,,,,,,,,,,,,,
