name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
OperatingCashFlow,"-155,461,000","-48,688,000","-46,316,000","-26,929,000","-33,528,000","-21,104,000","15,066,000","-14,700,000","-16,159,000","-16,398,000","-16,063,000","-11,113,000","-13,091,000","-7,177,000","-3,495,000","-6,727,000"
	CashFlowFromContinuingOperatingActivities,"-155,461,000","-48,688,000","-46,316,000","-26,929,000","-33,528,000","-21,104,000","15,066,000","-14,700,000","-16,159,000","-16,398,000","-16,063,000","-11,113,000","-13,091,000","-7,177,000","-3,495,000","-6,727,000"
		NetIncomeFromContinuingOperations,"-205,924,000","-61,801,000","-56,072,000","-41,041,000","-47,010,000","-29,787,000","11,272,000","-21,659,000","-19,893,000","-15,294,000","-16,217,000","-16,833,000","-13,847,000","-11,409,000","-6,219,000","-5,004,000"
		OperatingGainsLosses,"1,064,000","337,000","301,000","267,000","159,000","261,000","146,000","130,000","229,000","100,000","113,000",,,,,
			EarningsLossesFromEquityInvestments,"1,064,000","337,000","301,000","267,000","159,000","261,000","146,000","130,000","229,000","100,000","113,000",,,"0",,
		DepreciationAmortizationDepletion,"488,000","108,000","146,000","119,000","115,000","110,000","110,000","95,000","74,000","70,000","65,000","63,000","43,000","21,000","8,000","3,000"
			DepreciationAndAmortization,"488,000","108,000","146,000","119,000","115,000","110,000","110,000","95,000","74,000","70,000","65,000","63,000","43,000","21,000","8,000","3,000"
				Depreciation,"488,000","108,000","146,000","119,000","115,000","110,000","110,000","95,000","74,000","70,000","65,000","63,000","43,000","21,000","8,000","3,000"
		StockBasedCompensation,"48,483,000","17,094,000","11,882,000","10,712,000","8,795,000","7,055,000","3,042,000","3,043,000","2,599,000","1,350,000","950,000","788,000","648,000","723,000","226,000","234,000"
		OtherNonCashItems,"1,008,000","272,000","248,000","243,000","245,000","257,000",,,,,,,,,,
		ChangeInWorkingCapital,"-580,000","-4,698,000","-2,821,000","2,771,000","4,168,000","1,000,000","-553,000","3,647,000","876,000","-2,624,000","-974,000","2,368,000","65,000","3,488,000","2,490,000","-1,960,000"
			ChangeInPrepaidAssets,"-3,577,000","1,729,000","-4,308,000","-887,000","-111,000","697,000","-2,831,000","480,000","4,000","1,142,000","-3,020,000","2,199,000","-2,262,000","756,000","249,000","-1,396,000"
			ChangeInPayablesAndAccruedExpense,"4,285,000","-6,465,000","2,225,000","4,232,000","4,293,000","1,236,000","3,912,000","3,162,000","962,000","-3,395,000","1,768,000","161,000","3,401,000","2,935,000","1,255,000","-525,000"
				ChangeInPayable,"-575,000","-1,770,000","926,000","-1,406,000","1,675,000","879,000","286,000","155,000","-708,000","-1,037,000","497,000","13,000","1,262,000","108,000","535,000","-915,000"
					ChangeInAccountPayable,"-575,000","-1,770,000","926,000","-1,406,000","1,675,000","879,000","286,000","155,000","-708,000","-1,037,000","497,000","13,000","1,262,000","108,000","535,000","-915,000"
				ChangeInAccruedExpense,"4,860,000","-4,695,000","1,299,000","5,638,000","2,618,000","357,000","3,626,000","3,007,000","1,670,000","-2,358,000","1,271,000","148,000","2,139,000","2,827,000","720,000","390,000"
			ChangeInOtherCurrentAssets,"-80,000","82,000","-258,000","-232,000","328,000","-545,000","-562,000","0","0","-281,000","363,000","92,000","-991,000","-120,000","-501,000","-39,000"
			ChangeInOtherCurrentLiabilities,"-1,208,000","-44,000","-480,000","-342,000","-342,000","-388,000","-1,343,000",,,,,,,,,
