name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,12/31/2009
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,"0","0","0","0","0","0","0",,"0","0",,"19,962,000",,"10,973,000"
			ReceivablesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,"-510,000","-614,000","-181,000","-157,000","-182,000","-182,000","-146,000","-129,000","-117,000","-182,000","-170,000","-189,000","-166,000",,"-178,000","-172,000","-234,000",,,,,,,,,,,,"-406,000",,
		PrepaidAssets,"56,182,000","33,390,000","30,763,000","31,338,000","37,004,000","32,833,000","26,768,000","36,357,000","41,551,000","58,536,000","43,702,000","48,018,000","58,981,000","67,367,000","77,154,000","74,870,000","85,412,000","69,936,000","72,498,000","60,624,000","60,653,000","60,209,000","37,584,000","34,602,000","36,727,000","31,736,000","35,128,000","33,757,000","36,698,000","42,115,000","43,882,000","33,262,000","39,428,000","29,789,000","33,050,000","38,822,000","28,566,000","33,843,000","28,521,000","34,046,000","24,963,000","28,320,000","28,583,000","29,389,000","37,254,000","36,398,000","30,048,000","23,888,000"
		RestrictedCash,"43,254,000","48,528,000","35,763,000","38,842,000","33,391,000","34,977,000","42,686,000","44,578,000","43,548,000","44,686,000","48,610,000","48,330,000","54,217,000","64,695,000","78,113,000","78,222,000","76,380,000","72,606,000","78,343,000","60,697,000","61,538,000","67,206,000","65,368,000","61,270,000","54,547,000","55,455,000","57,487,000","59,941,000","56,795,000","63,054,000","59,484,000","60,610,000","57,193,000","62,430,000","53,802,000","65,088,000","64,008,000","64,787,000","68,275,000","82,085,000","86,307,000","87,288,000","89,590,000","95,292,000","71,920,000","70,520,000","64,048,000","52,885,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,"52,415,000","55,632,000","57,457,000","56,761,000","68,642,000","42,353,000","43,676,000","44,614,000","45,761,000","46,950,000","48,847,000","58,074,000","16,493,000","17,000,000","17,913,000","18,923,000",,"14,173,000","14,613,000","14,128,000","14,771,000","12,000,000","12,710,000","13,337,000","1,682,000","1,626,000","1,369,000","1,369,000","1,453,000","1,453,000","10,209,000","10,097,000","4,509,000","4,509,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,"52,415,000","55,632,000","57,457,000","56,761,000","68,642,000","42,353,000","43,676,000","44,614,000","45,761,000","46,950,000","48,847,000","49,978,000","7,517,000","7,517,000","7,502,000","7,502,000",,"3,256,000","2,636,000","2,529,000","2,488,000","2,381,000","2,292,000","2,206,000","1,682,000","1,626,000","1,369,000","1,369,000","1,453,000","1,453,000","1,453,000","799,000","4,509,000","4,509,000"
		AssetsHeldForSaleCurrent,,,,,,,,,,,,"169,439,000",,,"25,449,000","99,415,000",,,,,,,,,,,"0","0","0","197,335,000",,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","12,283,000","0","28,566,000","33,843,000","0","0","0",,"0","0","8,756,000","9,298,000","5,708,000","3,830,000"
	TotalNonCurrentAssets,"4,305,298,000","4,370,626,000","4,404,334,000","4,543,113,000","4,591,270,000","4,636,203,000","4,666,782,000","4,776,650,000","4,803,535,000","4,825,942,000","4,883,393,000","4,913,261,000","5,578,246,000","5,500,773,000","5,501,691,000","5,738,642,000","5,846,438,000","6,005,782,000","6,222,223,000","3,366,058,000","3,384,895,000","3,413,288,000","3,645,579,000","3,670,118,000","3,692,053,000","3,733,073,000","3,693,879,000","3,532,958,000","3,528,945,000","3,537,726,000","3,718,608,000","3,606,151,000","3,444,521,000","3,270,745,000","3,242,648,000","3,253,261,000","3,169,629,000","3,109,156,000","3,025,333,000","3,038,192,000","2,850,704,000","2,842,729,000","2,783,244,000","2,817,274,000","2,820,833,000","2,641,115,000","2,138,745,000","1,931,735,000"
		NetPPE,"143,606,000","144,988,000","138,972,000","140,321,000","141,660,000","142,989,000","140,283,000","141,651,000","143,010,000","144,358,000","145,695,000","147,023,000","149,492,000",,,,"5,636,933,000","5,791,925,000","5,977,524,000","3,321,396,000","3,338,910,000","3,368,674,000","3,599,818,000","3,623,168,000","3,640,699,000","3,674,999,000","3,674,879,000","3,508,958,000","3,508,525,000","3,518,803,000",,"3,590,978,000","3,420,155,000","3,238,656,000","3,212,289,000","3,221,671,000","3,136,597,000","3,073,483,000","3,004,618,000","3,016,334,000","2,829,497,000","2,820,457,000","2,761,931,000","2,794,881,000","2,808,053,000","2,628,275,000","2,125,586,000","1,879,969,000"
			GrossPPE,"143,606,000","144,988,000","138,972,000","140,321,000","141,660,000","142,989,000","140,283,000","141,651,000","143,010,000","144,358,000","145,695,000","147,023,000","149,492,000",,,,"6,823,790,000","6,921,842,000","7,047,543,000","4,348,782,000","4,328,147,000","4,321,748,000","4,558,361,000","4,540,825,000","4,520,082,000","4,513,531,000","4,478,225,000","4,273,716,000","4,239,344,000","4,210,013,000",,"4,307,338,000","4,109,102,000","3,946,782,000","3,889,141,000","3,866,956,000","3,751,501,000","3,657,417,000","3,559,697,000","3,540,683,000","3,322,499,000","3,286,559,000","3,198,183,000","3,219,808,000","3,201,545,000",,"2,459,409,000","2,141,116,000"
				Properties,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0"
				LandAndImprovements,,,,,,,,,,,,,,,,,"1,257,386,000","1,275,030,000","1,306,524,000","676,897,000","676,103,000","675,889,000","736,600,000","736,409,000","736,341,000","736,709,000","735,068,000","706,932,000","706,794,000","706,497,000",,"681,998,000","635,290,000","594,402,000","587,348,000","587,616,000","576,561,000","563,524,000","557,040,000","556,908,000","516,137,000","515,957,000","512,302,000","517,162,000","517,162,000",,"288,833,000","237,915,000"
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,"4,807,233,000","4,890,266,000","5,004,884,000","3,065,406,000","3,055,137,000","3,050,043,000","3,226,780,000","3,219,024,000","3,205,990,000","3,205,704,000","3,192,290,000","3,044,096,000","3,024,947,000","3,005,390,000",,"3,112,640,000","2,986,369,000","2,866,849,000","2,834,524,000","2,823,966,000","2,729,998,000","2,655,086,000","2,582,459,000","2,572,749,000","2,416,943,000","2,393,329,000","2,320,128,000","2,344,752,000","2,342,368,000",,"1,889,241,000","1,637,852,000"
				MachineryFurnitureEquipment,,,,,,,,,,,,,,,,,"759,171,000","756,546,000","736,135,000","606,479,000","596,907,000","595,816,000","594,981,000","585,392,000","577,751,000","571,118,000","550,867,000","522,688,000","507,603,000","498,126,000",,"512,700,000","487,443,000","485,531,000","467,269,000","455,374,000","444,942,000","438,807,000","418,341,000","411,026,000","389,419,000","375,561,000","364,455,000","355,347,000","339,339,000",,"279,565,000","262,963,000"
				OtherProperties,"143,606,000","144,988,000","138,972,000","140,321,000","141,660,000","142,989,000","140,283,000","141,651,000","143,010,000","144,358,000","145,695,000","147,023,000","149,492,000",,,,"128,794,000","133,211,000","0","2,309,000","2,309,000","2,309,000","2,507,000","2,507,000","2,507,000","2,507,000","2,507,000","2,507,000","2,507,000","2,507,000",,"2,507,000","2,507,000","2,507,000","0","0","0","0","1,857,000","0","0","1,712,000","1,298,000","2,547,000","2,676,000",,"1,770,000","2,386,000"
			AccumulatedDepreciation,,,,,,,,,,,,,,,,,"-1,186,857,000","-1,129,917,000","-1,070,019,000","-1,027,386,000","-989,237,000","-955,383,000","-961,050,000","-920,164,000","-879,383,000","-841,039,000","-803,346,000","-767,265,000","-730,819,000","-693,717,000",,"-718,867,000","-688,947,000","-708,126,000","-676,852,000","-647,484,000","-617,103,000","-585,791,000","-555,079,000","-524,349,000","-493,002,000","-466,102,000","-436,252,000","-424,927,000","-393,492,000",,"-333,823,000","-261,147,000"
		GoodwillAndOtherIntangibleAssets,,,,,,,,,,"0","0","173,000","5,143,000","52,448,000","53,633,000","125,453,000","128,794,000","133,211,000","151,098,000","2,309,000","2,309,000","2,309,000","2,507,000","2,507,000","2,507,000","2,507,000","2,507,000","2,507,000","2,507,000","2,507,000",,"2,507,000","2,507,000","2,507,000",,"2,199,000","2,199,000","1,857,000",,,,,,,,,,
			OtherIntangibleAssets,,,,,,,,,,,,"173,000","5,143,000","52,448,000","53,633,000","125,453,000","128,794,000","133,211,000","151,098,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		InvestmentProperties,"4,155,048,000","4,219,116,000","4,258,703,000","4,395,901,000","4,442,945,000","4,486,416,000","4,519,443,000","4,555,628,000","4,592,016,000","4,614,966,000","4,677,019,000","4,706,110,000","5,355,545,000","5,378,651,000","5,373,171,000","5,534,069,000","5,636,933,000","5,791,925,000","5,977,524,000","3,323,705,000","3,341,219,000","3,368,674,000","3,599,818,000","3,623,168,000","3,643,206,000","3,674,999,000","3,677,386,000","3,508,958,000","3,511,032,000","3,518,803,000","3,704,801,000","3,590,978,000","3,422,662,000","3,241,163,000","3,212,289,000","3,221,671,000","3,136,597,000","3,073,483,000",,,,,,,,,,
		InvestmentsAndAdvances,"6,644,000","6,522,000","6,659,000","6,891,000","6,665,000","6,798,000","7,056,000","14,862,000","15,820,000","15,171,000","16,234,000","16,612,000","21,952,000","22,279,000","22,472,000","23,488,000","23,254,000","23,885,000","24,959,000",,,,,,,,"0","0","0","197,335,000",,"3,590,978,000",,"8,208,000","7,592,000","12,357,000","12,386,000","12,426,000","12,480,000","12,531,000","12,545,000","12,633,000","12,685,000","12,732,000","12,780,000","12,840,000","12,899,000",
			LongTermEquityInvestment,"6,644,000","6,522,000","6,659,000","6,891,000","6,665,000","6,798,000","7,056,000","14,862,000","15,820,000","15,171,000","16,234,000","16,612,000","21,952,000","22,279,000","22,472,000","23,488,000","23,254,000","23,885,000","24,959,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsinJointVenturesatCost,"6,644,000","6,522,000","6,659,000","6,891,000","6,665,000","6,798,000","7,056,000","14,862,000","15,820,000","15,171,000","16,234,000","16,612,000","21,952,000","22,279,000","22,472,000","23,488,000","23,254,000","23,885,000","24,959,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,208,000","7,592,000","12,357,000","12,386,000","12,426,000",,,,,,,,,,
				HeldToMaturitySecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","197,335,000",,,,,,,,,,,,,,,,,,
			OtherInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,208,000","7,592,000","12,357,000","12,386,000","12,426,000","12,480,000",,,"12,633,000","12,685,000","12,732,000","12,780,000","12,840,000",,
		NonCurrentDeferredAssets,,,,,,"0","0","64,509,000","52,689,000","51,447,000","44,445,000","43,343,000","46,114,000","47,395,000","52,415,000","55,632,000","57,457,000","56,761,000","68,642,000","42,353,000","43,676,000","44,614,000","45,761,000","46,950,000","48,847,000","58,074,000","16,493,000","17,000,000","17,913,000","18,923,000","12,807,000","14,173,000","14,613,000","14,128,000","14,771,000","12,000,000","12,710,000","13,337,000","8,235,000","9,327,000","8,662,000","9,639,000","8,628,000","9,661,000",,,,
			NonCurrentDeferredTaxesAssets,,,,,,"0","0","64,509,000","52,689,000","51,447,000","44,445,000","43,343,000","46,114,000","47,395,000","52,415,000","55,632,000","57,457,000","56,761,000","68,642,000","42,353,000","43,676,000","44,614,000","45,761,000","46,950,000","48,847,000","49,978,000","7,517,000","7,517,000","7,502,000","7,502,000","2,941,000","3,256,000","2,636,000","2,529,000","2,488,000","2,381,000","2,292,000","2,206,000",,,,,,,,,,
		NonCurrentPrepaidAssets,,,,,,,,,,,,,,,,,"85,412,000","69,936,000","72,498,000","60,624,000","60,653,000","60,209,000","37,584,000","34,602,000","36,727,000","31,736,000","35,128,000","7,000,000","36,698,000","0","1,000,000","1,000,000","7,246,000","7,246,000","7,996,000","7,233,000","7,936,000","9,910,000",,,,,,,,,,
		OtherNonCurrentAssets,,,,,,,,,,,,"147,023,000","149,492,000",,,,,"0","0","0","0","0","0","0","0","0","0","7,000,000","0","197,335,000",,"1,000,000","7,246,000","0","0","0","0","0","0","0","0",,"0","0","0","0","260,000","51,766,000"
TotalLiabilitiesNetMinorityInterest,"2,500,865,000","2,735,109,000","2,694,080,000","2,716,619,000","2,709,355,000","2,929,784,000","2,974,433,000","2,971,966,000","2,997,391,000","2,624,917,000","2,619,434,000","2,604,666,000","2,607,308,000","2,508,156,000","2,609,241,000","2,888,652,000","2,937,606,000","3,224,527,000","3,247,816,000","1,776,932,000","1,769,794,000","1,788,116,000","1,793,641,000","1,796,579,000","1,785,656,000","1,779,687,000","1,790,893,000","1,586,615,000","1,617,805,000","1,749,895,000","1,745,031,000","1,725,800,000","1,712,838,000","1,571,640,000","1,564,851,000","1,510,749,000","1,517,081,000","1,538,474,000","1,532,284,000","1,527,658,000","1,440,561,000","1,456,030,000","1,447,864,000","1,499,712,000","1,968,711,000","1,822,091,000","2,415,296,000","2,197,892,000"
	CurrentLiabilities,"146,380,000","182,593,000","171,699,000","165,192,000","181,209,000","187,283,000","227,623,000","219,213,000","233,455,000","250,597,000","270,929,000","255,654,000","250,117,000","277,303,000","284,024,000","282,314,000","272,985,000","308,029,000","316,115,000","172,896,000","161,669,000","181,996,000","188,530,000","191,658,000","177,009,000","175,484,000","189,028,000","166,280,000","169,240,000","174,285,000","170,297,000","151,456,000","133,808,000","148,576,000","137,023,000","109,318,000","105,242,000","111,781,000","115,317,000","107,472,000","102,077,000","114,295,000","105,047,000","95,832,000","87,387,000","75,014,000","80,595,000","73,741,000"
		PayablesAndAccruedExpenses,"146,380,000","182,593,000","171,699,000","165,192,000","181,209,000","187,283,000","227,623,000","219,213,000","233,455,000","250,597,000","270,929,000","255,654,000","250,117,000","277,303,000","284,024,000","282,314,000","272,985,000","308,029,000","316,115,000","172,896,000","161,669,000","181,996,000","188,530,000","191,658,000","177,009,000","175,484,000","189,028,000","166,280,000","169,240,000","174,285,000","170,297,000","151,456,000","133,808,000","148,576,000","137,023,000","109,318,000","105,242,000","111,781,000","101,716,000","95,398,000","91,730,000","106,200,000","98,599,000","87,098,000","77,442,000","68,288,000","66,569,000","49,331,000"
			Payables,"138,170,000","163,483,000","162,638,000","159,052,000","167,921,000","181,077,000","214,473,000","213,921,000","218,428,000","247,573,000","257,223,000","248,732,000","234,993,000","269,390,000","269,728,000","274,188,000","257,926,000","290,948,000","299,810,000","168,978,000","157,972,000","178,552,000","185,324,000","188,473,000","172,137,000","170,601,000","184,439,000","163,537,000","166,485,000","171,502,000","167,586,000","148,776,000","131,195,000","145,881,000","134,509,000","107,225,000","102,839,000","109,497,000","98,287,000","91,634,000","87,642,000","102,289,000","94,174,000","80,996,000","70,472,000","60,973,000","64,090,000","48,215,000"
				AccountsPayable,"129,962,000","155,136,000","154,266,000","150,713,000","159,538,000","172,325,000","205,730,000","205,186,000","209,710,000","183,408,000","193,008,000","183,791,000","169,398,000","203,833,000","203,982,000","208,336,000","192,352,000","225,664,000","273,315,000","127,064,000","116,273,000","137,066,000","143,943,000","147,180,000","130,776,000","129,192,000","142,663,000","117,383,000","119,995,000","129,388,000","125,752,000","117,857,000","102,518,000","115,011,000","108,201,000","81,114,000","76,922,000","87,105,000","80,385,000","73,892,000","69,898,000","86,213,000","78,095,000","72,372,000","70,386,000","60,911,000","64,090,000","48,176,000"
				DividendsPayable,"8,208,000","8,347,000","8,372,000","8,339,000","8,383,000","8,752,000","8,743,000","8,735,000","8,718,000","64,165,000","64,215,000","64,941,000","65,595,000","65,557,000","65,746,000","65,852,000","65,574,000","65,284,000","26,495,000","41,914,000","41,699,000","41,486,000","41,381,000","41,293,000","41,361,000","41,409,000","41,776,000","46,154,000","46,490,000","42,114,000","41,834,000","30,919,000","28,677,000","30,870,000","26,308,000","26,111,000","25,917,000","22,392,000","17,902,000","17,742,000","17,744,000","16,076,000","16,079,000","8,624,000","86,000",,,
				DuetoRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62,000",,"39,000"
				OtherPayable,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,"0"
			CurrentAccruedExpenses,"8,210,000","19,110,000","9,061,000","6,140,000","13,288,000","6,206,000","13,150,000","5,292,000","15,027,000","3,024,000","13,706,000","6,922,000","15,124,000","7,913,000","14,296,000","8,126,000","15,059,000","17,081,000","16,305,000","3,918,000","3,697,000","3,444,000","3,206,000","3,185,000","4,872,000","4,883,000","4,589,000","2,743,000","2,755,000","2,783,000","2,711,000","2,680,000","2,613,000","2,695,000","2,514,000","2,093,000","2,403,000","2,284,000","3,429,000","3,764,000","4,088,000","3,911,000","4,425,000","6,102,000","6,970,000","7,315,000","2,479,000","1,116,000"
				InterestPayable,"8,210,000","19,110,000","9,061,000","6,140,000","13,288,000","6,206,000","13,150,000","5,292,000","15,027,000","3,024,000","13,706,000","6,922,000","15,124,000","7,913,000","14,296,000","8,126,000","15,059,000","17,081,000","16,305,000","3,918,000","3,697,000","3,444,000","3,206,000","3,185,000","4,872,000","4,883,000","4,589,000","2,743,000","2,755,000","2,783,000","2,711,000","2,680,000","2,613,000","2,695,000","2,514,000","2,093,000","2,403,000","2,284,000","3,429,000","3,764,000","4,088,000","3,911,000","4,425,000","6,102,000","6,970,000","7,315,000","2,479,000","1,116,000"
		CurrentDebtAndCapitalLeaseObligation,,,,,,,,,,,,,,,,,,,,,,"1,582,715,000","1,582,997,000","1,583,239,000","1,585,386,000","1,582,755,000","1,582,389,000","1,401,939,000","1,428,319,000","1,557,747,000",,"1,559,900,000","1,561,470,000","1,409,665,000","1,411,256,000","1,385,558,000","1,394,073,000","1,413,651,000",,,,,,,,,,
			CurrentDebt,,,,,,,,,,,,,,,,,,,,,,"1,582,715,000","1,582,997,000","1,583,239,000","1,585,386,000","1,582,755,000","1,582,389,000","1,401,939,000","1,428,319,000","1,557,747,000",,"1,559,900,000","1,561,470,000","1,409,665,000","1,411,256,000","1,385,558,000","1,394,073,000","1,413,651,000",,,,,,,,,,
				LineOfCredit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","16,000,000",,,,,,,,,,
				OtherCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,"1,582,715,000","1,582,997,000","1,583,239,000","1,585,386,000","1,582,755,000","1,582,389,000","1,401,939,000","1,428,319,000","1,557,747,000",,"1,559,900,000","1,561,470,000","1,409,665,000","1,411,256,000","1,385,558,000","1,394,073,000","1,397,651,000",,,,,,,,,,
		CurrentDeferredLiabilities,,,,,,,,,,,,,,,"35,053,000","37,272,000","42,884,000","36,010,000","45,962,000","21,922,000","25,693,000","23,405,000","22,114,000","21,682,000","23,261,000","21,448,000","19,476,000","18,396,000","20,246,000","17,863,000",,"14,444,000","17,560,000","13,399,000","16,572,000","15,873,000","16,950,000","12,572,000","13,601,000","12,074,000","10,347,000","8,095,000","6,448,000","8,734,000","9,945,000","6,726,000",,"9,481,000"
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,"5,547,000","5,547,000","5,547,000","5,547,000","11,430,000","11,430,000","11,430,000","11,430,000","9,801,000","9,801,000","9,801,000","9,801,000","7,242,000","7,542,000","7,861,000","7,879,000",,"3,494,000","3,467,000","3,548,000","4,030,000","4,041,000","4,052,000","4,064,000","3,281,000","3,292,000","3,303,000","3,314,000","1,453,000","1,453,000","1,453,000","799,000",,"4,509,000"
			CurrentDeferredRevenue,,,,,,,,,,,,,,,"29,506,000","31,725,000","37,337,000","30,463,000","34,532,000","10,492,000","14,263,000","11,975,000","12,313,000","11,881,000","13,460,000","11,647,000","12,234,000","10,854,000","12,385,000","9,984,000",,"10,950,000","14,093,000","9,851,000","12,542,000","11,832,000","12,898,000","8,508,000","10,320,000","8,782,000","7,044,000","4,781,000","4,995,000","7,281,000","8,492,000","5,927,000",,"4,972,000"
		OtherCurrentLiabilities,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","816,000","470,000","0","0","0",,"0","0","0","0","14,026,000","14,929,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"2,354,485,000","2,552,516,000","2,522,381,000","2,551,427,000","2,528,146,000","2,742,501,000","2,746,810,000","2,752,753,000","2,763,936,000","2,374,320,000","2,348,505,000","2,349,012,000","2,357,191,000","2,230,853,000","2,325,217,000","2,606,338,000","2,664,621,000","2,916,498,000","2,931,701,000","1,604,036,000","1,608,125,000","1,606,120,000","1,605,111,000","1,604,921,000","1,608,647,000","1,604,203,000","1,601,865,000","1,420,335,000","1,448,565,000","1,575,610,000","1,574,734,000","1,574,344,000","1,579,030,000","1,423,064,000","1,427,828,000","1,401,431,000","1,411,839,000","1,426,693,000","1,416,967,000","1,420,186,000","1,338,484,000","1,341,735,000","1,342,817,000","1,403,880,000","1,881,324,000","1,747,077,000","2,334,701,000","2,124,151,000"
