name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001
		TreasuryStock,,,,,,,,"16,776,000","15,562,000","15,555,000","15,317,000","15,160,000",,"13,955,000",,"13,500,000","12,612,000","12,524,000","12,304,000","11,492,000","11,294,000","11,168,000","10,969,000","10,785,000","10,288,000","10,172,000","10,151,000","10,110,000","9,816,000","9,674,000","9,508,000","9,508,000","8,782,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-56,712,000","10,597,000","21,597,000","29,273,000","17,969,000","41,184,000","44,569,000","43,218,000","12,301,000","11,302,000","19,958,000","15,143,000","-1,792,000","-9,190,000","-22,348,000","-17,944,000","-15,873,000","-5,692,000","-2,408,000","-2,355,000","-4,173,000","-3,986,000","1,339,000","1,604,000","17,000","-2,994,000","1,036,000","291,000","2,359,000","458,000","698,000","867,000","-112,000","-344,000","-586,000","-968,000","862,000","816,000","1,743,000","1,292,000","2,710,000","2,754,000","3,163,000","1,912,000","1,235,000","288,000","2,640,000","3,409,000","1,185,000","-1,633,000","2,639,000","-523,000","1,415,000","4,331,000","-1,168,000","-850,000","5,023,000","2,083,000","-268,000","-2,756,000","882,000","917,000","-1,426,000","-2,926,000","-2,423,000","-2,380,000","-1,457,000","-1,067,000","-2,004,000","-906,000","33,134,000","-1,713,000","1,571,000","68,000","460,000","1,583,000","867,000","884,000","1,396,000","881,000","-7,000","443,000"
		OtherEquityInterest,,,,,,,,"16,776,000","15,562,000","15,555,000","15,317,000","15,160,000","14,067,000","13,955,000","13,780,000","13,500,000","12,612,000","12,524,000","12,304,000","11,492,000","11,294,000","11,168,000","10,969,000","10,785,000","10,288,000","10,172,000","10,151,000","10,110,000","9,816,000","9,674,000","9,508,000","9,508,000","8,782,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	MinorityInterest,"17,240,000","16,860,000","17,347,000","16,012,000","16,091,000","16,981,000","16,961,000","13,948,000","12,432,000","12,939,000","13,154,000","12,689,000","11,808,000","12,894,000","13,854,000","14,025,000","10,870,000","11,265,000","11,263,000","12,317,000","11,485,000","11,456,000","11,685,000","11,188,000","9,128,000","9,273,000","8,917,000","8,873,000","8,424,000","9,332,000","9,223,000","8,817,000","8,986,000","9,010,000","8,102,000","7,964,000","7,448,000","6,969,000","7,065,000","6,917,000","6,288,000","6,295,000","6,361,000","6,185,000","7,207,000","7,181,000","7,300,000","7,036,000","6,645,000","6,697,000","6,296,000","6,328,000","6,231,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalCapitalization,"2,414,473,000","2,304,333,000","2,288,127,000","2,358,903,000","2,305,291,000","2,471,940,000","2,711,850,000","2,862,716,000","2,873,334,000","2,360,900,000","2,255,535,000","2,373,927,000","2,541,018,000","2,572,702,000","2,607,151,000","2,583,946,000","2,569,976,000","1,905,359,000","1,903,788,000","1,637,900,000","1,777,126,000","1,762,613,000","1,494,848,000","1,551,158,000","1,255,815,000","1,240,001,000","1,244,434,000","1,231,602,000","1,181,040,000","1,007,125,000","1,002,662,000","990,615,000","979,275,000","971,395,000","958,651,000","952,924,000","939,453,000","932,910,000","926,541,000","820,078,000","813,449,000","807,934,000","802,534,000","846,332,000","843,152,000","836,974,000","843,475,000","840,719,000","932,110,000","962,219,000","857,236,000","827,176,000","826,378,000","860,674,000","738,444,000","627,247,000","623,007,000","595,190,000","585,663,000","578,322,000","475,498,000","414,849,000","383,846,000","310,884,000","294,511,000","292,132,000","291,941,000","287,925,000","282,373,000","284,231,000","271,550,000","272,760,000","213,133,000","144,204,000","142,051,000","137,207,000","133,105,000","131,039,000","129,602,000","127,325,000","114,224,000","88,862,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76,458,000","76,458,000","76,458,000","76,458,000","76,458,000","76,458,000","133,789,000","133,809,000","134,304,000","134,344,000","134,354,000","134,504,000","134,507,000","134,548,000","3,303,000","3,306,000","3,313,000","3,321,000","3,323,000","3,327,000","3,329,000","3,330,000","3,330,000","3,340,000","3,348,000","2,993,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
CommonStockEquity,"1,862,520,000","1,899,314,000","1,883,087,000","1,853,844,000","1,800,215,000","1,766,847,000","1,731,742,000","1,707,595,000","1,653,200,000","1,640,755,000","1,625,380,000","1,593,763,000","1,553,848,000","1,525,526,000","1,485,970,000","1,462,761,000","1,438,480,000","1,131,240,000","1,129,588,000","1,110,681,000","1,089,760,000","1,075,102,000","1,067,193,000","1,050,360,000","826,875,000","810,921,000","807,152,000","794,018,000","783,156,000","532,486,000","527,727,000","519,537,000","507,962,000","499,850,000","492,849,000","429,635,000","425,644,000","418,606,000","412,197,000","405,724,000","398,945,000","379,687,000","374,246,000","499,231,000","495,213,000","489,018,000","487,481,000","484,713,000","464,316,000","454,295,000","438,114,000","419,460,000","418,468,000","416,323,000","330,379,000","263,991,000","264,939,000","256,856,000","247,185,000","239,400,000","236,330,000","230,017,000","227,821,000","220,188,000","214,608,000","211,986,000","206,902,000","202,718,000","197,015,000","188,521,000","185,228,000","144,961,000","143,610,000","80,641,000","78,454,000","76,336,000","72,907,000","70,841,000","69,404,000","67,127,000","59,233,000","41,162,000"
CapitalLeaseObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"296,665,000",,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"1,357,796,000","1,391,748,000","1,375,061,000","1,359,245,000","1,303,079,000","1,268,986,000","1,239,236,000","1,212,238,000","1,155,027,000","1,139,540,000","1,121,553,000","1,092,491,000","1,049,634,000","1,033,116,000","1,000,688,000","976,467,000","964,198,000","822,422,000","818,936,000","802,369,000","787,798,000","772,336,000","762,868,000","751,360,000","639,930,000","629,926,000","631,634,000","618,811,000","603,550,000","473,276,000","474,703,000","465,861,000","464,828,000","456,253,000","448,622,000","445,451,000","440,974,000","433,907,000","433,344,000","426,374,000","419,138,000","399,256,000","395,738,000","389,123,000","384,386,000","383,385,000","393,462,000","390,089,000","368,752,000","357,687,000","358,702,000","339,698,000","338,051,000","347,638,000","260,480,000","191,162,000","191,696,000","188,787,000","179,840,000","172,702,000","171,811,000","172,969,000","170,250,000","162,306,000","156,621,000","156,124,000","150,967,000","146,431,000","141,259,000","138,193,000","134,096,000","94,180,000","92,235,000","80,641,000","78,454,000","76,336,000","72,907,000","70,841,000","69,404,000","67,127,000","59,233,000","41,162,000"
InvestedCapital,"2,414,473,000","2,304,333,000","2,288,127,000","2,358,903,000","2,305,291,000","2,471,940,000","2,711,850,000","2,862,716,000","2,873,334,000","2,360,900,000","2,255,535,000","2,373,927,000","2,541,018,000","2,572,702,000","2,607,151,000","2,583,946,000","2,569,976,000","1,905,359,000","1,903,788,000","1,637,900,000","1,777,126,000","1,762,613,000","1,494,848,000","1,551,158,000","1,255,815,000","1,240,001,000","1,244,434,000","1,231,602,000","1,181,040,000","930,667,000","926,204,000","914,157,000","902,817,000","894,937,000","882,193,000","819,135,000","805,644,000","798,606,000","792,197,000","685,724,000","678,945,000","673,427,000","667,986,000","843,029,000","839,846,000","833,661,000","840,154,000","837,396,000","928,783,000","958,890,000","853,906,000","823,846,000","823,038,000","857,326,000","735,451,000","627,247,000","623,007,000","595,190,000","585,663,000","578,322,000","475,498,000","414,849,000","383,846,000","310,884,000","294,511,000","296,832,000","291,941,000","287,925,000","282,373,000","310,231,000","271,550,000","272,760,000","213,133,000","160,204,000","142,051,000","137,207,000","133,105,000","131,039,000","129,602,000","127,325,000","114,224,000","96,862,000"
TangibleBookValue,"1,357,796,000","1,391,748,000","1,375,061,000","1,359,245,000","1,303,079,000","1,268,986,000","1,239,236,000","1,212,238,000","1,155,027,000","1,139,540,000","1,121,553,000","1,092,491,000","1,049,634,000","1,033,116,000","1,000,688,000","976,467,000","964,198,000","822,422,000","818,936,000","802,369,000","787,798,000","772,336,000","762,868,000","751,360,000","639,930,000","629,926,000","631,634,000","618,811,000","603,550,000","396,818,000","398,245,000","389,403,000","388,370,000","379,795,000","372,164,000","311,662,000","307,165,000","299,603,000","299,000,000","292,020,000","284,634,000","264,749,000","261,190,000","385,820,000","381,080,000","380,072,000","390,141,000","386,766,000","365,425,000","354,358,000","355,372,000","336,368,000","334,711,000","344,290,000","257,487,000","191,162,000","191,696,000","188,787,000","179,840,000","172,702,000","171,811,000","172,969,000","170,250,000","162,306,000","156,621,000","156,124,000","150,967,000","146,431,000","141,259,000","138,193,000","134,096,000","94,180,000","92,235,000","80,641,000","78,454,000","76,336,000","72,907,000","70,841,000","69,404,000","67,127,000","59,233,000","41,162,000"
TotalDebt,"551,953,000","405,019,000","405,040,000","505,059,000","505,076,000","705,093,000","980,108,000","1,155,121,000","1,220,134,000","720,145,000","630,155,000","780,164,000","987,170,000","1,047,176,000","1,121,181,000","1,121,185,000","1,131,496,000","774,119,000","774,200,000","527,219,000","687,366,000","687,511,000","427,655,000","500,798,000","428,940,000","429,080,000","437,282,000","437,584,000","397,884,000","398,181,000","398,477,000","394,620,000","394,855,000","395,087,000","389,344,000","389,500,000","380,000,000","380,000,000","380,000,000","280,000,000","280,000,000","293,740,000","293,740,000","343,798,000","344,633,000","344,643,000","352,673,000","352,683,000","464,467,000","504,595,000","415,792,000","404,386,000","404,570,000","441,003,000","405,072,000","363,256,000","358,068,000","634,999,000","338,478,000","338,922,000","239,168,000","184,832,000","156,025,000","90,696,000","79,903,000","84,846,000","85,039,000","85,207,000","85,358,000","121,710,000","86,322,000","127,799,000","69,523,000","79,563,000","63,597,000","60,871,000","60,198,000","60,198,000","60,198,000","60,198,000","54,991,000","55,700,000"
NetDebt,,,,,,,,,"333,998,000","277,529,000",,,"86,870,000","360,480,000","411,687,000","663,382,000","647,430,000","269,240,000","121,417,000","53,693,000","261,839,000","550,963,000","272,877,000","278,838,000","232,773,000","177,243,000","151,657,000","252,474,000","252,669,000","184,176,000","166,588,000","125,597,000","157,871,000","190,294,000","225,551,000","242,267,000","118,013,000","250,707,000","103,945,000","105,846,000",,,,"229,624,000","111,022,000","194,167,000","312,829,000","189,509,000","344,190,000","439,871,000","127,242,000","198,428,000","252,793,000","371,256,000","166,427,000","311,785,000","232,505,000","268,999,000","172,948,000","213,688,000","184,685,000","134,060,000","101,572,000","36,114,000","26,225,000","30,183,000",,,"17,658,000","86,140,000","43,101,000","84,012,000","15,140,000","48,274,000",,,,"20,816,000","8,886,000","24,242,000","12,413,000","38,276,000"
ShareIssued,"72,724,275","72,683,985","72,683,529","72,671,891","72,653,670","72,667,541","72,656,729","72,645,987","72,619,938","72,649,682","72,633,517","72,608,253","72,464,366","72,465,923","72,353,134","72,354,504","72,268,502","62,629,001","62,619,857","62,619,857","62,497,623","62,492,168","62,387,564","62,365,197","51,680,059","51,605,521","51,580,762","51,551,312","51,466,606","35,785,679","35,538,144","35,516,140","35,312,537","34,747,643","34,775,669","31,578,405","31,596,646","31,469,709","31,370,388","31,367,247","30,282,743","30,019,582","29,925,702","29,933,352","29,945,386","29,760,469","29,746,765","29,730,173","28,648,440","28,274,707","25,796,398","25,739,248","25,554,965","25,677,184","25,400,197","25,302,797","25,302,632","24,827,550","24,765,342","24,705,356","24,707,336","24,309,396","24,281,241","24,200,436","24,157,463","23,701,871","23,692,041","23,610,892","23,590,448","23,108,534","23,051,579","21,527,110","21,311,561","16,473,747","16,384,397","16,303,216","16,162,194","15,988,630","15,662,851","15,612,987","15,557,378","27,000,976"
OrdinarySharesNumber,"72,724,275","72,683,985","72,683,529","72,671,891","72,653,670","72,667,541","72,656,729","72,645,987","72,619,938","72,649,682","72,633,517","72,608,253","72,464,366","72,465,923","72,353,134","72,354,504","72,268,502","62,629,001","62,619,857","62,619,857","62,497,623","62,492,168","62,387,564","62,365,197","51,680,059","51,605,521","51,580,762","51,551,312","51,466,606","35,785,679","35,538,144","35,516,140","35,312,537","34,747,643","34,775,669","31,578,405","31,596,646","31,469,709","31,370,388","31,367,247","30,282,743","30,019,582","29,925,702","29,933,352","29,945,386","29,760,469","29,746,765","29,730,173","28,648,440","28,274,707","25,796,398","25,739,248","25,554,965","25,677,184","25,400,197","25,302,797","25,302,632","24,827,550","24,765,342","24,705,356","24,707,336","24,309,396","24,281,241","24,200,436","24,157,463","23,701,871","23,692,041","23,610,892","23,590,448","23,108,534","23,051,579","21,527,110","21,311,561","16,473,747","16,384,397","16,303,216","16,162,194","15,988,630","15,662,851","15,612,987","15,557,378","27,000,976"
PreferredSharesNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76,458","76,458","76,458","76,458","76,458","76,458","652,759","652,959","657,911","658,311","658,411","659,911","659,945","660,355","660,605","661,365","662,590","664,190","664,550","665,400","665,750","666,000","666,000","668,000","689,739",,,,,,,,,,,,,,,,,,,,,,,,,,,,
