name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
OperatingCashFlow,"143,788,000","33,284,000","17,393,000","-9,585,000","102,696,000","-32,406,000","-32,477,000","10,124,000","2,693,000","18,780,000","-4,613,000","25,061,000","2,871,000","29,215,000","-10,677,567","23,584,693","-11,114,126","18,045,000"
	CashFlowFromContinuingOperatingActivities,"143,788,000","33,284,000","17,393,000","-9,585,000","102,696,000","-32,406,000","-32,477,000","10,124,000","2,693,000","18,780,000","-4,613,000","25,061,000","2,871,000","29,215,000","-10,677,567","23,584,693","-11,114,126","18,045,000"
		NetIncomeFromContinuingOperations,"49,520,000","11,654,000","13,132,000","11,507,000","13,227,000","8,977,000","9,620,000","9,498,000","8,978,000","5,688,000","5,341,000","4,038,000","7,074,000","3,156,000","4,864,413","-13,412,996","1,844,583","-540,000"
		OperatingGainsLosses,"1,498,000","140,000","112,000","1,142,000","104,000","65,000","83,000","205,000","74,000","57,000","83,000","69,000","62,000","51,000","1,907,276","47,578","62,146","42,000"
			GainLossOnSaleOfPPE,"1,498,000","140,000","112,000","1,142,000","104,000","65,000","83,000","205,000","74,000","57,000","83,000","69,000","62,000","51,000","64,276","47,578","62,146","42,000"
		DepreciationAmortizationDepletion,"9,339,000","2,183,000","2,450,000","2,362,000","2,344,000","2,335,000","2,749,000","2,698,000","2,691,000","2,690,000","3,203,000","3,179,000","3,155,000","3,152,000","3,921,487","4,142,139","3,818,374","3,789,000"
			DepreciationAndAmortization,"9,339,000","2,183,000","2,450,000","2,362,000","2,344,000","2,335,000","2,749,000","2,698,000","2,691,000","2,690,000","3,203,000","3,179,000","3,155,000","3,152,000","3,921,487","4,142,139","3,818,374","3,789,000"
		DeferredTax,"929,000","51,000","61,000","-35,000","852,000","-144,000","121,000","654,000","276,000","382,000","1,291,000","-100,000","885,000","-213,000","-6,714,873","7,936,407","-780,534","-250,000"
			DeferredIncomeTax,"929,000","51,000","61,000","-35,000","852,000","-144,000","121,000","654,000","276,000","382,000","1,291,000","-100,000","885,000","-213,000","-6,714,873","7,936,407","-780,534","-250,000"
		ProvisionandWriteOffofAssets,"1,817,000","442,000","528,000","342,000","505,000","162,000","380,000","320,000","364,000","737,000","455,000","619,000","192,000","360,000","492,715","358,519","341,766","43,000"
