name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,03/31/2004
TotalRevenue,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","147,000","3,423,000","1,664,000","1,354,000","1,143,000","4,037,000","3,383,000","3,360,000","4,023,000","4,680,000","130,405,000","4,650,000","4,510,000","636,000","1,272,000","1,338,000","1,338,000",,,,,,,,,,,,,"173,000"
	OperatingRevenue,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-147,000","0","0","147,000","3,423,000","1,664,000","1,354,000","1,143,000","4,037,000","3,383,000","3,360,000","4,023,000","4,680,000","130,405,000","4,650,000","4,510,000","636,000","1,272,000","1,338,000","1,338,000",,,,,,,,,,,,,"173,000"
CostOfRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,"1,969,000",,,,,,,,,,,,,,
GrossProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,"0","0","147,000","3,423,000","1,664,000","1,354,000","1,143,000","4,037,000","3,383,000","3,360,000","4,023,000","4,680,000","130,405,000","4,650,000","4,510,000",,"1,272,000","-631,000",,,,,,,,,,,,,,
OperatingExpense,"247,090,000","57,587,000","64,601,000","63,160,000","61,742,000","52,979,000","59,555,000","58,786,000","50,327,000","38,005,000","29,954,000","24,195,000","22,704,000","18,119,000","14,454,000","11,333,000","7,826,000","7,069,000","8,911,000","8,637,000","8,439,000","6,075,000","7,755,794","14,090,518","3,489,000","6,447,000","10,380,000","17,394,000","19,504,000","20,332,000","19,894,000","19,449,000","21,701,000","22,907,000","23,444,000","21,794,000","22,063,000","20,258,000","17,703,000","14,539,000","14,134,000","14,712,000","13,662,000","13,882,000","13,363,000","12,109,000","12,402,000","13,614,000","12,404,000","13,281,000","11,660,000","12,233,000","13,103,000","26,709,000","26,501,000","27,723,000","22,316,000","19,783,000","17,086,000","15,394,000","17,466,000","17,012,000","13,005,000","15,382,000",,,,,,"18,498,000","5,625,000"
	SellingGeneralAndAdministration,"39,767,000","9,658,000","11,712,000","8,287,000","10,110,000","7,209,000","6,126,000","5,494,000","5,639,000","4,605,000","5,044,000","4,748,000","7,110,000","5,746,000","5,583,000","5,122,000","2,717,000","1,871,000","2,399,000","1,955,000","1,623,000","1,695,000","2,231,813","6,285,597","3,592,000","3,040,000","3,134,000","2,981,000","3,127,000","4,150,000","4,241,000","3,241,000","2,940,000","5,324,000","3,463,000","4,171,000","4,187,000","3,878,000","3,352,000","2,796,000","2,882,000","2,646,000","2,803,000","3,131,000","2,946,000","2,673,000","3,056,000","2,591,000","2,716,000","3,086,000","2,427,000","3,149,000","3,005,000","4,070,000","3,470,000","3,665,000","3,974,000","3,633,000","3,752,000","3,852,000","3,853,000","3,468,000","2,477,000","2,057,000",,,,,,"2,280,000",
		GeneralAndAdministrativeExpense,"39,767,000","9,658,000","11,712,000","8,287,000","10,110,000","7,209,000","6,126,000","5,494,000","5,639,000","4,605,000","5,044,000","4,748,000","7,110,000","5,746,000","5,583,000","5,122,000","2,717,000","1,871,000","2,399,000","1,955,000","1,623,000","1,695,000","2,231,813","6,285,597","3,592,000","3,040,000","3,134,000","2,981,000","3,127,000","4,150,000","4,241,000","3,241,000","2,940,000","5,324,000","3,463,000","4,171,000","4,187,000","3,878,000",,,,,,,,,,,,,,"3,149,000",,,,,,,,,,,,,,,,,,,
			OtherGandA,"39,767,000","9,658,000","11,712,000","8,287,000","10,110,000","7,209,000","6,126,000","5,494,000","5,639,000","4,605,000","5,044,000","4,748,000","7,110,000","5,746,000","5,583,000","5,122,000","2,717,000","1,871,000","2,399,000","1,955,000","1,623,000","1,695,000","2,231,813","6,285,597","3,592,000","3,040,000","3,134,000","2,981,000","3,127,000","4,150,000","4,241,000","3,241,000","2,940,000","5,324,000","3,463,000","4,171,000","4,187,000","3,878,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"207,323,000","47,929,000","52,889,000","54,873,000","51,632,000","45,770,000","53,429,000","53,292,000","44,688,000","33,400,000","24,910,000","19,447,000","15,594,000","12,373,000","8,871,000","6,211,000","5,109,000","5,198,000","6,512,000","6,682,000","6,816,000","4,380,000","5,523,981","7,804,921","-103,000","3,407,000","7,246,000","14,413,000","16,377,000","16,182,000","15,653,000","16,208,000","18,761,000","17,583,000","19,981,000","17,623,000","17,876,000","16,380,000","14,351,000","11,743,000","11,252,000","12,066,000","10,859,000","10,751,000","10,417,000","9,436,000","9,346,000","11,023,000","9,688,000","10,195,000","9,233,000","9,084,000","10,098,000","22,639,000","23,031,000","24,058,000","18,342,000","16,150,000","13,334,000","11,542,000","13,613,000","13,544,000","10,528,000","13,325,000",,,,,,"16,218,000","5,625,000"
OperatingIncome,"-247,090,000","-57,587,000","-64,601,000","-63,160,000","-61,742,000","-52,979,000","-59,555,000","-58,786,000","-50,327,000","-38,005,000","-29,954,000","-24,195,000","-22,704,000","-18,119,000","-14,454,000","-11,333,000","-7,826,000","-7,069,000","-8,911,000","-8,637,000","-8,439,000","-6,075,000","-7,755,794","-14,090,518","-3,489,000","-6,447,000","-10,380,000","-17,394,000","-19,504,000","-20,332,000","-19,894,000","-19,449,000","-21,701,000","-22,907,000","-23,444,000","-21,794,000","-22,063,000","-20,258,000","-17,703,000","-14,539,000","-14,134,000","-14,565,000","-10,239,000","-12,218,000","-12,009,000","-10,966,000","-8,365,000","-10,231,000","-9,044,000","-9,258,000","-6,980,000","118,172,000","-8,453,000","-22,199,000","-25,865,000","-26,451,000","-22,947,000","-18,445,000","-16,343,000","-15,394,000","-17,466,000","-17,012,000","-13,005,000","-15,382,000",,,,,,"-18,498,000","-5,452,000"
