name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014
PretaxIncome,"114,618,000","-76,764,000","307,426,000","-58,405,000","-57,639,000","-50,135,000","-40,498,000","8,788,000","-34,262,000","-40,038,000","-28,855,000","-34,749,000","-1,586,000","-32,298,000","5,927,000","-20,494,000","14,444,000","104,239,000","-15,997,000","-20,706,000","-14,473,000","-21,993,000","-20,043,000","-18,154,000","-14,437,000","-10,768,000","-5,176,000","-7,332,000","-6,290,000","-4,011,000","-2,336,000","-1,793,000"
TaxProvision,"13,362,000","-41,000","13,403,000","0","0","4,000","5,743,000","-3,000","-500,000","0","-2,391,000","-165,000","-129,000","-70,000","1,621,000","-1,292,000","3,850,000",,,,,,"-435,000",,,,,,,,,
NetIncomeCommonStockholders,"101,256,000","-76,723,000","294,023,000","-58,405,000","-57,639,000","-50,139,000","-46,241,000","8,791,000","-33,762,000","-40,038,000","-26,464,000","-34,584,000","-1,457,000","-32,228,000","4,306,000","-19,202,000","10,594,000","104,239,000","-15,997,000","-20,706,000","-14,473,000","-21,993,000","-19,608,000","-18,154,000","-14,437,000","-10,768,000","-5,176,000","-7,332,000","-8,792,000","-2,497,000","-1,744,000","-1,919,000"
	NetIncome,"101,256,000","-76,723,000","294,023,000","-58,405,000","-57,639,000","-50,139,000","-46,241,000","8,791,000","-33,762,000","-40,038,000","-26,464,000","-34,584,000","-1,457,000","-32,228,000","4,306,000","-19,202,000","10,594,000","104,239,000","-15,997,000","-20,706,000","-14,473,000","-21,993,000","-19,608,000","-18,154,000","-14,437,000","-10,768,000","-5,176,000","-7,332,000","-6,290,000","-4,011,000","-2,336,000","-1,793,000"
		NetIncomeIncludingNoncontrollingInterests,"101,256,000","-76,723,000","294,023,000","-58,405,000","-57,639,000","-50,139,000","-46,241,000","8,791,000","-33,762,000","-40,038,000","-26,464,000","-34,584,000","-1,457,000","-32,228,000","4,306,000","-19,202,000","10,594,000","104,239,000","-15,997,000","-20,706,000","-14,473,000","-21,993,000","-19,608,000","-18,154,000","-14,437,000","-10,768,000","-5,176,000","-7,332,000","-6,290,000","-4,011,000","-2,336,000","-1,793,000"
			NetIncomeContinuousOperations,"101,256,000","-76,723,000","294,023,000","-58,405,000","-57,639,000","-50,139,000","-46,241,000","8,791,000","-33,762,000","-40,038,000","-26,464,000","-34,584,000","-1,457,000","-32,228,000","4,306,000","-19,202,000","10,594,000","104,239,000","-15,997,000","-20,706,000","-14,473,000","-21,993,000","-19,608,000","-18,154,000","-14,437,000","-10,768,000","-5,176,000","-7,332,000","-6,290,000","-4,011,000","-2,336,000","-1,793,000"
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"2,502,000","-755,000",,"126,000"
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","-759,000",,"0"
DilutedNIAvailtoComStockholders,"101,256,000","-76,723,000","294,023,000","-58,405,000","-57,639,000","-50,139,000","-46,241,000","8,791,000","-33,762,000","-40,038,000","-26,464,000","-34,584,000","-1,457,000","-32,228,000","4,306,000","-19,202,000","10,594,000","104,239,000","-15,997,000","-20,706,000","-14,473,000","-21,993,000","-19,608,000","-18,154,000","-14,437,000","-10,768,000","-5,176,000","-7,332,000","-8,792,000","-2,497,000","-1,744,000","-1,919,000"
BasicEPS,,"-1.79","6.87","-1.37","-1.36","-1.2","-1.24","0.24","-0.91","-1.08","-0.72","-0.94","-0.04","-0.89","0.12","-0.56","0.33","3.3","-0.51","-0.67","-0.47","-0.82","-0.74","-0.69","-0.55","-0.41","-0.2","-1.52","-0.357","-0.19",,"-0.146"
DilutedEPS,,"-1.79","6.67","-1.37","-1.36","-1.2","-1.24","0.23","-0.91","-1.08","-0.72","-0.94","-0.04","-0.89","0.11","-0.56","0.3","3.04","-0.51","-0.67","-0.47","-0.82","-0.74","-0.69","-0.55","-0.41","-0.2","-1.52","-0.357","-0.19",,"-0.146"
BasicAverageShares,,"42,944,000","42,774,000","42,629,000","42,510,000","41,819,000","37,418,000","37,342,000","37,257,000","37,104,000","36,905,000","36,813,000","36,669,000","36,366,000","35,951,000","33,988,000","32,082,000","31,632,000","31,178,000","30,940,000","30,662,000","26,673,000","26,476,000","26,469,000","26,362,000","26,327,000","26,312,000","4,809,000","24,606,263","13,149,000",,"13,149,000"
DilutedAverageShares,,"42,944,000","44,084,000","42,629,000","42,510,000","41,819,000","37,418,000","38,877,000","37,257,000","37,104,000","36,905,000","36,813,000","36,669,000","36,366,000","38,933,000","33,988,000","35,272,000","34,275,000","31,178,000","30,940,000","30,662,000","26,673,000","26,476,000","26,469,000","26,362,000","26,327,000","26,312,000","4,809,000","24,606,263","13,149,000",,"13,149,000"
TotalOperatingIncomeAsReported,"132,495,000","-71,527,000","313,596,000","-57,348,000","-52,226,000","-44,042,000","-53,651,000","13,951,000","-41,833,000","-37,700,000","-40,324,000","-35,896,000","-36,872,000","-35,906,000","2,450,000","-22,725,000","6,350,000","102,025,000","-16,598,000","-21,309,000","-15,056,000","-22,922,000","-20,469,000","-18,668,000","-14,952,000","-11,251,000","-5,499,000","-7,347,000","-6,296,000","-3,993,000","-2,217,000","-1,701,000"
TotalExpenses,"341,186,000","93,745,000","85,059,000","88,121,000","74,261,000","62,926,000","75,096,000","84,961,000","58,399,000","55,344,000","52,092,000","50,596,000","44,753,000","36,790,000","38,327,000","28,031,000","33,681,000","30,366,000","18,638,000","22,645,000","21,618,000","23,377,000","22,165,000","18,793,000","17,327,000","11,644,000","9,931,000","8,483,000","7,659,000","4,637,000","3,347,000","2,159,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"101,256,000","-76,723,000","294,023,000","-58,405,000","-57,639,000","-50,139,000","-46,241,000","8,791,000","-33,762,000","-40,038,000","-26,464,000","-34,584,000","-1,457,000","-32,228,000","4,306,000","-19,202,000","10,594,000","104,239,000","-15,997,000","-20,706,000","-14,473,000","-21,993,000","-19,608,000","-18,154,000","-14,437,000","-10,768,000","-5,176,000","-7,332,000","-6,290,000","-4,011,000","-2,336,000","-1,793,000"
NormalizedIncome,"95,033,179.291","-77,521,573.25","293,725,558.817","-63,940,000","-58,038,000","-50,562,400","-56,310,620","13,614,110","-39,400,496.41","-36,852,000","-36,193,910.795","-35,012,953.466","-33,172,931.904","-35,216,508.886","2,204,218.66","-21,190,223.09","9,716,789.809","103,611,930","-16,598,000","-21,309,000","-15,056,000","-22,922,000","-20,034,000","-18,668,000","-14,952,000","-11,251,000","-5,483,000","-7,343,000","-6,296,000","-4,013,000","-2,318,000","-1,768,000"
InterestIncome,"784,000","94,000","19,000","117,000","554,000","29,000","130,000","1,444,000","1,849,000","848,000","860,000","716,000","762,000","613,000","584,000","109,000","6,898,000","1,355,000",,,,,,,,,,,,,,
InterestExpense,"25,705,000","6,130,000","6,500,000","6,709,000","6,366,000","6,702,000","771,000",,,,,,,,,,,,,,,,"0",,"0","0","0","0","0","20,000","119,000","92,000"
NetInterestIncome,"-24,921,000","-6,036,000","-6,481,000","-6,592,000","-5,812,000","-6,673,000","-641,000","1,444,000","1,849,000","848,000","860,000","716,000","762,000","613,000","584,000","109,000","6,898,000","1,355,000",,,,,"0",,"0","0","0","0","0","-20,000","-119,000","-92,000"
EBIT,"140,323,000","-70,634,000","313,926,000","-51,696,000","-51,273,000","-43,433,000","-39,657,000","13,951,000","-41,833,000","-37,700,000","-40,324,000","-35,896,000","-36,872,000","-35,906,000","2,450,000","-22,725,000","6,350,000","102,025,000","-16,598,000","-21,309,000","-15,056,000","-22,922,000","-18,531,000","-18,668,000","-14,437,000","-10,768,000","-5,176,000","-7,332,000","-6,290,000","-3,991,000","-2,217,000","-1,701,000"
EBITDA,"150,549,000"
ReconciledCostOfRevenue,"62,699,000","15,717,000","23,058,000","14,105,000","9,819,000","4,851,000","10,257,000","17,364,000","4,684,000","3,409,000","3,791,000","2,494,000","1,927,000","29,000","2,843,000","517,000","3,872,000","2,408,000","-382,000","683,000","1,317,000","91,000","330,000","35,000","498,000","96,000","882,000","257,000","310,000","53,000","151,000","12,000"
ReconciledDepreciation,"10,226,000","2,591,000","2,606,000","2,828,000","2,201,000","1,929,000","2,105,000","2,176,000","2,132,000","1,994,000","1,923,000","1,866,000","1,749,000","1,614,000","1,311,000","941,000","896,000","834,000","723,000","706,000","703,000","554,000","280,000","160,000","56,000","48,000","37,000","28,000","15,000","0","0","0"
NetIncomeFromContinuingOperationNetMinorityInterest,"101,256,000","-76,723,000","294,023,000","-58,405,000","-57,639,000","-50,139,000","-46,241,000","8,791,000","-33,762,000","-40,038,000","-26,464,000","-34,584,000","-1,457,000","-32,228,000","4,306,000","-19,202,000","10,594,000","104,239,000","-15,997,000","-20,706,000","-14,473,000","-21,993,000","-19,608,000","-18,154,000","-14,437,000","-10,768,000","-5,176,000","-7,332,000","-6,290,000","-4,011,000","-2,336,000","-1,793,000"
TotalUnusualItemsExcludingGoodwill,"7,044,000","799,000","311,000","5,535,000","399,000","580,000","13,794,000","-6,607,000","5,722,000","-3,186,000","10,609,000","431,000","34,524,000","2,995,000","2,893,000","2,122,000","1,196,000","859,000","601,000","603,000","583,000","929,000","426,000","514,000","515,000","483,000","307,000","11,000","6,000","2,000","-18,000","-25,000"
TotalUnusualItems,"7,044,000","799,000","311,000","5,535,000","399,000","580,000","13,794,000","-6,607,000","5,722,000","-3,186,000","10,609,000","431,000","34,524,000","2,995,000","2,893,000","2,122,000","1,196,000","859,000","601,000","603,000","583,000","929,000","426,000","514,000","515,000","483,000","307,000","11,000","6,000","2,000","-18,000","-25,000"
NormalizedEBITDA,"143,505,000","-68,842,000","316,221,000","-54,403,000","-49,471,000","-42,084,000","-51,346,000","22,734,000","-45,423,000","-32,520,000","-49,010,000","-34,461,000","-69,647,000","-37,287,000","868,000","-23,906,000","6,050,000","102,000,000","-16,476,000","-21,206,000","-14,936,000","-23,297,000","-18,677,000","-19,022,000","-14,896,000","-11,203,000","-5,446,000","-7,315,000","-6,281,000","-3,993,000","-2,199,000","-1,676,000"
TaxRateForCalcs,"0.117","0.001","0.044","0","0","0.27","0.27","0.27","0.015","0","0.083","0.005","0.081","0.002","0.273","0.063","0.267","0.27","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
TaxEffectOfUnusualItems,"821,179.291","426.75","13,558.817","0","0","156,600","3,724,380","-1,783,890","83,503.59","0","879,089.205","2,046.534","2,808,068.096","6,491.114","791,218.66","133,776.91","318,789.809","231,930","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
