name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998
TotalRevenue,"914,370,000","307,553,000","178,331,000","174,174,000","254,312,000","278,383,000","155,157,000","175,353,000","161,122,000","263,320,000","149,421,000","149,016,000","193,740,000","225,768,000","101,258,000","95,385,000","157,848,000","205,965,000","97,849,000","90,171,000","139,162,000","182,375,000","86,801,000","83,237,000","120,108,000","165,765,000","-260,875,000","84,781,000","118,976,000","174,826,000","108,113,000","114,855,000","141,569,000","216,183,000","167,340,000","124,121,000","117,181,000","165,338,000","97,470,000","92,870,000","100,883,000","115,696,000","66,614,000","56,257,000","54,292,000","61,629,000","63,943,000","61,717,000","59,402,000","61,773,000","70,457,000","54,356,000","43,763,000","39,070,000","36,748,000","39,469,000","38,328,000","42,182,000","-48,230,000","48,748,000","70,530,000","86,643,000","89,319,000","96,298,000","95,846,000","90,274,000","86,540,000","83,225,000","83,181,000","87,022,000","79,674,000","67,151,000","54,448,000","48,081,000","46,854,000","38,267,000","38,334,000","36,600,000","36,161,000","33,571,000","33,266,000","33,144,000","31,363,000","33,051,000","50,942,000","46,565,000","71,740,935","57,695,129","24,572,095","19,005,740","14,900,000","10,100,000","6,700,000","5,100,000","4,000,000","2,500,000"
	OperatingRevenue,"914,370,000","307,553,000","178,331,000","174,174,000","254,312,000","278,383,000","155,157,000","175,353,000","161,122,000","263,320,000","149,421,000","149,016,000","193,740,000","225,768,000","101,258,000","95,385,000","157,848,000","205,965,000","97,849,000","90,171,000","139,162,000","182,375,000","86,801,000","83,237,000","120,108,000","165,765,000","-260,875,000","84,781,000","118,976,000","174,826,000","108,113,000","114,855,000","141,569,000","216,183,000","167,340,000","124,121,000","117,181,000","165,338,000","97,470,000","92,870,000","100,883,000","115,696,000","66,614,000","56,257,000","54,292,000","61,629,000","63,943,000","61,717,000","59,402,000","61,773,000","70,457,000","54,356,000","43,763,000","39,070,000","36,748,000","39,469,000","38,328,000","42,182,000","-48,230,000","48,748,000","70,530,000","86,643,000","89,319,000","96,298,000","95,846,000","90,274,000","86,540,000","83,225,000","83,181,000","87,022,000","79,674,000","67,151,000","54,448,000","48,081,000","46,854,000","38,267,000","38,334,000","36,600,000","36,161,000","33,571,000","33,266,000","33,144,000","31,363,000","33,051,000","50,942,000","46,565,000","71,740,935","57,695,129","24,572,095","19,005,740","14,900,000","10,100,000","6,700,000","5,100,000","4,000,000","2,500,000"
CostOfRevenue,"494,950,000","129,300,000","124,347,000","122,964,000","118,339,000","114,201,000","106,199,000","98,814,000","86,922,000","106,355,000","102,908,000","103,663,000","99,795,000","73,619,000","76,015,000","71,954,000","73,766,000","75,777,000","74,555,000","69,586,000","67,710,000","68,028,000","66,051,000","64,586,000","61,411,000","64,459,000","-158,369,000","57,015,000","56,026,000","59,041,000","69,446,000","75,359,000","79,370,000","96,322,000","110,564,000","83,557,000","69,980,000","78,675,000","73,704,000","69,973,000","64,227,000","59,547,000","46,954,000","38,755,000","35,807,000","40,477,000","41,182,000","38,709,000","35,100,000","43,471,000","50,274,000","36,446,000","26,678,000","22,798,000","20,933,000","21,503,000","20,836,000","24,234,000","-33,390,000","23,685,000","36,388,000","48,342,000","50,733,000","56,095,000","54,001,000","48,720,000","44,524,000","43,196,000","39,763,000","39,243,000","46,874,000","24,537,000","22,424,000","20,104,000","7,337,000","6,363,000","7,394,000","8,164,000","8,736,000","8,661,000","9,721,000","9,663,000","10,046,000","9,460,000","10,614,000","11,721,000","-1,168,635","10,363,743","2,860,704","1,959,115","1,600,000","1,200,000","200,000","-300,000","-400,000","500,000"
GrossProfit,"419,420,000","178,253,000","53,984,000","51,210,000","135,973,000","164,182,000","48,958,000","76,539,000","74,200,000","156,965,000","46,513,000","45,353,000","93,945,000","152,149,000","25,243,000","23,431,000","84,082,000","130,188,000","23,294,000","20,585,000","71,452,000","114,347,000","20,750,000","18,651,000","58,697,000","101,306,000","-102,506,000","27,766,000","62,950,000","115,785,000","38,667,000","39,496,000","62,199,000","119,861,000","56,776,000","40,564,000","47,201,000","86,663,000","23,766,000","22,897,000","36,656,000","56,149,000","19,660,000","17,502,000","18,485,000","21,152,000","22,761,000","23,008,000","24,302,000","18,302,000","20,183,000","17,910,000","17,085,000","16,272,000","15,815,000","17,966,000","17,492,000","17,948,000","-14,840,000","25,063,000","34,142,000","38,301,000","38,586,000","40,203,000","41,845,000","41,554,000","42,016,000","40,029,000","43,418,000","47,779,000","32,800,000","42,614,000","32,024,000","27,977,000","39,517,000","31,904,000","30,940,000","28,436,000","27,425,000","24,910,000","23,545,000","23,481,000","21,317,000","23,591,000","40,328,000","34,844,000","72,909,570","47,331,386","21,711,391","17,046,625","13,300,000","8,900,000","6,500,000","5,400,000","4,400,000","2,000,000"
OperatingExpense,"354,626,000","131,544,000","77,653,000","69,251,000","76,178,000","118,850,000","60,343,000","65,250,000","75,982,000","122,497,000","64,512,000","59,805,000","56,732,000","82,036,000","38,740,000","34,123,000","45,257,000","77,165,000","37,440,000","31,805,000","41,126,000","68,169,000","31,055,000","29,159,000","36,343,000","61,860,000","-60,478,000","41,428,000","50,774,000","77,078,000","45,357,000","40,820,000","44,425,000","75,245,000","46,090,000","34,437,000","26,824,000","49,404,000","19,997,000","19,163,000","20,829,000","36,450,000","13,047,000","14,217,000","12,101,000","17,887,000","19,844,000","23,594,000","22,947,000","16,051,000","13,950,000","16,603,000","14,919,000","16,367,000","15,102,000","17,739,000","15,661,000","15,207,000","-1,663,000","41,478,000","68,611,000","43,778,000","42,024,000","46,224,000","44,649,000","39,982,000","32,868,000","32,193,000","30,059,000","31,705,000","12,845,000","30,453,000","23,408,000","22,930,000","28,593,000","30,952,000","30,264,000","31,148,000","94,459,000","46,552,000","38,806,000","42,387,000","-14,462,000","195,545,000","101,367,000","111,761,000","120,501,058","91,656,513","48,141,752","27,957,401","15,600,000","10,000,000","9,500,000","7,200,000","5,700,000","2,900,000"
	SellingGeneralAndAdministration,"283,233,000","113,478,000","59,574,000","51,501,000","58,680,000","102,247,000","45,458,000","49,623,000","60,257,000","104,438,000","44,209,000","39,618,000","48,258,000","74,446,000","32,871,000","29,079,000","39,416,000","70,119,000","31,087,000","25,887,000","36,011,000","62,481,000","25,142,000","23,603,000","31,421,000","56,590,000","-42,935,000","29,446,000","38,301,000","64,605,000","32,417,000","27,647,000","32,712,000","64,468,000","35,758,000","26,651,000","20,624,000","43,180,000","13,798,000","13,024,000","14,225,000","30,509,000","4,398,000","13,207,000","11,656,000","17,154,000","13,344,000","22,227,000","18,562,000","13,289,000","10,737,000","13,578,000","11,505,000","13,150,000","13,006,000","12,822,000","11,001,000","11,511,000","42,507,000","25,300,000","46,252,000","22,643,000","23,036,000","26,444,000","25,114,000","23,649,000","17,870,000","18,190,000","16,759,000","18,477,000","4,495,000","19,275,000","14,081,000","14,952,000","17,996,000","22,915,000","21,777,000","18,288,000","3,956,000","35,060,000","22,691,000","27,096,000","24,518,000","27,214,000","31,580,000","35,021,000","36,904,894","34,408,362","20,937,853","14,529,713","11,400,000","8,400,000","8,000,000","5,800,000","4,200,000","2,700,000"
		GeneralAndAdministrativeExpense,"103,061,000","29,075,000","27,052,000","23,102,000","23,832,000","24,685,000","18,625,000","18,605,000","20,200,000","24,728,000","22,808,000","19,642,000","19,002,000","18,874,000","16,229,000","13,404,000","15,625,000","14,866,000","13,263,000","12,207,000","13,715,000","13,483,000","11,497,000","11,638,000","11,508,000","12,753,000","9,627,000","12,513,000","11,014,000","10,409,000","10,568,000","9,495,000","10,425,000","8,632,000","8,485,000","8,421,000","6,557,000","6,384,000","5,713,000","5,283,000","5,356,000","11,066,000","-355,000","8,319,000","6,754,000","7,659,000","2,943,000","12,140,000","9,710,000","6,817,000","4,134,000","6,884,000","6,366,000","6,207,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"103,061,000","29,075,000","27,052,000","23,102,000","23,832,000","24,685,000","18,625,000","18,605,000","20,200,000","24,728,000","22,808,000","19,642,000","19,002,000","18,874,000","16,229,000","13,404,000","15,625,000","14,866,000","13,263,000","12,207,000","13,715,000","13,483,000","11,497,000","11,638,000","11,508,000","12,753,000","9,627,000","12,513,000","11,014,000","10,409,000","10,568,000","9,495,000","10,425,000","8,632,000","8,485,000","8,421,000","6,557,000","6,384,000","5,713,000","5,283,000","5,356,000","11,066,000","-355,000","8,319,000","6,754,000","7,659,000","2,943,000","12,140,000","9,710,000","6,817,000","4,134,000","6,884,000","6,366,000","6,207,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"180,172,000","84,403,000","32,522,000","28,399,000","34,848,000","77,562,000","26,833,000","31,018,000","40,057,000","79,710,000","21,401,000","19,976,000","29,256,000","55,572,000","16,642,000","15,675,000","23,791,000","55,253,000","17,824,000","13,680,000","22,296,000","48,998,000","13,645,000","11,965,000","19,913,000","43,837,000","-52,562,000","16,933,000","27,287,000","54,196,000","21,849,000","18,152,000","22,287,000","55,836,000","27,273,000","18,230,000","14,067,000","36,796,000","8,085,000","7,741,000","8,869,000","19,443,000","4,753,000","4,888,000","4,902,000","9,495,000","10,401,000","10,087,000","8,852,000","6,472,000","6,603,000","6,694,000","5,139,000","6,943,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"32,080,000","8,504,000","8,471,000","7,874,000","7,231,000","7,128,000","5,359,000","6,007,000","7,377,000","8,515,000","8,608,000","8,635,000","7,159,000","6,529,000","5,107,000","4,246,000","4,848,000","5,131,000","5,573,000","5,051,000","4,242,000","4,748,000","4,938,000","4,588,000","3,959,000","4,295,000","-10,696,000","5,418,000","5,168,000","5,217,000","5,748,000","5,970,000","4,817,000","4,135,000","3,731,000","2,905,000","2,508,000","2,538,000","2,538,000","2,410,000","2,448,000","2,573,000","1,904,000",,,"2,197,000",,,,"999,000","1,401,000","1,207,000","1,603,000","1,406,000","2,036,000","2,757,000","2,929,000","2,209,000","-30,401,000","11,713,000","15,882,000","14,742,000","12,466,000","12,099,000","12,467,000","9,308,000","8,396,000","7,840,000","7,596,000","7,371,000","6,688,000","6,436,000","5,580,000","4,438,000","5,616,000","5,264,000","5,513,000","7,282,000","7,880,000","8,372,000","9,516,000","9,427,000","7,934,000","9,051,000","10,569,000","11,787,000","15,134,069","10,152,298","5,649,288","4,777,280","2,300,000","300,000","300,000","200,000","300,000","200,000"
