name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
MarketCap,"1,158,668,859","1,103,147,516","1,214,619,161","1,122,999,467","1,312,730,727","1,289,151,943","1,253,307,405","1,044,022,702","946,857,652","632,826,482","1,088,988,725","1,032,330,895","1,017,643,803","769,566,745","642,041,412","606,362,048","355,926,325"
EnterpriseValue,"1,530,050,859","1,483,433,516","1,583,815,161","1,532,471,467","1,698,387,727","1,659,920,943","1,670,033,405","1,496,747,702","1,461,080,652","1,112,543,482","1,502,460,725","1,481,765,895","1,532,299,803","1,144,744,745","1,123,648,412","1,111,912,048","1,046,686,325"
PeRatio,"593.276",,,,,,,,,,,,,,,"750.18",
ForwardPeRatio,"19.38","21.368","23.697","24.39","34.843","35.461","35.336","30.303","45.662","21.231","36.63","39.683","49.261","37.175",,"31.447","39.526"
PsRatio,"2.217","2.189","2.46","2.291","2.766","2.631","2.425","2.11","1.714","1.031","1.912","1.725","1.526","1.339","1.133","0.765","0.727"
PbRatio,,,,,,,,,,,,,,,"14.232","1.703",
EnterprisesValueRevenueRatio,"2.957","11.687","11.891","11.348","13.894","15.633","14.314","12.795","15.497","10.008","11.613","12.11","12.507","10.265","7.45","7.681","7.429"
EnterprisesValueEBITDARatio,"10.145","44.574","47.287","35.251","41.855","57.775","41.402","29.79","79.762","68.927","42.147","45.628","46.769","69.947","52.578","28.258","-39.08"
