name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
TotalRevenue,"0","0","0","0","0","0"
	OperatingRevenue,"0","0","0","0","0","0"
OperatingExpense,"147,958","398,854","-801,513","273,865","276,752","1,299,835"
	SellingGeneralAndAdministration,"147,958","398,854","-801,513","273,865","276,752","1,299,835"
		GeneralAndAdministrativeExpense,"147,958","398,854","-801,513","273,865","276,752","1,299,835"
			OtherGandA,"147,958","398,854","-801,513","273,865","276,752","1,299,835"
OperatingIncome,"-147,958","-398,854","801,513","-273,865","-276,752","-1,299,835"
NetNonOperatingInterestIncomeExpense,"-590,902","136,007","-825,381","53,160","45,312","15,104"
	InterestIncomeNonOperating,"287,588","136,007","53,109","53,160","45,312","15,104"
OtherIncomeExpense,"19,382,001","8,422,734","755,333","6,493,921","3,710,013","196,400"
	GainOnSaleOfSecurity,"19,382,001","8,422,734","755,333","6,493,921","3,710,013","196,400"
PretaxIncome,"18,643,141","8,159,887","731,465","6,273,216","3,478,573","-1,088,331"
TaxProvision,,"4,060",,,,"0"
NetIncomeCommonStockholders,"18,639,081","8,155,827","731,465","6,273,216","3,478,573","-1,088,331"
	NetIncome,"18,639,081","8,155,827","731,465","6,273,216","3,478,573","-1,088,331"
		NetIncomeIncludingNoncontrollingInterests,"18,639,081","8,155,827","731,465","6,273,216","3,478,573","-1,088,331"
			NetIncomeContinuousOperations,"18,639,081","8,155,827","731,465","6,273,216","3,478,573","-1,088,331"
DilutedNIAvailtoComStockholders,"18,639,081","8,155,827","731,465","6,273,216","3,478,573","-1,088,331"
BasicEPS,,"0.11",,"0.08","0.232","-0.079"
DilutedEPS,,"0.109",,"0.08","0.046","-0.079"
BasicAverageShares,,"75,000,000",,"15,000,000","15,000,000","13,812,500"
DilutedAverageShares,,"75,000,000",,"75,000,000","75,000,000","73,812,500"
TotalOperatingIncomeAsReported,"-147,958","-398,854","801,513","-273,865","-276,752","-1,299,835"
TotalExpenses,"147,958","398,854","-801,513","273,865","276,752","1,299,835"
NetIncomeFromContinuingAndDiscontinuedOperation,"18,639,081","8,155,827","731,465","6,273,216","3,478,573","-1,088,331"
NormalizedIncome,"7,009,880.4","-262,716.219","180,071.91","1,532,653.67","770,263.51","-1,284,731"
InterestIncome,"287,588","136,007","53,109","53,160","45,312","15,104"
NetInterestIncome,"-590,902","136,007","-825,381","53,160","45,312","15,104"
EBIT,"-147,958","-398,854","801,513","-273,865","-276,752","-1,299,835"
EBITDA,"-147,958"
NetIncomeFromContinuingOperationNetMinorityInterest,"18,639,081","8,155,827","731,465","6,273,216","3,478,573","-1,088,331"
TotalUnusualItemsExcludingGoodwill,"19,382,001","8,422,734","755,333","6,493,921","3,710,013","196,400"
TotalUnusualItems,"19,382,001","8,422,734","755,333","6,493,921","3,710,013","196,400"
NormalizedEBITDA,"-19,529,959","-8,821,588","46,180","-6,767,786","-3,986,765","-1,496,235"
TaxRateForCalcs,"0.4","0","0.27","0.27","0.27","0"
TaxEffectOfUnusualItems,"7,752,800.4","4,190.781","203,939.91","1,753,358.67","1,001,703.51","0"
