name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010
TotalRevenue,"228,570,000","48,487,000","57,249,000","68,217,000","54,617,000","47,407,000","50,983,000","51,139,000","48,430,000","47,769,000","46,687,000","44,373,000","44,707,000","39,570,000","43,771,000","40,706,000","41,337,000","38,432,000","42,177,000","40,340,000","38,800,000","33,620,000","37,326,000","33,945,000","33,311,000","29,008,000","30,448,000","28,005,000","24,068,000","17,371,800","14,084,988","8,348,583","5,741,734","27,900","0","0","0","0","0","0","0","0","0",,"0","0","0","0",
	OperatingRevenue,"228,570,000","48,487,000","57,249,000","68,217,000","54,617,000","47,407,000","50,983,000","51,139,000","48,430,000","47,769,000","46,687,000","44,373,000","44,707,000","39,570,000","43,771,000","40,706,000","41,337,000","38,432,000","42,177,000","40,340,000","38,800,000","33,620,000","37,326,000","33,945,000","33,311,000","29,008,000","30,448,000","28,005,000","24,068,000","17,371,800","14,084,988","8,348,583","5,741,734","27,900","0","0","0","0","0","0","0","0","0",,"0","0","0","0",
CostOfRevenue,"7,277,000","2,138,000","1,896,000","1,592,000","1,651,000","1,645,000","2,072,000","1,189,000","1,494,000","1,370,000","1,725,000","1,513,000","979,000","1,017,000","1,603,000","1,133,000","1,178,000","1,613,000","1,174,000","925,000","797,000","709,000","1,203,000","1,573,000","1,021,000","757,000","761,000","513,000","637,000","274,447","337,708","197,411","1,207,395","900",,,,,,,,,,,,,,,
GrossProfit,"221,293,000","46,349,000","55,353,000","66,625,000","52,966,000","45,762,000","48,911,000","49,950,000","46,936,000","46,399,000","44,962,000","42,860,000","43,728,000","38,553,000","42,168,000","39,573,000","40,159,000","36,819,000","41,003,000","39,415,000","38,003,000","32,911,000","36,123,000","32,372,000","32,290,000","28,251,000","29,687,000","27,492,000","23,431,000","17,097,353","13,747,280","8,151,172","4,534,339","27,000",,,,,,,,,,,,,,,
OperatingExpense,"378,886,000","103,399,000","104,243,000","84,472,000","86,772,000","84,724,000","74,124,000","64,300,000","65,761,000","61,466,000","63,899,000","62,297,000","76,904,000","66,112,000","57,950,000","58,555,000","59,560,000","51,104,000","46,851,000","44,462,000","48,317,000","43,975,000","46,703,000","47,488,000","40,880,000","33,797,000","38,137,000","36,372,000","30,255,000","25,201,796","32,655,963","31,594,711","25,038,062","16,978,748","11,467,199","5,154,486","5,099,902","2,250,484","3,161","3,000","3,009","3,758","3,018",,"3,024","3,580","3,091",,
	SellingGeneralAndAdministration,"159,893,000","46,788,000","42,075,000","36,065,000","34,965,000","36,778,000","35,738,000","31,951,000","34,971,000","33,139,000","27,533,000","29,779,000","38,970,000","32,669,000","25,955,000","26,107,000","25,100,000","26,468,000","27,275,000","24,852,000","28,835,000","23,115,000","26,625,000","29,060,000","23,205,000","19,125,000","22,685,000","22,308,000","19,692,000","14,855,340","18,464,186","18,575,982","11,141,452","10,092,022","6,497,003","3,754,611","5,099,902","2,250,484","3,161","3,000","3,009","3,758","3,018","3,025","3,024","3,580","3,091","3,000","3,018"
		GeneralAndAdministrativeExpense,,,"42,075,000",,"34,965,000",,"35,738,000","31,951,000","34,971,000","33,139,000","27,533,000","29,779,000","38,970,000","32,669,000","25,955,000","26,107,000","25,100,000","26,468,000","27,275,000","24,852,000","28,835,000","23,115,000","26,625,000","29,060,000","23,205,000","19,125,000","22,685,000","22,308,000","19,692,000","14,855,340","18,464,186","18,575,982","11,141,452","10,092,022","6,497,003","3,754,611","5,099,902","2,250,484","3,161","3,000","3,009","3,758","3,018","3,025","3,024","3,580","3,091","3,000","3,018"
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,847,879","2,083,589","2,507,548","478,741","492,131","1,045,287",,,,,,,,,,,
			OtherGandA,,,"42,075,000",,"34,965,000",,"35,738,000","31,951,000","34,971,000","33,139,000","27,533,000","29,779,000","38,970,000","32,669,000","25,955,000","26,107,000","25,100,000","26,468,000","27,275,000","24,852,000","28,835,000","23,115,000","26,625,000","29,060,000","23,205,000","19,125,000","22,685,000","22,308,000","19,692,000","14,855,340","18,464,186","18,575,982","7,293,573","8,008,433","3,989,455","3,275,870","4,607,771","1,205,197","3,161","3,000","3,009","3,758","3,018",,"3,024","3,580","3,091",,
	ResearchAndDevelopment,"218,993,000","56,611,000","62,168,000","48,407,000","51,807,000","47,946,000","38,386,000","32,349,000","30,790,000","30,249,000","36,366,000","33,220,000","37,934,000","33,443,000","31,995,000","32,448,000","34,460,000","24,636,000","19,576,000","19,610,000","19,482,000","20,860,000","20,078,000","18,428,000","17,675,000","14,672,000","15,452,000","14,064,000","10,563,000","10,346,456","14,191,777","13,018,729","13,697,991","6,886,726","4,970,196","1,399,875",,,,,,,,,,,,,
