name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990
				AmortizationCashFlow,,,,,,,,,,,,,,"1,082,000","1,254,000","1,317,000","1,150,000","1,163,000","1,226,000","1,218,000","1,354,000","1,423,000","1,268,000","1,577,000","1,266,000","1,092,000","1,283,000","1,258,000","1,304,000","1,430,000","1,479,000",,"1,573,000","1,454,000","1,622,000","1,174,000","966,000","836,000",,,,,,,,,,,"778,000","788,000",,,,"663,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,"1,082,000","1,254,000","1,317,000","1,150,000","1,163,000","1,226,000","1,218,000","1,354,000","1,423,000","1,268,000","1,577,000","1,266,000","1,092,000","1,283,000","1,258,000","1,304,000","1,430,000","1,479,000",,"1,573,000","1,454,000","1,622,000","1,174,000","966,000","836,000",,,,,,,,,,,"778,000","788,000",,,,"663,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"-3,397,000","207,000","-3,313,000","-207,000","-84,000","-269,000","634,000","-195,000","-652,000","-910,000","3,075,000","113,000","170,000","-742,000","-527,000","-8,000",,,"392,000","-1,000","-1,000","8,000","-69,000","-35,000","-12,000","-35,000",,,,,,,,,,,,,,,,,,,,,,,,,"-708,000",,,,"2,926,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","100,000",,,,"-700,000","200,000","300,000","300,000","-100,000","100,000","300,000","300,000"
			DeferredIncomeTax,"-3,397,000","207,000","-3,313,000","-207,000","-84,000","-269,000","634,000","-195,000","-652,000","-910,000","3,075,000","113,000","170,000","-742,000","-527,000","-8,000",,,"392,000","-1,000","-1,000","8,000","-69,000","-35,000","-12,000","-35,000",,,,,,,,,,,,,,,,,,,,,,,,,"-708,000",,,,"2,926,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","100,000",,,,"-700,000","200,000","300,000","300,000","-100,000","100,000","300,000","300,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,"0","45,000","112,000","100,000","102,000","90,000","7,000","7,000","6,000","-12,000","9,000","10,000","9,000","22,000","-36,000","105,000","49,000","75,000",,"106,000","69,000","44,000","44,000","44,000","42,000","-1,835,000","683,000","1,090,000","880,000","700,000","-268,000","1,281,000","1,641,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,"461,000","494,000","-553,000","257,000","263,000","682,000","225,000","385,000","33,000","359,000","307,000","283,000","-589,000","1,034,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,"1,773,000","-83,000","893,000","668,000","295,000","-1,066,000","-436,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"6,651,000","1,563,000","1,571,000","1,711,000","1,806,000","1,792,000","2,785,000","1,231,000","1,188,000","1,357,000","2,001,000","2,164,000","1,510,000","1,485,000","1,570,000","1,457,000","1,469,000","1,309,000","1,129,000","1,263,000","1,242,000","1,080,000","1,511,000","588,000","612,000","456,000","938,000","458,000","1,058,000","1,427,000","1,107,000","1,240,000","1,038,000","768,000","924,000","1,148,000","1,059,000","688,000","1,094,000","825,000","609,000","422,000","508,000","455,000","508,000","523,000","290,000","328,000","302,000","202,000","328,000","315,000","342,000","238,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,"0","0","0","-14,000","-35,000","-12,000","-35,000","-15,000","-1,000","-6,000","-1,000","-37,000","-1,000","-27,000","-235,000","-383,000","0","0","-57,000","-128,000","-333,000","-117,000","-43,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"5,224,000","1,847,000","1,108,000","282,000","2,000,000","660,000","-3,345,000","1,083,000","1,081,000","1,030,000","483,000","418,000","-281,000","-461,000","1,299,000","1,429,000","1,250,000","1,265,000","1,316,000","1,225,000","1,361,000","1,429,000","1,256,000","1,586,000","1,276,000","1,101,000","1,305,000","1,222,000","1,409,000","1,479,000","1,554,000","1,379,000","1,679,000","1,523,000","1,666,000","1,218,000","1,010,000","878,000","2,056,000","1,175,000","1,582,000","1,259,000","6,431,000","187,000","1,789,000","2,164,000","290,000","328,000","302,000","202,000","328,000","315,000","342,000","238,000","168,000","259,000","160,000","235,000","210,000","283,000","34,000","264,000","565,000","95,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000",,,,,,,,,,,,"100,000",,,,,,,,"100,000",,,,,"-100,000","200,000",,,
		ChangeInWorkingCapital,"28,384,000","-51,324,000","76,472,000","4,055,000","-949,000","-42,886,000","56,037,000","4,703,000","9,398,000","-21,900,000","16,974,000","-477,000","-20,399,000","-30,118,000","12,695,000","-33,427,000","-137,000","-21,614,000","25,097,000","-26,757,000","5,590,000","7,259,000","-254,000","1,542,000","6,551,000","724,000","17,249,000","-1,115,000","16,681,000","13,026,000","-11,670,000","-11,542,000","5,839,000","-49,756,000","-22,508,000","-28,064,000","24,084,000","-40,163,000","11,309,000","-35,687,000","30,363,000","-21,060,000","21,631,000","-8,630,000","1,524,000","-20,932,000","10,993,000","-7,075,000","17,425,000","-19,982,000","33,199,000","10,893,000","16,485,000","-36,769,000","-11,064,000","-1,738,000","14,379,000","-34,832,000","-1,577,000","-730,000","37,448,000","-10,231,000","-27,907,000","7,559,000","1,889,000","-34,603,000","-8,623,000","12,326,000","-3,733,000","-7,482,000","839,000","4,438,000","4,166,000","-13,257,000","-6,649,000","1,575,000","4,269,000","-9,920,000","4,265,400","-3,172,400","3,701,500","-7,130,400","1,470,700","6,958,200","5,276,900","-5,966,800","-4,461,700","-1,501,600","2,536,500","-4,467,200","-1,868,900","5,600,000","-300,000","-6,100,000","8,900,000","-2,700,000","-2,200,000","-1,600,000","2,400,000","-3,700,000","700,000","-7,700,000","-1,900,000","-300,000","-800,000","-500,000","-5,500,000","2,100,000","1,300,000","-1,000,000","-1,700,000","-600,000","-600,000","100,000","-1,700,000","-900,000","-2,700,000","700,000","-500,000","-1,500,000","-300,000","200,000","-1,100,000","700,000","200,000","-700,000","-1,800,000"
			ChangeInReceivables,"-21,474,000","-33,660,000","22,652,000","-17,005,000","6,479,000","-30,422,000","19,488,000","-21,536,000","22,792,000","-5,472,000","4,600,000","-23,824,000","1,029,000","6,812,000","3,062,000","-29,860,000","14,781,000","-9,303,000","16,500,000","-36,495,000","9,327,000","11,422,000","7,385,000","-15,046,000","6,046,000","-10,202,000","19,206,000","-15,147,000","5,364,000","3,611,000","-4,413,000","-8,153,000","30,035,000","-30,940,000","36,655,000","-42,817,000","79,421,000","-70,908,000","29,010,000","-32,653,000","26,438,000","-30,300,000","34,386,000","-21,876,000","-11,119,000","-29,900,000","27,237,000","-20,313,000","9,853,000","-12,393,000","12,045,000","-14,932,000","22,376,000","-12,159,000","15,163,000","-14,359,000","11,983,000","-8,185,000","4,830,000","-13,769,000","31,330,000","-3,217,000","-12,840,000","-3,585,000","20,019,000","-19,069,000","-19,247,000","728,000","3,797,000","-17,242,000","1,782,000","1,378,000","16,117,000","-19,385,000","-6,392,000","-1,021,000","11,321,000","-14,911,000","3,620,100","-8,182,800","8,381,800","-3,898,700","-3,432,500","2,068,200","8,587,700","-1,488,300","-4,177,100","-5,274,400","3,579,100","-1,024,300","-2,313,400","4,800,000","-900,000","1,100,000","1,200,000","-900,000","2,100,000","600,000","-800,000","-3,700,000","1,200,000","-1,700,000","-7,900,000","1,600,000","2,000,000","3,100,000",,"3,600,000",,,"-6,900,000","200,000","-800,000","2,900,000","-4,400,000","-1,000,000","-2,800,000","4,000,000","900,000","-2,100,000","-500,000",,,"700,000","-1,100,000","-100,000","-1,300,000"
				ChangesInAccountReceivables,,,"18,632,000","-17,662,000",,,"20,648,000","-21,510,000",,,,,,"6,812,000","3,062,000","-29,860,000","14,781,000","-9,303,000","16,500,000","-36,495,000","9,327,000","11,422,000","7,385,000","-15,046,000","6,046,000","-10,202,000","19,206,000","-15,147,000","5,364,000","3,611,000","3,524,000","-15,970,000","29,915,000","-30,940,000","36,655,000","-42,817,000","79,421,000","-70,908,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"6,007,000","-11,738,000","12,455,000","7,139,000","-1,849,000","-9,615,000","24,362,000","4,765,000","-5,260,000","-16,446,000","23,530,000","7,922,000","-3,872,000","-23,763,000","7,865,000","889,000","-20,636,000","-19,558,000","18,396,000","3,293,000","-4,140,000","-1,366,000","21,102,000","9,424,000","-6,687,000","-7,938,000","25,019,000","3,738,000","1,747,000","-1,350,000","5,889,000","3,720,000","-16,781,000","-18,629,000","-12,658,000","-22,000","-17,661,000","-21,538,000","4,864,000","-12,893,000","-5,255,000","-3,599,000","9,751,000","-199,000","-3,323,000","-3,243,000","4,901,000","-4,416,000","-200,000","-1,827,000","26,963,000","12,959,000","93,000","-21,901,000","-1,379,000","1,461,000","-424,000","-26,829,000","2,775,000","2,828,000","605,000","-3,035,000","-6,078,000","1,505,000","-8,960,000","-8,736,000","1,463,000","2,468,000","-2,257,000","-2,398,000","-3,377,000","-464,000","-1,695,000","-4,710,000","-3,859,000","1,738,000","-6,799,000","-3,241,000","5,086,200","459,700","-3,774,700","1,030,900","1,555,400","-630,400","-2,603,900","-1,148,100","-32,900","-34,800","-1,248,900","-3,136,300","1,685,900","-100,000","1,600,000","-4,200,000","3,300,000","-2,400,000","-2,400,000","-1,300,000","3,100,000","1,400,000","-2,700,000","-3,400,000","700,000","-1,600,000","-1,300,000","-900,000","800,000","-1,300,000","-1,100,000","500,000","800,000","-400,000","-1,200,000","-1,000,000","800,000","-400,000","-700,000","200,000","-200,000","-200,000","-1,500,000",,,"100,000","100,000","-500,000","200,000"
			ChangeInPrepaidAssets,"-3,102,000","-800,000","-1,160,000","1,502,000","-2,644,000","-1,052,000","672,000","1,765,000","-1,521,000","-776,000","-27,000","995,000","880,000","-2,724,000","1,145,000","-252,000","-145,000","-562,000","4,325,000","-1,020,000","-1,532,000","-1,126,000","-2,861,000","1,650,000","-1,625,000","-1,036,000","939,000","1,000,000","1,444,000","-1,301,000","494,000","-168,000","-1,827,000","-3,242,000","-5,169,000","-4,727,000","-2,810,000","-7,027,000","-14,863,000","-6,307,000","-987,000","-1,568,000","-938,000","906,000","197,000","-1,988,000","-1,544,000","94,000","837,000","-1,622,000","-617,000","-186,000","-251,000","-1,844,000","-3,266,000","2,993,000","-968,000","-1,483,000","-547,000","-147,000","-1,084,000","382,000","250,000","-314,000","-144,000","-298,000","3,000","178,000","421,000","165,000","-117,000","23,000","-544,000","216,000","867,000","-846,000","-555,000","347,000","21,900","431,200","-118,600","-58,900","153,600","-471,200","132,300","-196,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"58,263,000","36,423,000","-15,130,000","19,981,000","16,919,000","8,876,000","-26,371,000","18,350,000","-7,128,000","3,733,000","-15,228,000","14,745,000","-9,877,000","4,843,000","-19,396,000","167,000","10,151,000","11,046,000","-28,762,000","8,572,000","17,212,000","-2,070,000","-29,354,000","12,154,000","8,862,000","20,543,000","-36,898,000","8,148,000","8,675,000","8,784,000","-18,271,000","-6,120,000","-4,926,000","4,669,000","29,798,000","-45,585,000","-25,353,000","71,350,000","-28,321,000","45,698,000","-17,585,000","18,253,000","10,994,000","-19,367,000","19,606,000","7,703,000","-19,373,000","9,978,000","-1,975,000","6,556,000","-1,089,000","5,506,000","-8,714,000","5,559,000","-6,188,000","1,953,000","-4,495,000","6,859,000","-1,230,000","2,914,000","-33,000","-3,543,000","392,000","3,404,000","-10,848,000","-5,652,000","10,537,000","3,551,000","-7,750,000","9,118,000","6,623,000","-725,000","-14,293,000","8,349,000","284,000","2,002,000","-1,385,000","6,971,000","-2,641,600","2,151,200","-799,500","-2,951,300","2,281,600","4,100,500","-2,306,300","-1,589,100","-610,100","3,044,800","-910,200","2,442,800","-3,402,100","1,200,000","-2,200,000","900,000","2,500,000","100,000","-900,000","1,000,000","-500,000","-1,500,000","1,600,000","1,200,000","1,600,000","-200,000","-400,000","-800,000","-2,000,000","4,200,000","-4,100,000","-500,000","400,000","300,000","-200,000","300,000","600,000","-500,000","2,500,000","-2,800,000","-100,000","-400,000","1,600,000","-100,000","400,000","-1,100,000","400,000","300,000","500,000"
				ChangeInPayable,"23,555,000","11,822,000","975,000","5,097,000","5,591,000","1,106,000","-3,796,000","10,869,000","-13,689,000","-2,283,000","-862,000","6,405,000","-19,309,000","2,452,000","5,191,000","-7,676,000","-254,000","6,412,000","-1,513,000","-14,148,000","17,212,000","-2,070,000","-29,354,000","12,154,000","8,862,000","20,543,000","-36,898,000","8,148,000","8,675,000","8,784,000","-18,271,000","-6,120,000","-4,926,000","4,669,000","29,798,000","-45,585,000","-25,353,000","71,350,000","-28,321,000","45,698,000","-17,585,000","18,253,000","10,994,000","-19,367,000","19,606,000","7,703,000","-19,373,000","9,978,000","-1,975,000","6,556,000","-1,089,000","5,506,000","-8,714,000","5,559,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInTaxPayable,,,,,,,,,,,,,,,,,,,,,,"793,000",,,,,,,,,,,,"695,000",,"884,000","-7,512,000","6,108,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
						ChangeInIncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,"793,000",,,,,,,,,,,,"695,000",,"884,000","-7,512,000","6,108,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
