name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
TotalRevenue,"306,339,000","86,752,000","83,218,000","72,916,000","63,453,000","57,397,000","48,611,000","38,715,000","25,392,000","26,952,684","19,886,905","14,225,000","10,072,000","6,945,050"
	OperatingRevenue,"306,339,000","86,752,000","83,218,000","72,916,000","63,453,000","57,397,000","48,611,000","38,715,000","25,392,000","26,952,684","19,886,905","14,225,000","10,072,000","6,945,050"
CostOfRevenue,"30,101,000","9,967,000","8,280,000","7,040,000","4,814,000","4,623,000","3,686,000","3,228,000","3,487,000","2,705,640","2,138,425","1,510,000","1,331,000","931,200"
GrossProfit,"276,238,000","76,785,000","74,938,000","65,876,000","58,639,000","52,774,000","44,925,000","35,487,000","21,905,000","24,247,044","17,748,480","12,715,000","8,741,000","6,013,850"
OperatingExpense,"276,189,000","79,867,000","73,192,000","68,603,000","54,527,000","45,061,000","37,929,000","28,297,000","22,508,000","19,411,255","16,577,986","11,822,000","9,383,000","6,635,011"
	SellingGeneralAndAdministration,"217,199,000","63,732,000","54,466,000","56,104,000","42,897,000","36,898,000","31,393,000","23,080,000","18,880,000","16,393,194","13,869,088","10,100,000","7,803,000","5,425,928"
		GeneralAndAdministrativeExpense,,,,,,,,,,"16,393,194",,,,"5,425,928"
			OtherGandA,,,,,,,,,,"16,393,194",,,,"5,425,928"
	ResearchAndDevelopment,"58,990,000","16,135,000","18,726,000","12,499,000","11,630,000","8,163,000","6,536,000","5,217,000","3,628,000","3,018,061","2,708,898","1,722,000","1,580,000","1,209,083"
OperatingIncome,"49,000","-3,082,000","1,746,000","-2,727,000","4,112,000","7,713,000","6,996,000","7,190,000","-603,000","4,835,789","1,170,494","893,000","-642,000","-621,161"
NetNonOperatingInterestIncomeExpense,"-159,000","-23,000","-51,000","-46,000","-39,000","-5,000","0","-43,000","-317,000","-291,463","-215,345","-207,000","-205,000","-203,541"
	InterestIncomeNonOperating,"136,000","50,000","24,000","27,000","35,000","68,000","75,000","208,000","146,000","54,600","23,114","19,000","24,000","23,335"
	InterestExpenseNonOperating,"295,000","73,000","75,000","73,000","74,000","73,000","75,000","251,000","463,000","346,063","238,459","226,000","229,000","226,876"
OtherIncomeExpense,"-1,000","-24,000","-14,000","30,000","7,000","-41,000","-11,000","-651,000","-2,884,000","-432,816","-599,974","-320,000","-118,000","-123,616"
	GainOnSaleOfSecurity,,,,,,,"0",,"-2,884,000","-432,816","-394,808","-320,000","-118,000","-123,616"
