name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992
OperatingCashFlow,"171,557,000","-185,300,000","31,453,000","146,337,000","179,083,000","-78,616,000","105,687,000","142,872,000","73,361,000","-93,682,000","22,697,000","114,612,000","69,845,000","-120,604,000","-28,617,000","115,812,000","114,361,000","-109,274,000","6,914,000","84,461,000","89,129,000","-62,805,000","-7,911,000","67,860,000","89,220,000","-71,459,000","2,191,000","61,057,000","57,681,000","-90,348,000","-1,462,000","69,677,000","93,463,000","-124,798,000","-16,507,000","74,598,000","33,520,000","-100,560,000","443,000","62,029,000","1,126,000","-92,406,000","-11,762,000","47,293,000","13,941,000","-39,374,000","-46,251,000","65,615,000","49,355,000","-59,087,000","-14,505,000","66,444,000","56,619,000","-65,687,000","-18,637,000","108,388,000","73,335,000","-121,381,000","6,140,000","113,039,000","110,149,000","-77,346,000","-11,607,000","74,832,000","48,427,000","-94,365,000","11,373,000","62,984,000","37,321,000","-41,380,000","-37,595,000","65,577,000","65,331,000","-84,776,000","-21,360,000","98,157,000","66,897,000","-24,951,000","11,966,000","80,625,000","68,629,000","-22,006,000","5,572,000","60,539,000","42,370,000","-8,328,000","-4,019,000","63,768,000","66,535,000","-35,221,000","29,300,000","54,400,000","16,100,000","66,500,000","1,200,000","22,700,000","28,600,000","-22,100,000","54,600,000","18,100,000","57,000,000","35,800,000","-18,100,000","42,600,000","46,000,000","4,200,000","-8,200,000","45,300,000","48,900,000","9,400,000","-1,100,000","15,800,000","24,400,000","2,700,000","2,100,000","11,200,000","10,800,000","8,900,000","-100,000","2,800,000","8,200,000","3,000,000"
	CashFlowFromContinuingOperatingActivities,"171,557,000","-185,300,000","31,453,000","146,337,000","179,083,000","-78,616,000","105,687,000","142,872,000","73,361,000","-93,682,000","22,697,000","114,612,000","69,845,000","-120,604,000","-28,617,000","115,812,000","114,361,000","-109,274,000","6,914,000","84,461,000","89,129,000","-62,805,000","-7,911,000","67,860,000","89,220,000","-71,459,000","2,191,000","61,057,000","57,681,000","-90,348,000","-1,462,000","69,677,000","93,463,000","-124,798,000","-16,507,000","74,598,000","33,520,000","-100,560,000","443,000","62,029,000","1,126,000","-92,406,000","-11,762,000","47,293,000","13,941,000","-39,374,000","-46,251,000","65,615,000","49,355,000","-59,087,000","-14,505,000","66,444,000","56,619,000","-65,687,000","-18,637,000","108,388,000","73,335,000","-121,381,000","6,140,000","113,039,000","110,149,000","-77,346,000","-11,607,000","74,832,000","48,427,000","-94,365,000","11,373,000","62,984,000","37,321,000","-41,380,000","-37,595,000","65,577,000","65,331,000","-84,776,000","-21,360,000","98,157,000","66,897,000","-24,951,000","11,966,000","80,625,000","68,629,000","-22,006,000","5,572,000","60,539,000","42,370,000","-8,328,000","-4,019,000","63,768,000","66,535,000","-35,221,000","29,300,000","54,400,000","16,100,000","66,500,000","1,200,000","22,700,000","28,600,000","-22,100,000","54,600,000","18,100,000","57,000,000","35,800,000","-18,100,000","42,600,000","46,000,000","4,200,000","-8,200,000","45,300,000","48,900,000","9,400,000","-1,100,000","15,800,000","24,400,000","2,700,000","2,100,000","11,200,000","10,800,000","8,900,000","-100,000","2,800,000","8,200,000","3,000,000"
		NetIncomeFromContinuingOperations,"136,188,000","86,700,000","-26,226,000","-15,991,000","91,744,000","272,461,000","-40,576,000","52,432,000","-167,684,000","28,894,000","-29,218,000","31,048,000","28,898,000","48,501,000","-28,151,000","9,740,000","60,934,000","62,731,000","-18,776,000","3,089,000","31,474,000","25,880,000","123,271,000","-5,866,000","34,105,000","38,390,000","-30,452,000","-3,617,000","12,818,000","35,819,000","-41,539,000","-1,134,000","3,369,000","55,312,000","-49,499,000","-21,153,000","10,071,000","41,660,000",,,,,,,,"12,818,000","-32,255,000","-18,317,000","11,465,000","20,303,000","-15,555,000","-13,429,000","6,912,000","6,812,000","-3,154,000","-7,443,000","37,107,000","39,666,000","-16,157,000","1,269,000","36,639,000","32,836,000","-10,194,000","-11,916,000","22,539,000","22,861,000","-18,664,000","-4,804,000","18,392,000","18,360,000","-28,468,000","-35,895,000","13,715,000","40,545,000","-33,432,000","2,334,000","34,144,000","42,477,000","-5,577,000","7,187,000","37,142,000","30,694,000","-9,194,000","6,519,000","26,975,000","34,075,000","1,452,000","19,329,000","44,969,000","16,206,000","100,000","17,600,000","24,800,000","12,800,000","-64,700,000","5,800,000","21,100,000","11,200,000","24,400,000","37,000,000","46,800,000","24,500,000","25,500,000","38,400,000","38,900,000","19,500,000","23,300,000","30,200,000","27,300,000","16,900,000","19,500,000","25,400,000","22,100,000","11,000,000","10,300,000","12,800,000","11,400,000","6,700,000","5,200,000","5,300,000","6,000,000","2,800,000"
		OperatingGainsLosses,,,"3,122,000","2,483,000","1,198,000","-258,677,000","11,688,000","5,334,000","-14,754,000","818,000","2,212,000","-1,686,000","3,737,000","-403,000","-3,430,000","-144,000","-3,081,000","2,057,000","105,000","-177,000","-492,000","3,077,000","-3,562,000","2,003,000","-16,632,000","-270,000","-234,000","-262,000","-253,000","-257,000","-234,000","-453,000","-362,000","-282,000","-186,000","-216,000","2,891,000","-247,000","260,000","-546,000","-402,000","-7,175,000","-295,000","-444,000","-510,000","-6,242,000","28,000","76,000","87,000","-14,000","-20,000","-199,000","-225,000","-150,000","945,000","3,000","-208,000","-230,000","-1,306,000","-3,486,000","58,000","3,000","88,000","723,000","-4,215,000","4,539,000","5,173,000","2,711,000","3,352,000","1,730,000","5,406,000","2,971,000","2,349,000","2,656,000","22,996,000","-165,000","1,075,000","2,007,000","389,000","7,487,000","-291,000","1,343,000","330,000","18,616,000","4,040,000","8,874,000","-233,000","983,000","5,084,000","1,104,000","-7,900,000","500,000","2,000,000","900,000","30,800,000","0","500,000","1,500,000",,,,,,,,,,,,,,,,,"-2,100,000","900,000","400,000","2,500,000","1,500,000","0",,
			GainLossOnSaleOfPPE,,,"187,000","94,000","100,000","0","39,000","174,000","72,000","51,000","-431,000","-8,000","582,000","75,000","17,000","-27,000","0","-3,000","455,000","0","1,069,000","-34,000","1,000","7,000","146,000","-270,000","-234,000","-262,000","-253,000","-257,000","-234,000","-453,000","-362,000","-282,000","-186,000","-216,000","2,891,000","-247,000","260,000","-546,000","-416,000","-559,000","-295,000","-444,000","-510,000","-6,242,000",,,,"-14,000","-20,000","-199,000","-225,000","-150,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,"1,098,000","-6,146,000",,,,,"2,643,000","-1,678,000","3,155,000","-478,000","-3,447,000","-117,000","-3,081,000","2,060,000","-350,000","-177,000","-1,561,000","3,111,000","-3,563,000","1,996,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,"2,935,000","-2,659,000","0","-252,531,000","11,649,000","5,160,000","-14,826,000","767,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-31,000","0","0","0","0","-252,531,000",,,,,,,,,,,,,,"0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"268,174,000","63,500,000","81,859,000","63,477,000","59,382,000","31,056,000","19,277,000","18,291,000","17,156,000","17,514,000","16,758,000","16,808,000","15,147,000","17,131,000","5,186,000","4,996,000","5,029,000","4,737,000","3,098,000","6,010,000","4,178,000","4,319,000","4,045,000","4,204,000","4,180,000","4,157,000","4,029,000","4,193,000","4,454,000","4,703,000","4,857,000","5,222,000","5,460,000","5,697,000","5,850,000","6,265,000","6,472,000","6,956,000","7,835,000","8,342,000","9,489,000","8,745,000","10,198,000","9,247,000","9,311,000","9,880,000","10,707,000","10,687,000","9,606,000","9,949,000","10,504,000","10,128,000","10,172,000","9,944,000","9,216,000","9,463,000","10,490,000","8,794,000","7,862,000","9,864,000","8,591,000","9,009,000","8,313,000","8,736,000","7,935,000","7,290,000","7,318,000","8,283,000","10,473,000","12,186,000","12,127,000","12,707,000","12,508,000","13,812,000","14,049,000","10,131,000","9,859,000","10,457,000","10,018,000","10,591,000","8,619,000","8,412,000","9,872,000","9,292,000","9,253,000","9,050,000","9,742,000","10,768,000","9,941,000","9,798,000","10,700,000","11,700,000","8,100,000","9,400,000","14,600,000","7,700,000","6,800,000","6,800,000","6,600,000","5,400,000","3,900,000","3,500,000","3,300,000","3,200,000","3,300,000","2,900,000","3,100,000","2,600,000","2,400,000","2,700,000","1,900,000","1,700,000","1,400,000","1,200,000","1,100,000","700,000","700,000","500,000","500,000","300,000","300,000","200,000"
			DepreciationAndAmortization,"268,174,000","63,500,000","81,859,000","63,477,000","59,382,000","31,056,000","19,277,000","18,291,000","17,156,000","17,514,000","16,758,000","16,808,000","15,147,000","17,131,000","5,186,000","4,996,000","5,029,000","4,737,000","3,098,000","6,010,000","4,178,000","4,319,000","4,045,000","4,204,000","4,180,000","4,157,000","4,029,000","4,193,000","4,454,000","4,703,000","4,857,000","5,222,000","5,460,000","5,697,000","5,850,000","6,265,000","6,472,000","6,956,000","7,835,000","8,342,000","9,489,000","8,745,000","10,198,000","9,247,000","9,311,000","9,880,000","10,707,000","10,687,000","9,606,000","9,949,000","10,504,000","10,128,000","10,172,000","9,944,000","9,216,000","9,463,000","10,490,000","8,794,000","7,862,000","9,864,000","8,591,000","9,009,000","8,313,000","8,736,000","7,935,000","7,290,000","7,318,000","8,283,000","10,473,000","12,186,000","12,127,000","12,707,000","12,508,000","13,812,000","14,049,000","10,131,000","9,859,000","10,457,000","10,018,000","10,591,000","8,619,000","8,412,000","9,872,000","9,292,000","9,253,000","9,050,000","9,742,000","10,768,000","9,941,000","9,798,000","10,700,000","11,700,000","8,100,000","9,400,000","14,600,000","7,700,000","6,800,000","6,800,000","6,600,000","5,400,000","3,900,000","3,500,000","3,300,000","3,200,000","3,300,000","2,900,000","3,100,000","2,600,000","2,400,000","2,700,000","1,900,000","1,700,000","1,400,000","1,200,000","1,100,000","700,000","700,000","500,000","500,000","300,000","300,000","200,000"
