name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
OperatingCashFlow,"-61,891,000","-25,525,000","-1,245,000","-14,116,000","-21,005,000","-23,721,000","82,088,000","-21,620,000","-27,652,000","-38,303,000","-31,166,000","-25,637,000","-24,896,000","-27,526,000","-24,361,000","-20,492,000","41,020,000","-18,468,000","-11,413,000","-9,851,000","-11,927,000","-21,636,000","-13,188,000","-12,901,000","-11,459,000","-9,833,000","-4,168,000","-7,815,000","-4,254,000","-5,241,000","-5,824,000","-4,488,000","-4,239,000","-3,091,000","-5,064,000","-3,441,000","13,153,000","-1,819,000","-1,495,000"
	CashFlowFromContinuingOperatingActivities,"-61,891,000","-25,525,000","-1,245,000","-14,116,000","-21,005,000","-23,721,000","82,088,000","-21,620,000","-27,652,000","-38,303,000","-31,166,000","-25,637,000","-24,896,000","-27,526,000","-24,361,000","-20,492,000","41,020,000","-18,468,000","-11,413,000","-9,851,000","-11,927,000","-21,636,000","-13,188,000","-12,901,000","-11,459,000","-9,833,000","-4,168,000","-7,815,000","-4,254,000","-5,241,000","-5,824,000","-4,488,000","-4,239,000","-3,091,000","-5,064,000","-3,441,000","13,153,000","-1,819,000","-1,495,000"
		NetIncomeFromContinuingOperations,"-92,889,000","-27,749,000","-33,382,000","-1,013,000","-30,745,000","-23,301,000","78,909,000","-16,509,000","-25,068,000","-28,922,000","-28,611,000","-32,842,000","-22,960,000","-21,960,000","-20,652,000","-19,400,000","-17,194,000","-16,767,000","-14,177,000","-12,444,000","-9,300,000","-22,204,000","-21,972,000","-11,542,000","-13,074,000","-10,692,000","-9,530,000","-4,787,000","-5,684,000","-4,689,000","-4,172,000","-6,545,000","-3,645,000","-3,383,000","-2,093,000","-4,575,000","5,337,000","-2,632,000","-1,797,000"
		OperatingGainsLosses,,,"0","0","0","-109,000","-146,000","-66,000",,,,,,,"-27,000","17,000","0","15,000","-1,000","-29,000","-13,000","-3,000","-11,000",,,,,,,,,,,,"0",,,,"0"
			GainLossOnSaleOfPPE,"0","0","0","0","0","-70,000",,,,,,,,,"0",,,,"0","-28,000",,,,,,,,,,,,,,,"0",,,,"0"
			GainLossOnInvestmentSecurities,,,"0","0","0","-39,000","-146,000","-66,000",,,,,,,"-27,000","17,000","0","15,000","-1,000","-1,000","0","-3,000","-11,000",,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"248,000","63,000","62,000","62,000","61,000","63,000","62,000","51,000","48,000","48,000","48,000","50,000","50,000","50,000","52,000","79,000","114,000","125,000","125,000","125,000","123,000","122,000","119,000","97,000","519,000","730,000","259,000","194,000","193,000","193,000","193,000","197,000","196,000","197,000","197,000","197,000","197,000","198,000","198,000"
			DepreciationAndAmortization,"248,000","63,000","62,000","62,000","61,000","63,000","62,000","51,000","48,000","48,000","48,000","50,000","50,000","50,000","52,000","79,000","114,000","125,000","125,000","125,000","123,000","122,000","119,000","97,000","519,000","730,000","259,000","194,000","193,000","193,000","193,000","197,000","196,000","197,000","197,000","197,000","197,000","198,000","198,000"
		AmortizationOfSecurities,"959,000","292,000","271,000","206,000","190,000","194,000","126,000","62,000","31,000","-65,000","-213,000","-365,000","-325,000","-478,000","-643,000","-618,000","-342,000","-217,000","-226,000","-193,000","-159,000","-4,000","-35,000","-57,000","-59,000","-67,000",,,,,,,,,"0",,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,
