name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011
TotalRevenue,"19,527,000,000","5,402,000,000","4,954,000,000","4,779,000,000","4,392,000,000","3,471,000,000","2,553,000,000","2,805,000,000","2,080,000,000","3,272,000,000","4,098,000,000","4,331,000,000","4,475,000,000","3,692,000,000","3,877,000,000","4,761,000,000","4,607,000,000","3,749,000,000","4,393,000,000","2,555,000,000","2,400,000,000","4,394,000,000","4,306,203,000","4,137,317,000","4,052,167,000","3,202,313,000","3,674,624,000","4,487,317,000","4,205,985,000","1,129,728,000","1,341,622,000",,"1,376,025,000","1,216,587,000","1,129,599,000","1,163,716,000","1,118,105,000","1,081,159,000","1,008,560,000","1,109,616,000","1,086,511,000","1,072,653,000","965,439,000","991,863,000","1,011,345,000","851,730,000"
	OperatingRevenue,"19,527,000,000","5,402,000,000","4,954,000,000","4,779,000,000","4,392,000,000","3,471,000,000","2,553,000,000","2,805,000,000","2,080,000,000","3,272,000,000","4,098,000,000","4,331,000,000","4,475,000,000","3,692,000,000","3,823,000,000","4,697,000,000","4,541,000,000","3,708,000,000","4,346,000,000","2,516,000,000","2,366,000,000","4,343,000,000","4,256,943,000","4,084,668,000","3,990,453,000","3,164,936,000","3,650,859,000","4,466,990,000","4,198,193,000","1,122,989,000","1,337,524,000",,"1,374,467,000","1,214,579,000","1,127,725,000","1,162,485,000","1,116,898,000","1,079,860,000","1,001,046,000","1,109,616,000","1,086,511,000","1,072,653,000","965,439,000","991,863,000","1,011,345,000","851,730,000"
CostOfRevenue,"18,275,000,000","5,019,000,000","4,657,000,000","4,517,000,000","4,082,000,000","3,167,000,000","2,318,000,000","2,547,000,000","1,769,000,000","3,209,000,000","3,859,000,000","4,084,000,000","4,253,000,000","3,367,000,000","3,744,000,000","4,470,000,000","4,338,000,000","3,502,000,000","3,967,000,000","2,328,000,000","2,268,000,000","3,978,000,000","3,828,482,000","3,637,558,000","3,550,324,000","2,781,636,000","3,398,299,000","4,151,771,000","4,002,442,000","1,060,245,000","1,260,940,000",,"1,357,155,000","1,197,793,000","1,112,147,000","1,147,745,000","1,102,986,000","1,067,424,000","1,000,980,000","1,096,787,000","1,072,331,000","1,062,770,000","954,975,000","980,327,000","999,156,000","842,895,000"
GrossProfit,"1,252,000,000","383,000,000","297,000,000","262,000,000","310,000,000","304,000,000","235,000,000","258,000,000","311,000,000","63,000,000","239,000,000","247,000,000","222,000,000","325,000,000","133,000,000","291,000,000","269,000,000","247,000,000","426,000,000","227,000,000","132,000,000","416,000,000","477,721,000","499,759,000","501,843,000","420,677,000","276,325,000","335,546,000","203,543,000","69,483,000","80,682,000",,"18,870,000","18,794,000","17,452,000","15,971,000","15,119,000","13,735,000","7,580,000","12,829,000","14,180,000","9,883,000","10,464,000","11,536,000","12,189,000","8,835,000"
OperatingExpense,"462,000,000","124,000,000","123,000,000","113,000,000","102,000,000","100,000,000","96,000,000","112,000,000","97,000,000","143,000,000","119,000,000","134,000,000","123,000,000","125,000,000","149,000,000","140,000,000","139,000,000","148,000,000","312,000,000","92,000,000","98,000,000","361,000,000","368,791,000","395,406,000","376,150,000","327,653,000","230,760,000","249,961,000","87,780,000","42,804,000","38,369,000",,"7,417,000","7,153,000","6,568,000","5,196,000","4,517,000","4,734,000","-1,844,000","7,165,000","6,154,000","7,038,000","7,102,000","6,464,000","5,190,000","5,737,000"
	SellingGeneralAndAdministration,"172,000,000","43,000,000","45,000,000","43,000,000","41,000,000","39,000,000","40,000,000","44,000,000","41,000,000","48,000,000","51,000,000","55,000,000","50,000,000","41,000,000","56,000,000","54,000,000","53,000,000","50,000,000","81,000,000","43,000,000","52,000,000","98,000,000","101,985,000","119,005,000","109,362,000","78,648,000","58,366,000","66,338,000","39,021,000","26,195,000","15,341,000",,"5,656,000","5,119,000","5,186,000","4,590,000","3,949,000","4,103,000","3,446,000","4,113,000","4,261,000","3,719,000","3,911,000","3,669,000","3,896,000","3,405,000"
		GeneralAndAdministrativeExpense,"172,000,000","43,000,000","45,000,000","43,000,000","41,000,000","39,000,000","40,000,000","44,000,000","41,000,000","48,000,000","51,000,000","55,000,000","50,000,000","41,000,000","56,000,000","54,000,000","53,000,000","50,000,000","81,000,000","43,000,000","52,000,000","98,000,000","101,985,000","119,005,000","109,362,000","78,648,000","58,366,000","66,338,000","39,021,000","26,195,000","15,341,000",,"5,656,000","5,119,000","5,186,000","4,590,000","3,949,000","4,103,000","3,446,000","4,113,000","4,261,000","3,719,000","3,911,000","3,669,000","3,896,000","3,405,000"
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,211,000",,,,,,,,,,,,,,,,
			RentAndLandingFees,"60,000,000","16,000,000","15,000,000","15,000,000","14,000,000","15,000,000","15,000,000","16,000,000","16,000,000","14,000,000","16,000,000","15,000,000","16,000,000","14,000,000","18,000,000","20,000,000","19,000,000","15,000,000","43,000,000","13,000,000","12,000,000","34,000,000","34,673,000","36,231,000","35,639,000","33,457,000","22,852,000","23,586,000","11,375,000","4,111,000","2,204,000",,"284,000","249,000","249,000","261,000","300,000","204,000","269,000","1,078,000","1,110,000","1,070,000","1,051,000","1,096,000","1,085,000","1,090,000"
			OtherGandA,"112,000,000","27,000,000","30,000,000","28,000,000","27,000,000","24,000,000","25,000,000","28,000,000","25,000,000","34,000,000","35,000,000","40,000,000","34,000,000","27,000,000","38,000,000","34,000,000","34,000,000","35,000,000","38,000,000","30,000,000","40,000,000","64,000,000","67,312,000","82,774,000","73,723,000","45,191,000","35,514,000","42,752,000","27,646,000","10,873,000","13,137,000",,"5,372,000","4,870,000","4,937,000","4,329,000","3,649,000","3,899,000","3,177,000","3,035,000","3,151,000","2,649,000","2,860,000","2,573,000","2,811,000","2,315,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,"45,000,000","46,000,000","45,000,000","47,000,000","45,000,000","50,000,000","42,000,000","41,000,000","49,000,000","82,000,000","24,000,000","33,000,000","87,000,000","84,582,000","77,628,000","78,724,000","78,066,000","56,891,000","45,601,000","33,230,000","17,566,000","12,502,000",,"3,333,000","3,326,000","2,597,000","2,432,000","1,837,000","1,821,000","1,238,000","2,016,000","1,893,000","1,884,000","2,127,000","1,480,000","1,294,000","1,189,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,"45,000,000","46,000,000","45,000,000","47,000,000","45,000,000","50,000,000","42,000,000","41,000,000","49,000,000","82,000,000","24,000,000","33,000,000","87,000,000","84,582,000","77,628,000","78,724,000","78,066,000","56,891,000","45,601,000","33,230,000","17,566,000","12,502,000",,"3,333,000","3,326,000","2,597,000","2,432,000","1,837,000","1,821,000","1,238,000",,,,,,,
	OtherOperatingExpenses,"290,000,000","81,000,000","78,000,000","70,000,000","61,000,000","61,000,000","56,000,000","68,000,000","56,000,000","95,000,000","68,000,000","79,000,000","73,000,000","84,000,000","93,000,000","86,000,000","86,000,000","98,000,000","231,000,000","49,000,000","46,000,000","263,000,000","266,806,000","276,401,000","266,788,000","249,005,000","172,394,000","183,623,000","48,759,000","16,609,000","23,028,000",,"1,761,000","2,034,000","1,382,000","606,000","568,000","631,000","503,000","1,036,000",,"1,435,000","1,064,000","1,315,000",,"1,143,000"
OperatingIncome,"790,000,000","259,000,000","174,000,000","149,000,000","208,000,000","204,000,000","139,000,000","146,000,000","214,000,000","-80,000,000","120,000,000","113,000,000","99,000,000","200,000,000","-16,000,000","151,000,000","130,000,000","99,000,000","114,000,000","135,000,000","34,000,000","55,000,000","108,930,000","104,353,000","125,693,000","93,024,000","45,565,000","85,585,000","115,763,000","26,679,000","42,313,000",,"11,453,000","11,641,000","10,884,000","10,775,000","10,602,000","9,001,000","9,424,000","5,664,000","8,026,000","2,845,000","3,362,000","5,072,000","6,999,000","3,098,000"
NetNonOperatingInterestIncomeExpense,"-163,000,000","-41,000,000","-39,000,000","-40,000,000","-43,000,000","-41,000,000","-44,000,000","-43,000,000","-44,000,000","-44,000,000","-43,000,000","-45,000,000","-43,000,000","-42,000,000","-39,000,000","-35,000,000","-36,000,000","-34,000,000","-47,000,000","-51,000,000","-54,000,000","-64,000,000","-56,435,000","-54,289,000","-50,587,000","-27,689,000","-29,883,000","-28,517,000","-20,322,000","-8,197,000","-6,636,000",,"-1,774,000","-1,502,000","-1,101,000","-921,000","-766,000","-683,000","-522,000","-107,000","-93,000","-87,000","-78,000","-87,000","-82,000","-77,000"
	InterestIncomeNonOperating,,,"0","0","0","0","0","0","1,000,000","1,000,000","1,000,000","1,000,000","0","1,000,000","-1,000,000","1,000,000","1,000,000","2,000,000","1,000,000","0","7,000,000","1,000,000","3,052,000","3,094,000","3,015,000","839,000","664,000","490,000","119,000","69,000",,,"23,000","23,000","32,000","48,000","77,000","108,000","165,000","29,000","19,000","20,000","21,000","20,000","21,000","26,000"
	InterestExpenseNonOperating,"156,000,000","41,000,000","38,000,000","38,000,000","40,000,000","40,000,000","42,000,000","41,000,000","43,000,000","43,000,000","42,000,000","43,000,000","41,000,000","42,000,000","36,000,000","35,000,000","36,000,000","34,000,000","45,000,000","47,000,000","57,000,000","61,000,000","56,095,000","53,775,000","50,834,000","27,288,000","29,323,000","27,918,000","19,620,000","7,885,000","6,636,000",,"1,667,000","1,429,000","1,038,000","874,000","748,000","696,000","585,000","136,000","112,000","107,000","99,000","107,000","103,000","103,000"
	TotalOtherFinanceCost,,,"1,000,000","2,000,000","3,000,000","1,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","3,000,000","2,000,000","1,000,000","2,000,000","1,000,000","1,000,000","2,000,000","3,000,000","4,000,000","4,000,000","4,000,000","3,392,000","3,608,000","2,768,000","1,240,000","1,224,000","1,089,000","821,000","381,000","6,636,000",,"130,000","96,000","95,000","95,000","95,000","95,000","516,000",,,,,,,
