name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
TotalAssets,"734,319,000","610,345,000","658,606,000","698,590,000","271,943,000","298,585,000"
	CurrentAssets,"619,455,000","534,718,000","600,870,000","647,635,000","221,822,000","269,478,000"
		CashCashEquivalentsAndShortTermInvestments,"591,105,000","516,562,000","578,910,000","632,738,000","214,088,000","262,126,000"
			CashAndCashEquivalents,"507,891,000","285,116,000","394,721,000","632,738,000","214,088,000","262,126,000"
			OtherShortTermInvestments,"83,214,000","231,446,000","184,189,000",,,
		Receivables,"11,397,000","9,090,000","2,282,000","49,000","71,000","156,000"
			AccountsReceivable,"34,000","34,000","34,000","49,000","71,000","156,000"
			OtherReceivables,"11,363,000","9,056,000","2,248,000",,,
		RestrictedCash,"1,521,000","1,552,000","10,233,000","10,232,000","5,042,000","5,041,000"
		OtherCurrentAssets,"15,432,000","7,514,000","9,445,000","4,616,000","2,621,000","2,155,000"
	TotalNonCurrentAssets,"114,864,000","75,627,000","57,736,000","50,955,000","50,121,000","29,107,000"
		NetPPE,"104,005,000","64,725,000","55,439,000","48,549,000","44,642,000","25,967,000"
			GrossPPE,"125,433,000","83,462,000","71,662,000","62,306,000","56,036,000","35,929,000"
				Properties,"0","0","0","0","0","0"
				MachineryFurnitureEquipment,"20,005,000","20,005,000","20,005,000","20,005,000","18,994,000","1,075,000"
				OtherProperties,"69,412,000","33,076,000","29,664,000","25,562,000","21,234,000","19,701,000"
				ConstructionInProgress,"22,008,000","16,445,000","8,198,000","3,427,000","2,016,000","1,361,000"
				Leases,"14,008,000","13,936,000","13,795,000","13,312,000","13,792,000","13,792,000"
			AccumulatedDepreciation,"-21,428,000","-18,737,000","-16,223,000","-13,757,000","-11,394,000","-9,962,000"
		GoodwillAndOtherIntangibleAssets,"2,110,000","2,186,000","2,262,000","2,338,000","2,414,000","2,490,000"
			Goodwill,"801,000","801,000","801,000",,,
			OtherIntangibleAssets,"1,309,000","1,385,000","1,461,000","2,338,000","2,414,000","2,490,000"
		OtherNonCurrentAssets,"8,749,000","8,716,000","35,000","68,000","3,065,000","650,000"
TotalLiabilitiesNetMinorityInterest,"240,753,000","67,407,000","59,574,000","55,876,000","504,974,000","504,874,000"
	CurrentLiabilities,"85,705,000","46,658,000","42,943,000","29,540,000","26,854,000","23,099,000"
		PayablesAndAccruedExpenses,"21,358,000","23,414,000","24,178,000","11,510,000","12,410,000","8,474,000"
