name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004
OperatingCashFlow,"116,241,000","27,537,000","22,377,000","65,097,000","1,230,000","44,964,000","-6,229,000","21,260,000","9,154,000","84,324,000","45,631,000","80,280,000","21,471,000","84,845,000","26,911,000","179,660,000","40,211,000","74,981,000","29,088,000","64,735,000","-15,598,000","81,183,000","23,348,000","2,101,000","-40,978,000","29,709,000","-2,239,000","104,732,000","29,319,000","742,000","86,478,000","153,895,000","152,560,000","118,490,000","85,525,000","178,471,000","127,528,000","169,834,000","33,648,000","110,164,000","113,168,000","128,157,000","125,427,000","166,206,000","157,120,000","72,725,000","71,895,000","148,559,000","157,358,000","86,960,000","64,395,000","45,458,000","12,016,000","34,397,000","-157,763,000","492,297,000","305,563,000","242,399,000","215,929,000","164,290,000","161,717,000","146,661,000","220,121,000","123,364,000","114,799,000","113,305,000","100,149,000","145,343,000","126,123,000","72,428,000","117,486,000"
	CashFlowFromContinuingOperatingActivities,"116,241,000","27,537,000","22,377,000","65,097,000","1,230,000","44,964,000","-6,229,000","21,260,000","9,154,000","84,324,000","45,631,000","80,280,000","21,471,000","84,845,000","26,911,000","179,660,000","40,211,000","74,981,000","29,088,000","64,735,000","-15,598,000","81,183,000","23,348,000","2,101,000","-40,978,000","29,709,000","-2,239,000","104,732,000","29,319,000","742,000","86,478,000","153,895,000","152,560,000","118,490,000","85,525,000","178,471,000","127,528,000","169,834,000","33,648,000","110,164,000","113,168,000","128,157,000","125,427,000","166,206,000","157,120,000","72,725,000","71,895,000","148,559,000","157,358,000","86,960,000","64,395,000","45,458,000","12,016,000","34,397,000","-157,763,000","492,297,000","305,563,000","242,399,000","215,929,000","164,290,000","161,717,000","146,661,000","220,121,000","123,364,000","114,799,000","113,305,000","100,149,000","145,343,000","126,123,000","72,428,000","117,486,000"
		NetIncomeFromContinuingOperations,"-43,189,000","-2,457,000","48,904,000","-37,964,000","-51,672,000","-746,000","-8,947,000","-13,339,000","-5,904,000","65,980,000","9,559,000","75,899,000","36,389,000","-47,761,000","138,844,000","46,260,000","36,083,000","27,640,000","23,365,000","-1,297,000","33,315,000","24,299,000","16,483,000","45,928,000","-120,922,000","-190,509,000","-51,606,000","-477,568,000","-260,449,000","-255,095,000","-33,371,000","684,000","9,837,000","11,189,000","-11,886,000","14,194,000","22,396,000","26,618,000","16,669,000","-1,470,000","53,567,000","3,218,000","46,065,000","52,928,000","55,175,000","18,649,000","20,519,000","27,188,000","27,870,000","42,315,000","50,114,000","-1,322,000","-5,974,000","-230,737,000","-851,416,000","78,181,000","134,610,000","79,806,000","49,410,000","36,340,000","45,521,000","13,029,000","38,107,000","66,701,000","38,465,000","55,831,000","50,857,000","53,102,000","45,782,000","39,282,000","38,676,000"
		OperatingGainsLosses,"230,732,000","79,997,000","-3,843,000","73,136,000","81,442,000","24,578,000","16,970,000","15,623,000","24,012,000","-80,413,000","1,076,000","-1,062,000","-961,000","60,834,000","-131,911,000","-2,230,000",,,"841,000","4,595,000","-10,005,000","-3,242,000","102,000","-123,548,000","5,583,000","1,612,000","-658,000","-8,092,000","1,078,000","0","2,470,000","-18,014,000","3,439,000","2,822,000","678,000","11,114,000","-10,880,000","-903,000","-8,131,000","24,659,000","-49,872,000","39,634,000","8,919,000","-15,292,000","3,331,000","23,840,000","13,166,000","4,802,000","-7,068,000","-6,644,000","0","0",,,"-505,000","233,000","184,000","88,000","260,000","692,000","4,000","50,000",,,"11,336,000","-3,846,000","40,000","5,000","4,000","381,000","0"
			GainLossOnInvestmentSecurities,"230,732,000","79,997,000","-3,843,000","73,136,000","81,442,000","24,578,000","-30,499,000","15,623,000","52,980,000","-61,912,000","1,076,000","-1,062,000","-961,000","60,834,000","-84,802,000","-2,230,000",,,,"4,595,000","-2,194,000","-3,242,000","65,000","412,000","5,583,000","1,612,000","-658,000","-8,092,000",,,"2,470,000","-18,014,000","3,439,000","2,822,000","550,000","11,114,000","-10,880,000","-903,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"117,721,000","30,911,000","29,568,000","26,290,000","30,952,000","26,637,000","26,548,000","25,127,000","29,483,000","39,126,000","37,818,000","38,841,000","38,073,000","33,766,000","35,047,000","36,969,000","39,757,000","38,081,000","38,839,000","36,489,000","40,364,000","39,990,000","38,883,000","51,500,000","57,493,000","63,733,000","67,933,000","97,329,000","103,342,000","125,467,000","130,889,000","128,671,000","128,236,000","123,306,000","138,618,000","104,144,000","99,895,000","108,872,000","104,338,000","77,462,000","85,941,000","88,491,000","86,869,000","84,455,000","83,370,000","74,092,000","73,554,000","75,315,000","76,022,000","69,209,000","78,334,000","88,073,000","87,695,000","91,535,000","108,581,000","112,556,000","154,492,000","146,147,000","160,184,000","123,692,000","131,097,000","124,409,000","136,055,000","86,404,000","67,413,000","49,172,000","45,117,000","45,685,000","52,001,000","41,372,000","43,794,000"
			DepreciationAndAmortization,"117,721,000","30,911,000","29,568,000","26,290,000","30,952,000","26,637,000","26,548,000","25,127,000","29,483,000","39,126,000","37,818,000","38,841,000","38,073,000","33,766,000","35,047,000","36,969,000","39,757,000","38,081,000","38,839,000","36,489,000","40,364,000","39,990,000","38,883,000","51,500,000","57,493,000","63,733,000","67,933,000","97,329,000","103,342,000","125,467,000","130,889,000","128,671,000","128,236,000","123,306,000","138,618,000","104,144,000","99,895,000","108,872,000",,,,,,,,,,,,,,,,,,"112,556,000","154,492,000","146,147,000","160,184,000","123,692,000","131,097,000","124,409,000","136,055,000","86,404,000","67,413,000","49,172,000","45,117,000","45,685,000","52,001,000","41,372,000","43,794,000"
				Depreciation,"117,721,000","30,911,000","29,568,000","26,290,000","30,952,000","26,637,000","26,548,000","25,127,000","29,483,000","39,126,000","37,818,000","38,841,000","38,073,000","33,766,000","35,047,000","36,969,000","39,757,000","38,081,000","38,839,000","36,489,000","40,364,000","39,990,000","38,883,000","51,500,000","57,493,000","63,733,000","67,933,000","97,329,000","103,342,000","125,467,000","130,889,000","128,671,000","128,236,000","123,306,000","138,618,000","104,144,000","99,895,000","108,872,000",,,,,,,,,,,,,,,,,,,"153,835,000","145,488,000","159,552,000","123,113,000","126,044,000","124,201,000","135,735,000","85,466,000","67,334,000","49,092,000","45,037,000","45,606,000","51,921,000","41,269,000","43,679,000"
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"657,000","659,000","632,000","579,000","5,053,000","208,000","320,000","938,000","79,000","80,000","80,000","79,000","80,000","103,000","115,000"
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"657,000","659,000","632,000","579,000","5,053,000","208,000","320,000","938,000","79,000","80,000","80,000","79,000","80,000","103,000","115,000"
		DeferredTax,"-8,719,000","-733,000","10,637,000","-5,820,000","-12,803,000","-203,000","-6,880,000","-21,200,000","-8,706,000","6,499,000",,,"-11,695,000","172,000","137,000","142,000","112,000","109,000","-104,000","109,000","107,000","105,000","12,908,000","-3,801,000","24,167,000","-4,882,000","-37,014,000","-18,550,000","-44,134,000","-103,574,000","-17,585,000","904,000","5,276,000","6,645,000","-661,000","7,855,000","11,219,000","12,507,000","43,644,000","-3,655,000","45,570,000","2,550,000","2,393,000","23,716,000","26,379,000","9,347,000","-14,749,000","3,538,000","-205,000","3,150,000","-204,000","16,000","-158,000","0","-313,693,000","15,646,000","24,920,000","23,682,000","8,659,000","868,000","-9,098,000","8,322,000","40,668,000","14,890,000","26,649,000","24,438,000","9,785,000","13,803,000","11,676,000","7,038,000","18,499,000"
			DeferredIncomeTax,"-8,719,000","-733,000","10,637,000","-5,820,000","-12,803,000","-203,000","-6,880,000","-21,200,000","-8,706,000","6,499,000",,,"-11,695,000","172,000","137,000","142,000","112,000","109,000","-104,000","109,000","107,000","105,000","12,908,000","-3,801,000","24,167,000","-4,882,000","-37,014,000","-18,550,000","-44,134,000","-103,574,000","-17,585,000","904,000","5,276,000","6,645,000","-661,000","7,855,000","11,219,000","12,507,000","43,644,000","-3,655,000","45,570,000","2,550,000","2,393,000","23,716,000","26,379,000","9,347,000","-14,749,000","3,538,000","-205,000","3,150,000","-204,000","16,000","-158,000","0","-313,693,000","15,646,000","24,920,000","23,682,000","8,659,000","868,000","-9,098,000","8,322,000","40,668,000","14,890,000","26,649,000","24,438,000","9,785,000","13,803,000","11,676,000","7,038,000","18,499,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,"444,000","435,000",,,"-16,153,000",,,"-3,180,000","1,549,000","430,000","2,276,000","156,000","164,000",,"179,000","187,000","279,000","456,000","463,000","447,000","529,000","759,000","701,000","586,000","609,000","586,000","480,000","335,000","334,000","335,000","335,000","334,000","335,000","327,000","467,000","709,000",,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,,,,,,,,,,,,,,,,,,"0","0","0","0","57,912,000","104,592,000","116,559,000","32,388,000","441,688,000","252,772,000","260,390,000",,,,,,,,,,,,,,,,,"0","0","0","0","13,841,000","0","-5,175,000","210,205,000",,,,,,,,,,,,,,,,,
		StockBasedCompensation,"3,430,000","520,000","1,585,000","858,000","467,000","454,000","817,000","1,075,000","1,019,000","1,048,000","1,261,000","1,248,000","1,259,000","-78,000","-268,000","1,374,000","1,215,000","1,219,000","1,742,000","1,983,000","1,538,000","1,928,000","3,371,000","2,521,000","2,585,000","2,536,000","1,929,000","2,605,000","2,892,000","2,816,000","3,346,000","3,754,000","3,886,000","3,758,000","3,068,000","3,507,000","2,695,000","2,255,000","3,261,000","3,319,000","3,159,000","2,659,000","3,273,000","2,775,000","1,836,000","1,826,000","1,957,000","1,633,000","978,000","965,000","1,545,000","1,719,000","1,878,000","1,238,000",,,,,,,,,,,,,,,,,
		OtherNonCashItems,"-172,402,000","-33,413,000","-54,965,000","-38,195,000","-45,829,000","-3,547,000","-1,241,000","945,000","-4,262,000","5,780,000","11,838,000","-3,670,000","-1,054,000","898,000","-4,799,000","-9,970,000","-4,442,000","-6,556,000","-15,739,000","-19,770,000","-21,098,000","-14,087,000","-15,740,000","-30,756,000","-21,780,000","-1,496,000","-5,491,000","-3,146,000","-109,000","-19,398,000","-32,138,000","-11,502,000","-13,817,000","-16,155,000","-22,076,000","-25,846,000","-8,959,000","-23,017,000","-103,292,000","-876,000","-284,000","-5,800,000","-634,000","-917,000","-6,099,000","-2,223,000","2,291,000","1,968,000","1,313,000","1,299,000","987,000","2,265,000","-807,000","-754,000","-8,330,000","-23,831,000","11,761,000","7,732,000","17,389,000","7,275,000","1,760,000","17,622,000","6,739,000","-12,637,000",,,,,,,
		ChangeInWorkingCapital,"-11,332,000","-47,288,000","-9,509,000","46,792,000","-1,327,000","-2,209,000","-33,496,000","13,029,000","-26,488,000","46,304,000","48,181,000","-42,499,000","-40,540,000","37,014,000","-10,139,000","107,115,000","-37,584,000","14,488,000","-19,856,000","42,626,000","-59,819,000","32,190,000","-32,659,000","2,345,000","-92,696,000","42,156,000","-9,720,000","70,466,000","-26,073,000","-9,864,000","32,867,000","49,398,000","15,703,000","-13,075,000","-22,216,000","63,503,000","11,162,000","43,502,000","-20,795,000","9,966,000","-25,614,000","-3,181,000","-22,067,000","17,955,000","-7,352,000","-53,141,000","-23,760,000","35,748,000","59,426,000","-22,369,000","-80,557,000","-45,620,000","-68,727,000","-37,799,000","-283,936,000","309,512,000","-20,404,000","-15,056,000","-19,973,000","-4,577,000","-7,567,000","-16,771,000","-1,959,000","-24,504,000","-30,795,000","-12,290,000","-5,650,000","32,748,000","16,660,000","-15,645,000","16,517,000"
			ChangeInReceivables,"-41,749,000","-42,250,000","-13,326,000","10,632,000","3,195,000","-15,495,000","-17,900,000","3,263,000","12,658,000","29,077,000","96,156,000","-40,101,000","-21,680,000","3,510,000","14,704,000","5,600,000","-8,937,000","2,420,000","-5,536,000","17,194,000","-14,480,000","33,260,000","-24,588,000","7,125,000","-67,776,000","12,834,000","29,654,000","-1,788,000","-9,333,000","35,329,000","24,560,000","-4,965,000","3,737,000","5,066,000","-16,443,000","31,731,000","35,607,000","28,670,000","-120,771,000","4,504,000","22,190,000","8,061,000","-21,016,000","8,439,000","4,989,000","10,095,000","-14,098,000","29,864,000","-3,102,000","43,173,000","17,250,000","18,247,000","2,391,000","-1,296,000","-19,790,000","146,394,000","-51,843,000","-33,629,000","-9,525,000","14,953,000","-115,000","73,502,000","-113,237,000","-40,931,000","-29,962,000","3,462,000","-40,047,000","17,320,000","-4,738,000","6,434,000","-21,650,000"
				ChangesInAccountReceivables,"-42,762,000","-37,774,000","-16,593,000","11,894,000","-289,000","-11,101,000","-17,422,000","975,000","13,030,000","21,954,000","-5,741,000","-9,814,000","-504,000","6,496,000","1,678,000","2,591,000","-7,131,000","501,000","-6,276,000","231,000","5,557,000","-1,882,000","-7,299,000","-932,000","-6,939,000","8,165,000","8,949,000","8,002,000","-5,836,000","21,121,000","30,446,000","-3,271,000","-480,000","2,815,000","-11,531,000","-4,552,000","16,640,000","423,000","-29,502,000","4,199,000","16,605,000","9,516,000","-15,726,000","8,693,000","-9,171,000","-2,435,000",,,,,,,,,,,,,,,,,,,,,,,,,
