name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,08/31/2006
TotalRevenue,"3,463,687,000","784,384,000","884,448,000","913,245,000","881,610,000","818,329,000","897,338,000","942,700,000","908,216,000","743,243,000","789,778,000","865,064,000","789,929,000","661,558,000","877,670,000","908,902,000","648,787,000","504,119,000","579,017,000","608,311,000","631,165,000","561,502,000","601,863,000","507,828,000","456,811,000","430,446,000","497,145,000","555,945,000","483,545,000","392,780,000","487,592,000","613,237,000","515,291,000","470,074,000","537,879,000","551,333,000","445,013,000","409,995,000","480,883,000","431,842,000","337,436,000","291,573,000","373,066,000","375,483,000","351,956,000","359,645,000","333,239,000","230,357,000","203,187,000","174,982,000","99,881,000","111,491,000","126,900,000","128,738,000","150,500,000","146,737,000",,,,,,,,,
	OperatingRevenue,"3,463,687,000","784,384,000","884,448,000","913,245,000","881,610,000","818,329,000","897,338,000","942,700,000","908,216,000","743,243,000","789,778,000","865,064,000","789,929,000","661,558,000","877,670,000","908,902,000","648,787,000","504,119,000","579,017,000","608,311,000","631,165,000","561,502,000","601,863,000","507,828,000","456,811,000","430,446,000","497,145,000","555,945,000","483,545,000","392,780,000","487,592,000","613,237,000","515,291,000","470,074,000","537,879,000","551,333,000","445,013,000","409,995,000","480,883,000","431,842,000","337,436,000","291,573,000","373,066,000","375,483,000","351,956,000","359,645,000","333,239,000","230,357,000","203,187,000","174,982,000","99,881,000","111,491,000","126,900,000","128,738,000","150,500,000","146,737,000",,,,,,,,,
CostOfRevenue,"3,070,722,000","727,898,000","788,431,000","785,809,000","768,584,000","738,148,000","799,582,000","819,019,000","807,249,000","695,433,000","700,264,000","756,643,000","709,398,000","609,098,000","774,417,000","802,397,000","577,368,000","459,559,000","510,540,000","537,890,000","546,682,000","506,449,000","533,247,000","457,699,000","413,526,000","391,169,000","433,420,000","484,298,000","437,049,000","354,775,000","437,976,000","537,764,000","454,097,000","420,317,000","462,962,000","475,868,000","385,476,000","363,899,000","426,064,000","375,551,000","293,432,000","253,977,000","322,020,000","323,362,000","310,550,000","319,015,000","289,439,000","202,477,000","176,551,000","150,509,000","79,033,000","92,415,000","105,977,000","114,010,000","132,007,000","125,634,000",,,,,,,,,
GrossProfit,"392,965,000","56,486,000","96,017,000","127,436,000","113,026,000","80,181,000","97,756,000","123,681,000","100,967,000","47,810,000","89,514,000","108,421,000","80,531,000","52,460,000","103,253,000","106,505,000","71,419,000","44,560,000","68,477,000","70,421,000","84,483,000","55,053,000","68,616,000","50,129,000","43,285,000","39,277,000","63,725,000","71,647,000","46,496,000","38,005,000","49,616,000","75,473,000","61,194,000","49,757,000","74,917,000","75,465,000","59,537,000","46,096,000","54,819,000","56,291,000","44,004,000","37,596,000","51,046,000","52,121,000","41,406,000","40,630,000","43,800,000","27,880,000","26,636,000","24,473,000","20,848,000","19,076,000","20,923,000","14,728,000","18,493,000","21,103,000",,,,,,,,,
OperatingExpense,"232,133,000","55,455,000","57,225,000","61,706,000","57,747,000","53,432,000","49,928,000","57,097,000","51,422,000","44,388,000","48,574,000","49,827,000","48,719,000","42,931,000","49,957,000","51,604,000","43,489,000","38,651,000","43,756,000","42,559,000","45,977,000","39,854,000","39,692,000","35,994,000","32,498,000","32,658,000","41,252,000","38,545,000","38,547,000","33,760,000","33,161,000","36,162,000","33,213,000","29,712,000","34,121,000","36,478,000","31,560,000","28,619,000","26,740,000","26,014,000","23,396,000","20,274,000","25,779,000","20,103,000","20,477,000","19,845,000","21,136,000","14,580,000","15,823,000","13,755,000","11,356,000","7,423,000","8,388,000","7,614,000","6,185,000","10,714,000","324,333","289,208","167,944","107,259","161,263","154,686","73,519","353","1,006"
	SellingGeneralAndAdministration,"232,133,000","55,455,000","57,225,000","61,706,000","57,747,000","53,432,000","49,928,000","57,097,000","51,422,000","44,388,000","48,574,000","49,827,000","48,719,000","42,931,000","49,957,000","51,604,000","43,489,000","38,651,000","43,756,000","42,559,000","45,977,000","39,854,000","39,692,000","35,994,000","32,498,000","32,658,000","41,252,000","38,545,000","38,547,000","33,760,000","33,161,000","36,162,000","33,213,000","29,712,000","34,121,000","36,478,000","31,560,000","28,619,000","26,740,000","26,014,000","23,396,000","20,274,000","25,779,000","20,103,000","20,477,000","19,845,000","21,136,000","14,580,000","15,823,000","13,755,000","11,356,000","7,423,000","8,388,000","7,614,000","9,860,000","7,039,000","324,333","289,208","167,944","107,259","161,263","154,686","73,519","353","1,006"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,675,000",,,,,,,,,
OperatingIncome,"160,832,000","1,031,000","38,792,000","65,730,000","55,279,000","26,749,000","47,828,000","66,584,000","49,545,000","3,422,000","40,940,000","58,594,000","31,812,000","9,529,000","53,296,000","54,901,000","27,930,000","5,909,000","24,721,000","27,862,000","38,506,000","15,199,000","28,924,000","14,135,000","10,787,000","6,619,000","22,473,000","33,102,000","7,949,000","4,245,000","16,455,000","39,311,000","27,981,000","20,045,000","40,796,000","38,987,000","27,977,000","17,477,000","28,079,000","30,277,000","20,608,000","17,322,000","25,267,000","32,018,000","20,929,000","20,785,000","22,664,000","13,300,000","10,813,000","10,718,000","9,492,000","11,653,000","12,535,000","7,114,000","12,308,000","10,389,000","-324,333","-289,208","-167,944","-107,259","-161,263","-154,686","-73,519","-353","-1,006"
NetNonOperatingInterestIncomeExpense,"-16,738,000","-2,876,000","-4,344,000","-4,698,000","-4,820,000","-4,636,000","-2,751,000","-4,715,000","-3,626,000","-8,831,000","-2,258,000","-5,144,000","-6,497,000","-5,243,000","-6,900,000","-5,516,000","-2,851,000","-1,726,000","-1,365,000","-1,970,000","-2,031,000","-2,193,000","-2,133,000","-2,215,000","-2,188,000","-2,229,000","-2,091,000","-1,899,000","-1,732,000","-1,910,000","-1,783,000","-1,764,000","-1,182,000","-1,616,000","-1,376,000","-1,547,000","-1,475,000","-1,384,000","-561,000","-841,000","-981,000","-1,079,000","-1,157,000","-1,477,000","-1,253,000","-1,213,000","-2,192,000","-1,194,000","-1,067,000","-1,127,000","-437,000","-308,000","-334,000","-260,000",,,,,,,,,,,
	InterestIncomeNonOperating,,,,,"5,000","85,000","18,000","13,000","64,000","281,000","345,000","42,000","219,000","349,000","209,000","932,000","340,000","272,000","176,000","228,000","114,000","69,000","27,000","31,000","52,000","39,000","34,000","4,000","6,000","12,000","8,000","14,000","14,000","52,000","15,000","32,000","23,000","40,000","14,000","96,000","25,000","22,000","34,000","39,000","100,000","158,000","132,000","151,000","153,000","180,000",,,,,,,,,,,,,,,
