name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
TotalAssets,"300,887,610","300,925,354","301,403,873","301,667,835","301,953,170"
	CurrentAssets,"724,689","795,742","1,105,225","1,664,782","1,953,170"
		CashCashEquivalentsAndShortTermInvestments,"2,444","7,181","313,806","400,225","492,012"
			CashAndCashEquivalents,"2,444","7,181","313,806","400,225","492,012"
				CashFinancial,"2,444","7,181","313,806","400,225","492,012"
		PrepaidAssets,"722,245","788,561","791,419","1,264,557","1,461,158"
	TotalNonCurrentAssets,"300,162,921","300,129,612","300,298,648","300,003,053","300,000,000"
		NonCurrentDeferredAssets,,"0","0","0","0"
		NonCurrentPrepaidAssets,"0","75,616","274,377",,
		OtherNonCurrentAssets,"300,162,921","300,053,996","300,024,271","300,003,053","300,000,000"
TotalLiabilitiesNetMinorityInterest,"15,879,846","22,772,544","24,404,160","31,790,441","38,674,632"
	CurrentLiabilities,"1,078,450","524,694","22,025","4,437","12,072"
		PayablesAndAccruedExpenses,"1,078,450","524,694","22,025","4,437","12,072"
			Payables,"1,078,450","524,694",,,
				AccountsPayable,"434,748","507,310",,,
				DuetoRelatedPartiesCurrent,"643,702","17,384",,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"14,801,396","22,247,850","24,382,135","31,786,004","38,662,560"
		NonCurrentDeferredLiabilities,"10,500,000","10,500,000","10,500,000","10,500,000","10,500,000"
		DerivativeProductLiabilities,"4,301,396","11,747,850","13,882,135","21,286,004","28,162,560"
TotalEquityGrossMinorityInterest,"285,007,764","278,152,810","276,999,713","269,877,394","263,278,538"
	StockholdersEquity,"285,007,764","278,152,810","276,999,713","269,877,394","263,278,538"
		CapitalStock,"300,000,750","300,000,750","300,000,750","264,878,491","258,279,697"
			PreferredStock,"0",,"0","0","0"
			CommonStock,"300,000,750","300,000,750","300,000,750","264,878,491","258,279,697"
		AdditionalPaidInCapital,"0","0","0","1,675,851","8,274,645"
		RetainedEarnings,"-14,992,986","-21,847,940","-23,001,037","3,323,052","-3,275,804"
TotalCapitalization,"285,007,764","278,152,810","276,999,713","269,877,394","263,278,538"
CommonStockEquity,"285,007,764","278,152,810","276,999,713","269,877,394","263,278,538"
NetTangibleAssets,"285,007,764","278,152,810","276,999,713","269,877,394","263,278,538"
WorkingCapital,"-353,761","271,048","1,083,200","1,660,345","1,941,098"
InvestedCapital,"285,007,764","278,152,810","276,999,713","269,877,394","263,278,538"
TangibleBookValue,"285,007,764","278,152,810","276,999,713","269,877,394","263,278,538"
ShareIssued,"37,500,000","37,500,000","37,500,000","37,500,000","37,500,000"
OrdinarySharesNumber,"37,500,000","37,500,000","37,500,000","37,500,000","37,500,000"
