name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,12/31/2012
TotalAssets,"1,051,562,000","1,108,537,000","1,058,482,000","1,032,332,000","1,037,807,000","555,482,000","502,519,000","498,296,000","286,982,000","318,312,000","298,152,000","304,020,000","305,446,000","284,978,000","245,879,000","237,067,000","224,925,000","232,152,000","190,994,000","182,440,000","168,142,000","181,838,000","155,874,000","153,728,000","149,811,000","165,144,000","144,645,000","143,593,000","141,818,000","156,847,000","141,668,000","143,344,000","144,506,000","47,254,000","33,663,000","37,694,000"
	CurrentAssets,"903,507,000","959,207,000","911,549,000","896,956,000","899,836,000","419,848,000","401,131,000","390,429,000","177,299,000","208,557,000","198,297,000","207,130,000","220,326,000","259,090,000","225,685,000","217,001,000","205,071,000","219,283,000","178,621,000","170,462,000","156,578,000","171,319,000","146,098,000","144,571,000","140,827,000","156,402,000","136,338,000","136,597,000","136,018,000","152,526,000","137,981,000","140,439,000","141,916,000","43,773,000","31,672,000","36,278,000"
		CashCashEquivalentsAndShortTermInvestments,"804,091,000","807,611,000","813,430,000","813,668,000","823,970,000","298,262,000","325,570,000","326,095,000","126,270,000","120,460,000","131,381,000","146,332,000","163,631,000","158,915,000","158,082,000","158,681,000","153,670,000","136,557,000","128,441,000","121,578,000","121,320,000","113,808,000","112,041,000","108,455,000","111,808,000","106,344,000","105,029,000","104,880,000","113,021,000","111,695,000","115,339,000","120,230,000","125,853,000","13,977,000","15,598,000","14,813,000"
			CashAndCashEquivalents,"775,719,000","805,761,000","803,144,000","781,357,000","753,606,000","234,092,000","231,458,000","239,979,000","77,533,000","68,929,000","52,984,000","69,159,000","64,461,000","48,707,000","67,868,000","73,636,000","70,778,000","56,689,000","53,478,000","53,539,000","51,070,000","48,315,000","41,688,000","56,102,000","54,455,000","49,241,000","69,927,000","69,778,000","77,919,000","76,593,000","115,237,000","120,128,000","125,496,000","9,633,000","15,254,000","14,470,000"
				CashFinancial,,,,,,,,,,,,,,,"65,584,000","66,535,000","61,749,000","49,819,000","46,796,000","40,083,000",,,,,,,,,,,,,,,,
				CashEquivalents,,,,,,,,,,,,,,,"2,284,000","7,101,000","9,029,000","6,870,000","6,682,000","13,456,000",,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"28,372,000","1,850,000","10,286,000","32,311,000","70,364,000","64,170,000","94,112,000","86,116,000","48,737,000","51,531,000","78,397,000","77,173,000","99,170,000","110,208,000","90,214,000","85,045,000","82,892,000","79,868,000","74,963,000","68,039,000","70,250,000","65,493,000","70,353,000","52,353,000","57,353,000","57,103,000","35,102,000","35,102,000","35,102,000","35,102,000","102,000","102,000","357,000","4,344,000","344,000","343,000"
		Receivables,"63,604,000","117,179,000","71,382,000","60,145,000","51,302,000","94,229,000","60,111,000","48,766,000","38,265,000","75,050,000","51,866,000","45,563,000","41,796,000","83,223,000","52,938,000","41,393,000","32,468,000","75,596,000","44,680,000","41,313,000","27,466,000","53,861,000","30,125,000","33,493,000","24,400,000","47,436,000","28,186,000","28,949,000","20,643,000","37,869,000","21,146,000","18,854,000","14,254,000","28,268,000","14,154,000","20,035,000"
			AccountsReceivable,"63,604,000","117,179,000","71,382,000","60,145,000","51,302,000","94,229,000","60,111,000","48,766,000","38,265,000","75,050,000","51,866,000","45,563,000","41,796,000","83,223,000","52,938,000","41,393,000","32,468,000","75,596,000","44,680,000","41,313,000","27,466,000","53,861,000","30,125,000","33,493,000","24,400,000","47,436,000","28,186,000","28,949,000","20,643,000","37,869,000","21,146,000","18,854,000","14,254,000","28,268,000","14,154,000","20,035,000"
				GrossAccountsReceivable,"67,179,000","119,933,000","73,608,000","61,882,000","52,829,000","95,479,000","61,394,000","49,628,000","38,879,000","75,687,000","52,511,000","46,218,000","42,313,000","83,706,000","53,397,000","41,788,000","32,901,000","76,029,000","45,255,000","41,733,000","27,895,000","54,233,000","30,474,000","33,851,000","24,674,000","47,592,000","28,711,000","29,156,000","20,792,000","38,018,000","21,346,000","19,032,000","14,393,000","28,407,000",,"20,139,000"
				AllowanceForDoubtfulAccountsReceivable,"-3,575,000","-2,754,000","-2,226,000","-1,737,000","-1,527,000","-1,250,000","-1,283,000","-862,000","-614,000","-637,000","-645,000","-655,000","-517,000","-483,000","-459,000","-395,000","-433,000","-433,000","-575,000","-420,000","-429,000","-372,000","-349,000","-358,000","-274,000","-156,000","-525,000","-207,000","-149,000","-149,000","-200,000","-178,000","-139,000","-139,000",,"-104,000"
		PrepaidAssets,"35,812,000","7,071,000","26,737,000","23,143,000","24,564,000","8,295,000","15,450,000","15,568,000","12,764,000","7,965,000","15,050,000","15,235,000","14,899,000","7,023,000","14,665,000","16,927,000","18,933,000","6,418,000","5,500,000","7,571,000","7,792,000","2,993,000","3,932,000","2,623,000","4,619,000","1,600,000","3,123,000","2,768,000","2,354,000","980,000","1,496,000","1,355,000","1,610,000","943,000","1,749,000","979,000"
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","199,000","171,000","171,000","117,000"
		CurrentDeferredAssets,,"17,930,000",,,,"14,144,000",,,,"3,725,000",,,,"8,055,000",,,,"0",,,,"256,000",,,,"474,000",,,,"1,811,000",,,,"187,000",,"117,000"
		HedgingAssetsCurrent,,"6,083,000",,,,"3,332,000",,,,,,,,"0",,,,"163,000",,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,"3,333,000",,,,"1,586,000",,,,"1,357,000",,,,"1,874,000",,,,"549,000",,,,"401,000",,,,"548,000",,,,"171,000",,,,"227,000",,"217,000"
	TotalNonCurrentAssets,"148,055,000","149,330,000","146,933,000","135,376,000","137,971,000","135,634,000","101,388,000","107,867,000","109,683,000","109,755,000","99,855,000","96,890,000","85,120,000","25,888,000","20,194,000","20,066,000","19,854,000","12,869,000","12,373,000","11,978,000","11,564,000","10,519,000","9,776,000","9,157,000","8,984,000","8,742,000","8,307,000","6,996,000","5,800,000","4,321,000","3,687,000","2,905,000","2,590,000","3,481,000","1,991,000","1,416,000"
		NetPPE,"100,846,000","102,047,000","99,386,000","87,175,000","89,930,000","85,087,000","79,702,000","87,860,000","90,657,000","91,395,000","84,234,000","83,741,000","72,940,000","17,323,000","12,593,000","12,342,000","12,180,000","11,896,000","11,512,000","11,160,000","10,786,000","9,910,000","9,231,000","8,646,000","8,490,000","8,265,000","7,832,000","6,426,000","5,474,000","3,989,000","2,737,000","2,610,000","2,210,000","1,856,000","1,565,000","1,298,000"
			GrossPPE,"100,846,000","136,145,000","99,386,000","87,175,000","89,930,000","109,898,000","79,702,000","87,860,000","90,657,000","107,804,000","84,234,000","83,741,000","72,940,000","28,855,000",,,,"19,899,000",,,,"17,353,000",,,,"13,784,000",,,,"7,921,000",,,,"4,517,000",,"3,184,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"0"
				MachineryFurnitureEquipment,,"29,977,000",,,,"24,583,000",,,,"21,456,000",,,,"16,041,000",,,,"10,736,000",,,,"9,894,000",,,,"7,900,000",,,,"6,147,000",,,,"3,920,000",,"2,871,000"
				OtherProperties,"100,846,000","63,749,000","99,386,000","87,175,000","89,930,000","47,924,000","79,702,000","87,860,000","90,657,000","55,057,000","84,234,000","83,741,000","72,940,000",,,,,,,,,,,,,,,,,,,,,,,
				Leases,,"42,419,000",,,,"37,391,000",,,,"31,291,000",,,,"12,814,000",,,,"9,163,000",,,,"7,459,000",,,,"5,884,000",,,,"1,774,000",,,,"597,000",,"313,000"
			AccumulatedDepreciation,,"-34,098,000",,,,"-24,811,000",,,,"-16,409,000",,,,"-11,532,000",,,,"-8,003,000",,,,"-7,443,000",,,,"-5,519,000",,,,"-3,932,000",,,,"-2,661,000",,"-1,886,000"
		GoodwillAndOtherIntangibleAssets,"27,066,000","27,448,000","27,830,000","28,213,000","28,597,000","28,981,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Goodwill,"23,135,000","23,135,000","23,135,000","23,135,000","23,135,000","23,135,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
