name,03/31/2022,12/31/2021,09/30/2021,12/31/2020
TotalAssets,"2,057,726,000","2,070,990,000","2,150,591,000","675,153,000"
	CurrentAssets,"1,705,832,000","1,723,045,000","1,810,569,000","426,542,000"
		CashCashEquivalentsAndShortTermInvestments,"1,492,971,000","1,550,004,000","1,739,056,000","380,801,000"
			CashAndCashEquivalents,"1,492,971,000","1,550,004,000","1,739,056,000","380,801,000"
		Receivables,"171,070,000","149,899,000","50,725,000","24,935,000"
			AccountsReceivable,"171,070,000","136,142,000","50,725,000","21,906,000"
			LoansReceivable,,"11,559,000",,"2,268,000"
			OtherReceivables,,"2,198,000",,"761,000"
		Inventory,"8,697,000","3,362,000","3,474,000","2,736,000"
			RawMaterials,"799,000","64,000",,
			WorkInProcess,"0","50,000",,
			FinishedGoods,"7,981,000","3,264,000",,"2,736,000"
			InventoriesAdjustmentsAllowances,"-83,000","-16,000",,
		PrepaidAssets,"33,094,000","19,082,000","17,314,000","17,390,000"
		OtherCurrentAssets,,"698,000",,"680,000"
	TotalNonCurrentAssets,"351,894,000","347,945,000","340,022,000","248,611,000"
		NetPPE,"149,171,000","145,770,000","142,704,000","121,435,000"
			GrossPPE,"218,953,000","206,822,000",,"155,213,000"
				Properties,"0","0",,"0"
				MachineryFurnitureEquipment,"29,143,000","27,548,000",,"21,131,000"
				OtherProperties,"116,874,000","113,963,000",,"51,072,000"
				ConstructionInProgress,"17,181,000","10,278,000",,"42,575,000"
				Leases,"55,755,000","55,033,000",,"40,435,000"
			AccumulatedDepreciation,"-69,782,000","-61,052,000",,"-33,778,000"
		GoodwillAndOtherIntangibleAssets,"41,869,000","42,954,000","39,228,000","5,151,000"
			Goodwill,"21,040,000","21,312,000","16,660,000","1,857,000"
			OtherIntangibleAssets,"20,829,000","21,642,000","22,568,000","3,294,000"
		InvestmentsAndAdvances,"111,238,000","115,231,000","121,128,000","103,124,000"
			LongTermEquityInvestment,"8,207,000","13,194,000","16,357,000","28,924,000"
			OtherInvestments,"103,031,000","102,037,000","104,771,000","74,200,000"
		NonCurrentNoteReceivables,,"0","10,161,000","13,298,000"
		OtherNonCurrentAssets,"49,616,000","43,990,000","26,801,000","5,603,000"
TotalLiabilitiesNetMinorityInterest,"443,678,000","503,611,000","532,620,000","205,101,000"
	CurrentLiabilities,"159,247,000","134,761,000","90,305,000","73,221,000"
		PayablesAndAccruedExpenses,"124,015,000","60,460,000","60,656,000","28,584,000"
			Payables,"35,257,000","8,189,000","7,102,000","13,893,000"
				AccountsPayable,"35,257,000","8,189,000","7,102,000","13,893,000"
			CurrentAccruedExpenses,"88,758,000","52,271,000","53,554,000","14,691,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,,"3,650,000",,"3,037,000"
		CurrentDebtAndCapitalLeaseObligation,,"747,000",,"485,000"
			CurrentCapitalLeaseObligation,,"747,000",,"485,000"
		CurrentDeferredLiabilities,"35,232,000","33,240,000","29,649,000","28,823,000"
			CurrentDeferredRevenue,"35,232,000","33,240,000","29,649,000","28,823,000"
		OtherCurrentLiabilities,,"36,664,000",,"12,292,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"284,431,000","368,850,000","442,315,000","131,880,000"
		LongTermDebtAndCapitalLeaseObligation,"27,309,000","22,283,000","16,268,000","16,518,000"
			LongTermCapitalLeaseObligation,"27,309,000","22,283,000","16,268,000","16,518,000"
		NonCurrentDeferredLiabilities,"189,438,000","174,737,000","180,002,000","112,330,000"
			NonCurrentDeferredRevenue,"170,176,000","155,991,000","163,042,000","99,652,000"
		DerivativeProductLiabilities,"50,803,000","135,838,000","212,935,000","0"
		OtherNonCurrentLiabilities,"16,881,000","35,992,000","33,110,000","3,032,000"
TotalEquityGrossMinorityInterest,"1,614,048,000","1,567,379,000","1,617,971,000","470,052,000"
	StockholdersEquity,"1,580,795,000","1,505,365,000","1,551,551,000","461,376,000"
		CapitalStock,"162,000","161,000","148,000","129,000"
			PreferredStock,"0","0","0","0"
			CommonStock,"162,000","161,000","148,000","129,000"
		AdditionalPaidInCapital,"4,471,418,000","3,804,844,000","2,249,549,000","929,125,000"
		RetainedEarnings,"-2,888,430,000","-2,297,925,000","-697,269,000","-467,878,000"
		GainsLossesNotAffectingRetainedEarnings,"-2,355,000","-1,715,000","-877,000",
			OtherEquityAdjustments,"-2,355,000","-1,715,000","-877,000",
	MinorityInterest,"33,253,000","62,014,000","66,420,000","8,676,000"
TotalCapitalization,"1,580,795,000","1,505,365,000","1,551,551,000","461,376,000"
CommonStockEquity,"1,580,795,000","1,505,365,000","1,551,551,000","461,376,000"
CapitalLeaseObligations,"27,309,000","23,030,000","16,268,000","17,003,000"
NetTangibleAssets,"1,538,926,000","1,462,411,000","1,512,323,000","456,225,000"
WorkingCapital,"1,546,585,000","1,588,284,000","1,720,264,000","353,321,000"
InvestedCapital,"1,580,795,000","1,505,365,000","1,551,551,000","461,376,000"
TangibleBookValue,"1,538,926,000","1,462,411,000","1,512,323,000","456,225,000"
TotalDebt,"27,309,000","23,030,000","16,268,000","17,003,000"
ShareIssued,"1,622,054,156","1,611,392,152","1,486,727,325","1,485,061,236"
OrdinarySharesNumber,"1,622,054,156","1,611,392,152","1,486,712,858","1,485,061,236"
TreasurySharesNumber,,"79,598,663","241,754",
