name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020
TotalAssets,"239,631,000","217,731,000","199,941,000","92,602,000","85,216,000"
	CurrentAssets,"202,047,000","205,991,000","189,031,000","86,287,000","82,972,000"
		CashCashEquivalentsAndShortTermInvestments,"164,890,000","172,865,000","161,087,000","65,001,000","66,269,000"
			CashAndCashEquivalents,"164,890,000","172,865,000","161,087,000","65,001,000","66,269,000"
		Inventory,"28,392,000","24,743,000","20,057,000","17,162,000","13,559,000"
			RawMaterials,"8,367,000","9,013,000","7,915,000","6,754,000","4,938,000"
			FinishedGoods,"20,269,000","15,990,000","12,387,000","10,626,000","8,863,000"
			InventoriesAdjustmentsAllowances,"-244,000","-260,000","-245,000","-218,000","-242,000"
		PrepaidAssets,"8,560,000","8,178,000","7,682,000","3,919,000","2,939,000"
		RestrictedCash,"205,000","205,000","205,000","205,000","205,000"
	TotalNonCurrentAssets,"37,584,000","11,740,000","10,910,000","6,315,000","2,244,000"
		NetPPE,"28,801,000","6,732,000","5,983,000","4,194,000","1,986,000"
			GrossPPE,"28,801,000","9,856,000",,,"4,294,000"
				Properties,,"0",,,"0"
				MachineryFurnitureEquipment,,"1,349,000",,,"499,000"
				OtherProperties,"28,801,000","1,064,000",,,"351,000"
				ConstructionInProgress,,"700,000",,,"159,000"
				Leases,,"6,743,000",,,"3,285,000"
			AccumulatedDepreciation,,"-3,124,000",,,"-2,308,000"
		NonCurrentDeferredAssets,"7,840,000","4,407,000","4,375,000",,
			NonCurrentDeferredTaxesAssets,"7,840,000","4,407,000","4,375,000",,
		OtherNonCurrentAssets,"943,000","601,000","552,000","2,121,000","258,000"
TotalLiabilitiesNetMinorityInterest,"157,589,000","134,893,000","129,954,000","369,944,000","170,611,000"
	CurrentLiabilities,"105,212,000","92,843,000","78,604,000","59,829,000","38,708,000"
		PayablesAndAccruedExpenses,"24,789,000","32,770,000","27,282,000","18,568,000","18,836,000"
			Payables,"14,280,000","18,709,000","13,421,000","13,543,000","13,427,000"
				AccountsPayable,"11,390,000","14,480,000","11,472,000","11,726,000","10,972,000"
				TotalTaxPayable,"2,890,000","4,229,000","1,949,000","1,817,000","2,455,000"
			CurrentAccruedExpenses,"10,509,000","14,061,000","13,861,000","5,025,000","5,409,000"
		CurrentProvisions,"1,583,000","2,338,000","1,348,000","1,329,000","2,341,000"
		CurrentDebtAndCapitalLeaseObligation,"43,832,000","30,789,000","20,526,000","10,263,000",
			CurrentDebt,"41,053,000","30,789,000","20,526,000","10,263,000",
				OtherCurrentBorrowings,"41,053,000","30,789,000","20,526,000","10,263,000",
			CurrentCapitalLeaseObligation,"2,779,000",,,,
		CurrentDeferredLiabilities,"23,561,000","18,818,000","21,848,000","21,381,000","10,775,000"
			CurrentDeferredRevenue,"23,561,000","18,818,000","21,848,000","20,002,000","10,775,000"
		OtherCurrentLiabilities,"11,447,000","8,128,000","7,600,000","8,288,000","6,756,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"52,377,000","42,050,000","51,350,000","310,115,000","131,903,000"
		LongTermDebtAndCapitalLeaseObligation,"42,745,000","32,789,000","42,708,000","52,626,000","62,211,000"
			LongTermDebt,"22,863,000","32,789,000","42,708,000","52,626,000","62,211,000"
			LongTermCapitalLeaseObligation,"19,882,000",,,,
		NonCurrentDeferredLiabilities,"0","2,507,000","2,022,000","1,600,000","841,000"
			NonCurrentDeferredRevenue,,,"204,000","205,000","179,000"
		TradeandOtherPayablesNonCurrent,"6,604,000","3,775,000","3,919,000",,
		DerivativeProductLiabilities,,,,"2,530,000","84,000"
		PreferredSecuritiesOutsideStockEquity,,"0",,"250,746,000","66,327,000"
		OtherNonCurrentLiabilities,"3,028,000","2,979,000","2,701,000","2,613,000","2,440,000"
TotalEquityGrossMinorityInterest,"82,042,000","82,838,000","69,987,000","-277,342,000","-85,395,000"
	StockholdersEquity,"9,233,000","8,403,000","7,088,000","-277,342,000","-85,395,000"
		CapitalStock,"10,000","10,000","10,000","-277,342,000","-85,395,000"
			PreferredStock,"0",,,,
			CommonStock,"10,000","10,000","10,000","-277,342,000","-85,395,000"
		AdditionalPaidInCapital,"7,339,000","6,865,000","7,012,000",,
		RetainedEarnings,"1,884,000","1,528,000","66,000",,
	MinorityInterest,"72,809,000","74,435,000","62,899,000",,
TotalCapitalization,"32,096,000","41,192,000","49,796,000","-224,716,000","-23,184,000"
CommonStockEquity,"9,233,000","8,403,000","7,088,000","-277,342,000","-85,395,000"
CapitalLeaseObligations,"22,661,000",,,,
NetTangibleAssets,"9,233,000","8,403,000","7,088,000","-277,342,000","-85,395,000"
WorkingCapital,"96,835,000","113,148,000","110,427,000","26,458,000","44,264,000"
InvestedCapital,"73,149,000","71,981,000","70,322,000","-214,453,000","-23,184,000"
TangibleBookValue,"9,233,000","8,403,000","7,088,000","-277,342,000","-85,395,000"
TotalDebt,"86,577,000","63,578,000","63,234,000","62,889,000","62,211,000"
ShareIssued,"10,708,456","9,614,523","9,583,332","16,666,667","16,666,667"
OrdinarySharesNumber,"10,708,456","9,614,523","9,583,332","16,666,667","16,666,667"
