name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
TotalAssets,"1,262,944,000","1,271,155,000","1,178,778,000","1,184,996,000","1,191,896,000","1,187,319,000","1,190,627,000","1,190,326,000","1,195,068,000","1,208,729,000"
	CurrentAssets,"1,048,355,000","1,051,765,000","975,663,000","990,706,000","1,025,251,000","1,036,218,000","1,044,232,000","1,044,274,000","1,047,646,000","1,063,911,000"
		CashCashEquivalentsAndShortTermInvestments,"97,407,000","132,889,000","37,376,000","164,023,000","204,277,000","223,375,000","173,602,000","217,969,000","258,435,000","238,214,000"
			CashAndCashEquivalents,"97,407,000","132,889,000","37,376,000","164,023,000","204,277,000","223,375,000","173,602,000","217,969,000","258,435,000","238,214,000"
		Receivables,"950,948,000","918,876,000","938,287,000","826,683,000","820,974,000","812,843,000","870,630,000","826,305,000","789,211,000","825,697,000"
			NotesReceivable,"931,431,000","901,350,000","923,521,000","814,454,000","804,471,000","798,486,000","858,713,000","817,319,000","782,752,000","821,589,000"
			AccruedInterestReceivable,"19,517,000","17,526,000","14,766,000","12,229,000","16,503,000","14,357,000","11,917,000","8,986,000","6,459,000","4,108,000"
	TotalNonCurrentAssets,"214,589,000","219,390,000","203,115,000","194,290,000","166,645,000","151,101,000","146,395,000","146,052,000","147,422,000","144,818,000"
		NetPPE,"5,917,000","6,016,000","6,114,000","6,209,000","6,304,000",,,,,"518,000"
			GrossPPE,"5,917,000","6,016,000","6,114,000","6,209,000","6,304,000",,,,,"518,000"
				OtherProperties,"5,917,000","6,016,000","6,114,000","6,209,000","6,304,000",,,,,"518,000"
		GoodwillAndOtherIntangibleAssets,"136,965,000","136,965,000","136,965,000","136,965,000","136,965,000","137,586,000","137,671,000","137,756,000","137,839,000","136,935,000"
			Goodwill,"136,965,000","136,965,000","136,965,000","136,965,000","136,965,000","136,965,000","136,965,000","136,965,000","136,965,000","131,965,000"
			OtherIntangibleAssets,,,,,,"621,000","706,000","791,000","874,000","4,970,000"
		InvestmentProperties,"63,586,000","68,067,000","52,470,000","41,725,000","13,113,000","8,473,000","3,743,000","3,690,000","3,703,000","5,837,000"
		OtherNonCurrentAssets,"8,121,000","8,342,000","7,566,000","9,391,000","10,263,000","5,042,000","4,981,000","4,606,000","5,880,000","1,528,000"
TotalLiabilitiesNetMinorityInterest,"123,630,000","122,687,000","25,376,000","26,097,000","24,195,000","12,898,000","11,438,000","12,428,000","14,103,000","24,257,000"
	CurrentLiabilities,"18,391,000","17,471,000","17,276,000","17,826,000","15,848,000","12,898,000","11,438,000","12,428,000","14,103,000","23,739,000"
		PayablesAndAccruedExpenses,"18,391,000","17,471,000","17,276,000","17,826,000","15,848,000","12,898,000","11,438,000","12,428,000","14,103,000","23,739,000"
			Payables,"18,391,000","17,471,000","17,276,000","17,826,000","15,848,000","12,898,000","11,438,000","12,428,000","14,103,000","23,739,000"
				AccountsPayable,"9,094,000","8,180,000","7,987,000","8,542,000","6,568,000","4,946,000","3,504,000","4,494,000","3,534,000","7,897,000"
				DividendsPayable,"9,297,000","9,291,000","9,289,000","9,284,000","9,280,000","7,952,000","7,934,000","7,934,000","10,569,000","15,842,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"105,239,000","105,216,000","8,100,000","8,271,000","8,347,000","0","0","0","0","518,000"
		LongTermDebtAndCapitalLeaseObligation,"105,239,000","105,216,000","8,100,000","8,271,000","8,347,000",,,,,"518,000"
			LongTermDebt,"97,360,000","97,223,000",,,,,,,,
			LongTermCapitalLeaseObligation,"7,879,000","7,993,000","8,100,000","8,271,000","8,347,000",,,,,"518,000"
TotalEquityGrossMinorityInterest,"1,139,314,000","1,148,468,000","1,153,402,000","1,158,899,000","1,167,701,000","1,174,421,000","1,179,189,000","1,177,898,000","1,180,965,000","1,184,472,000"
	StockholdersEquity,"1,139,314,000","1,148,468,000","1,153,402,000","1,158,899,000","1,167,701,000","1,174,421,000","1,179,189,000","1,177,898,000","1,180,965,000","1,184,472,000"
		CapitalStock,"132,000","132,000","132,000","132,000","132,000","132,000","132,000","132,000","132,000","132,000"
			PreferredStock,"0","0",,"0","0","0","0","0","0","0"
			CommonStock,"132,000","132,000","132,000","132,000","132,000","132,000","132,000","132,000","132,000","132,000"
		AdditionalPaidInCapital,"1,217,614,000","1,216,957,000","1,216,192,000","1,215,513,000","1,214,724,000","1,213,987,000","1,212,914,000","1,211,001,000","1,210,034,000","1,209,120,000"
		RetainedEarnings,"-78,432,000","-68,621,000","-62,922,000","-56,746,000","-47,155,000","-39,698,000","-33,857,000","-33,235,000","-29,201,000","-24,780,000"
TotalCapitalization,"1,236,674,000","1,245,691,000","1,153,402,000","1,158,899,000","1,167,701,000","1,174,421,000","1,179,189,000","1,177,898,000","1,180,965,000","1,184,472,000"
CommonStockEquity,"1,139,314,000","1,148,468,000","1,153,402,000","1,158,899,000","1,167,701,000","1,174,421,000","1,179,189,000","1,177,898,000","1,180,965,000","1,184,472,000"
CapitalLeaseObligations,"7,879,000","7,993,000","8,100,000","8,271,000","8,347,000",,,,,"518,000"
NetTangibleAssets,"1,002,349,000","1,011,503,000","1,016,437,000","1,021,934,000","1,030,736,000","1,036,835,000","1,041,518,000","1,040,142,000","1,043,126,000","1,047,537,000"
WorkingCapital,"1,029,964,000","1,034,294,000","958,387,000","972,880,000","1,009,403,000","1,023,320,000","1,032,794,000","1,031,846,000","1,033,543,000","1,040,172,000"
InvestedCapital,"1,236,674,000","1,245,691,000","1,153,402,000","1,158,899,000","1,167,701,000","1,174,421,000","1,179,189,000","1,177,898,000","1,180,965,000","1,184,472,000"
TangibleBookValue,"1,002,349,000","1,011,503,000","1,016,437,000","1,021,934,000","1,030,736,000","1,036,835,000","1,041,518,000","1,040,142,000","1,043,126,000","1,047,537,000"
TotalDebt,"105,239,000","105,216,000","8,100,000","8,271,000","8,347,000",,,,,"518,000"
ShareIssued,"132,793,442","132,716,338","132,684,541","132,634,672","132,566,410","132,532,383","132,236,307","132,231,184","132,111,329","132,015,635"
OrdinarySharesNumber,"132,793,442","132,716,338","132,684,541","132,634,672","132,566,410","132,532,383","132,236,307","132,231,184","132,111,329","132,015,635"
