name,03/31/2022,12/31/2021,09/30/2021,12/31/2020
TotalAssets,"321,648,077","141,106,640","147,264,411","26,799,971"
	CurrentAssets,"321,648,077","141,106,640","147,264,411","26,799,971"
		CashCashEquivalentsAndShortTermInvestments,"314,160,087","136,605,613","141,708,303","26,078,064"
			CashAndCashEquivalents,"164,601,746","136,605,613","141,708,303","26,078,064"
			OtherShortTermInvestments,"149,558,341",,,
		Receivables,,,,"0"
			AccountsReceivable,,,,"0"
		PrepaidAssets,"7,487,990","4,501,027","5,556,108","721,907"
	TotalNonCurrentAssets,"0","0","0","0"
TotalLiabilitiesNetMinorityInterest,"5,685,716","204,823,650","192,070,736","54,064,623"
	CurrentLiabilities,"5,685,716","16,549,189","11,544,719","6,891,364"
		PayablesAndAccruedExpenses,"5,685,716","5,912,268","5,032,598","5,001,007"
			Payables,"4,369,258","649,466","4,459,086","3,764,798"
				AccountsPayable,"4,369,258","642,143","4,009,655","3,666,017"
				DuetoRelatedPartiesCurrent,"0","7,323","449,431","98,781"
			CurrentAccruedExpenses,"1,316,458","5,262,802","573,512","1,236,209"
		OtherCurrentLiabilities,,"10,636,921","6,512,121","1,890,357"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"0","188,274,461","180,526,017","47,173,259"
		PreferredSecuritiesOutsideStockEquity,"0","188,274,461","180,526,017","47,173,259"
TotalEquityGrossMinorityInterest,"315,962,361","-63,717,010","-44,806,325","-27,264,652"
	StockholdersEquity,"315,962,361","-63,717,010","-44,806,325","-27,264,652"
		CapitalStock,"378","26","59","43"
			CommonStock,"378","26","59","43"
		AdditionalPaidInCapital,"410,679,566","13,986,033","3,553,249","69,300"
		RetainedEarnings,"-94,399,972","-77,703,069","-48,359,633","-27,333,995"
		GainsLossesNotAffectingRetainedEarnings,"-317,611",,,
TotalCapitalization,"315,962,361","-63,717,010","-44,806,325","-27,264,652"
CommonStockEquity,"315,962,361","-63,717,010","-44,806,325","-27,264,652"
NetTangibleAssets,"315,962,361","-63,717,010","-44,806,325","-27,264,652"
WorkingCapital,"315,962,361","124,557,451","135,719,692","19,908,607"
InvestedCapital,"315,962,361","-63,717,010","-44,806,325","-27,264,652"
TangibleBookValue,"315,962,361","-63,717,010","-44,806,325","-27,264,652"
ShareIssued,"37,709,912","35,419,099","35,419,099","35,419,099"
OrdinarySharesNumber,"37,709,912","35,419,099","35,419,099","35,419,099"
