name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
TotalAssets,"83,630,208","35,812,107","28,895,952","13,995,509","15,089,437","12,646,865","7,664,659","6,513,878","4,275,623","4,497,218"
	CurrentAssets,"14,089,899","9,254,776","5,484,029","7,636,759","8,665,497","6,346,008","3,541,729","3,097,022","2,273,911","2,478,887"
		CashCashEquivalentsAndShortTermInvestments,"3,862,907","2,725,035","2,729,579","5,724,749","7,326,609","5,197,030","2,416,007","2,043,469","1,572,707","1,876,645"
			CashAndCashEquivalents,"3,862,907","2,725,035","2,729,579","5,724,749","7,326,609","5,197,030","2,416,007","2,043,469","1,572,707","1,876,645"
		Receivables,"7,325,580","4,840,802","2,268,833","1,609,339","1,183,318","1,006,834","978,362","806,532","584,727","531,965"
			AccountsReceivable,"5,945,709","4,840,802","2,268,833","1,609,339","1,183,318","1,006,834","978,362","806,532","584,727","531,965"
				GrossAccountsReceivable,"6,037,416","4,918,613","2,345,033","1,664,603","1,223,318","1,046,834","1,049,209","877,379","624,727","571,965"
				AllowanceForDoubtfulAccountsReceivable,"-91,707","-77,811","-76,200","-55,264","-40,000","-40,000","-70,847","-70,847","-40,000","-40,000"
			NotesReceivable,"1,161,718",,,,,,,,,
			OtherReceivables,"218,153",,,,,,,,,
		Inventory,"735,887","727,974",,,,,,,,
		PrepaidAssets,"1,921,291","731,263","454,837","271,816","145,570","142,144","128,621","145,997","90,461","64,501"
		CurrentDeferredAssets,"244,234","229,702",,,,,,,,
		OtherCurrentAssets,,,"30,780","30,855","10,000",,"18,739","101,024","26,016","5,776"
	TotalNonCurrentAssets,"69,540,309","26,557,331","23,411,923","6,358,750","6,423,940","6,300,856","4,122,930","3,416,856","2,001,712","2,018,331"
		NetPPE,"3,849,707","2,133,624","357,497","221,937","252,133","94,056","76,836","84,361","9,929","10,900"
			GrossPPE,"4,106,247","2,236,090","387,807","245,258","271,030","108,529","86,262","88,499","11,658","11,658"
				Properties,"0","0",,,,,,,,
				BuildingsAndImprovements,"1,047,020","1,047,020",,,,,,,,
				MachineryFurnitureEquipment,"2,474,604","801,866","119,711","95,103","95,103","95,103","70,598","70,598","11,658","11,658"
				OtherProperties,"406,770","277,578","268,096","150,155","175,927","13,426","15,664","17,901",,
				Leases,"177,853","109,626",,,,,,,,
			AccumulatedDepreciation,"-256,540","-102,466","-30,310","-23,321","-18,897","-14,473","-9,426","-4,138","-1,729","-758"
		GoodwillAndOtherIntangibleAssets,"65,671,921","23,332,804","23,054,426","6,136,813","6,171,807","6,206,800","4,046,094","3,332,495","1,991,783","2,007,431"
			Goodwill,"59,274,429","16,792,535","20,695,024","4,101,369","4,101,369","4,101,369","3,008,186","2,278,939","922,579","922,579"
			OtherIntangibleAssets,"6,397,492","6,540,269","2,359,402","2,035,444","2,070,438","2,105,431","1,037,908","1,053,556","1,069,204","1,084,852"
		NonCurrentNoteReceivables,,"1,090,903",,,,,,,,
		OtherNonCurrentAssets,"18,681",,,,,,,,,
TotalLiabilitiesNetMinorityInterest,"16,369,751","10,513,902","5,389,472","5,167,879","5,036,071","4,905,402","2,025,666","1,814,347","730,807","578,687"
	CurrentLiabilities,"10,887,409","5,141,561","4,838,200","4,105,124","3,944,768","3,863,594","1,973,095","1,759,807","730,807","578,687"
		PayablesAndAccruedExpenses,"6,221,551","2,709,066","1,574,109","1,019,314","795,638","855,804","1,008,071","833,632","621,020","468,900"
			Payables,"2,975,474","1,700,260","868,218","637,547","259,120","374,368","393,671","320,201","176,996","119,339"
				AccountsPayable,"2,975,474","1,700,260","788,268","476,797","211,120","328,368","359,671","298,201","166,996","119,339"
				OtherPayable,,,"79,950","160,750","48,000","46,000","34,000","22,000","10,000",
			CurrentAccruedExpenses,"3,246,077","1,008,806","705,891","381,767","536,518","481,436","614,400","513,431","444,024","349,561"
				InterestPayable,"30,993","12,500","5,079","23,154","22,417","23,934","20,480","16,811","13,397","11,122"
