name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017
TotalRevenue,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
OperatingExpense,"312,260,000","95,767,000","93,049,000","67,535,000","55,909,000","50,558,000","46,842,000","36,663,000","26,779,000","25,723,000","16,184,000","12,732,000","11,814,000","8,460,000","9,357,000","6,380,000","5,090,000","5,547,000","9,758,000","3,979,000"
	SellingGeneralAndAdministration,"59,080,000","19,590,000","17,452,000","11,533,000","10,505,000","10,221,000","9,486,000","7,357,000","6,222,000","5,553,000","3,354,000","2,617,000","2,976,000","2,737,000","2,506,000","1,671,000","1,499,000","1,905,000","982,000","831,000"
		GeneralAndAdministrativeExpense,"59,080,000","19,590,000","17,452,000","11,533,000","10,505,000","10,221,000","9,486,000","7,357,000","6,222,000","5,553,000","3,354,000","2,617,000","2,976,000","2,737,000","2,506,000","1,671,000","1,499,000","1,905,000","982,000","831,000"
			OtherGandA,"59,080,000","19,590,000","17,452,000","11,533,000","10,505,000","10,221,000","9,486,000","7,357,000","6,222,000","5,553,000","3,354,000","2,617,000","2,976,000","2,737,000","2,506,000","1,671,000","1,499,000","1,905,000","982,000","831,000"
	ResearchAndDevelopment,"253,180,000","76,177,000","75,597,000","56,002,000","45,404,000","40,337,000","37,356,000","29,306,000","20,557,000","20,170,000","12,830,000","10,115,000","8,838,000","5,723,000","6,851,000","4,709,000","3,591,000","3,642,000","8,776,000","3,148,000"
OperatingIncome,"-312,260,000","-95,767,000","-93,049,000","-67,535,000","-55,909,000","-50,558,000","-46,842,000","-36,663,000","-26,779,000","-25,723,000","-16,184,000","-12,732,000","-11,814,000","-8,460,000","-9,357,000","-6,380,000","-5,090,000","-5,547,000","-9,758,000","-3,979,000"
NetNonOperatingInterestIncomeExpense,"204,000","71,000","23,000","34,000","76,000","143,000","345,000","639,000","692,000","1,201,000","303,000","352,000","429,000","476,000","-190,000","-1,982,000","-1,801,000","-1,422,000","-778,000","-395,000"
	InterestIncomeNonOperating,"225,000","76,000","28,000","40,000","81,000","149,000","351,000","645,000","698,000","1,208,000","303,000","354,000","431,000","480,000",,,"76,000","48,000",,
