name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
MarketCap,"2,016,735,480","2,503,341,267","3,114,315,025","2,720,216,064","3,112,774,338","3,268,560,350","2,848,229,911","1,827,569,661","2,132,164,605","2,169,490,743","3,143,039,278","3,707,628,518","3,341,182,538","3,715,976,057","3,323,750,281","5,668,388,810","5,437,044,354"
EnterpriseValue,"2,893,131,480","3,475,515,267","4,155,199,025","3,831,111,064","4,289,451,338","4,543,249,350","4,253,966,911","3,352,575,661","3,794,459,605","3,901,378,743","4,798,237,278","5,537,180,518","5,332,101,538","5,822,730,057","5,404,571,281","7,712,254,810","6,772,330,354"
PeRatio,"4.968","6.589","8.511","8","7.545","7.549","6.023","3.386","3.396","3.147","4.225","4.523","4.078","4.456","5.04","12.427","21.165"
ForwardPeRatio,"4.31","5.331","6.131","5.42","6.84","7.215","6.374","3.493","5.631","4.444","5.285","4.628","3.912","4.23","3.297","5.489","6.566"
PsRatio,"1.46","1.904","2.397","2.192","2.569","2.676","2.23","1.325","1.385","1.311","1.768","1.923","1.767","2.009","2.211","4.763","6.055"
PbRatio,"14.894","106.971",,,,,,,,,,,,,,,
EnterprisesValueRevenueRatio,"2.055","9.49","11.438","11.03","12.969","14.925","12.585","11.682","13.517","12.244","11.573","13.159","11.1","12.259","10.144","16.954","14.841"
EnterprisesValueEBITDARatio,"4.799","20.408","21.43","22.309","64.137","30.343","23.662","22.347","25.916","21.135","21.281","22.809","18.941","20.937","18.329","28.153","29.732"
