name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011
NetNonOperatingInterestIncomeExpense,"-363,474,000","-85,455,000","-89,472,000","-93,257,000","-95,290,000","-98,493,000","-101,247,000","-92,285,000","-90,429,000","-84,361,000","-75,189,000","-74,299,000","-75,247,000","-61,651,000","-48,459,000","-44,091,000","-40,472,000","-36,121,000","-31,943,000","-31,892,000","-32,072,000","-31,808,000","-35,534,000","-27,076,000","-9,204,000","-27,914,000","-27,310,000","-27,548,000","-23,379,000","-18,737,000","-16,841,000","-16,653,000","-16,639,000","-9,736,000","-9,589,000","-8,293,000","-7,929,000","-6,986,000","-6,117,000","-6,352,000","-4,935,000","-4,956,000","961,000"
	InterestIncomeNonOperating,,,"0","0","0","0","0","3,286,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,725,000","4,725,000","4,725,000","4,825,000","5,825,000","4,625,000","4,625,000","4,625,000","9,568,000"
	InterestExpenseNonOperating,"351,075,000","82,423,000","86,431,000","90,110,000","92,111,000","95,155,000","97,798,000","92,108,000","91,192,000","85,459,000","76,451,000","75,385,000","76,302,000","62,724,000","50,529,000","46,262,000","42,660,000","37,482,000","34,153,000","34,108,000","34,315,000","34,069,000","37,767,000","29,279,000","11,529,000","30,544,000","29,997,000","30,243,000","26,230,000","21,670,000","19,762,000","19,771,000","19,438,000","12,695,000","13,117,000","11,883,000","11,590,000","10,758,000","7,623,000","9,776,000","8,544,000","8,573,000","8,607,000"
	TotalOtherFinanceCost,"12,399,000","3,032,000","3,041,000","3,147,000","3,179,000","3,338,000","3,449,000","3,463,000","3,462,000","3,127,000","2,963,000","3,139,000","3,170,000","3,152,000","2,155,000","2,054,000","2,037,000","2,864,000","2,015,000","2,009,000","1,982,000","1,964,000","1,992,000","2,022,000","1,900,000","1,595,000","1,538,000","1,530,000","1,374,000","1,292,000","1,304,000","1,107,000","1,426,000","1,266,000","1,197,000","1,135,000","1,064,000","1,053,000",,"1,201,000","1,016,000","1,008,000",
OtherIncomeExpense,"163,442,000","50,083,000","44,119,000","22,003,000","47,237,000","35,220,000","60,208,000","27,970,000","44,470,000","-529,911,000","97,839,000","-16,860,000","3,263,000","21,806,000","-31,909,000","18,513,000","-86,578,000","21,209,000","11,917,000","19,743,000","58,395,000","-19,581,000","12,097,000","25,504,000","17,950,000","9,805,000","-523,040,000","99,316,000","19,021,000","18,300,000","16,603,000","19,181,000","13,243,000","9,747,000","-251,000","-34,000","-7,000","127,000","-13,240,000","122,000","-1,667,000","58,000","5,170,000"
	GainOnSaleOfSecurity,,,,,,,,,,,,,,,,,,,,,,,,,,,"-20,224,000","77,244,000",,,,,,,,,,,,,"-1,700,000",,
	EarningsFromEquityInterest,"202,087,000","49,607,000","45,308,000","48,506,000","58,666,000","52,165,000","49,962,000","61,026,000","54,415,000","61,347,000","62,035,000","53,893,000","63,598,000","57,992,000","50,272,000","43,110,000","39,218,000","20,424,000","22,486,000","21,519,000","21,728,000","19,461,000","21,916,000","20,294,000","19,693,000","16,814,000","12,114,000","21,976,000","18,941,000","18,220,000","16,514,000","19,063,000","13,008,000","9,251,000","12,143,000","4,607,000","4,869,000","3,981,000","5,498,000","4,085,000","4,133,000","4,001,000","4,319,000"
	SpecialIncomeCharges,"-39,335,000","370,000","-1,579,000","-26,613,000","-11,513,000","-15,738,000","9,833,000","-33,776,000","-11,598,000","-589,497,000","-1,988,000","-2,859,000","-1,858,000","-980,000","-74,669,000","-25,252,000","-127,073,000","-32,000","-10,924,000","-2,087,000","36,395,000","-39,488,000","-10,094,000","5,045,000","-1,707,000","-7,150,000","-534,320,000","77,244,000","80,000","80,000","89,000",,"235,000","496,000","249,000","466,000","493,000","727,000","579,000","522,000","-1,267,000","458,000","851,000"
		RestructuringAndMergernAcquisition,,,,,,,,"768,000","2,843,000","441,057,000","3,000","-248,000","1,061,000","590,000","-961,000","-65,000","-170,000","-116,000","2,629,000","-72,000","-15,458,000","-119,487,000","5,872,000","6,230,000","1,907,000","632,000","20,224,000","-77,244,000",,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,"15,677,000","0","1,345,000","1,594,000","12,738,000","14,866,000","3,314,000","34,640,000","10,150,000","596,802,000","1,985,000","3,107,000","797,000","390,000","75,630,000","25,317,000","127,243,000","148,000","8,295,000","2,159,000","3,178,000","164,742,000","4,222,000","2,392,000","2,403,000","6,518,000","237,517,000",,,,,,,,,,,,,,,,
		WriteOff,,,,,,,,,,,,,"797,000",,"75,630,000","25,317,000","127,243,000","148,000","8,295,000","2,159,000","3,178,000","164,742,000","4,222,000","2,392,000","2,403,000","6,518,000",,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,"0","24,655,000",,"289,000","-862,000","-1,632,000","-1,395,000","-7,345,000",,,,,,,,,"0",,"-24,115,000","-5,767,000","0","-13,667,000","-2,603,000",,,,,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,"997,000","370,000","-234,000","-364,000","1,225,000","-583,000","12,285,000","-768,000","-2,843,000","-40,000","-3,000","248,000","-1,061,000","-590,000","961,000","65,000","170,000","116,000","-2,629,000","72,000","15,458,000","119,487,000","-5,872,000","-6,230,000","-1,907,000","-632,000","-20,224,000","77,244,000",,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"690,000","106,000","390,000","110,000","84,000","-1,207,000","413,000","720,000","1,653,000","-1,761,000","163,092,000","-67,894,000","-58,477,000","-35,206,000","-7,512,000","655,000","1,277,000","817,000","355,000","311,000","272,000","446,000","275,000","165,000","-36,000","141,000","-834,000","96,000","80,000","80,000","89,000","118,000","235,000","496,000","-251,000","-34,000","-7,000","127,000",,"122,000","33,000","58,000",
PretaxIncome,"1,061,320,000","319,475,000","236,639,000","265,464,000","239,742,000","192,347,000","272,982,000","257,163,000","286,385,000","-293,680,000","296,233,000","126,532,000","176,336,000","222,071,000","108,429,000","156,194,000","34,845,000","151,990,000","149,548,000","147,111,000","175,196,000","106,213,000","145,210,000","169,647,000","166,103,000","124,392,000","-428,735,000","164,413,000","110,730,000","90,426,000","95,425,000","106,062,000","97,972,000","89,947,000","86,610,000","81,175,000","61,270,000","55,912,000","-13,994,000","55,082,000","52,678,000","62,323,000","47,906,000"
TaxProvision,"-9,114,000","1,805,000","-14,210,000","1,826,000","1,465,000","1,112,000","2,206,000","3,028,000","5,044,000","-4,280,000","793,000","1,309,000","1,278,000","10,092,000","-355,000","1,517,000","282,000","1,502,000","-39,000","510,000","843,000","3,552,000","941,000","472,000","326,000","6,633,000","-925,000","1,661,000","-1,816,000","4,460,000","1,751,000","278,000","226,000","-228,000","-1,851,000","58,000","137,000","4,236,000","-450,000","14,166,000","12,929,000","16,695,000","9,664,000"
NetIncomeCommonStockholders,"1,016,613,000","301,934,000","238,186,000","250,198,000","226,295,000","181,798,000","258,249,000","241,479,000","267,576,000","-251,396,000","282,133,000","121,217,000","169,431,000","89,544,000","93,370,000","107,474,000","67,580,000","101,005,000","99,521,000","96,202,000","104,944,000","75,940,000","83,696,000","91,397,000","88,863,000","70,490,000","-125,245,000","88,284,000","67,795,000","55,287,000","57,164,000","59,952,000","55,254,000","50,497,000","48,801,000","44,338,000","35,475,000","27,748,000","-32,643,000","19,311,000","18,670,000","17,054,000","16,201,000"
	NetIncome,"1,039,218,000","308,717,000","243,517,000","255,725,000","231,259,000","185,791,000","263,891,000","246,611,000","273,037,000","-256,527,000","287,770,000","121,217,000","169,594,000","118,660,000","93,370,000","107,474,000","67,580,000","101,005,000","99,521,000","96,202,000","104,944,000","75,940,000","83,696,000","91,397,000","88,863,000","81,816,000","-125,245,000","88,284,000","67,795,000","57,029,000","57,164,000","59,952,000","55,254,000","49,541,000","48,801,000","44,338,000","34,711,000","32,315,000","-32,643,000","19,311,000","18,670,000","17,054,000","16,201,000"
		NetIncomeIncludingNoncontrollingInterests,"1,070,434,000","317,670,000","250,849,000","263,638,000","238,277,000","191,235,000","270,776,000","254,135,000","281,341,000","-289,400,000","295,440,000","125,223,000","175,058,000","211,979,000","108,784,000","154,677,000","34,563,000","150,488,000","149,587,000","146,601,000","174,353,000","102,661,000","144,269,000","169,175,000","165,777,000","117,759,000","-427,810,000","162,752,000","112,546,000","85,966,000","93,674,000","105,784,000","97,746,000","90,175,000","88,461,000","81,117,000","61,133,000","51,676,000","-13,544,000","40,916,000","39,749,000","45,628,000","38,242,000"
			NetIncomeContinuousOperations,"1,070,434,000","317,670,000","250,849,000","263,638,000","238,277,000","191,235,000","270,776,000","254,135,000","281,341,000","-289,400,000","295,440,000","125,223,000","175,058,000","211,979,000","108,784,000","154,677,000","34,563,000","150,488,000","149,587,000","146,601,000","174,353,000","102,661,000","144,269,000","169,175,000","165,777,000","117,759,000","-427,810,000","162,752,000","112,546,000","85,966,000","93,674,000","105,784,000","97,746,000","90,175,000","88,461,000","81,117,000","61,133,000","51,676,000","-13,544,000","40,916,000","39,749,000","45,628,000","38,242,000"
		MinorityInterests,"-31,216,000","-8,953,000","-7,332,000","-7,913,000","-7,018,000","-5,444,000","-6,885,000","-7,524,000","-8,304,000","32,873,000","-7,670,000","-4,006,000","-5,464,000","-93,319,000","-15,414,000","-47,203,000","33,017,000","-49,483,000","-50,066,000","-50,399,000","-69,409,000","-26,721,000","-60,573,000","-77,778,000","-76,914,000","-35,943,000","302,565,000","-74,468,000","-44,751,000","-28,937,000","-36,510,000","-45,832,000","-42,492,000","-40,634,000","-39,611,000","-36,779,000","-26,422,000","-19,361,000","12,077,000","-21,605,000","-21,079,000","-28,574,000","-22,041,000"
	PreferredStockDividends,"22,605,000","6,783,000","5,331,000","5,527,000","4,964,000","3,993,000","5,642,000","5,132,000","5,461,000","-5,131,000","5,637,000",,,"29,116,000",,,,,,,,,"0",,,"11,326,000","0",,,"1,742,000","0",,,"-956,000","49,000",,"-764,000",,,,,,
	OtherunderPreferredStockDividend,,,,,,,"0","0","0","0","0","0","163,000","29,116,000",,,,,,"0","0","0","0","182,794,000","0","11,326,000","0","0","0","1,742,000","0","0","0","-956,000","0","0","-764,000","4,567,000",,,,,
DilutedNIAvailtoComStockholders,"1,016,613,000","301,934,000","238,186,000","250,198,000","226,295,000","181,798,000","258,249,000","241,479,000","267,576,000","-251,396,000","282,133,000","121,217,000","169,431,000","89,544,000","93,370,000","107,474,000","67,580,000","101,005,000","99,521,000","96,202,000","104,944,000","75,940,000","83,696,000","91,397,000","88,863,000","70,490,000","-125,245,000","88,284,000","67,795,000","55,287,000","57,164,000","59,952,000","55,254,000","50,497,000","48,801,000","44,338,000","35,475,000","27,748,000","-32,643,000","19,311,000","18,670,000","17,054,000","16,201,000"
BasicEPS,,"0.75","0.58","0.61","0.55","0.44","0.62","0.55","0.6","-0.57","0.62","0.27","0.37","0.3","0.43","0.49","0.31","0.46",,"0.44","0.48","0.35",,"0.42","0.41","0.32",,"0.4","0.31","0.25",,"0.27","0.25","0.23",,"0.2","0.16","0.13",,"0.378","0.366","0.334",
DilutedEPS,,"0.75","0.58","0.61","0.55","0.44","0.62","0.55","0.6","-0.57","0.62","0.27","0.37","0.3","0.43","0.49","0.31","0.46",,"0.44","0.48","0.35",,"0.42","0.41","0.32",,"0.4","0.31","0.25",,"0.27","0.25","0.23",,"0.2","0.16","0.13",,"0.378","0.366","0.334",
BasicAverageShares,,"403,254,000","407,212,000","411,909,000","413,070,000","413,104,000","415,597,000","438,857,000","443,973,000","443,971,000","452,934,000","453,021,000","453,000,000","299,556,000","218,938,000","218,938,000","218,934,000","218,933,000",,"218,933,000","218,931,000","218,929,000",,"218,922,000","218,921,000","218,919,000",,"218,914,000","218,912,000","218,910,000",,"218,903,000","218,903,000","218,903,000",,"218,896,000","218,896,000","218,896,000",,"218,895,515","51,036,968","51,036,968",
DilutedAverageShares,,"404,460,000","408,454,000","412,714,000","413,070,000","413,104,000","415,597,000","438,857,000","443,973,000","443,971,000","452,934,000","453,021,000","453,000,000","299,556,000","218,938,000","218,938,000","218,934,000","218,933,000",,"218,933,000","218,931,000","218,929,000",,"218,922,000","218,921,000","218,919,000",,"218,914,000","218,912,000","218,910,000",,"218,903,000","218,903,000","218,903,000",,"218,896,000","218,896,000","218,896,000",,"218,895,515","51,036,968","51,036,968",
TotalOperatingIncomeAsReported,"1,448,759,000","404,824,000","325,721,000","383,266,000","334,948,000","292,336,000","372,954,000","347,096,000","373,766,000","-214,903,000","333,630,000","268,725,000","310,060,000","318,928,000","164,400,000","199,630,000","74,040,000","187,294,000","181,136,000","178,692,000","206,996,000","137,575,000","180,469,000","196,558,000","175,343,000","152,165,000","-400,591,000","191,865,000","134,029,000","109,083,000","112,177,000","122,597,000","114,376,000","99,187,000","96,450,000","89,502,000","69,206,000","62,771,000","-6,856,000","61,312,000","59,280,000","67,221,000","46,094,000"
TotalExpenses,"1,699,126,000","403,450,000","437,218,000","427,122,000","431,336,000","419,354,000","333,459,000","357,566,000","339,411,000","453,721,000","449,627,000","448,336,000","436,734,000","409,967,000","368,996,000","325,990,000","274,054,000","270,266,000","462,444,000","415,435,000","376,577,000","358,591,000","342,173,000","310,426,000","271,307,000","240,640,000","249,675,000","292,456,000","287,324,000","284,231,000","242,234,000","222,931,000","228,576,000","189,521,000","194,171,000","188,499,000","185,920,000","166,976,000","219,693,000","173,422,000","161,030,000","157,455,000","169,103,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"1,039,218,000","308,717,000","243,517,000","255,725,000","231,259,000","185,791,000","263,891,000","246,611,000","273,037,000","-256,527,000","287,770,000","121,217,000","169,594,000","118,660,000","93,370,000","107,474,000","67,580,000","101,005,000","99,521,000","96,202,000","104,944,000","75,940,000","83,696,000","91,397,000","88,863,000","81,816,000","-125,245,000","88,284,000","67,795,000","57,029,000","57,164,000","59,952,000","55,254,000","49,541,000","48,801,000","44,338,000","34,711,000","32,315,000","-32,643,000","19,311,000","18,670,000","17,054,000","16,201,000"
NormalizedIncome,"1,062,819,000","308,349,090.461","244,669,670","282,071,870","242,701,647.1","201,438,015.186","254,137,461.642","279,989,299.989","284,430,728.435","327,075,030","414,717,256.788","124,047,410","171,433,420","119,591,000","147,878,370","132,473,480","193,382,270","101,036,680","106,075,400","98,281,764.851","68,724,123.776","114,243,360","93,724,588.155","86,366,036.44","90,566,649.778","88,608,500","407,922,199.319","11,812,440","67,795,000","57,029,000","57,164,000","59,952,000","55,254,000","49,541,000","48,801,000","44,338,000","34,711,000","32,315,000","-31,275,437.33","19,311,000","20,200,000","17,054,000","15,521,670.855"
InterestIncome,,,"0","0","0","0","0","3,286,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,225,000","4,725,000","4,725,000","4,725,000","4,825,000","5,825,000","4,625,000","4,625,000","4,625,000","9,568,000"
InterestExpense,"351,075,000","82,423,000","86,431,000","90,110,000","92,111,000","95,155,000","97,798,000","92,108,000","91,192,000","85,459,000","76,451,000","75,385,000","76,302,000","62,724,000","50,529,000","46,262,000","42,660,000","37,482,000","34,153,000","34,108,000","34,315,000","34,069,000","37,767,000","29,279,000","11,529,000","30,544,000","29,997,000","30,243,000","26,230,000","21,670,000","19,762,000","19,771,000","19,438,000","12,695,000","13,117,000","11,883,000","11,590,000","10,758,000","7,623,000","9,776,000","8,544,000","8,573,000","8,607,000"
NetInterestIncome,"-363,474,000","-85,455,000","-89,472,000","-93,257,000","-95,290,000","-98,493,000","-101,247,000","-92,285,000","-90,429,000","-84,361,000","-75,189,000","-74,299,000","-75,247,000","-61,651,000","-48,459,000","-44,091,000","-40,472,000","-36,121,000","-31,943,000","-31,892,000","-32,072,000","-31,808,000","-35,534,000","-27,076,000","-9,204,000","-27,914,000","-27,310,000","-27,548,000","-23,379,000","-18,737,000","-16,841,000","-16,653,000","-16,639,000","-9,736,000","-9,589,000","-8,293,000","-7,929,000","-6,986,000","-6,117,000","-6,352,000","-4,935,000","-4,956,000","961,000"
EBIT,"1,412,395,000","401,898,000","323,070,000","355,574,000","331,853,000","287,502,000","370,780,000","349,271,000","377,577,000","-208,221,000","372,684,000","201,917,000","252,638,000","284,795,000","158,958,000","202,456,000","77,505,000","189,472,000","183,701,000","181,219,000","209,511,000","140,282,000","182,977,000","198,926,000","177,632,000","154,936,000","-398,738,000","194,656,000","136,960,000","112,096,000","115,187,000","125,833,000","117,410,000","102,642,000","99,727,000","93,058,000","72,860,000","66,670,000","-6,371,000","64,858,000","61,222,000","70,896,000","56,513,000"
EBITDA,"1,968,053,000"
ReconciledCostOfRevenue,"861,822,000","207,430,000","216,265,000","222,234,000","215,893,000","219,522,000","140,875,000","164,303,000","138,407,000","235,589,000","229,785,000","225,714,000","243,994,000","228,009,000","227,752,000","188,519,000","146,941,000","154,641,000","351,436,000","311,762,000","277,308,000","259,061,000","240,522,000","212,889,000","172,154,000","141,562,000","156,279,000","193,409,000","212,254,000","208,212,000","172,675,000","154,044,000","161,831,000","132,562,000","133,591,000","131,131,000","129,956,000","115,523,000","198,621,000","117,562,000","110,197,000","110,223,000","86,606,000"
ReconciledDepreciation,"555,658,000","134,582,000","144,225,000","139,002,000","137,849,000","130,553,000","106,398,000","132,564,000","119,805,000","132,319,000","120,278,000","127,914,000","121,117,000","113,946,000","99,349,000","82,553,000","78,792,000","76,842,000","74,602,000","72,539,000","74,031,000","69,702,000","73,287,000","67,246,000","67,305,000","65,095,000","42,222,000","65,688,000","65,961,000","70,292,000","53,147,000","45,651,000","43,746,000","40,612,000","39,365,000","37,615,000","36,496,000","32,440,000","35,991,000","26,462,000","27,741,000","27,067,000","33,491,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"1,039,218,000","308,717,000","243,517,000","255,725,000","231,259,000","185,791,000","263,891,000","246,611,000","273,037,000","-256,527,000","287,770,000","121,217,000","169,594,000","118,660,000","93,370,000","107,474,000","67,580,000","101,005,000","99,521,000","96,202,000","104,944,000","75,940,000","83,696,000","91,397,000","88,863,000","81,816,000","-125,245,000","88,284,000","67,795,000","57,029,000","57,164,000","59,952,000","55,254,000","49,541,000","48,801,000","44,338,000","34,711,000","32,315,000","-32,643,000","19,311,000","18,670,000","17,054,000","16,201,000"
TotalUnusualItemsExcludingGoodwill,"-39,335,000","370,000","-1,579,000","-26,613,000","-11,513,000","-15,738,000","9,833,000","-33,776,000","-11,598,000","-589,497,000","-127,288,000","-2,859,000","-1,858,000","-980,000","-74,669,000","-25,252,000","-127,073,000","-32,000","-10,924,000","-2,087,000","36,395,000","-39,488,000","-10,094,000","5,045,000","-1,707,000","-7,150,000","-534,320,000","77,244,000","80,000","80,000","89,000",,"235,000","496,000","249,000","466,000","493,000","727,000","-1,413,000","522,000","-1,700,000","458,000","851,000"
TotalUnusualItems,"-39,335,000","370,000","-1,579,000","-26,613,000","-11,513,000","-15,738,000","9,833,000","-33,776,000","-11,598,000","-589,497,000","-127,288,000","-2,859,000","-1,858,000","-980,000","-74,669,000","-25,252,000","-127,073,000","-32,000","-10,924,000","-2,087,000","36,395,000","-39,488,000","-10,094,000","5,045,000","-1,707,000","-7,150,000","-534,320,000","77,244,000","80,000","80,000","89,000",,"235,000","496,000","249,000","466,000","493,000","727,000","-1,413,000","522,000","-1,700,000","458,000","851,000"
NormalizedEBITDA,"2,007,388,000","536,110,000","468,874,000","521,189,000","481,215,000","433,793,000","467,345,000","515,611,000","508,980,000","513,595,000","620,250,000","332,690,000","375,613,000","399,721,000","332,976,000","310,261,000","283,370,000","266,346,000","269,227,000","255,845,000","247,147,000","249,472,000","266,358,000","261,127,000","246,644,000","227,181,000","177,804,000","183,100,000","202,921,000","182,388,000","168,334,000","171,484,000","161,156,000","143,254,000","139,092,000","130,673,000","109,356,000","99,110,000","31,033,000","91,320,000","90,663,000","97,963,000","89,153,000"
