name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,06/30/1994
TotalAssets,"23,560,292,000","23,858,321,000","22,533,141,000","21,886,931,000","21,427,127,000","20,438,638,000","19,873,851,000","19,872,629,000","18,224,548,000","18,242,579,000","17,764,277,000","11,889,336,000","11,656,275,000","11,443,515,000","11,428,994,000","11,190,697,000","8,022,828,000","7,856,203,000","7,649,820,000","7,397,858,000","7,094,856,000","6,892,031,000","6,493,495,000","6,221,294,000","6,097,771,000","5,588,940,000","5,216,300,000","5,205,734,000","4,152,904,000","4,037,077,000","3,999,408,000","3,973,135,000","3,487,984,000","3,667,649,000","2,818,502,000","2,808,675,000","2,861,651,000","3,019,052,000","2,949,383,000","2,920,311,000","3,043,234,000","2,994,307,000","3,010,379,000","2,857,237,000","2,918,423,000","2,972,168,000","2,434,703,000","2,421,910,000","2,351,650,000","2,423,970,000","2,207,475,000","2,285,245,000","2,346,278,000","2,407,090,000","2,257,643,000","2,193,021,000","2,118,243,000","2,112,063,000","2,103,139,000","2,049,073,000","2,036,413,000","2,047,542,000","1,945,904,000","1,783,344,000","1,738,891,000","1,697,209,000","1,370,439,000","1,305,156,000","1,260,031,000","1,267,993,000","1,184,991,000","1,157,156,000","1,168,385,000","1,168,044,000","1,137,532,000","1,155,206,000","1,174,161,000","1,192,477,000","1,163,825,000","1,127,045,000","1,138,374,000","1,176,886,000","1,091,171,000","903,040,000","828,570,000","826,197,000","812,716,000","802,879,000","772,153,000","789,500,000","751,400,000","721,300,000","706,200,000","724,900,000","700,000,000","699,900,000","707,200,000","691,900,000","685,400,000","642,500,000","631,700,000","635,000,000","576,600,000","451,700,000","335,600,000","341,500,000","314,000,000","300,300,000","293,900,000","292,800,000","272,000,000"
TotalLiabilitiesNetMinorityInterest,"20,553,133,000","20,891,870,000","19,632,371,000","19,049,927,000","18,669,531,000","17,791,550,000","17,309,168,000","17,412,499,000","15,787,398,000","15,772,997,000","15,343,554,000","10,352,215,000","10,160,691,000","9,987,168,000","10,024,017,000","9,818,801,000","7,153,884,000","7,051,724,000","6,847,899,000","6,615,176,000","6,336,640,000","6,245,594,000","5,850,912,000","5,595,379,000","5,496,943,000","5,074,181,000","4,714,000,000","4,718,964,000","3,663,121,000","3,671,049,000","3,645,578,000","3,629,736,000","3,187,954,000","3,350,950,000","2,528,146,000","2,520,898,000","2,577,929,000","2,740,035,000","2,650,177,000","2,619,372,000","2,745,537,000","2,700,537,000","2,715,957,000","2,580,079,000","2,644,566,000","2,698,761,000","2,160,736,000","2,147,040,000","2,158,297,000","2,229,006,000","1,974,459,000","2,052,091,000","2,108,294,000","2,167,731,000","2,064,299,000","2,000,466,000","1,921,935,000","1,920,814,000","1,914,543,000","1,864,974,000","1,853,649,000","1,868,810,000","1,785,464,000","1,630,342,000","1,587,461,000","1,548,506,000","1,243,829,000","1,180,072,000","1,138,152,000","1,147,054,000","1,066,316,000","1,042,011,000","1,052,508,000","1,054,431,000","1,026,198,000","1,010,060,000","1,065,585,000","1,050,493,000","1,056,977,000","986,581,000","1,001,144,000","1,038,238,000","986,289,000","814,061,000","745,096,000","745,541,000","735,397,000","727,458,000","696,638,000","713,500,000","676,600,000","647,700,000","633,200,000","653,100,000","630,600,000","631,400,000","639,500,000","623,700,000","618,700,000","582,400,000","573,300,000","577,300,000","524,100,000","410,500,000","301,000,000","307,600,000","281,100,000","268,200,000","262,600,000","262,300,000","242,700,000"
TotalEquityGrossMinorityInterest,"3,007,159,000","2,966,451,000","2,900,770,000","2,837,004,000","2,757,596,000","2,647,088,000","2,564,683,000","2,460,130,000","2,437,150,000","2,469,582,000","2,420,723,000","1,537,121,000","1,495,584,000","1,456,347,000","1,404,977,000","1,371,896,000","868,944,000","804,479,000","801,921,000","782,682,000","758,216,000","646,437,000","642,583,000","625,915,000","600,828,000","514,759,000","502,300,000","486,770,000","489,783,000","366,028,000","353,830,000","343,399,000","300,030,000","316,699,000","290,356,000","287,777,000","283,722,000","279,017,000","299,206,000","300,939,000","297,697,000","293,770,000","294,422,000","277,158,000","273,857,000","273,407,000","273,967,000","274,870,000","193,353,000","194,964,000","233,016,000","233,154,000","237,984,000","239,359,000","193,344,000","192,555,000","196,308,000","191,249,000","188,596,000","184,099,000","182,764,000","178,732,000","160,440,000","153,002,000","151,430,000","148,703,000","126,610,000","125,084,000","121,879,000","120,939,000","118,675,000","115,145,000","115,877,000","113,613,000","111,334,000","145,146,000","108,576,000","141,984,000","106,848,000","140,464,000","137,230,000","138,648,000","104,882,000","88,979,000","83,474,000","80,656,000","77,319,000","75,421,000","75,515,000","76,000,000","74,800,000","73,600,000","73,000,000","71,800,000","69,400,000","68,500,000","67,700,000","68,200,000","66,700,000","60,100,000","58,400,000","57,700,000","52,500,000","41,200,000","34,600,000","33,900,000","32,900,000","32,100,000","31,300,000","30,500,000","29,300,000"
	StockholdersEquity,"3,007,159,000","2,966,451,000","2,900,770,000","2,837,004,000","2,757,596,000","2,647,088,000","2,564,683,000","2,460,130,000","2,437,150,000","2,469,582,000","2,420,723,000","1,537,121,000","1,495,584,000","1,456,347,000","1,404,977,000","1,371,896,000","868,944,000","804,479,000","801,921,000","782,682,000","758,216,000","646,437,000","642,583,000","625,915,000","600,828,000","514,759,000","502,300,000","486,770,000","489,783,000","366,028,000","353,830,000","343,399,000","300,030,000","316,699,000","290,356,000","287,777,000","283,722,000","279,017,000","299,206,000","300,939,000","297,697,000","293,770,000","294,422,000","277,158,000","273,857,000","273,407,000","273,967,000","274,870,000","193,353,000","194,964,000","233,016,000","233,154,000","237,984,000","239,359,000","193,344,000","192,555,000","196,308,000","191,249,000","188,596,000","184,099,000","182,764,000","178,732,000","160,440,000","153,002,000","151,430,000","148,703,000","126,610,000","125,084,000","121,879,000","120,939,000","118,675,000","115,145,000","115,877,000","113,613,000","111,334,000","110,646,000","108,576,000","141,984,000","106,848,000","140,464,000","137,230,000","138,648,000","104,882,000","88,979,000","83,474,000","80,656,000","77,319,000","75,421,000","75,515,000","76,000,000","74,800,000","73,600,000","73,000,000","71,800,000","69,400,000","68,500,000","67,700,000","68,200,000","66,700,000","60,100,000","58,400,000","57,700,000","52,500,000","41,200,000","34,600,000","33,900,000","32,900,000","32,100,000","31,300,000","30,500,000","29,300,000"
		CapitalStock,"72,212,000","72,017,000","72,016,000","72,008,000","71,954,000","71,754,000","71,703,000","71,674,000","71,652,000","71,500,000","71,447,000","49,099,000","49,126,000","49,015,000","49,012,000","49,012,000","39,820,000","38,735,000","38,706,000","38,698,000","38,603,000","36,378,000","36,348,000","36,303,000","36,272,000","33,625,000","33,610,000","33,609,000","33,593,000","28,159,000","28,158,000","28,155,000","26,536,000","54,462,000","53,209,000","53,103,000","52,992,000","52,817,000","76,362,000","76,199,000","76,034,000","75,814,000","75,651,000","75,521,000","75,371,000","75,104,000","74,936,000","74,793,000","65,066,000","64,715,000","64,429,000","64,194,000","64,055,000","63,894,000","14,895,000","14,895,000","14,887,000","14,870,000","14,869,000","14,868,000","14,850,000","14,850,000","14,356,000","14,340,000","14,286,000","14,271,000","13,184,000","13,181,000","13,160,000","13,071,000","10,866,000","10,871,000","10,851,000","10,850,000","10,850,000","10,824,000","10,824,000","45,324,000","10,806,000","45,291,000","45,290,000","45,290,000","10,790,000","9,548,000","9,200,000","9,138,000","9,138,000","9,138,000","9,134,000","9,100,000","7,600,000",,,,,,,,,,,,,,,,,,,,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28,000,000","27,938,000","27,845,000","27,753,000","27,662,000","51,207,000","51,044,000","50,884,000","50,727,000","50,572,000","50,419,000","50,269,000","50,121,000","49,975,000","49,832,000","49,691,000","49,552,000","49,411,000","49,279,000","49,140,000","49,028,000",,,,,,,,,,,,,,,,,,,,,,,,"34,500,000",,"34,500,000","34,500,000","34,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"72,212,000","72,017,000","72,016,000","72,008,000","71,954,000","71,754,000","71,703,000","71,674,000","71,652,000","71,500,000","71,447,000","49,099,000","49,126,000","49,015,000","49,012,000","49,012,000","39,820,000","38,735,000","38,706,000","38,698,000","38,603,000","36,378,000","36,348,000","36,303,000","36,272,000","33,625,000","33,610,000","33,609,000","33,593,000","28,159,000","28,158,000","28,155,000","26,536,000","26,462,000","25,271,000","25,258,000","25,239,000","25,155,000","25,155,000","25,155,000","25,150,000","25,087,000","25,079,000","25,102,000","25,102,000","24,983,000","24,961,000","24,961,000","15,375,000","15,163,000","15,018,000","14,915,000","14,915,000","14,866,000","14,895,000","14,895,000","14,887,000","14,870,000","14,869,000","14,868,000","14,850,000","14,850,000","14,356,000","14,340,000","14,286,000","14,271,000","13,184,000","13,181,000","13,160,000","13,071,000","10,866,000","10,871,000","10,851,000","10,850,000","10,850,000","10,824,000","10,824,000","10,824,000","10,806,000","10,791,000","10,790,000","10,790,000","10,790,000","9,548,000","9,200,000","9,138,000","9,138,000","9,138,000","9,134,000","9,100,000","7,600,000",,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"1,928,702,000","1,924,813,000","1,922,964,000","1,920,566,000","1,917,990,000","1,913,285,000","1,911,031,000","1,909,839,000","1,908,721,000","1,907,108,000","1,904,789,000","1,053,500,000","1,053,190,000","1,051,584,000","1,050,752,000","1,049,283,000","559,040,000","508,404,000","506,779,000","505,803,000","503,543,000","410,276,000","409,630,000","408,549,000","407,726,000","337,349,000","336,599,000","336,212,000","335,578,000","225,015,000","224,142,000","223,888,000","190,513,000","189,722,000","165,835,000","165,484,000","165,078,000","164,949,000","164,182,000","166,685,000","166,579,000","166,639,000","166,385,000","166,170,000","165,995,000","165,930,000","165,544,000","165,398,000","88,409,000","87,790,000","86,432,000","86,286,000","86,141,000","86,038,000","83,453,000","83,308,000","82,920,000","82,750,000","82,308,000","82,019,000","81,620,000","81,481,000","68,663,000","68,459,000","67,520,000","67,381,000","46,202,000","46,173,000","45,828,000","45,073,000","46,740,000","46,824,000","46,452,000","46,446,000","46,340,000","45,940,000","45,946,000","45,946,000","45,831,000","45,616,000","45,616,000","45,616,000","45,389,000","33,448,000","29,828,000","29,237,000","29,237,000","29,237,000","29,202,000","28,900,000","30,400,000",,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"1,077,725,000","1,006,436,000","934,979,000","863,828,000","785,984,000","671,510,000","587,657,000","481,948,000","460,153,000","507,950,000","457,127,000","446,182,000","412,005,000","377,135,000","338,350,000","301,656,000","296,366,000","273,119,000","267,694,000","251,259,000","231,894,000","214,454,000","199,769,000","181,701,000","163,395,000","152,820,000","140,282,000","126,265,000","126,566,000","118,412,000","109,170,000","98,847,000","92,055,000","83,991,000","83,025,000","76,790,000","70,554,000","65,710,000","62,156,000","61,081,000","59,402,000","54,852,000","54,530,000","38,888,000","37,580,000","37,000,000","35,947,000","37,665,000","43,014,000","46,031,000","86,425,000","87,451,000","91,619,000","93,696,000","105,117,000","105,430,000","104,182,000","103,095,000","103,805,000","102,124,000","98,631,000","95,523,000","91,589,000","87,466,000","83,970,000","80,683,000","79,791,000","77,549,000","75,708,000","73,768,000","71,352,000","69,636,000","67,964,000","66,145,000","63,929,000","62,454,000","60,815,000","59,210,000","57,664,000","56,276,000","54,570,000","53,584,000","52,275,000","50,839,000","49,699,000","48,411,000","46,496,000","45,161,000","43,733,000","42,200,000","40,500,000","39,100,000","37,700,000","36,300,000","33,400,000","32,700,000","31,800,000","32,300,000","31,000,000","26,600,000","25,400,000","24,200,000","21,000,000","16,800,000","15,800,000","14,900,000","14,100,000","13,300,000","12,500,000","11,800,000","10,300,000"
		TreasuryStock,"69,639,000","52,405,000","51,074,000","44,422,000","44,422,000","42,966,000","42,960,000","42,944,000","42,927,000","34,971,000","28,122,000","28,122,000","17,559,000","16,561,000","16,561,000","15,484,000","15,459,000","14,499,000","14,499,000","14,499,000","14,615,000","13,613,000","13,613,000","13,598,000","12,976,000","12,388,000","12,388,000","12,388,000","12,307,000","11,656,000","11,614,000","11,614,000","11,448,000","11,182,000","11,182,000","11,182,000","11,176,000","11,066,000","10,831,000","10,831,000","10,831,000","10,831,000","10,831,000","10,831,000","10,831,000","10,831,000","10,831,000","10,820,000","10,812,000","10,812,000","10,812,000","10,810,000","10,787,000","10,787,000","10,787,000","10,787,000","10,774,000","10,769,000","10,769,000","10,681,000","10,593,000","10,593,000","10,593,000","10,481,000","10,481,000","10,481,000","10,474,000","10,402,000","10,220,000","10,220,000","10,220,000","10,194,000","10,194,000","9,859,000","9,859,000","9,847,000","9,847,000","9,689,000",,"8,186,000","7,821,000","6,220,000","6,220,000","6,220,000","6,220,000","6,220,000","6,220,000","5,488,000","3,810,000","2,100,000","2,100,000",,,,,,,,,,,,,,,,,,,,
