name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
TotalRevenue,"5,624,850,000","1,041,301,000","1,794,890,000","1,762,293,000","1,026,366,000","874,192,000","1,625,763,000","1,631,691,000","732,136,000","594,069,000","1,473,705,000","1,481,557,000","860,063,000","689,246,000","1,524,281,000","1,437,451,000","840,748,000","708,372,000","1,610,873,000","1,560,983,000","974,477,000","735,618,000","1,834,400,000","1,795,575,000","957,276,000","869,399,000","1,999,744,000","1,791,968,000","988,152,000","922,749,000","1,993,966,000","2,021,424,000","1,062,252,000","946,177,000","2,113,216,000","2,206,961,000","1,169,109,000","995,606,000","2,255,905,000","2,077,816,000","1,158,711,000","928,449,000","2,153,754,000","1,998,760,000","1,161,667,000","951,856,000","2,124,554,000","1,833,056,000","1,018,503,000","880,082,000","1,955,128,000","1,791,875,000","898,197,000","785,646,000","1,939,957,000","1,946,315,000","1,112,431,000","919,299,000","2,188,626,000","1,838,574,000","1,002,625,000","940,265,000","2,108,842,000","1,790,312,000","957,655,000","793,347,000","1,842,928,000","1,666,145,000","886,823,000","783,120,000","1,850,379,000","1,667,461,000","804,002,000","780,944,000","1,741,149,000","1,704,674,000","768,994,000","745,283,000","1,669,488,000","1,669,424,000","804,444,000","741,984,000","1,605,081,000","1,612,767,000","854,266,000","731,948,000","1,575,121,000","1,583,763,000","817,797,000","693,261,000","1,770,600,000","1,825,200,000","1,040,200,000","692,100,000","1,543,100,000","1,672,100,000","861,500,000","705,200,000","1,613,100,000","1,555,300,000","972,700,000","693,500,000","1,190,600,000","1,232,200,000","777,400,000","585,900,000","1,155,300,000","1,176,500,000","763,500,000","543,600,000","1,030,400,000","1,037,100,000","650,300,000","487,300,000","1,275,900,000","671,100,000","411,200,000","346,200,000","511,000,000","606,500,000","404,300,000","326,100,000","513,600,000","523,500,000","322,500,000","262,100,000","428,200,000","490,400,000","318,000,000","234,000,000","359,400,000","410,000,000","272,300,000","195,300,000","287,600,000","306,600,000","207,100,000","188,600,000","233,900,000","318,100,000","256,400,000","211,800,000","271,900,000","344,400,000","243,200,000","199,100,000","244,200,000","328,100,000"
	OperatingRevenue,"5,624,850,000","1,041,301,000","1,794,890,000","1,762,293,000","1,026,366,000","874,192,000","1,625,763,000","1,631,691,000","732,136,000","594,069,000","1,473,705,000","1,481,557,000","860,063,000","689,246,000","1,524,281,000","1,437,451,000","840,748,000","708,372,000","1,610,873,000","1,560,983,000","974,477,000","735,618,000","1,834,400,000","1,795,575,000","957,276,000","869,399,000","1,999,744,000","1,791,968,000","988,152,000","922,749,000","1,993,966,000","2,021,424,000","1,062,252,000","946,177,000","2,113,216,000","2,206,961,000","1,169,109,000","995,606,000","2,255,905,000","2,077,816,000","1,158,711,000","928,449,000","2,153,754,000","1,998,760,000","1,161,667,000","951,856,000","2,124,554,000","1,833,056,000","1,018,503,000","880,082,000","1,955,128,000","1,791,875,000","898,197,000","785,646,000","1,939,957,000","1,946,315,000","1,112,431,000","919,299,000","2,188,626,000","1,838,574,000","1,002,625,000","940,265,000","2,108,842,000","1,790,312,000","957,655,000","793,347,000","1,842,928,000","1,666,145,000","886,823,000","783,120,000","1,850,379,000","1,667,461,000","804,002,000","780,944,000","1,741,149,000","1,704,674,000","768,994,000","745,283,000","1,669,488,000","1,669,424,000","804,444,000","741,984,000","1,605,081,000","1,612,767,000","854,266,000","731,948,000","1,575,121,000","1,583,763,000","817,797,000","693,261,000","1,770,600,000","1,825,200,000","1,040,200,000","692,100,000","1,543,100,000","1,672,100,000","861,500,000","705,200,000","1,613,100,000","1,555,300,000","972,700,000","693,500,000","1,190,600,000","1,232,200,000","777,400,000","585,900,000","1,155,300,000","1,176,500,000","763,500,000","543,600,000","1,030,400,000","1,037,100,000","650,300,000","487,300,000","1,275,900,000","671,100,000","411,200,000","346,200,000","511,000,000","606,500,000","404,300,000","326,100,000","513,600,000","523,500,000","322,500,000","262,100,000","428,200,000","490,400,000","318,000,000","234,000,000","359,400,000","410,000,000","272,300,000","195,300,000","287,600,000","306,600,000","207,100,000","188,600,000","233,900,000","318,100,000","256,400,000","211,800,000","271,900,000","344,400,000","243,200,000","199,100,000","244,200,000","328,100,000"
CostOfRevenue,"2,927,130,000","558,406,000","910,609,000","919,754,000","538,361,000","465,188,000","790,584,000","799,307,000","411,288,000","338,886,000","760,527,000","795,130,000","518,679,000","449,456,000","814,687,000","824,395,000","587,546,000","489,499,000","1,115,736,000","913,834,000","574,712,000","456,840,000","973,012,000","924,810,000","523,709,000","480,728,000","996,289,000","912,371,000","515,294,000","472,301,000","988,183,000","1,000,286,000","569,682,000","464,646,000","962,372,000","1,018,981,000","569,101,000","455,555,000","1,029,972,000","962,445,000","564,189,000","455,078,000","993,390,000","1,042,686,000","605,426,000","478,709,000","1,028,580,000","895,525,000","528,887,000","448,230,000","910,978,000","873,260,000","492,137,000","439,774,000","1,047,791,000","1,046,245,000","617,097,000","522,463,000","1,137,886,000","973,862,000","559,463,000","521,579,000","1,096,496,000","938,943,000","541,535,000","461,389,000","962,194,000","904,888,000","500,006,000","439,060,000","954,333,000","870,807,000","437,654,000","429,267,000","876,065,000","864,605,000","412,670,000","377,277,000","835,153,000","829,024,000","450,086,000","410,090,000","817,609,000","839,488,000","475,357,000","404,724,000","713,633,000","866,204,000","402,680,000","330,251,000","929,600,000","907,500,000","487,600,000","329,000,000","740,100,000","763,900,000","410,500,000","331,400,000","761,400,000","705,100,000","461,500,000","316,700,000","546,600,000","553,900,000","363,600,000","264,200,000","535,100,000","563,900,000","364,100,000","253,500,000","469,100,000","475,700,000","308,800,000","225,700,000","606,100,000","299,800,000","180,700,000","164,800,000","241,600,000","278,600,000","183,100,000","155,400,000","247,600,000","243,000,000","149,900,000","126,400,000","215,300,000","237,000,000","151,100,000","115,700,000",,,,,,,,,,,,,,,,,,
GrossProfit,"2,697,720,000","482,895,000","884,281,000","842,539,000","488,005,000","409,004,000","835,179,000","832,384,000","320,848,000","255,183,000","713,178,000","686,427,000","341,384,000","239,790,000","709,594,000","613,056,000","253,202,000","218,873,000","495,137,000","647,149,000","399,765,000","278,778,000","861,388,000","870,765,000","433,567,000","388,671,000","1,003,455,000","879,597,000","472,858,000","450,448,000","1,005,783,000","1,021,138,000","492,570,000","481,531,000","1,150,844,000","1,187,980,000","600,008,000","540,051,000","1,225,933,000","1,115,371,000","594,522,000","473,371,000","1,160,364,000","956,074,000","556,241,000","473,147,000","1,095,974,000","937,531,000","489,616,000","431,852,000","1,044,150,000","918,615,000","406,060,000","345,872,000","892,166,000","900,070,000","495,334,000","396,836,000","1,050,740,000","864,712,000","443,162,000","418,686,000","1,012,346,000","851,369,000","416,120,000","331,958,000","880,734,000","761,257,000","386,817,000","344,060,000","896,046,000","796,654,000","366,348,000","351,677,000","865,084,000","840,069,000","356,324,000","368,006,000","834,335,000","840,400,000","354,358,000","331,894,000","787,472,000","773,279,000","378,909,000","327,224,000","861,488,000","717,559,000","415,117,000","363,010,000","841,000,000","917,700,000","552,600,000","363,100,000","803,000,000","908,200,000","451,000,000","373,800,000","851,700,000","850,200,000","511,200,000","376,800,000","644,000,000","678,300,000","413,800,000","321,700,000","620,200,000","612,600,000","399,400,000","290,100,000","561,300,000","561,400,000","341,500,000","261,600,000","669,800,000","371,300,000","230,500,000","181,400,000","269,400,000","327,900,000","221,200,000","170,700,000","266,000,000","280,500,000","172,600,000","135,700,000","212,900,000","253,400,000","166,900,000","118,300,000",,,,,,,,,,,,,,,,,,
OperatingExpense,"1,921,962,000","402,828,000","626,805,000","453,465,000","438,865,000","377,966,000","642,499,000","448,227,000","366,989,000","404,993,000","645,598,000","536,340,000","392,800,000","370,749,000","602,203,000","491,182,000","442,393,000","495,454,000","747,957,000","561,447,000","448,442,000","405,806,000","598,745,000","553,369,000","445,227,000","437,817,000","709,402,000","578,824,000","472,295,000","504,915,000","768,774,000","611,659,000","491,562,000","475,313,000","671,537,000","659,805,000","505,218,000","474,220,000","852,454,000","628,004,000","463,089,000","444,635,000","662,858,000","558,504,000","446,974,000","436,389,000","667,366,000","578,900,000","420,180,000","386,625,000","626,740,000","582,161,000","373,547,000","401,081,000","659,796,000","674,721,000","464,726,000","433,371,000","688,670,000","554,184,000","406,313,000","398,055,000","623,683,000","528,134,000","366,209,000","363,949,000","559,059,000","452,457,000","358,292,000","338,531,000","582,010,000","435,798,000","323,133,000","338,967,000","561,137,000","459,913,000","311,278,000","306,676,000","542,513,000","468,570,000","299,185,000","292,578,000","547,426,000","455,877,000","330,396,000","315,027,000","606,565,000","514,120,000","381,908,000","406,671,000","835,600,000","701,600,000","441,100,000","361,000,000","703,800,000","528,000,000","346,900,000","331,700,000","554,300,000","493,000,000","376,700,000","341,900,000","459,400,000","399,800,000","292,200,000","262,800,000","426,900,000","371,300,000","280,900,000","241,500,000","490,900,000","334,300,000","239,600,000","211,900,000","610,200,000","230,500,000","167,700,000","145,300,000","213,000,000","204,100,000","171,700,000","139,000,000","201,500,000","175,200,000","126,000,000","114,300,000","177,900,000","165,800,000","124,700,000","100,500,000",,,,,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"1,921,962,000","402,828,000","626,805,000","453,465,000","438,865,000","377,966,000","642,499,000","448,227,000","366,989,000","404,993,000","645,598,000","536,340,000","392,800,000","370,749,000","602,203,000","491,182,000","442,393,000","495,454,000","747,957,000","561,447,000","448,442,000","405,806,000","598,745,000","553,369,000","445,227,000","437,817,000","709,402,000","578,824,000","472,295,000","504,915,000","768,774,000","611,659,000","491,562,000","475,313,000","671,537,000","659,805,000","505,218,000","474,220,000","852,454,000","628,004,000","463,089,000","444,635,000","662,858,000","558,504,000","446,974,000","436,389,000","667,366,000","578,900,000","420,180,000","386,625,000","626,740,000","582,161,000","373,547,000","401,081,000","659,796,000","584,721,000","464,726,000","433,371,000","688,670,000","554,184,000","406,313,000","398,055,000","623,683,000","529,134,000","366,209,000","363,949,000","559,059,000","452,457,000","358,292,000","338,531,000","582,010,000","435,798,000","323,133,000","338,967,000","561,137,000","459,913,000","311,278,000","306,676,000","542,512,000","468,570,000","299,185,000","292,578,000","534,547,000","443,149,000","317,669,000","302,217,000","540,188,000","449,904,000","317,297,000","345,486,000","750,700,000","628,400,000","381,600,000","301,500,000","641,000,000","472,000,000","300,600,000","281,900,000","520,700,000","443,000,000","324,400,000","287,900,000","420,500,000","360,800,000","257,000,000","226,900,000","387,200,000","341,700,000","248,200,000","210,500,000","449,500,000","301,900,000","212,600,000","188,400,000","568,000,000","214,000,000","149,200,000","130,500,000","196,600,000","189,600,000","154,400,000","123,600,000","186,700,000","160,000,000","111,400,000","101,200,000","165,400,000","150,300,000","111,600,000","91,300,000",,,,,,,,,,,,,,,,,,
		GeneralAndAdministrativeExpense,"1,376,632,000","329,076,000","361,205,000","335,815,000","350,537,000","303,870,000","364,677,000","345,700,000","306,817,000","328,711,000","418,414,000","365,961,000","308,311,000","301,284,000","394,305,000","325,874,000","360,000,000","424,617,000","454,423,000","381,756,000","352,943,000","332,244,000","348,412,000","350,469,000","350,456,000","350,874,000","411,967,000","365,579,000","367,551,000","402,487,000","444,964,000","392,913,000","391,709,000","384,479,000","388,661,000","410,419,000","391,815,000","369,680,000","579,698,000","393,211,000","350,694,000","346,776,000","401,491,000","338,640,000","330,807,000","334,540,000","417,751,000","377,264,000","318,330,000","292,456,000","387,977,000","385,055,000","283,727,000","317,017,000","384,229,000","360,895,000","347,921,000","330,410,000","403,754,000","342,748,000","299,207,000","292,745,000","368,001,000","323,248,000","265,655,000","275,096,000","302,376,000","260,850,000","265,176,000","250,822,000","302,970,000","243,710,000","238,712,000","251,549,000","286,224,000","263,275,000","230,530,000","222,870,000","342,520,000","281,590,000","216,327,000","209,907,000","286,192,000","230,264,000","214,303,000","205,319,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"1,376,632,000","329,076,000","361,205,000","335,815,000","350,537,000","303,870,000","364,677,000","345,700,000","306,817,000","328,711,000","418,414,000","365,961,000","308,311,000","301,284,000","394,305,000","325,874,000","360,000,000","424,617,000","454,423,000","381,756,000","352,943,000","332,244,000","348,412,000","350,469,000","350,456,000","350,874,000","411,967,000","365,579,000","367,551,000","402,487,000","444,964,000","392,913,000","391,709,000","384,479,000","388,661,000","410,419,000","391,815,000","369,680,000","579,698,000","393,211,000","350,694,000","346,776,000","401,491,000","338,640,000","330,807,000","334,540,000","417,751,000","377,264,000","318,330,000","292,456,000","387,977,000","385,055,000","283,727,000","317,017,000","384,229,000","360,895,000","347,921,000","330,410,000","403,754,000","342,748,000","299,207,000","292,745,000","368,001,000","323,248,000","265,655,000","275,096,000","302,376,000","260,850,000","265,176,000","250,822,000","302,970,000","243,710,000","238,712,000","251,549,000","286,224,000","263,275,000","230,530,000","222,870,000","342,520,000","281,590,000","216,327,000","209,907,000","286,192,000","230,264,000","214,303,000","205,319,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"545,330,000","73,752,000","265,600,000","117,650,000","88,328,000","74,096,000","277,822,000","102,527,000","60,172,000","76,282,000","227,184,000","170,379,000","84,489,000","69,465,000","207,898,000","165,308,000","82,393,000","70,837,000","293,534,000","179,691,000","95,499,000","73,562,000","250,333,000","202,900,000","94,771,000","86,943,000","297,435,000","213,245,000","104,744,000","102,428,000","323,810,000","218,746,000","99,853,000","90,834,000","282,876,000","249,386,000","113,403,000","104,540,000","272,756,000","234,793,000","112,395,000","97,859,000","261,367,000","219,864,000","116,167,000","101,849,000","249,615,000","201,636,000","101,850,000","94,169,000","238,763,000","197,106,000","89,820,000","84,064,000","275,567,000","223,826,000","116,805,000","102,961,000","284,916,000","211,436,000","107,106,000","105,310,000","255,682,000","205,886,000","100,554,000","88,853,000","256,683,000","191,607,000","93,116,000","87,709,000","279,040,000","192,088,000","84,421,000","87,418,000","274,913,000","196,638,000","80,748,000","83,806,000","199,992,000","186,980,000","82,858,000","82,671,000","248,355,000","212,885,000","103,366,000","96,898,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,879,000","12,728,000","12,727,000","12,810,000","66,377,000","64,216,000","64,611,000","61,185,000","84,900,000","73,200,000","59,500,000","59,500,000","62,800,000","56,000,000","46,300,000","49,800,000","33,600,000","50,000,000","52,300,000","54,000,000","38,900,000","39,000,000","35,200,000","35,900,000","39,700,000","29,600,000","32,700,000","31,000,000","41,400,000","32,400,000","27,000,000","23,500,000","42,200,000","16,500,000","18,500,000","14,800,000","16,400,000","14,500,000","17,300,000","15,400,000","14,800,000","15,200,000","14,600,000","13,100,000","12,500,000","15,500,000","13,100,000","9,200,000",,,,,,,,,,,,,,,,,,
