name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000
		DeferredTax,"-1,428,000","5,493,000","-6,799,000","117,000",,,"-5,037,000",,,,"-8,376,000",,,,,,,,,,,,,,,,,,,,"2,384,000","309,000",,,"18,474,000","236,000",,,"-4,426,000",,,,"4,299,000",,,,"63,000","-10,000","-124,000","-29,000","-34,000","-178,000",,,,,,,,,,,"0","4,955,000","-1,905,000","-1,888,000","-3,429,000","5,404,000","-777,000","-2,575,000","-6,157,000",,,,,,,,
			DeferredIncomeTax,"-1,428,000","5,493,000","-6,799,000","117,000",,,"-5,037,000",,,,"-8,376,000",,,,,,,,,,,,,,,,,,,,"2,384,000","309,000",,,"18,474,000","236,000",,,"-4,426,000",,,,"4,299,000",,,,"63,000","-10,000","-124,000","-29,000","-34,000","-178,000",,,,,,,,,,,"0","4,955,000","-1,905,000","-1,888,000","-3,429,000","5,404,000","-777,000","-2,575,000","-6,157,000",,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"147,000",,,"48,000","48,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,"15,553,000","5,923,000","2,276,000","0","7,354,000","0","1,701,000","0","0","25,242,000","13,508,000","1,660,000","0","0","33,282,000","5,595,000","190,000","-967,000","40,600,000","248,000","480,000","1,380,000","18,785,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"45,973,000","12,802,000","11,052,000","11,995,000","10,124,000","15,307,000","14,232,000","118,783,000","6,861,000","5,828,000","5,723,000","5,116,000","5,298,000","5,695,000","6,206,000","3,685,000","6,095,000","7,997,000","7,780,000","6,763,000","30,877,000","5,289,000","7,503,000","7,408,000","10,305,000","3,998,000","6,568,000","6,075,000","6,281,000","5,299,000","5,412,000","4,910,000","4,519,000","2,231,000","1,775,000","1,565,000","60,651,000","3,631,000","115,081,000","364,000","315,000","423,000","344,000","113,000","602,000","498,000","653,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,"0","0","0","0","1,013,000","506,000","1,693,000","76,000","-3,879,000","-2,825,000","-2,664,000","-1,075,000","-8,484,000","-325,000","-2,248,000","-5,364,000","-2,245,000","-408,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"65,386,000","27,291,000","14,235,000","-3,600,000","27,460,000","29,660,000","34,282,000","31,955,000","-44,106,000","35,749,000","35,828,000","31,517,000","-20,156,000","17,194,000","19,238,000","13,367,000","11,728,000","8,819,000","15,890,000","10,267,000","8,990,000","8,342,000","12,120,000","8,003,000","8,252,000","8,183,000","7,364,000","7,684,000","5,753,000","3,786,000","3,763,000","3,541,000","1,839,000","168,000","-226,000","562,000","167,000","168,000","391,000","163,000","4,073,000","-3,764,000","6,167,000",,,"-6,327,000",,"4,040,000","459,000","982,000","807,000","1,819,000","905,000","1,268,000","907,000",,,,,,,,,,,,,"643,000","0","0","278,000","12,410,000","8,888,000","-9,541,000","998,000",,,,
		ChangeInWorkingCapital,"-553,257,000","-285,343,000","-72,698,000","-21,292,000","-173,924,000","-10,834,000","-46,104,000","-4,602,000","49,271,000","-105,345,000","-12,288,000","-6,322,000","1,322,000","-63,255,000","56,682,000","-6,072,000","-38,255,000","-53,199,000","78,095,000","19,509,000","142,332,000","97,394,000","42,564,000","23,784,000","-26,099,000","-117,633,000","108,516,000","-74,125,000","-22,201,000","-39,524,000","50,181,000","-29,914,000","-12,207,000","-63,689,000","3,566,000","-19,209,000","15,611,000","-29,891,000","-16,608,000","-23,931,000","-20,263,000","-12,196,000","23,751,000","-43,037,000","-10,412,000","-22,408,000","-32,722,000","36,457,000","-14,498,000","21,401,000","-42,513,000","25,626,000","-30,656,000","3,300,000","-27,873,000","15,467,000","-19,928,000","9,684,000","-17,276,000","21,915,000","-23,663,000","-939,000","-22,325,000","20,233,000","-14,786,000","3,169,000","-9,970,000","16,196,000","-27,667,000","-10,302,000","-9,602,000","40,769,000","-23,477,000","3,718,000","-8,572,000","17,608,000","-6,571,000","7,417,000","-8,370,000"
			ChangeInReceivables,"-5,429,000","-7,715,000","2,695,000","-825,000","416,000","-722,000","-4,415,000","361,000","-7,985,000","1,554,000","-4,500,000","-2,305,000","6,714,000","-7,218,000","2,515,000","-2,048,000","-2,107,000","-7,243,000","3,077,000","298,000","-625,000","8,000","2,033,000","-1,023,000","3,082,000","-3,504,000","3,776,000","-9,533,000","2,656,000","472,000","1,635,000","-3,517,000","-5,215,000","3,106,000","8,000","563,000","-4,894,000","-672,000","2,005,000","-1,627,000","171,000","-5,831,000","738,000","-329,000","-2,982,000","-4,707,000","-3,367,000","136,000","843,000","-843,000","-1,371,000","4,904,000","-3,040,000","-58,000","-3,086,000","3,171,000","-1,738,000","221,000","145,000","-640,000","-814,000","372,000","-118,000","166,000","-1,834,000","-88,000","-637,000","1,575,000","-1,602,000","1,686,000","-1,733,000","1,462,000","-552,000","-448,000","4,329,000","-569,000","-2,201,000","-477,000","1,729,000"
				ChangesInAccountReceivables,"-5,429,000","-7,715,000","2,695,000","-825,000","416,000","-722,000","-4,415,000","361,000","-7,985,000","1,554,000","-4,500,000","-2,305,000","6,714,000","-7,218,000","2,515,000","-2,048,000","-2,107,000","-7,243,000","3,077,000","298,000","-625,000","8,000","2,033,000","-1,023,000","3,082,000","-3,504,000","3,776,000","-9,533,000","2,656,000","472,000","1,635,000","-3,517,000","-5,215,000","3,106,000","8,000","563,000","-4,894,000","-672,000","2,005,000","-1,627,000",,,"738,000",,,,"-3,367,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"-223,649,000","-83,115,000","-100,849,000","12,416,000","-52,101,000","-49,540,000","-46,840,000","-8,797,000","6,853,000","-55,837,000","-9,522,000","51,599,000","49,536,000","1,653,000","32,416,000","-14,820,000","-20,963,000","-4,032,000","30,147,000","50,289,000","74,264,000","66,067,000","18,957,000","25,457,000","-11,490,000","-37,228,000","35,169,000","-53,364,000","-106,057,000","-42,253,000","50,624,000","-63,475,000","-63,554,000","-29,631,000","-5,957,000","-41,497,000","-41,046,000","-12,437,000","-19,521,000","-58,294,000","-5,600,000","-24,039,000","33,614,000","-36,423,000","-9,516,000","-27,150,000","-30,341,000","30,527,000","-21,149,000","5,719,000","-22,678,000","24,863,000","-36,469,000","13,428,000","-35,980,000","5,491,000","-27,186,000","7,200,000","33,000","13,272,000","-37,729,000","-1,942,000","-14,860,000","19,219,000","-29,856,000","7,413,000","-5,202,000","32,423,000","-36,917,000","-12,224,000","-16,192,000","45,669,000","-23,392,000","7,491,000","-7,986,000","19,257,000","-12,277,000","3,084,000","-5,285,000"
			ChangeInPrepaidAssets,"-197,096,000","-160,116,000","-10,387,000","18,751,000","-45,344,000","-12,575,000","-20,061,000","-36,981,000","-1,983,000","-8,324,000","-13,774,000","45,060,000","14,964,000","-17,846,000","-26,160,000","-9,120,000","-16,993,000","-26,181,000","7,118,000","1,090,000","28,675,000","8,654,000","-6,511,000","-13,975,000","16,695,000","-33,098,000","12,608,000","-9,093,000","16,603,000","-11,189,000","10,727,000","26,765,000","-2,704,000","-19,665,000","-12,766,000","8,318,000","25,936,000","-44,307,000","10,716,000","-10,706,000","-11,231,000","-13,233,000","-3,501,000","-13,546,000","-2,160,000","-17,164,000","180,000",,"1,414,000","3,475,000","-5,393,000",,,,,,,,,,"-2,437,000","464,000","-2,075,000","3,181,000","-1,573,000","-2,018,000","1,573,000","1,368,000","-3,496,000","5,161,000","-5,310,000","2,478,000","-2,250,000","-1,102,000","177,000","980,000","-703,000","404,000","-1,293,000"
			ChangeInPayablesAndAccruedExpense,"60,907,000","-14,778,000","61,415,000","-24,910,000","39,180,000","-32,250,000","52,739,000","23,971,000","39,862,000","-52,989,000","48,919,000","-1,401,000","-1,478,000","-38,595,000","23,149,000","19,116,000","14,498,000","-57,215,000","53,969,000","-19,383,000","28,655,000","1,219,000","23,267,000","7,825,000","-50,853,000","-30,546,000","-3,637,000","314,000","40,028,000","7,673,000","-19,348,000","9,237,000","31,235,000","4,346,000","9,060,000","2,445,000","19,835,000","25,978,000","-12,350,000","39,610,000","-11,921,000","20,815,000","-6,059,000","1,526,000","-216,000","19,123,000","1,490,000","3,780,000","7,044,000","12,735,000","-16,215,000","-2,940,000","11,081,000","-7,683,000","14,857,000","-3,607,000","7,543,000","7,861,000","-13,198,000","-2,029,000","18,188,000","6,105,000","-3,636,000","-1,617,000","14,986,000","-1,139,000","-2,587,000","-19,888,000","14,287,000","-5,041,000","12,368,000","-19,815,000","17,609,000","-7,475,000","1,269,000","-14,603,000","6,871,000","5,923,000","-245,000"
				ChangeInPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,269,000","-14,603,000","6,871,000","5,923,000","-245,000"
					ChangeInTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,235,000","10,410,000","-3,387,000","-2,473,000","-4,083,000"
						ChangeInIncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,235,000","10,410,000","-3,387,000","-2,473,000","-4,083,000"
			ChangeInOtherCurrentAssets,"-67,024,000","-12,148,000","-18,103,000","-6,999,000","-29,774,000","-13,578,000","-24,587,000","-21,987,000","-15,334,000","-7,600,000","-14,913,000",,,,,,,,,,,,,,,,,,,,,,,,"-1,209,000","-1,292,000","-228,000","-400,000","361,000","-1,128,000",,,"-45,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentLiabilities,"-194,437,000","-56,380,000","-10,356,000","-7,652,000","-120,049,000","15,087,000","-7,709,000","-4,958,000","-13,110,000","-8,828,000","-13,891,000","-78,862,000","-36,747,000","-18,348,000","38,000,000","979,000","-5,206,000","13,269,000","822,000","-2,733,000","2,806,000","-1,512,000","1,784,000","-2,536,000","10,764,000","-25,123,000","29,405,000","-5,631,000","14,560,000","1,461,000","7,579,000","1,201,000","10,302,000","-22,776,000","13,035,000","11,056,000","5,690,000","380,000","1,734,000","4,000","1,337,000","-1,813,000","-2,580,000","3,750,000","421,000","2,478,000","583,000","223,000","1,212,000","582,000","302,000","1,886,000","1,791,000","-233,000","-680,000","4,694,000","621,000","60,000","-2,537,000","2,846,000","538,000","315,000","-44,000","1,694,000","995,000","266,000","-663,000","-286,000","400,000","309,000","-215,000","1,730,000","-247,000","292,000","-1,401,000","2,085,000","-199,000","174,000","-548,000"
			ChangeInOtherWorkingCapital,"73,471,000","48,909,000","2,887,000","-12,073,000","33,748,000","82,744,000","4,769,000","43,789,000","40,968,000","26,679,000","-4,607,000","28,974,000","-31,667,000","17,099,000","-13,238,000","-179,000","-7,484,000","28,203,000","-17,038,000","-10,052,000","8,557,000","22,958,000","3,034,000","8,036,000","5,703,000","11,866,000","29,307,000","3,182,000","10,009,000","4,312,000","4,994,000","-125,000","17,729,000","931,000","1,395,000","1,198,000","10,318,000","1,567,000","447,000","8,210,000","6,585,000","11,905,000","1,584,000","2,513,000","4,041,000","5,012,000","-1,267,000",,"-3,862,000","-267,000","2,842,000","-3,087,000","-4,019,000","-2,154,000","-2,984,000","5,718,000","832,000","-5,658,000","-1,719,000","4,418,000","-1,409,000","-6,253,000","-1,592,000","-2,410,000","2,496,000","-1,265,000","-2,454,000","1,004,000","-339,000","-193,000","1,480,000","9,245,000",,,"-4,960,000","10,458,000","1,938,000","-1,691,000","-2,728,000"
InvestingCashFlow,"-173,409,000","-30,479,000","-35,763,000","-74,513,000","-32,654,000","-51,423,000","-130,299,000","-41,726,000","-8,943,000","-16,632,000","-52,009,000","-45,253,000","-17,367,000","-7,916,000","-32,333,000","-43,191,000","-34,091,000","-27,121,000","-37,281,000","-44,914,000","-21,007,000","167,245,000","-58,119,000","-44,864,000","-211,183,000","-7,331,000","-44,556,000","-56,930,000","-92,213,000","-33,698,000","-130,435,000","-31,061,000","-22,537,000","-16,515,000","-36,246,000","-27,006,000","-20,879,000","-9,737,000","-23,427,000","-12,120,000","-7,628,000","-6,193,000","-5,756,000","-7,669,000","-8,591,000","-3,577,000","-2,167,000","-4,615,000","-2,309,000","-3,094,000","-3,264,000","-4,291,000","-3,844,000","-3,402,000","-3,151,000","-7,659,000","-10,081,000","-9,621,000","-2,334,000","-3,290,000","-4,975,000","-3,797,000","-1,318,000","-2,412,000","-4,432,000","-2,033,000","-352,000","-1,158,000","-1,462,000","-3,589,000","-13,181,000","-2,341,000","-498,000","990,000","3,376,000","-3,989,000","-6,960,000","-7,567,000","-5,100,000"
	CashFlowFromContinuingInvestingActivities,"-173,409,000","-30,479,000","-35,763,000","-74,513,000","-32,654,000","-51,423,000","-130,299,000","-41,726,000","-8,943,000","-16,632,000","-52,009,000","-45,253,000","-17,367,000","-7,916,000","-32,333,000","-43,191,000","-34,091,000","-27,121,000","-37,281,000","-44,914,000","-21,007,000","167,245,000","-58,119,000","-44,864,000","-211,183,000","-7,331,000","-44,556,000","-56,930,000","-92,213,000","-33,698,000","-130,435,000","-31,061,000","-22,537,000","-16,515,000","-36,246,000","-27,006,000","-20,879,000","-9,737,000","-23,427,000","-12,120,000","-7,628,000","-6,193,000","-5,756,000","-7,669,000","-8,591,000","-3,577,000","-2,167,000","-4,615,000","-2,309,000","-3,094,000","-3,264,000","-4,291,000","-3,844,000","-3,402,000","-3,151,000","-7,659,000","-10,081,000","-9,621,000","-2,334,000","-3,290,000","-4,975,000","-3,797,000","-1,318,000","-2,412,000","-4,432,000","-2,033,000","-352,000","-1,158,000","-1,462,000","-3,589,000","-13,181,000","-2,341,000","-498,000","990,000","3,376,000","-3,989,000","-6,960,000","-7,567,000","-5,100,000"
		CapitalExpenditureReported,"-164,496,000","-29,364,000","-31,609,000","-71,636,000","-31,887,000","-50,251,000","-39,371,000","-24,224,000","-30,899,000","-16,632,000","-29,009,000","-39,331,000","-17,367,000","-7,916,000","-32,333,000","-43,191,000","-34,091,000","-27,121,000","-35,666,000","-37,427,000","-25,906,000","-13,456,000","-53,492,000","-33,153,000","-25,723,000","-45,276,000","-42,660,000","-30,540,000","-17,034,000","-29,227,000","-40,669,000","-30,890,000","-22,285,000","-16,515,000","-36,246,000","-27,006,000","-20,879,000","-9,737,000","-23,427,000","-12,114,000","-7,324,000","-6,193,000","-5,756,000","-7,669,000","-8,591,000","-3,577,000","-2,167,000","-4,615,000","-2,309,000","-3,094,000","-3,264,000","-4,291,000","-4,308,000","-3,402,000","-3,151,000","-7,659,000","-10,081,000","-9,621,000","-2,334,000","-3,290,000","-4,975,000","-3,797,000","-1,318,000","-2,412,000","-4,432,000","-2,033,000","-352,000","-1,158,000","-1,462,000","-3,589,000","-13,181,000","-2,341,000","-466,000","-344,000","-647,000","-3,790,000","-7,140,000","-7,550,000","-5,026,000"
		NetPPEPurchaseAndSale,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"0","-4,124,000",,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfPPE,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"0","-4,124,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetIntangiblesPurchaseAndSale,,,,,,,,,,,,,,,,,,,"0","0","-39,000","0","-158,000","0","0","-164,000","-121,000","-50,000",,,"-30,000","-171,000",,,"0","0",,,"0","-6,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfIntangibles,,,,,,,,,,,,,,,,,,,"0","0","-39,000","0","-158,000","0","0","-164,000","-121,000","-50,000",,,"-30,000","-171,000",,,"0","0",,,"0","-6,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetBusinessPurchaseAndSale,"57,000","-1,115,000","4,816,000","-2,877,000",,,"-78,071,000","-17,502,000",,,,,,,,,,,"0","0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,"-17,000","-74,000"
			PurchaseOfBusiness,,,"0",,,,"2,652,000","-17,502,000",,,,,,,,,,,"0","0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,"-17,000","-74,000"
		NetInvestmentPurchaseAndSale,,,,,,"-1,172,000",,,,,,,,,"0","0","0","0","0","0","0","175,801,000","15,082,000","-11,543,000","-69,250,000","41,660,000","9,419,000","-13,361,000","-65,136,000","-4,471,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfInvestment,,,,,,"-1,172,000",,,,,,,,,"0","0","0","0","0","0","0","-16,109,000","-61,518,000","-50,168,000","-92,195,000","-44,604,000","-61,324,000","-51,448,000","-85,136,000","-19,471,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SaleOfInvestment,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","191,910,000","76,600,000","38,625,000","22,945,000","86,264,000","70,743,000","38,087,000","20,000,000","15,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetOtherInvestingChanges,,,,,,,"-12,857,000","0",,,"-23,000,000",,,,,,,,"-1,615,000","-7,487,000","4,938,000","4,900,000","-19,551,000","-168,000","-110,000","-3,551,000","-11,194,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-32,000","1,334,000","4,023,000","-199,000",,,
FinancingCashFlow,"1,575,808,000","-42,351,000","-114,387,000","1,764,482,000","-31,936,000","-11,032,000","-13,088,000","-97,838,000","-136,170,000","3,182,000","-66,796,000","-41,985,000","-131,856,000","65,833,000","-143,582,000","-30,356,000","-26,055,000","16,792,000","-135,444,000","-24,892,000","-228,990,000","-299,087,000","70,000","282,000","-2,587,000","-6,000","8,242,000","10,213,000","265,490,000","2,837,000","17,158,000","-247,000","165,606,000","71,283,000","-15,519,000","21,161,000","-24,790,000","30,653,000","64,000","32,957,000","3,178,000","16,853,000","-61,262,000","41,983,000","1,688,000","20,961,000","48,705,000","-28,024,000","24,329,000","-15,647,000","53,173,000","-42,284,000","34,880,000","-7,999,000","30,051,000","-21,375,000","31,623,000","-3,502,000","18,652,000","-30,391,000","26,171,000","3,663,000","24,093,000","-35,953,000","20,339,000","-1,093,000","14,131,000","-35,002,000","28,023,000","14,899,000","10,309,000","-18,741,000","18,271,000","5,076,000","9,239,000","-23,868,000","14,139,000","-113,000","12,072,000"
