name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
OperatingCashFlow,"284,100,000","161,850,000","38,424,000","38,853,000","44,973,000","145,090,000","48,476,000","82,640,000","64,614,000","135,274,000","57,721,000","87,820,000","55,790,000","196,881,000","-3,910,000","90,370,000","90,650,000","184,775,000","102,785,000","78,987,000","78,811,000","149,715,000","104,149,000","98,167,000","50,404,000","105,547,000","64,396,000","79,132,000","85,334,000","146,778,000","1,554,000","41,726,000","67,090,000","156,898,000","40,155,000","46,607,000","50,416,000","105,379,000","59,145,000","57,691,000","78,418,000","121,299,000","29,041,000","76,972,000","60,190,000","103,262,000","26,728,000","86,899,000","33,756,000","81,054,000","24,671,000","57,640,000","84,909,000","91,561,000","-16,533,000","19,856,000","67,507,000","44,548,000","88,048,000","5,581,000","67,730,000","90,282,000","29,990,000","9,529,000","54,859,000","107,088,000","-22,343,000","62,176,000","6,150,000","82,562,000","49,590,000","-12,496,000","-12,582,000","83,830,000","1,732,000","-2,630,000","11,159,000","108,961,000","50,015,000","88,195,000","19,661,000","173,447,000","13,596,000","-143,385,000","-46,197,000","65,447,000","134,293,000","-45,374,000","-93,484,000","80,761,000","-8,600,000","42,700,000","41,800,000","35,300,000","114,300,000","83,900,000","12,100,000","57,600,000","8,700,000","55,200,000","62,700,000","75,800,000","13,700,000","57,300,000","9,200,000","97,400,000","18,400,000","42,800,000","11,700,000","59,300,000","23,900,000","28,100,000","22,700,000","70,100,000"
	CashFlowFromContinuingOperatingActivities,"284,100,000","161,850,000","38,424,000","38,853,000","44,973,000","145,090,000","48,476,000","82,640,000","64,614,000","135,274,000","57,721,000","87,820,000","55,790,000","196,881,000","-3,910,000","90,370,000","90,650,000","184,775,000","102,785,000","78,987,000","78,811,000","149,715,000","104,149,000","98,167,000","50,404,000","105,547,000","64,396,000","79,132,000","85,334,000","146,778,000","1,554,000","41,726,000","67,090,000","156,898,000","40,155,000","46,607,000","50,416,000","105,379,000","59,145,000","57,691,000","78,418,000","121,299,000","29,041,000","76,972,000","60,190,000","103,262,000","26,728,000","86,899,000","33,756,000","81,054,000","24,671,000","57,640,000","84,909,000","91,561,000","-16,533,000","19,856,000","67,507,000","44,548,000","88,048,000","5,581,000","67,730,000","90,282,000","29,990,000","9,529,000","54,859,000","107,088,000","-22,343,000","62,176,000","6,150,000","82,562,000","49,590,000","-12,496,000","-12,582,000","83,830,000","1,869,000","2,182,000","8,605,000","109,908,000","32,918,000","88,607,000","18,825,000","174,203,000","13,082,000","-125,661,000","-46,197,000","65,447,000","134,293,000","-45,374,000","-93,484,000","80,761,000","-8,600,000","42,700,000","41,800,000","35,300,000","114,300,000","83,900,000","12,100,000","57,600,000","8,700,000","55,200,000","62,700,000","75,800,000","13,700,000","57,300,000","9,200,000","97,400,000","18,400,000","42,800,000","11,700,000","59,300,000","23,900,000","28,100,000","22,700,000","70,100,000"
		NetIncomeFromContinuingOperations,"150,882,000","71,565,000","50,877,000","14,366,000","14,074,000","68,017,000","58,735,000","4,876,000","17,453,000","48,424,000","50,776,000","5,090,000","25,016,000","115,881,000","45,869,000","10,129,000","25,644,000","54,956,000","27,615,000","4,458,000","21,722,000","62,137,000","40,103,000","12,261,000","28,884,000","56,068,000","38,538,000","13,043,000","25,274,000","46,462,000","32,243,000","10,471,000","100,582,000","48,981,000","31,532,000","11,931,000","25,730,000","43,101,000","16,093,000","5,962,000","18,532,000","38,213,000","25,971,000","11,637,000","23,528,000","42,403,000","26,250,000","13,334,000","26,047,000","29,317,000","22,305,000","8,634,000","26,290,000","31,419,000","17,485,000","7,359,000","23,545,000","25,231,000","14,073,000","-3,875,000","14,183,000","14,094,000","18,029,000","10,073,000","13,459,000","31,572,000","25,412,000","-9,037,000","18,604,000","10,189,000","22,580,000","-9,782,000","10,132,000","12,224,000","15,083,000","4,320,000","8,968,000","16,133,000","11,477,000","-1,615,000","10,345,000","11,100,000","-52,056,000","12,084,000","22,725,000","29,403,000","68,106,000","34,541,000","-21,493,000","10,525,000","-29,500,000","27,600,000","8,500,000","19,400,000","21,500,000","8,700,000","15,700,000","32,200,000","23,300,000","13,200,000","48,500,000","29,800,000","14,200,000","18,400,000","9,000,000","41,900,000","32,600,000","10,800,000","15,200,000","28,500,000","26,700,000","8,100,000","15,700,000","26,700,000"
		OperatingGainsLosses,"3,498,000","3,436,000","-14,219,000","7,080,000","5,628,000","7,401,000","7,921,000","7,846,000","8,540,000","4,710,000","8,305,000","9,099,000","2,479,000","9,084,000","8,037,000","7,955,000","7,855,000","8,170,000","9,258,000","9,277,000","9,191,000","9,348,000","9,710,000","9,761,000","9,840,000","9,475,000","8,804,000","8,846,000","9,406,000","9,217,000","6,050,000","5,796,000","-156,930,000","7,415,000","10,173,000","10,416,000","10,529,000","10,949,000","83,838,000","-14,600,000","-14,700,000","-14,700,000","-2,225,000","-8,750,000","-8,750,000","-8,500,000","1,436,000","-7,552,000","-7,884,000","-7,000,000","0","-16,000,000",,,"4,396,000","-6,752,000","-1,613,000","-2,891,000","-3,400,000","-5,120,000","-303,000","1,076,000","17,610,000","-65,884,000","36,346,000","10,418,000","18,845,000","-3,503,000","12,421,000","9,534,000","9,925,000","24,846,000","7,035,000","15,111,000","4,395,000","-16,846,000","29,779,000","-3,026,000","-83,596,000","37,688,000","41,764,000","67,022,000","90,766,000","-105,530,000","-70,418,000","-81,466,000","-134,448,000","-104,122,000","-5,432,000","629,000","-8,100,000","-41,800,000","-19,500,000","-12,400,000","2,000,000","4,700,000","-10,100,000","-7,700,000","-7,100,000","700,000","-16,300,000","-12,900,000","-13,100,000","300,000","2,400,000","9,800,000","13,900,000","-400,000","5,500,000","6,200,000","3,100,000","-1,200,000","-2,100,000","900,000"
			GainLossOnSaleOfBusiness,,,,,,,,"0",,,"-973,000","0",,,,,,,,,,,"0","0",,,"-67,000","-547,000",,,"488,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-23,391,000","-1,932,000","-21,371,000","-52,000","-1,609,000","-155,000","-881,000","-683,000","11,000","-3,242,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-552,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,"26,889,000","5,368,000","7,152,000","7,132,000","7,237,000","7,556,000","8,802,000","8,529,000","8,529,000","7,952,000","9,278,000","9,099,000","8,956,000","9,084,000","8,037,000","7,955,000","7,855,000","8,170,000","9,258,000","9,277,000","9,191,000","9,348,000","9,710,000","9,761,000","9,840,000","9,475,000","8,871,000","9,393,000","9,569,000","9,217,000","5,562,000","5,796,000","4,170,000","7,415,000","10,173,000","10,416,000","10,529,000","10,949,000","83,838,000","-14,600,000","-14,700,000","-14,700,000","0","-8,750,000","-8,750,000","-8,500,000","0","-7,000,000","-7,000,000","-7,000,000","0","-16,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"239,437,000","62,609,000","62,937,000","57,752,000","56,139,000","55,348,000","54,372,000","54,099,000","64,331,000","51,421,000","51,051,000","50,186,000","55,634,000","49,123,000","47,580,000","47,154,000","46,761,000","45,823,000","44,852,000","44,013,000","43,706,000","43,084,000","42,511,000","41,343,000","40,780,000","40,291,000","38,313,000","37,391,000","36,752,000","35,379,000","35,438,000","34,356,000","33,961,000","34,582,000","34,396,000","33,903,000","33,272,000","31,618,000","33,109,000","31,646,000","31,325,000","30,322,000","29,327,000","28,305,000","28,249,000","27,719,000","28,434,000","26,650,000","32,738,000","19,804,000","32,256,000","30,062,000","43,755,000","45,061,000","-11,256,000","31,979,000","20,626,000","51,283,000","30,486,000","14,452,000","49,322,000","22,365,000","39,313,000","67,986,000","21,424,000","22,428,000","7,594,000","39,044,000","7,775,000","40,260,000","21,773,000","18,289,000","28,982,000","17,682,000","25,687,000","26,079,000","16,547,000","21,299,000","96,679,000","17,836,000","18,118,000","17,984,000","17,924,000","13,353,000","19,684,000","21,020,000","18,279,000","19,770,000","18,742,000","19,150,000",,,,,,,,,,,,,,,,,,,,,,,,
			DepreciationAndAmortization,"239,437,000","62,609,000","62,937,000","57,752,000","56,139,000","55,348,000","54,372,000","54,099,000","64,331,000","51,421,000","51,051,000","50,186,000","55,634,000","49,123,000","47,580,000","47,154,000","46,761,000","45,823,000","44,852,000","44,013,000","43,706,000","43,084,000","42,511,000","41,343,000","40,780,000","40,291,000","38,313,000","37,391,000","36,752,000","35,379,000","35,438,000","34,356,000","33,961,000","34,582,000","34,396,000","33,903,000","33,272,000","31,618,000","33,109,000","31,646,000","31,325,000","30,322,000","29,327,000","28,305,000","28,249,000","27,719,000","28,434,000","26,650,000","32,738,000","19,804,000","32,256,000","30,062,000","43,755,000","45,061,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
