name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991
OperatingCashFlow,"378,111,000","127,143,000","87,147,000","89,062,000","74,759,000","104,141,000","66,411,000","59,044,000","61,553,000","83,006,000","60,090,000","54,003,000","48,786,000","59,876,000","65,975,000","60,440,000","72,762,000","80,105,000","47,619,000","46,009,000","44,463,000","64,319,000","42,528,000","38,791,000","32,252,000","55,960,000","43,001,000","47,141,000","39,460,000","63,187,000","43,243,000","43,162,000","31,045,000","63,460,000","32,525,000","40,475,000","40,277,000","42,185,000","37,864,000","22,116,000","28,207,000","11,756,000","24,981,000","34,163,000","42,747,000","43,805,000","175,822,000","-8,387,000","-7,839,000","-8,237,000","-6,550,000","-6,633,000","-6,456,000","-7,402,000","-8,845,000","-8,882,000","-9,717,000","-9,628,000","-10,841,000","-9,943,000","-8,954,000","-10,859,000","-8,105,000","-8,843,000","-7,949,000","-8,777,000","48,763,000","51,908,000","35,211,000","48,533,000","32,361,000","37,683,000","7,062,000","-28,366,000","35,056,000","35,281,000","22,040,000","37,556,000","31,084,000","42,572,000","36,840,000","42,129,000","66,480,000","47,519,000","47,360,000","48,700,000","244,106,000","-5,089,000","-5,423,000","-4,351,000","-2,107,000","134,503,000","1,324,000","125,188,000","-31,998,000","98,466,000","117,817,000","73,740,000","-17,696,000","89,553,000","59,297,000","64,483,000","8,323,000","93,138,000","51,367,000","71,402,000","8,750,000","71,616,000","59,668,000","60,553,000","2,160,000","50,801,000","41,902,000","22,901,000","-5,800,000","36,000,000","6,500,000","-6,900,000","41,800,000","-5,200,000","8,900,000"
	CashFlowFromContinuingOperatingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42,185,000","37,864,000","22,116,000","28,207,000","11,756,000","24,981,000","34,163,000","42,747,000","43,805,000","175,822,000","-8,387,000","-7,839,000","-8,237,000","-6,550,000","-6,633,000","-6,456,000","-7,402,000","-8,845,000","-8,882,000","-9,717,000","-9,628,000","-10,841,000","-9,943,000","-8,954,000","-10,859,000","-8,105,000","-8,843,000","-7,949,000","-8,777,000","48,763,000","51,908,000","35,211,000","48,533,000","32,361,000","37,683,000","7,062,000","-28,366,000","35,056,000","35,281,000","22,040,000","37,556,000","31,084,000","42,572,000","36,840,000","42,129,000","66,480,000","47,519,000","47,360,000","48,700,000","244,106,000","-5,089,000","-5,423,000","-4,351,000","-2,107,000","134,503,000","1,324,000","125,188,000","-31,998,000","98,466,000","117,817,000","73,740,000","-17,696,000","89,553,000","59,297,000","64,483,000","8,323,000","93,138,000","51,367,000","71,402,000","8,750,000","71,616,000","59,668,000","60,553,000","2,160,000","50,801,000","41,902,000","22,901,000","-5,800,000","36,000,000","6,500,000","-6,900,000","41,800,000","-5,200,000","8,900,000"
		NetIncomeFromContinuingOperations,"390,684,000","85,928,000","125,163,000","88,676,000","90,917,000","81,087,000","93,196,000","66,999,000","56,926,000","62,259,000","80,022,000","59,828,000","52,274,000","46,439,000","59,880,000","65,900,000","58,457,000","58,160,000","78,593,000","43,178,000","41,741,000","43,910,000","72,664,000","48,471,000","39,904,000","55,547,000","51,682,000","42,687,000","48,224,000","45,585,000","57,667,000","44,134,000","42,854,000","36,159,000","57,472,000","29,523,000","40,276,000","38,231,000","26,189,000","-23,142,000","21,339,000","26,699,000","-199,463,000","27,003,000","35,512,000","43,680,000","42,925,000","12,215,000","31,772,000","47,246,000","59,671,000","62,530,000","38,253,000","6,735,000","24,018,000","64,361,000","83,911,000","72,436,000","92,152,000","104,828,000","100,647,000","78,525,000","109,429,000","74,003,000","76,005,000","65,559,000","84,536,000","60,570,000","56,124,000","46,834,000","64,675,000","41,758,000","42,379,000","46,361,000","10,094,000","272,000","39,895,000","28,344,000","39,161,000","34,339,000","43,819,000","44,723,000","39,043,000","38,990,000","42,094,000","39,164,000","36,868,000","63,777,000","57,399,000","65,926,000","85,920,000","101,654,000","97,214,000","98,054,000","77,843,000","70,248,000","75,841,000","68,984,000","73,520,000","66,209,000","-64,122,000","53,349,000","52,292,000","48,957,000","47,030,000","45,067,000","43,096,000","41,007,000","37,099,000","34,185,000","35,109,000","34,685,000","32,271,000","31,424,000","32,500,000","24,600,000","19,300,000","18,400,000","17,500,000","14,100,000","12,300,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-42,997,000","-26,892,000","16,595,000","-27,803,000","-32,707,000","372,215,000","-34,074,000","-42,745,000","-51,058,000","-50,168,000","-18,914,000","-38,925,000","-54,210,000","-67,086,000","-68,723,000","-44,092,000","-12,612,000","-30,661,000","-72,936,000","-93,042,000","-81,997,000","-102,299,000","-114,856,000","-110,267,000","-87,834,000","-119,763,000","-82,028,000","-84,514,000","-73,164,000","-92,143,000","-67,237,000","-62,654,000","-53,020,000","-71,509,000","-47,701,000","-48,585,000","-52,176,000","-16,321,000","-5,849,000","-45,108,000","-33,146,000","-44,291,000","-39,583,000","-49,605,000","-50,216,000","-44,891,000","-44,750,000","-47,516,000","-44,863,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-421,772,000","-94,353,000","-134,091,000","-95,921,000","-97,407,000","-88,907,000","-101,415,000","-73,874,000","-63,201,000","-69,914,000","-87,909,000","-66,722,000","-59,023,000","-52,638,000","-66,759,000","-72,802,000","-65,388,000","-65,698,000","-85,725,000","-49,055,000","-47,947,000","-49,666,000","-78,630,000","-54,138,000","-45,489,000","-61,132,000","-57,485,000","-48,988,000","-54,409,000","-51,616,000","-63,563,000","-49,876,000","-48,467,000","-41,371,000","-62,971,000","-34,504,000","-45,440,000","-42,997,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-42,997,000","-26,892,000","16,595,000","-27,803,000","-32,707,000","372,215,000","-34,074,000","-42,745,000","-51,058,000","-50,168,000","-18,914,000","-38,925,000","-54,210,000","-67,086,000","-68,723,000","-44,092,000","-12,612,000","-30,661,000","-72,936,000","-93,042,000","-81,997,000","-102,299,000","-114,856,000","-110,267,000","-87,834,000","-119,763,000","-82,028,000","-84,514,000","-73,164,000","-92,143,000","-67,237,000","-62,654,000","-53,020,000","-71,509,000","-47,701,000","-48,585,000","-52,176,000","-16,321,000","-5,849,000","-45,108,000","-33,146,000","-44,291,000","-39,583,000","-49,605,000","-50,216,000","-44,891,000","-44,750,000","-47,516,000","-44,863,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,244,000","49,240,000","45,799,000","40,352,000","36,499,000","34,580,000","30,677,000","27,618,000","25,544,000","23,186,000","23,012,000","21,031,000","20,688,000","19,686,000","19,054,000","17,465,000","16,368,000","17,256,000","16,728,000","16,998,000","17,643,000","17,396,000","16,827,000","15,824,000","13,900,000","14,600,000","10,500,000","9,500,000","8,100,000","6,900,000","5,900,000"
			DepreciationAndAmortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,244,000","49,240,000","45,799,000","40,352,000","36,499,000","34,580,000","30,677,000","27,618,000","25,544,000","23,186,000","23,012,000","21,031,000","20,688,000","19,686,000","19,054,000","17,465,000","16,368,000","17,256,000","16,728,000","16,998,000","17,643,000","17,396,000","16,827,000","15,824,000","13,900,000","14,600,000","10,500,000","9,500,000","8,100,000","6,900,000","5,900,000"
		OtherNonCashItems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,077,000","43,121,000","27,346,000","32,603,000","17,880,000",,"43,121,000","50,484,000","51,497,000",,,,,,,,,,,,,,,,,,,,,"-197,552,000","58,761,000","40,411,000","55,975,000","38,190,000","44,309,000","19,002,000","-28,366,000","40,812,000","40,780,000","26,650,000","42,713,000","36,537,000","48,010,000","42,892,000","47,366,000","73,097,000","52,030,000","52,526,000","54,706,000","205,700,000","-68,314,000","-62,430,000","-71,151,000","-50,793,000","6,909,000","5,225,000","4,114,000","2,093,000","4,835,000","2,468,000","3,477,000","2,152,000","2,056,000","121,740,000","1,522,000","2,213,000","2,021,000","1,993,000","2,168,000","1,529,000","1,487,000","1,414,000","1,488,000",,,"1,620,000","991,000","-74,800,000","-200,000","1,700,000","1,700,000","1,300,000","2,200,000","2,900,000"
		ChangeInWorkingCapital,"-6,660,000","-1,146,000","1,612,000","-221,000","-6,905,000","5,870,000","1,513,000","376,000","-869,000","-901,000","989,000","39,000","1,403,000","-1,410,000","119,000","-104,000","503,000","-1,028,000","930,000","-323,000","234,000","-306,000","487,000","196,000","-6,015,000","5,677,000","244,000","-565,000","-5,669,000","6,034,000","-326,000","310,000","-5,745,000","5,215,000","-4,304,000","4,923,000","2,055,000","6,874,000","-4,554,000","1,317,000","2,068,000","-116,000","-2,669,000","-1,887,000","-504,000","-314,000","655,000","-1,688,000","-686,000","-1,273,000","865,000","-440,000","-617,000","-1,525,000","-2,202,000","-307,000","-586,000","-67,000","-694,000","85,000","666,000","-1,550,000","2,229,000","-818,000","560,000","-1,172,000","719,000","-186,000","1,330,000","-1,256,000","1,005,000","-683,000","-5,734,000","5,815,000","471,000","78,000","603,000","-355,000","-323,000","-194,000","-266,000","256,000","-769,000","1,249,000","256,000","-307,000","1,538,000","-552,000","-392,000","874,000","-54,478,000","-23,300,000","-146,914,000","-17,332,000","-148,433,000","-11,197,000","8,831,000","-26,339,000","-118,912,000","-1,898,000","-21,333,000","-11,419,000","-66,870,000","22,474,000","-16,710,000","6,702,000","-52,243,000","11,866,000","4,427,000","7,882,000","-56,449,000","1,331,000","-8,816,000","-25,338,000","22,600,000","-3,000,000","-25,000,000","-5,300,000","14,900,000","-28,400,000","-12,200,000"
