name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013
OperatingCashFlow,"620,371,000","160,887,000","168,595,000","149,486,000","141,403,000","123,889,000","132,934,000","114,814,000","71,634,000","112,204,000","122,660,000","117,393,000","123,434,000","94,847,000","108,605,000","103,608,000","92,227,000","87,238,000","80,020,000","87,401,000","72,887,000","69,117,000","63,536,000","69,901,000","60,561,000","52,306,000","55,312,000","48,316,000","46,196,000","36,073,000","34,699,000","27,494,000","24,937,000","20,976,000","17,394,000","13,626,000"
	CashFlowFromContinuingOperatingActivities,"620,371,000","160,887,000","168,595,000","149,486,000","141,403,000","123,889,000","132,934,000","114,814,000","71,634,000","112,204,000","122,660,000","117,393,000","123,434,000","94,847,000","108,605,000","103,608,000","92,227,000","87,238,000","80,020,000","87,401,000","72,887,000","69,117,000","63,536,000","69,901,000","60,561,000","52,306,000","55,312,000","48,316,000","46,196,000","36,073,000","34,699,000","27,494,000","24,937,000","20,976,000","17,394,000","13,626,000"
		NetIncomeFromContinuingOperations,"300,410,000","87,022,000","75,021,000","75,936,000","62,431,000","54,960,000","54,724,000","54,630,000","40,600,000","62,660,000","59,837,000","111,618,000","67,964,000","45,556,000","56,584,000","48,225,000","62,201,000","49,960,000","41,008,000","28,580,000","61,060,000","31,390,000","31,940,000","36,343,000","30,249,000","24,793,000","24,072,000","22,998,000","19,634,000","17,066,000","17,423,000","10,755,000","10,422,000","9,539,000","7,505,000","7,816,000"
		OperatingGainsLosses,"-39,216,000","-3,919,000","-17,529,000","-12,593,000","-5,175,000","-15,307,000","-19,460,000","-3,537,000","-531,000","-2,746,000","-11,747,000","-59,290,000","-15,033,000","2,663,000","-14,796,000","-1,228,000","-19,926,000","-10,392,000","-3,826,000","-6,345,000","-25,734,000","-3,699,000","-3,687,000","-6,733,000","-3,147,000","347,000","560,000","-687,000",,,"-3,258,000","-114,000","-1,363,000","-743,000","-245,000","-1,867,000"
			GainLossOnInvestmentSecurities,"-37,061,000","-6,076,000","-14,384,000","-10,721,000","-5,880,000","-15,670,000","-15,960,000","-3,537,000","-531,000","-2,746,000","-11,747,000","-59,290,000","-15,033,000","1,928,000","-14,796,000","-1,228,000","-19,926,000","-9,578,000","-3,826,000","-6,345,000","-25,734,000","-3,699,000","-3,687,000","-6,733,000","-3,147,000","347,000","560,000","-687,000",,,"-3,258,000","-114,000","-1,363,000","-743,000","-245,000","-1,867,000"
			EarningsLossesFromEquityInvestments,"-2,155,000","2,157,000","-3,145,000","-1,872,000","705,000","363,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"274,885,000","72,639,000","70,088,000","67,123,000","65,035,000","63,567,000","62,172,000","61,119,000","60,296,000","59,338,000","57,340,000","55,919,000","55,000,000","53,716,000","49,519,000","45,781,000","44,216,000","42,310,000","40,079,000","37,589,000","37,396,000","35,215,000","32,992,000","31,112,000","29,035,000","26,479,000","24,884,000","23,271,000","21,568,000","18,892,000","16,835,000","15,480,000","13,149,000","11,561,000","9,534,000","8,154,000"
			DepreciationAndAmortization,"274,885,000","72,639,000","70,088,000","67,123,000","65,035,000","63,567,000","62,172,000","61,119,000","60,296,000","59,338,000","57,340,000","55,919,000","55,000,000","53,716,000","49,519,000","45,781,000","44,216,000","42,310,000","40,079,000","37,589,000","37,396,000","35,215,000","32,992,000","31,112,000","29,035,000","26,479,000","24,884,000","23,271,000","21,568,000","18,892,000","16,835,000","15,480,000","13,149,000","11,561,000","9,534,000","8,154,000"
		AmortizationOfSecurities,,,,,,,,,,,,"3,326,000","3,071,000","1,686,000","2,659,000","2,283,000","2,200,000","1,466,000","2,051,000","2,012,000","1,994,000","1,874,000","1,803,000","1,796,000","1,762,000","1,661,000","1,285,000","1,291,000","1,262,000","897,000","597,000","557,000","767,000","373,000","330,000","313,000"
		AssetImpairmentCharge,"18,541,000","912,000","7,629,000","3,400,000","6,600,000","7,350,000","12,031,000","2,772,000","5,300,000","2,900,000","8,800,000","7,341,000","0","2,610,000","5,202,000","0","1,038,000","1,570,000","1,500,000","7,670,000","0","4,270,000",,,,,"0","0","0","1,000,000",,,,,,
