name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004
OperatingCashFlow,,"-162,000,000","49,600,000","98,400,000","102,700,000","-84,000,000","-39,100,000","228,851,000","401,273,000","-25,517,000","-125,307,000","407,550,000","47,247,000","94,739,000","-336,883,000","540,400,000","-40,985,000","80,422,000","-40,456,000","241,048,000","-76,291,000","72,320,000","78,123,000","46,289,000","-6,293,000","35,977,000","44,675,000","98,118,000","-51,263,000","22,296,000","40,189,000","102,279,000","-82,855,000","-18,077,000","54,150,000","29,099,000","28,803,000","-26,694,000","47,285,000","50,033,000","-44,953,000","21,305,000","58,976,000","41,571,000","-31,124,000","11,330,000","57,513,000","48,026,000","902,000","-4,013,000","29,583,000","3,274,000","-543,000","79,824,000","5,021,000","20,382,000","-300,000","26,672,000","2,813,000","11,478,000","42,235,000","6,504,000","3,598,000","17,049,000","30,051,000","12,824,000","22,880,000","-3,270,000","6,504,000","-7,320,000","12,755,000","5,259,000"
	CashFlowFromContinuingOperatingActivities,,"-162,000,000","49,600,000","98,400,000","102,700,000","-84,000,000","-39,100,000","228,851,000","401,273,000","-25,517,000","-125,307,000","407,550,000","47,247,000","94,739,000","-336,883,000","540,400,000","-40,985,000","80,422,000","-40,456,000","241,048,000","-76,291,000","72,320,000","78,123,000","46,289,000","-6,293,000","35,977,000","44,675,000","98,118,000","-51,263,000","22,296,000","40,189,000","102,279,000","-82,855,000","-18,077,000","54,150,000","29,099,000","28,803,000","-26,694,000","47,285,000","50,033,000","-44,953,000","21,305,000","58,976,000","41,571,000","-31,124,000","11,330,000","57,513,000","48,026,000","902,000","-4,013,000","29,583,000","3,274,000","-543,000","79,824,000","5,021,000","20,382,000","-300,000","26,672,000","2,813,000","11,478,000","42,235,000","6,504,000","3,598,000","17,049,000","30,051,000","12,824,000","22,880,000","-3,270,000","6,504,000","-7,320,000","12,755,000","5,259,000"
		NetIncomeFromContinuingOperations,,"55,800,000","68,000,000","104,800,000","76,500,000","-6,300,000","-220,500,000","71,875,000","-6,725,000","-122,640,000","-23,410,000","27,380,000","30,987,000","-68,086,000","-893,000","48,310,000","49,375,000","-66,655,000","67,596,000","45,131,000","44,659,000","-9,356,000","20,430,000","47,392,000","41,126,000","-5,719,000","7,118,000","30,807,000","28,349,000","-9,786,000","12,907,000","24,207,000","26,799,000","-12,117,000","14,957,000","27,404,000","27,158,000","-161,000","18,206,000","27,891,000","25,415,000","3,144,000","19,115,000","31,257,000","24,088,000","-6,177,000","10,052,000","16,864,000","16,291,000","-6,456,000","7,827,000","19,032,000","17,187,000","-2,443,000","18,642,000","24,933,000","18,264,000","-8,132,000","5,241,000","11,308,000","11,505,000","-6,339,000","8,805,000","14,572,000","17,054,000","4,777,000","12,908,000","10,426,000","11,330,000","2,418,000","8,743,000","-5,459,000"
		OperatingGainsLosses,,"-1,200,000","20,700,000","-2,500,000","53,600,000","366,500,000","-600,000","-1,470,000","-1,124,000","-554,000","14,348,000","-360,000","-2,298,000","-907,000","-265,000","-641,000","-811,000","1,725,000","-319,000","-113,000","-306,000","-108,000","-312,000","-1,044,000","-427,000","-111,000","-300,000","-498,000","-336,000","-147,000","-126,000","-663,000","-180,000","-106,000","-374,000","-758,000","-153,000","-350,000","-226,000","-379,000","-197,000","-493,000","-209,000","-109,000","-151,000","-165,000","-325,000",,,,,,,,,,,,,,,,,,"-1,756,000","205,000","842,000","170,000","175,000","172,000","1,088,000","15,060,000"
			GainLossOnSaleOfBusiness,,"0","22,300,000","-1,400,000","4,200,000",,"355,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,"-1,200,000","-1,600,000","-1,100,000","-1,300,000","-800,000","-600,000","-1,492,000","-1,124,000","-554,000","-330,000","-360,000","-2,298,000","-907,000","-265,000","-163,000","-812,000","0","-319,000","-113,000","-306,000","-108,000","-312,000","-1,044,000","-427,000","-111,000","-300,000","-498,000","-336,000","-147,000","-126,000","-663,000","-180,000","-106,000","-374,000","-758,000","-153,000","-350,000","-226,000","-379,000","-197,000","-493,000","-209,000","-109,000","-151,000","-165,000","-325,000",,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,,"38,900,000","38,700,000","40,300,000","40,200,000","42,400,000","52,300,000","60,587,000","61,812,000","204,851,000","63,850,000","69,474,000","69,455,000","69,210,000","69,622,000","54,524,000","65,887,000","54,188,000","26,904,000","30,229,000","29,283,000","28,530,000","28,425,000","27,164,000","25,383,000","23,973,000","23,671,000","8,942,000","9,490,000","8,173,000","8,257,000","7,685,000","7,328,000","7,141,000","8,140,000","7,986,000","7,834,000","7,538,000","7,057,000","6,558,000","5,761,000","5,979,000","6,055,000","6,265,000","6,159,000","6,183,000","6,453,000","6,946,000","6,812,000","6,886,000","7,129,000","7,554,000","7,524,000","7,589,000","7,722,000","8,485,000","8,267,000","8,597,000","8,891,000","9,542,000","9,443,000","7,083,000","6,795,000","6,649,000","6,327,000","6,108,000","4,708,000","2,394,000","2,414,000","2,130,000","1,810,000","1,889,000"
			DepreciationAndAmortization,,"38,900,000","38,700,000","40,300,000","40,200,000","42,400,000","52,300,000","60,587,000","61,812,000","204,851,000","63,850,000","69,474,000","69,455,000","69,210,000","69,622,000","54,524,000","65,887,000","54,188,000","26,904,000","30,229,000","29,283,000","28,530,000","28,425,000","27,164,000","25,383,000","23,973,000","23,671,000","8,942,000","9,490,000","8,173,000","8,257,000","7,685,000","7,328,000","7,141,000","8,140,000","7,986,000","7,834,000","7,538,000","7,057,000","6,558,000","5,761,000","5,979,000","6,055,000","6,265,000","6,159,000","6,183,000","6,453,000","6,946,000","6,812,000","6,886,000","7,129,000","7,554,000","7,524,000","7,589,000","7,722,000","8,485,000","8,267,000","8,597,000","8,891,000","9,542,000","9,443,000","7,083,000","6,795,000","6,649,000","6,327,000","6,108,000","4,708,000","2,394,000","2,414,000","2,130,000","1,810,000","1,889,000"
				Depreciation,,,,,,,,,"61,812,000",,,"69,474,000","69,455,000","69,210,000","69,622,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,"0",,,"576,000","569,000","573,000","572,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
