name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013
TotalAssets,"1,188,395,000","1,192,942,000","1,150,906,000","1,135,716,000","1,118,749,000","1,063,742,000","1,013,287,000","993,303,000","503,659,000","482,380,000","454,024,000","435,767,000","415,366,000","394,666,000","376,116,000","365,066,000","165,911,000","128,196,000","118,715,000","111,463,000","108,348,000","105,239,000","102,699,000","99,496,000","101,664,000","99,233,000","98,870,000","104,579,000","110,046,000","116,934,000","121,874,000","128,927,000","69,235,000","75,839,000"
	CurrentAssets,"624,594,000","617,226,000","535,135,000","668,897,000","738,378,000","689,118,000","857,290,000","759,230,000","393,981,000","381,274,000","375,452,000","358,619,000","344,596,000","334,002,000","320,124,000","310,989,000","113,922,000","92,835,000","85,404,000","80,504,000","77,022,000","75,011,000","74,329,000","71,793,000","74,194,000","71,235,000","71,727,000","77,811,000","82,534,000","88,584,000","93,939,000","101,449,000","38,535,000","45,930,000"
		CashCashEquivalentsAndShortTermInvestments,"477,670,000","469,858,000","415,289,000","566,185,000","643,469,000","603,543,000","780,908,000","685,943,000","326,296,000","319,949,000","320,958,000","307,476,000","298,942,000","291,819,000","279,626,000","274,302,000","80,676,000","68,947,000","63,364,000","57,149,000","56,452,000","58,122,000","57,333,000","57,638,000","57,767,000","58,484,000","59,501,000","65,333,000","70,645,000","78,289,000","83,488,000","91,572,000","29,238,000","37,309,000"
			CashAndCashEquivalents,"100,151,000","90,878,000","82,465,000","175,199,000","176,326,000","220,372,000","301,767,000","233,235,000","155,863,000","77,976,000","120,573,000","110,469,000","93,492,000","81,912,000","79,619,000","166,162,000","80,676,000","68,947,000","63,364,000","57,149,000","56,452,000","58,122,000","57,333,000","57,638,000","57,767,000","58,484,000","59,501,000","65,333,000","50,646,000","58,289,000","53,489,000","61,577,000","29,238,000","37,309,000"
				CashFinancial,"78,640,000","58,751,000","49,128,000","106,756,000","114,937,000","90,487,000","79,291,000","66,474,000","77,209,000","73,100,000","74,348,000","63,062,000","55,580,000","69,893,000","59,276,000","54,242,000","60,544,000","48,855,000","43,304,000","37,111,000","36,371,000","38,053,000","37,272,000","37,591,000","37,741,000","38,474,000","39,496,000","45,332,000","50,646,000","58,289,000","53,489,000","61,577,000","29,238,000",
				CashEquivalents,"21,511,000","32,127,000","33,337,000","68,443,000","61,389,000","129,885,000","222,476,000","166,761,000","78,654,000","4,876,000","46,225,000","47,407,000","37,912,000","12,019,000","20,343,000","111,920,000","20,132,000","20,092,000","20,060,000","20,038,000","20,081,000","20,069,000","20,061,000","20,047,000","20,026,000","20,010,000","20,005,000","20,001,000",,"0",,,,
			OtherShortTermInvestments,"377,519,000","378,980,000","332,824,000","390,986,000","467,143,000","383,171,000","479,141,000","452,708,000","170,433,000","241,973,000","200,385,000","197,007,000","205,450,000","209,907,000","200,007,000","108,140,000",,,,,,,,,,,"0","0","19,999,000","20,000,000","29,999,000","29,995,000",,"0"
		Receivables,"80,643,000","86,324,000","62,456,000","55,465,000","53,450,000","50,028,000","43,617,000","40,378,000","40,595,000","38,480,000","32,152,000","28,690,000","26,267,000","25,127,000","24,591,000","21,158,000","19,319,000","19,048,000","17,231,000","16,281,000","15,453,000","13,881,000","12,899,000","10,765,000","12,528,000","10,567,000","9,309,000","9,896,000","8,719,000","8,335,000","7,725,000","7,098,000","6,650,000","6,970,000"
			AccountsReceivable,"66,538,000","75,970,000","53,866,000","48,501,000","47,268,000","42,366,000","37,959,000","35,887,000","36,590,000","34,591,000","29,001,000","26,040,000","23,729,000","23,068,000","22,427,000","19,378,000","16,678,000","17,481,000","16,096,000","15,147,000","14,268,000","12,640,000","12,057,000","9,901,000","11,672,000","9,554,000","8,488,000","7,553,000","8,000,000","7,482,000","7,102,000","6,761,000","5,976,000","6,430,000"
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,646,000",,,,,,
			OtherReceivables,"14,338,000","10,574,000","8,748,000","7,105,000","6,322,000","7,789,000","5,777,000","4,606,000","4,173,000","3,900,000","3,163,000","2,661,000","2,549,000","2,071,000","2,179,000","1,808,000","2,669,000","1,600,000","1,152,000","1,144,000","1,209,000","1,253,000","853,000","872,000","871,000","1,028,000","839,000","768,000","749,000","918,000","657,000","366,000","695,000","582,000"
			ReceivablesAdjustmentsAllowances,"-233,000","-220,000","-158,000","-141,000","-140,000","-127,000","-119,000","-115,000","-168,000","-11,000","-12,000","-11,000","-11,000","-12,000","-15,000","-28,000","-28,000","-33,000","-17,000","-10,000","-24,000","-12,000","-11,000","-8,000","-15,000","-15,000","-18,000","-71,000","-30,000","-65,000","-34,000","-29,000","-21,000","-42,000"
		PrepaidAssets,"24,717,000","21,306,000","21,043,000","13,724,000","11,431,000","9,816,000","9,824,000","10,071,000","8,464,000","4,901,000","6,453,000","6,918,000","5,741,000","5,005,000","4,961,000","5,394,000","4,431,000","2,437,000","3,034,000","3,326,000","3,905,000","3,008,000","3,494,000","3,034,000","3,441,000","2,184,000","2,917,000","2,323,000","3,170,000","1,960,000","2,726,000","2,779,000","2,647,000","1,651,000"
		CurrentDeferredAssets,"36,478,000","33,295,000","29,649,000","26,791,000","23,249,000","20,695,000","17,932,000","16,151,000","14,317,000","13,014,000","11,947,000","10,954,000","10,095,000","9,372,000","8,633,000","8,083,000","7,562,000",,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"5,086,000","6,443,000","6,698,000","6,732,000","6,779,000","5,036,000","5,009,000","6,687,000","4,309,000","4,930,000","3,942,000","4,581,000","3,551,000","2,679,000","2,313,000","2,052,000","1,934,000","2,403,000","1,775,000","3,748,000","1,212,000",,"603,000","356,000","458,000",,,"259,000",,,,,,
	TotalNonCurrentAssets,"563,801,000","575,716,000","615,771,000","466,819,000","380,371,000","374,624,000","155,997,000","234,073,000","109,678,000","101,106,000","78,572,000","77,148,000","70,770,000","60,664,000","55,992,000","54,077,000","51,989,000","35,361,000","33,311,000","30,959,000","31,326,000","30,228,000","28,370,000","27,703,000","27,470,000","27,998,000","27,143,000","26,768,000","27,512,000","28,350,000","27,935,000","27,478,000","30,700,000","29,909,000"
		NetPPE,"138,012,000","126,488,000","117,222,000","110,073,000","103,256,000","60,223,000","50,345,000","49,805,000","45,974,000","41,936,000","37,332,000","38,474,000","34,231,000","25,885,000","22,909,000","22,019,000","20,876,000","19,888,000","17,958,000","15,656,000","15,830,000","14,688,000","13,690,000","13,188,000","12,795,000","13,225,000","12,376,000","11,964,000","12,426,000","12,571,000","12,117,000","11,521,000","11,179,000","11,607,000"
			GrossPPE,"238,971,000","220,039,000","204,249,000","190,702,000","177,932,000","130,868,000","116,882,000","111,594,000","103,793,000","95,963,000","87,906,000","85,834,000","78,561,000","67,362,000","61,668,000","58,259,000","59,917,000","56,752,000","53,264,000","49,765,000","48,030,000","45,026,000","42,083,000","39,571,000","37,246,000","35,703,000","33,119,000","30,996,000","29,676,000","28,197,000","26,889,000","24,864,000","22,952,000","22,017,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"186,403,000","165,422,000","152,689,000","138,205,000","126,777,000","119,523,000","106,081,000","99,498,000","90,333,000","84,953,000","77,914,000","74,590,000","70,932,000","66,507,000","60,864,000","57,462,000","59,100,000","55,951,000","52,623,000","49,133,000","47,401,000","44,402,000","41,459,000","38,949,000","36,627,000","35,084,000","32,508,000","30,382,000","29,065,000","27,586,000","26,278,000","24,273,000","22,393,000","21,478,000"
				OtherProperties,"46,536,000","48,703,000","45,778,000","46,966,000","44,960,000","9,010,000","8,669,000","10,006,000","11,034,000","8,746,000","8,933,000","10,219,000","6,735,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","475,000","500,000","453,000","236,000","128,000","74,000","11,964,000",,"12,571,000","285,000","286,000","285,000","285,000"
				Leases,"6,032,000","5,914,000","5,782,000","5,531,000","6,195,000","2,335,000","2,132,000","2,090,000","2,426,000","2,264,000","1,059,000","1,025,000","894,000","855,000","804,000","797,000","817,000","801,000","641,000","632,000","629,000","624,000","624,000","622,000","619,000","619,000","611,000","614,000","611,000","611,000","611,000","591,000","559,000","539,000"
			AccumulatedDepreciation,"-100,959,000","-93,551,000","-87,027,000","-80,629,000","-74,676,000","-70,645,000","-66,537,000","-61,789,000","-57,819,000","-54,027,000","-50,574,000","-47,360,000","-44,330,000","-41,477,000","-38,759,000","-36,240,000","-39,041,000","-36,864,000","-35,306,000","-34,109,000","-32,200,000","-30,338,000","-28,393,000","-26,383,000","-24,451,000","-22,478,000","-20,743,000","-19,032,000","-17,250,000","-15,626,000","-14,772,000","-13,343,000","-11,773,000","-10,410,000"
		GoodwillAndOtherIntangibleAssets,"202,370,000","205,317,000","208,263,000","211,210,000","214,157,000","217,104,000","58,311,000","60,049,000","26,341,000","27,331,000","12,165,000","12,253,000","12,341,000","12,429,000","12,522,000","12,639,000","12,755,000","12,871,000","12,988,000","13,104,000","13,220,000","13,337,000","13,455,000","13,583,000","13,711,000","13,839,000","13,967,000","14,095,000","14,223,000","14,351,000","14,479,000","14,607,000","14,735,000","14,863,000"
			Goodwill,"165,420,000","165,420,000","165,420,000","165,420,000","165,420,000","165,420,000","34,444,000","34,444,000","11,798,000","11,798,000","11,798,000","11,798,000","11,798,000","11,798,000","11,798,000","11,798,000","11,798,000","11,798,000","11,798,000","11,798,000","11,798,000","11,798,000","11,798,000","11,798,000","11,798,000","11,798,000","11,798,000","11,798,000","11,798,000","11,798,000","11,798,000","11,798,000","11,798,000","11,798,000"
			OtherIntangibleAssets,"36,950,000","39,897,000","42,843,000","45,790,000","48,737,000","51,684,000","23,867,000","25,605,000","14,543,000","15,533,000","367,000","455,000","543,000","631,000","724,000","841,000","957,000","1,073,000","1,190,000","1,306,000","1,422,000","1,539,000","1,657,000","1,785,000","1,913,000","2,041,000","2,169,000","2,297,000","2,425,000","2,553,000","2,681,000","2,809,000","2,937,000","3,065,000"
		InvestmentsAndAdvances,"120,707,000","147,377,000","208,468,000","72,758,000","0","42,127,000",,"82,064,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,"118,707,000","147,377,000","208,468,000","72,758,000","0","42,127,000",,"82,064,000",,,,,,,,,,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,"118,707,000","147,377,000","208,468,000","72,758,000",,"42,127,000",,"82,064,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,"2,000,000",,,,,"42,127,000",,"82,064,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"97,982,000","91,570,000","76,386,000","69,689,000","59,823,000","51,934,000","44,083,000","39,366,000","34,047,000","30,655,000","27,975,000","25,421,000","23,262,000","21,514,000","19,599,000","18,393,000","17,238,000",,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"5,018,000","6,907,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"4,730,000","4,964,000","5,432,000","3,089,000","3,135,000","3,236,000","3,258,000","2,789,000","3,316,000","1,184,000","1,100,000","1,000,000","936,000","836,000","962,000","1,026,000","1,120,000","2,602,000","2,365,000","2,199,000","2,276,000","2,203,000","1,225,000","932,000","964,000","934,000","800,000","709,000","863,000","1,428,000","1,339,000","1,350,000","4,786,000","3,439,000"
TotalLiabilitiesNetMinorityInterest,"974,036,000","981,810,000","979,836,000","973,010,000","974,543,000","784,578,000","750,898,000","738,895,000","297,193,000","285,922,000","276,053,000","269,197,000","264,700,000","251,918,000","248,232,000","245,560,000","85,459,000","81,358,000","80,943,000","79,308,000","79,363,000","74,911,000","76,920,000","73,043,000","75,905,000","72,953,000","72,328,000","74,004,000","74,845,000","75,181,000","73,724,000","71,410,000","78,233,000","73,906,000"
	CurrentLiabilities,"183,788,000","157,575,000","147,052,000","139,413,000","113,677,000","103,561,000","91,967,000","83,682,000","71,113,000","65,992,000","61,639,000","55,970,000","56,333,000","47,994,000","46,074,000","44,712,000","42,732,000","39,518,000","39,316,000","38,036,000","38,150,000","34,078,000","36,831,000","51,625,000","53,067,000","48,523,000","33,469,000","32,976,000","33,036,000","32,350,000","42,915,000","40,837,000","40,385,000","25,293,000"
		PayablesAndAccruedExpenses,"82,442,000","69,300,000","65,384,000","62,726,000","40,972,000","37,821,000","29,214,000","25,123,000","16,954,000","18,496,000","14,298,000","12,873,000","14,049,000","13,679,000","9,888,000","12,544,000","10,889,000","9,899,000","9,405,000","10,707,000","11,738,000","9,603,000","13,826,000","12,705,000","12,964,000","11,708,000","11,524,000","12,407,000","13,538,000","13,931,000","11,535,000","10,746,000","11,979,000","11,063,000"
			Payables,"34,028,000","23,170,000","23,169,000","19,220,000","17,224,000","18,859,000","14,458,000","13,610,000","10,090,000","12,041,000","8,192,000","8,800,000","8,637,000","8,751,000","5,850,000","7,236,000","6,579,000","5,618,000","5,961,000","5,777,000","4,532,000","4,713,000","4,916,000","4,219,000","4,543,000","3,831,000","3,901,000","5,275,000","3,762,000","4,476,000","3,116,000","3,500,000","3,843,000","4,404,000"
				AccountsPayable,"31,981,000","20,510,000","21,330,000","17,632,000","16,056,000","17,145,000","12,829,000","12,045,000","8,367,000","10,156,000","6,757,000","7,534,000","7,233,000","7,010,000","4,528,000","6,035,000","5,482,000","4,292,000","4,787,000","4,586,000","3,394,000","3,366,000","3,609,000","3,004,000","3,376,000","2,569,000","2,865,000","2,766,000","2,541,000","4,179,000","2,856,000","3,373,000","3,753,000","4,306,000"
				TotalTaxPayable,"2,047,000","2,660,000","1,839,000","1,588,000","1,168,000","1,714,000","1,629,000","1,565,000","1,723,000","1,885,000","1,435,000","1,266,000","1,404,000","1,741,000","1,322,000","1,201,000","1,097,000","1,326,000","1,174,000","1,191,000","1,138,000","1,347,000","1,307,000","1,215,000","1,167,000","1,262,000","1,036,000","2,509,000","1,221,000","297,000","260,000","127,000","90,000","98,000"
			CurrentAccruedExpenses,"48,414,000","46,130,000","42,215,000","43,506,000","23,748,000","18,962,000","14,756,000","11,513,000","6,864,000","6,455,000","6,106,000","4,073,000","5,412,000","4,928,000","4,038,000","5,308,000","4,310,000","4,281,000","3,444,000","4,930,000","7,206,000","4,890,000","8,910,000","8,486,000","8,421,000","7,877,000","7,623,000","7,132,000","9,776,000","9,455,000","8,419,000","7,246,000","8,136,000","6,659,000"
