name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,09/30/2007,06/30/2007,03/31/2007
BasicEPS,,"0.36","0.212","0.42","0.21","0.36","0.11","-2.19","0.17","0.17",,"0.29","0.3","0.29",,"-0.29","0.27","0.34",,"-0.02","-0.06","0.24",,"0.2","0.24","0.32",,"0.36","0.34","0.32",,"0.3","0.32","0.287",,"0.25","0.23","0.27",,"0.32","0.29","0.31","0.014","0.136","0.13"
DilutedEPS,,"0.36","0.21","0.42","0.21","0.36","0.11","-2.19","0.17","0.17",,"0.29","0.3","0.29",,"-0.29","0.27","0.34",,"-0.02","-0.06","0.24",,"0.2","0.24","0.32",,"0.36","0.34","0.32",,"0.3","0.32","0.287",,"0.25","0.23","0.27",,"0.32","0.29","0.31","0.014","0.136","0.13"
BasicAverageShares,,"25,897,222","26,430,919","26,602,381","25,866,667","26,041,667","26,386,170","26,385,189","26,384,957","26,362,906",,"26,333,929","26,333,929","26,293,108",,"25,962,069","26,662,963","25,967,647",,"21,450,000","24,716,667","26,257,761",,"26,257,761","26,257,761","26,257,761",,"26,257,761","26,257,761","26,257,761",,"26,257,761","26,257,761","26,257,761",,"26,257,761","26,257,761","26,257,761",,"26,257,761","26,257,761","26,257,761","25,000,000","25,000,000","25,000,000"
DilutedAverageShares,,"25,897,222","26,430,919","26,602,381","26,466,922","26,408,319","26,394,106","26,385,189","26,384,957","26,368,622",,"26,352,910","26,347,635","26,293,108",,"25,962,069","26,662,963","25,967,647",,"21,450,000","24,716,667","26,257,761",,"26,257,761","26,257,761","26,257,761",,"26,257,761","26,257,761","26,257,761",,"26,257,761","26,257,761","26,257,761",,"26,257,761","26,257,761","26,257,761",,"26,257,761","26,257,761","26,257,761","25,000,000","25,000,000","25,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"31,538,000","9,323,000","5,610,000","11,173,000","5,432,000","9,375,000","2,942,000","-57,678,000","4,455,000","4,423,000","3,606,000","7,601,000","7,827,000","7,541,000","3,406,000","-7,529,000","7,199,000","8,829,000","-5,071,000","-429,000","-1,483,000","6,302,000","-3,865,000","5,232,000","6,282,000","8,330,000","12,292,000","9,481,000","8,935,000","8,450,000","9,612,000","7,851,000","8,462,000","7,535,000","6,348,000","6,579,000","6,082,000","7,067,000","6,270,000","8,346,000","7,562,000","8,169,000","3,586,000","3,405,000","3,438,000"
NormalizedIncome,"34,489,793.725","9,127,000","5,864,159.14","11,740,645","7,725,620","9,607,050","3,027,012.338","-11,312,780","4,398,060","4,613,950","6,765,440","7,905,560","7,742,400","7,881,100","7,731,250","-5,365,280","6,540,680","9,078,660","1,743,200","-193,800","-427,600","6,259,835.306","1,254,800","5,232,000","8,006,923.213","8,330,000","12,292,000","9,481,000","8,935,000","8,450,000","9,612,000","7,851,000","8,462,000","7,535,000","6,348,000","6,579,000","6,082,000","7,067,000","6,270,000","8,346,000","7,562,000","8,169,000","3,586,000","3,405,000","3,438,000"
InterestIncome,"133,514,000","32,658,000","32,910,000","34,883,000","33,063,000","32,920,000","33,454,000","33,947,000","35,550,000","37,772,000","39,699,000","40,096,000","40,042,000","39,133,000","39,862,000","38,207,000","38,362,000","35,588,000","36,453,000","34,906,000","35,962,000","36,268,000","35,552,000","36,881,000","37,172,000","37,817,000","38,589,000","38,057,000","38,073,000","37,658,000","37,110,000","36,190,000","37,155,000","36,272,000","36,131,000","36,875,000","36,419,000","37,863,000","38,512,000","40,194,000","39,188,000","38,928,000","37,088,000","37,076,000","36,719,000"
InterestExpense,"20,742,000","4,456,000","4,883,000","5,512,000","5,891,000","6,428,000","7,349,000","8,550,000","9,355,000","10,572,000","11,333,000","12,084,000","12,113,000","11,243,000","10,773,000","10,079,000","9,111,000","8,151,000","8,669,000","9,122,000","9,476,000","9,844,000","10,729,000","11,579,000","12,031,000","12,043,000","12,564,000","12,256,000","11,739,000","11,238,000","11,058,000","11,205,000","11,359,000","11,708,000","12,215,000","12,987,000","13,847,000","13,739,000","14,203,000","14,304,000","14,164,000","13,828,000","18,742,000","19,144,000","18,809,000"
NetInterestIncome,"112,772,000","28,202,000","28,027,000","29,371,000","27,172,000","26,492,000","26,105,000","25,397,000","26,195,000","27,200,000","28,366,000","28,012,000","27,929,000","27,890,000","29,089,000","28,128,000","29,251,000","27,437,000","27,784,000","25,784,000","26,486,000","26,424,000","24,823,000","25,302,000","25,141,000","25,774,000","26,025,000","25,801,000","26,334,000","26,420,000","26,052,000","24,985,000","25,796,000","24,564,000","23,916,000","23,888,000","22,572,000","24,124,000","24,309,000","25,890,000","25,024,000","25,100,000","18,346,000","17,932,000","17,910,000"
ReconciledDepreciation,"6,148,000","1,478,000","1,560,000","1,556,000","1,554,000","1,559,000","1,553,000","1,573,000","1,536,000","1,480,000","1,426,000","1,340,000","1,295,000","1,274,000","1,112,000","898,000","829,000","843,000","827,000","811,000","812,000","700,000","817,000","822,000","839,000","840,000","800,000","784,000","1,437,000","2,714,000","2,366,000","2,710,000","2,714,000","2,725,000","2,713,000","2,708,000","2,709,000","2,710,000","2,636,000","2,691,000","2,711,000","2,712,000",,,
NetIncomeFromContinuingOperationNetMinorityInterest,"31,538,000","9,323,000","5,610,000","11,173,000","5,432,000","9,375,000","2,942,000","-57,678,000","4,455,000","4,423,000","3,606,000","7,601,000","7,827,000","7,541,000","3,406,000","-7,529,000","7,199,000","8,829,000","-5,071,000","-429,000","-1,483,000","6,302,000","-3,865,000","5,232,000","6,282,000","8,330,000","12,292,000","9,481,000","8,935,000","8,450,000","9,612,000","7,851,000","8,462,000","7,535,000","6,348,000","6,579,000","6,082,000","7,067,000","6,270,000","8,346,000","7,562,000","8,169,000","3,586,000","3,405,000","3,438,000"
TotalUnusualItemsExcludingGoodwill,"-3,374,000","224,000","-316,000","-615,000","-2,667,000","-255,000","-89,000","-63,514,000","78,000","-201,000","-4,328,000","-324,000","90,000","-358,000","-5,925,000","-2,964,000","844,000","-342,000","-11,357,000","-392,000","-1,759,000","52,000","-8,533,000","0","-2,167,000","542,000","946,000","878,000","950,000","573,000","1,006,000","824,000","1,069,000","459,000","489,000","326,000","475,000","260,000","424,000","307,000","378,000","502,000",,,
TotalUnusualItems,"-3,374,000","224,000","-316,000","-615,000","-2,667,000","-255,000","-89,000","-63,514,000","78,000","-201,000","-4,328,000","-324,000","90,000","-358,000","-5,925,000","-2,964,000","844,000","-342,000","-11,357,000","-392,000","-1,759,000","52,000","-8,533,000","0","-2,167,000","542,000","946,000","878,000","950,000","573,000","1,006,000","824,000","1,069,000","459,000","489,000","326,000","475,000","260,000","424,000","307,000","378,000","502,000",,,
TaxRateForCalcs,"0.125","0.125","0.196","0.077","0.14","0.09","0.045","0.27","0.27","0.05","0.27","0.06","0.06","0.05","0.27","0.27","0.22","0.27","0.4","0.4","0.4","0.189","0.4","0.157","0.204","0.265","0.101","0.247","0.253","0.243","0.177","0.245","0.249","0.242","0.306","0.238","0.235","0.25","0.291","0.263","0.251","0.248","0.199","0.204","0.2"
TaxEffectOfUnusualItems,"-422,206.275","28,000","-61,840.86","-47,355","-373,380","-22,950","-3,987.662","-17,148,780","21,060","-10,050","-1,168,560","-19,440","5,400","-17,900","-1,599,750","-800,280","185,680","-92,340","-4,542,800","-156,800","-703,600","9,835.306","-3,413,200","0","-442,076.787","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
