name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,09/30/2011
MarketCap,"1,192,488,427","1,378,055,083","1,341,331,941","1,289,832,010","1,276,265,031","1,200,659,040","1,099,958,605","925,669,389","899,526,007","658,425,925","1,330,407,679","1,193,561,312","1,124,856,437","1,091,284,093","957,418,159","1,027,436,022","1,032,717,264","998,546,472","1,027,158,007","1,078,523,191","1,101,228,942","1,040,343,225","981,569,497","878,780,446","822,463,855","807,448,723","833,350,138","869,833,209","842,764,786","847,903,833","866,488,476","766,352,620","773,644,841","697,934,400","680,180,315","551,325,461","443,557,185","356,090,772","362,461,139","158,539,780","151,800,235","146,986,274","135,967,652"
EnterpriseValue,,,,,,,,,,,,,"2,567,185,437","2,425,719,093","2,165,459,159","2,072,199,022","1,994,129,264","1,833,108,472","1,814,613,007","1,907,524,191","1,917,166,942","1,691,155,225","1,635,447,497","1,552,156,446","1,503,274,855","1,519,404,723","1,480,571,138","1,413,465,209","1,484,520,786","1,457,566,833","1,449,460,476","1,312,788,620","773,644,841","697,934,400","680,180,315","551,325,461","857,842,185","356,090,772","362,461,139","158,539,780","151,800,235","146,986,274","280,533,347"
PeRatio,"6.727","7.251","6.524","4.771","4.589","20.667","87.385",,,"5.574","13.604","12.505","12.7","14.912","10.064","11.066","10.625","9.529","9.033","9.076","7.781","9.313","16.988","22.194","46.071","22.982","19.433","21.919","19.849","16.977","10.448","8.253","9.006","8.267","8.497","7.428","7.188","6.832","6.963",,,"2.729","2.524"
ForwardPeRatio,"9.551","11.312","11.325","11.001","10.977","10.741","9.425","8.244","7.806","4.84","9.775","10.331","9.94","9.625","8.795","9.579","9.785","9.533","9.891","10.406","10.776","10.881","10.071","9.901","9.488","9.091","9.234","9.634","10.278","10.352","10.593","9.931","10.04","9.833","8.921","8.475","6.812","9.569","9.747","9.681","9.69","10.449","9.643"
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.294","1.325","1.241","1.255","1.229","1.115","1.059","0.852","1.196","1.219","1.21","1.212","1.9",
PsRatio,"6.84","7.495","6.953","5.177","5.148","22.756","95.451",,,"6.26","15.248","13.717","13.421","15.864","10.266","11.204","10.942","10.044","9.626","9.673","8.185","9.608","16.941","21.844","44.154","23.727","17.691","18.528","15.429","11.508","7.173","5.555","5.859","6.263","7.07","7.585","8.315","10.045","10.237","3.644","3.489","3.378","3.125"
PbRatio,"0.884","1.043","1.044","0.998","1.026","0.983","0.928","0.822","0.834","0.513","1.138","1.104","1.04","1.086","0.926","0.995","1.002","0.965","0.997","1.047","1.163","1.108","1.159","1.042","1.001","0.965","0.948","1.076","1.045","1.057","1.159","1.005","1.11","1.074","1.242","1.009","1.205","1.339","1.06","2.072","1.01","1.01","0.469"
EnterprisesValueRevenueRatio,"13.962",,,,,,,,,,,,"110.721","55.678","-1,225.5","72.564","81.323","74.824","63.437","74.484","69.422","60.098","47.863","60.426","33.237","192.014","-75.667","135.027","70.061","61.801","-197.69","144.405","24.439","18.45","22.747","19.226","43.506","14.85","13.857","16.274","21.614","22.334","53.809"
EnterprisesValueEBITDARatio,,,,,,,,,,,,,,,,,,,"48.208","54.838","52.722",,,,,,,,"57.104",,"-445.851",,,,"45.878","51.034","48.537",,,,,,"81.069"
