name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
OperatingCashFlow,"1,130,000","-16,611,000","8,081,000","1,067,000","8,593,000","10,478,000","19,760,000","5,627,000","20,952,000","3,158,000","-3,201,000","10,614,000","22,392,000","26,181,000","38,108,000","3,688,000","5,667,000","4,921,000","25,921,000","7,886,000","37,548,000","-12,436,000","39,555,000","13,168,000","-2,624,000","3,108,000","-16,799,000","-6,635,000","-12,120,000","25,836,000","-7,875,000","-7,128,253","-4,666,174","-2,071,635","23,062","-316,299","-2,732,609","-1,022,372","-1,808,606"
	CashFlowFromContinuingOperatingActivities,"1,130,000","-16,611,000","8,081,000","1,067,000","8,593,000","10,478,000","19,760,000","5,627,000","20,952,000","3,158,000","-3,201,000","10,614,000","22,392,000","26,181,000","38,108,000","3,688,000","5,667,000","4,921,000","25,921,000","7,886,000","37,548,000","-12,436,000","39,555,000","13,168,000","-2,624,000","3,108,000","-16,799,000","-6,635,000","-12,120,000","25,836,000","-7,875,000","-7,128,253","-4,666,174","-2,071,635","23,062","-316,299","-2,732,609","-1,022,372","-1,808,606"
		NetIncomeFromContinuingOperations,"35,852,000","44,058,000","-6,196,000","-5,622,000","3,612,000","-421,000","8,057,000","7,059,000","-256,000","-2,871,000","1,005,000","-2,390,000","6,725,000","8,973,000","12,590,000","14,038,000","2,659,000","2,616,000","9,085,000","15,431,000","4,503,000","22,924,000","57,301,000","11,950,000","13,098,000","-896,000","1,219,000","-10,168,000","-8,177,000","19,697,000","-5,506,000","-9,103,448","-2,934,079","-2,684,331","-3,255,142","483,329","754,576","-4,803,893","-2,482,485"
		OperatingGainsLosses,"13,006,000","1,922,000","3,838,000","2,234,000","5,012,000","-5,600,000","-2,400,000","3,500,000","-2,300,000","6,500,000",,,,,,,,,,"0","0","0","0","0","0","-1,750,000","0","0","0","273,000",,"-582","0","382,630","190,952","1,036,694",,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","273,000",,,,,,,,,
			GainLossOnInvestmentSecurities,,"-608,000","-432,000","-66,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-582","0","382,630","190,952","1,036,694",,,
			EarningsLossesFromEquityInvestments,"14,300,000","2,530,000","4,270,000","2,300,000","5,200,000","-5,600,000","-2,400,000","3,500,000","-2,300,000","6,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"3,772,000","908,000","1,067,000","903,000","894,000","896,000","1,131,000","1,371,000","1,126,000","1,138,000","1,282,000","1,104,000","1,132,000","1,133,000","836,000","835,000","988,000","1,011,000","955,000","937,000","947,000","908,000","667,000","366,000","312,000","244,000","81,000","9,000","10,000","12,000","13,000","22,238","22,318","28,596","30,848","29,667","26,827","25,766","52,734"
			DepreciationAndAmortization,"3,772,000","908,000","1,067,000","903,000","894,000","896,000","1,131,000","1,371,000","1,126,000","1,138,000","1,282,000","1,104,000","1,132,000","1,133,000","836,000","835,000","988,000","1,011,000","955,000","937,000","947,000","908,000","667,000","366,000","312,000","244,000","81,000","9,000","10,000","12,000","13,000","22,238","22,318","28,596","30,848","29,667","26,827","25,766","52,734"
				Depreciation,"751,000","177,000","189,000","197,000","188,000","190,000","464,000","705,000","459,000","472,000","652,000","474,000","502,000","503,000","237,000","235,000","342,000","341,000","275,000","225,000","236,000","196,000","180,000","165,000","156,000","140,000",,"9,000","10,000","12,000","13,000","22,238","22,318","28,596","30,848","29,667","26,827","25,766","52,734"
				AmortizationCashFlow,"3,021,000","731,000","878,000","706,000","706,000","706,000","667,000","666,000","667,000","666,000","630,000","630,000","630,000","630,000","599,000","600,000","646,000","670,000","680,000","712,000","711,000","712,000","487,000","201,000","156,000","104,000",,,,,,,,,,,,,
					AmortizationOfIntangibles,"3,021,000","731,000","878,000","706,000","706,000","706,000","667,000","666,000","667,000","666,000","630,000","630,000","630,000","630,000","599,000","600,000","646,000","670,000","680,000","712,000","711,000","712,000","487,000","201,000","156,000","104,000",,,,,,,,,,,,,
		DeferredTax,"-6,952,000","-2,432,000","-1,085,000","-3,652,000","217,000","902,000","160,000","-755,000","-826,000","-90,000","327,000","-48,000","160,000","-287,000","-4,508,000","503,000","1,660,000","-123,000","5,148,000","3,773,000","4,156,000","4,212,000",,,,,,,,,,,,,,,,,
