name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
TotalRevenue,"7,220,813,000","1,970,779,000","1,945,017,000","1,734,299,000","1,570,718,000","1,287,534,000","1,296,355,000","1,085,546,000","823,514,000","927,566,000","994,879,000","1,011,658,000","1,045,040,000","1,033,000,000","1,182,351,000","1,202,081,000","1,182,786,000","1,047,926,000","1,051,592,000","943,430,000","870,434,000","780,908,000","892,829,000","787,938,000","775,223,000","711,644,000","848,602,000","841,726,000","868,383,000","762,380,000","862,830,000","819,320,000","814,443,000","688,197,000","676,598,000","680,521,000","679,340,000","628,321,000","691,256,000","717,168,000","735,973,000","649,023,000","717,522,000","684,013,000","675,561,000","572,514,000","588,024,000","623,321,000","642,010,000","548,373,000","548,029,000","500,949,000","491,414,000","469,672,000","604,490,000","733,570,000","698,424,000","608,828,000","642,865,000","634,811,000","632,952,000","576,649,000","611,279,000","649,197,000","643,238,000","610,042,000","800,442,000","676,070,000","539,104,000","502,212,000","589,724,000","526,883,000","482,303,000","421,026,000","433,997,000","406,772,000","390,084,000","365,718,000","393,986,000","385,660,000","391,216,000","335,693,000","347,788,000","355,684,000","358,018,000","331,281,000","380,575,000","352,356,000","358,555,000","327,006,000","380,083,000","351,500,000","345,100,000","311,400,000","333,907,000","324,000,000","327,500,000","320,200,000","347,104,000","326,300,000","333,700,000","305,600,000","329,001,000","330,200,000","329,100,000","295,500,000","302,200,000","298,700,000","308,100,000","295,700,000","279,500,000","247,600,000","250,200,000","207,200,000","211,700,000","200,600,000","197,000,000","171,100,000"
	OperatingRevenue,"7,123,584,000","1,946,029,000","1,919,455,000","1,709,313,000","1,548,787,000","1,272,797,000","1,277,438,000","1,068,362,000","807,182,000","909,292,000","974,795,000","991,531,000","1,024,998,000","1,033,000,000","1,162,465,000","1,183,938,000","1,165,705,000","1,031,857,000","1,000,075,000","943,430,000","870,434,000","780,908,000","892,829,000","787,938,000","775,223,000","711,644,000","848,602,000","841,726,000","868,383,000","762,380,000","862,830,000","819,320,000","814,443,000","688,197,000","676,598,000","680,521,000","679,340,000","628,321,000","691,256,000","717,168,000","735,973,000","649,023,000","717,522,000","684,013,000","675,561,000","571,986,000","589,093,000","622,826,000","641,721,000","548,088,000","548,983,000","500,670,000","491,164,000","469,247,000","607,176,000","732,753,000","697,651,000","608,828,000","642,865,000","634,811,000","632,952,000","576,649,000","611,279,000","649,197,000","643,238,000","610,042,000","800,442,000","676,070,000","539,104,000","502,212,000","589,724,000","526,883,000","482,303,000","421,026,000","433,997,000","406,772,000","390,084,000","365,718,000","393,986,000","385,660,000","391,216,000","335,693,000","347,788,000","355,684,000","358,018,000","331,281,000","380,575,000","352,356,000","358,555,000","327,006,000","380,100,000","351,500,000","345,100,000","311,400,000","333,900,000","324,000,000","327,500,000","320,200,000","347,100,000","326,300,000","333,700,000","305,600,000","329,000,000","330,200,000","329,100,000","295,500,000","302,200,000","298,700,000","308,100,000","295,700,000","279,500,000","247,600,000","250,200,000","207,200,000","211,700,000","200,600,000","197,000,000","171,100,000"
CostOfRevenue,"6,274,955,000","1,713,865,000","1,694,759,000","1,504,254,000","1,362,077,000","1,110,395,000","1,125,640,000","935,841,000","721,866,000","796,138,000","857,615,000","869,783,000","898,028,000","888,742,000","1,024,475,000","1,041,531,000","1,022,108,000","903,419,000","912,502,000","813,555,000","747,767,000","669,255,000","769,735,000","675,162,000","662,909,000","607,858,000","730,026,000","722,065,000","744,658,000","653,956,000","745,323,000","705,313,000","699,359,000","589,503,000","595,652,000","579,446,000","577,975,000","532,876,000","742,888,000","556,172,000","572,087,000","504,017,000","556,112,000","527,681,000","523,431,000","442,644,000","430,628,000","463,185,000","476,258,000","404,903,000","396,439,000","362,071,000","356,770,000","342,322,000","450,960,000","561,739,000","528,803,000","537,469,000","571,179,000","559,740,000","561,303,000","521,276,000","537,584,000","572,424,000","564,833,000","540,433,000","702,397,000","591,251,000","475,902,000","451,652,000","528,814,000","470,554,000","432,877,000","397,537,000","394,561,000","363,291,000","352,216,000","330,033,000","352,213,000","341,452,000","356,713,000","303,196,000","310,679,000","313,909,000","321,008,000","293,981,000","333,157,000","307,722,000","319,914,000","292,549,000","439,033,000","274,200,000","272,700,000","246,200,000","402,356,000","254,900,000","261,300,000","250,800,000","446,938,000","252,800,000","258,900,000","237,600,000","424,147,000","253,400,000","252,500,000","227,800,000","233,000,000","225,400,000","232,800,000","227,500,000","210,500,000","185,000,000","189,300,000","156,900,000","132,900,000","159,100,000","140,200,000","148,900,000"
GrossProfit,"945,858,000","256,914,000","250,258,000","230,045,000","208,641,000","177,139,000","170,715,000","149,705,000","101,648,000","131,428,000","137,264,000","141,875,000","147,012,000","144,258,000","157,876,000","160,550,000","160,678,000","144,507,000","139,090,000","129,875,000","122,667,000","111,653,000","123,094,000","112,776,000","112,314,000","103,786,000","118,576,000","119,661,000","123,725,000","108,424,000","117,507,000","114,007,000","115,084,000","98,694,000","80,946,000","101,075,000","101,365,000","95,445,000","-51,632,000","160,996,000","163,886,000","145,006,000","161,410,000","156,332,000","152,130,000","129,870,000","157,396,000","160,136,000","165,752,000","143,470,000","151,590,000","138,878,000","134,644,000","127,350,000","153,530,000","171,831,000","169,621,000","71,359,000","71,686,000","75,071,000","71,649,000","55,373,000","73,695,000","76,773,000","78,405,000","69,609,000","98,045,000","84,819,000","63,202,000","50,560,000","60,910,000","56,329,000","49,426,000","23,489,000","39,436,000","43,481,000","37,868,000","35,685,000","41,773,000","44,208,000","34,503,000","32,497,000","37,109,000","41,775,000","37,010,000","37,300,000","47,418,000","44,634,000","38,641,000","34,457,000","-58,950,000","77,300,000","72,400,000","65,200,000","-68,449,000","69,100,000","66,200,000","69,400,000","-99,834,000","73,500,000","74,800,000","68,000,000","-95,146,000","76,800,000","76,600,000","67,700,000","69,200,000","73,300,000","75,300,000","68,200,000","69,000,000","62,600,000","60,900,000","50,300,000","78,800,000","41,500,000","56,800,000","22,200,000"
OperatingExpense,"383,339,000","94,622,000","102,237,000","99,339,000","87,141,000","74,555,000","71,492,000","68,067,000","67,720,000","78,590,000","72,050,000","72,552,000","67,444,000","64,500,000","72,850,000","74,484,000","78,143,000","70,215,000","69,806,000","70,019,000","62,257,000","59,733,000","59,731,000","54,672,000","59,584,000","56,234,000","56,281,000","56,031,000","58,031,000","59,733,000","56,652,000","54,762,000","56,844,000","54,043,000","45,899,000","53,661,000","51,799,000","52,357,000","-100,789,000","107,010,000","105,502,000","102,243,000","110,871,000","107,172,000","103,853,000","95,778,000","98,138,000","101,290,000","98,108,000","90,579,000","90,296,000","85,686,000","85,274,000","85,628,000","94,123,000","100,891,000","100,410,000","50,508,000","46,172,000","45,167,000","47,436,000","55,322,000","45,288,000","45,721,000","48,067,000","51,481,000","57,990,000","50,526,000","44,265,000","47,390,000","47,957,000","47,594,000","45,893,000","51,315,000","41,526,000","43,907,000","38,667,000","40,175,000","37,012,000","37,807,000","40,973,000","39,834,000","35,978,000","35,231,000","36,871,000","38,155,000","39,134,000","34,610,000","38,874,000","38,106,000","12,338,000","43,000,000","44,900,000","44,900,000","11,986,000","42,400,000","44,000,000","44,700,000","41,796,000","39,300,000","42,800,000","38,600,000","37,057,000","37,400,000","37,400,000","39,900,000","36,500,000","37,100,000","39,400,000","39,000,000","36,600,000","32,600,000","32,900,000","30,800,000","67,800,000","32,000,000","48,200,000","19,900,000"
	SellingGeneralAndAdministration,"343,309,000","83,481,000","92,823,000","88,767,000","78,238,000","66,913,000","64,064,000","60,706,000","60,352,000","70,284,000","63,307,000","62,121,000","57,583,000","56,261,000","65,223,000","65,518,000","70,537,000","62,611,000","63,616,000","61,922,000","54,754,000","52,836,000","51,513,000","47,180,000","52,999,000","48,827,000","49,051,000","47,313,000","50,050,000","52,044,000","50,231,000","48,241,000","50,601,000","47,457,000","39,888,000","47,630,000","47,598,000","47,032,000","-85,627,000","93,491,000","94,122,000","89,031,000","97,578,000","94,196,000","89,786,000","81,435,000","84,904,000","88,386,000","83,944,000","77,251,000","76,758,000","72,562,000","72,170,000","72,693,000","81,502,000","88,766,000","87,877,000","45,378,000","41,129,000","40,401,000","42,774,000","50,705,000","40,722,000","41,541,000","44,110,000","47,388,000","53,996,000","46,528,000","40,299,000","43,428,000","44,218,000","43,940,000","42,526,000","48,116,000","38,348,000","40,694,000","35,488,000","37,009,000","34,013,000","34,986,000","38,152,000","36,955,000","32,763,000","31,929,000","33,335,000","34,665,000","30,395,000","31,266,000","35,738,000","35,052,000","31,040,000","31,700,000","35,000,000","35,600,000","30,128,000","33,100,000","34,800,000","39,800,000","36,714,000","33,800,000","37,300,000","33,500,000","31,067,000","31,600,000","31,200,000","33,900,000","31,100,000","31,500,000","34,100,000","34,300,000","32,700,000","29,000,000","29,700,000","27,200,000","60,900,000","28,800,000","45,100,000","16,800,000"
		GeneralAndAdministrativeExpense,"343,309,000","83,481,000","92,823,000","88,767,000","78,238,000","66,913,000","64,064,000","60,706,000","60,352,000","70,284,000","63,307,000","62,121,000","57,583,000","56,261,000","65,223,000","65,518,000","70,537,000","62,611,000","63,616,000","61,922,000","54,754,000","52,836,000","51,513,000","47,180,000","52,999,000","48,827,000","49,051,000","47,313,000","50,050,000","52,044,000","50,231,000","48,241,000","50,601,000","47,457,000","39,888,000","47,630,000","47,598,000","47,032,000","77,101,000","37,455,000","37,662,000","38,799,000","40,655,000","39,206,000","35,782,000","37,264,000","38,194,000","41,070,000","36,973,000","36,843,000","33,922,000","33,078,000","32,243,000","34,369,000","32,301,000","34,499,000","35,101,000","92,192,000","93,185,000","91,571,000","93,546,000","97,337,000","90,803,000","93,714,000","94,620,000","94,399,000","122,037,000","100,178,000","83,212,000","82,554,000","91,815,000","86,717,000","80,729,000","80,550,000","73,121,000","73,295,000","66,027,000","65,093,000","65,327,000","65,631,000","68,969,000","63,043,000","60,985,000","60,213,000","61,225,000","60,782,000","61,676,000","59,768,000","63,772,000","60,956,000","62,140,000","60,100,000","62,900,000","59,900,000","56,728,000","58,800,000","60,600,000","63,400,000","63,614,000","59,000,000","62,300,000","56,200,000","55,467,000","54,400,000","53,100,000","52,700,000","50,800,000","50,300,000","52,400,000","51,500,000","50,300,000","44,400,000","45,700,000","39,700,000",,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,200,000","-6,200,000","-6,600,000","-7,100,000","-8,100,000","-8,900,000","-9,500,000","-11,200,000","-11,500,000","-11,900,000","-11,900,000","-12,200,000","-11,900,000","-9,900,000","-9,300,000","-10,000,000","-9,100,000",,,,
			InsuranceAndClaims,"114,726,000","30,768,000","30,265,000","29,569,000","24,124,000","21,505,000","21,210,000","21,855,000","19,751,000","24,957,000","25,071,000","23,969,000","16,286,000","14,993,000","17,959,000","18,819,000","21,539,000","17,360,000","16,212,000","17,927,000","13,893,000","14,513,000","14,485,000","12,488,000","16,094,000","14,213,000","11,144,000","10,502,000","12,312,000","14,796,000","8,548,000","12,026,000","13,849,000","11,857,000","13,398,000","13,386,000","11,848,000","11,806,000","9,040,000","8,010,000","9,306,000","11,095,000","8,670,000","9,381,000","13,449,000","11,266,000","11,725,000","11,480,000","13,831,000","12,298,000","16,862,000","10,257,000","9,797,000","9,002,000","9,215,000","8,125,000","9,513,000","-9,521,000","-10,954,000","-9,319,000","-12,019,000","-17,540,000","-9,292,000","-9,656,000","-9,022,000","-11,552,000","-15,316,000","-11,946,000","-9,779,000","-13,125,000","-13,588,000","-13,297,000","-12,748,000","-20,706,000","-13,503,000","-10,026,000","-11,533,000","-10,628,000","-9,516,000","-8,288,000","-13,477,000","-10,907,000","-9,128,000","-6,777,000","-9,222,000","-7,803,000","-6,618,000","-6,231,000","-9,982,000","-9,104,000","-5,100,000","-7,100,000","-11,800,000","-10,100,000","-6,500,000","-8,300,000","-12,400,000","-13,400,000","-12,900,000","-11,300,000","-14,500,000","-9,300,000","-10,400,000","-8,300,000","-8,000,000","-9,800,000","-9,800,000","-8,600,000","-9,800,000","-9,600,000","-8,900,000","-7,900,000","-10,000,000","-8,600,000",,,,
			OtherGandA,"228,583,000","52,713,000","62,558,000","59,198,000","54,114,000","45,408,000","42,854,000","38,851,000","40,601,000","45,327,000","38,236,000","38,152,000","41,297,000","41,268,000","47,264,000","46,699,000","48,998,000","45,251,000","47,404,000","43,995,000","40,861,000","38,323,000","37,028,000","34,692,000","36,905,000","34,614,000","37,907,000","36,811,000","37,738,000","37,248,000","41,683,000","36,215,000","36,752,000","35,600,000","26,490,000","34,244,000","35,750,000","35,226,000","68,061,000","29,445,000","28,356,000","27,704,000","31,985,000","29,825,000","22,333,000","25,998,000","26,469,000","29,590,000","23,142,000","24,545,000","17,060,000","22,821,000","22,446,000","25,367,000","23,086,000","26,374,000","25,588,000","101,713,000","104,139,000","100,890,000","105,565,000","114,877,000","100,095,000","103,370,000","103,642,000","105,951,000","137,353,000","112,124,000","92,991,000","95,679,000","105,403,000","100,014,000","93,477,000","101,256,000","86,624,000","83,321,000","77,560,000","75,721,000","74,843,000","73,919,000","82,446,000","73,950,000","70,113,000","66,990,000","70,447,000","68,585,000","68,294,000","65,999,000","73,754,000","70,060,000","67,240,000","67,200,000","74,700,000","70,000,000","63,228,000","67,100,000","73,000,000","83,000,000","82,714,000","76,900,000","83,900,000","73,600,000","74,767,000","72,200,000","72,300,000","74,000,000","72,500,000","70,800,000","74,400,000","73,000,000","69,100,000","61,600,000","65,700,000","57,400,000",,,,
