name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004
OperatingCashFlow,"-152,000,000","-360,000,000","201,000,000","-81,000,000","83,000,000","-188,000,000","4,000,000","-294,000,000","-652,000,000","-370,000,000","1,242,000,000","900,000,000","76,000,000","820,000,000","1,301,000,000","896,000,000","1,107,000,000","1,397,000,000","1,321,000,000","1,113,000,000","1,146,000,000","963,000,000","1,212,982,000","1,042,997,000","988,077,000","798,944,000","1,009,485,000","858,953,000","847,238,000","734,295,000","1,215,348,000","1,226,652,000","1,258,217,000","1,132,627,000","1,278,629,000","1,136,576,000","1,138,689,000","885,518,000","884,924,000","754,514,000","750,868,000","667,451,000","733,323,000","847,650,000","663,145,000","418,378,000","662,153,000","570,093,000","355,111,000","282,794,000","106,194,000","224,573,000","162,131,000","145,715,000","-89,357,000","23,751,000","120,957,000","72,435,000","146,214,000","41,926,000","125,966,000","51,351,000","174,115,000","-468,016,000","-48,645,000","145,826,000","161,719,000","144,670,000","204,404,000","79,123,000","74,203,000","65,584,000","172,282,000","61,300,000"
	CashFlowFromContinuingOperatingActivities,"-555,000,000","-500,000,000","102,000,000","-240,000,000","83,000,000","-188,000,000","4,000,000","-294,000,000","-652,000,000","-370,000,000","1,242,000,000","900,000,000","76,000,000","820,000,000","1,301,000,000","896,000,000","1,107,000,000","1,397,000,000","1,321,000,000","1,113,000,000","1,146,000,000","963,000,000","1,212,982,000","1,042,997,000","988,077,000","798,944,000","1,009,485,000","858,953,000","847,238,000","734,295,000","1,215,348,000","1,226,652,000","1,258,217,000","1,132,627,000","1,278,629,000","1,136,576,000","1,138,689,000","885,518,000","884,924,000","754,514,000","750,868,000","667,451,000","733,323,000","847,650,000","663,145,000","418,378,000","662,153,000","570,093,000","355,111,000","282,794,000","106,194,000","224,573,000","162,131,000","145,715,000","-89,357,000","23,751,000","120,957,000","72,435,000","146,214,000","41,926,000","125,966,000","51,351,000","174,115,000","-468,016,000","-48,645,000","145,826,000","161,719,000","144,670,000","204,404,000","79,123,000","74,203,000","65,584,000","172,282,000","61,300,000"
		NetIncomeFromContinuingOperations,"-1,667,000,000","-478,000,000","-315,000,000","-594,000,000","-280,000,000","-280,000,000","-376,000,000","-731,000,000","-985,000,000","-51,000,000","783,000,000","669,000,000","1,108,000,000","744,000,000","-40,000,000","699,000,000","676,000,000","1,616,000,000","1,360,000,000","685,000,000","638,000,000","578,000,000","607,137,000","605,513,000","394,437,000","408,913,000","574,975,000","618,193,000","581,491,000","611,038,000","878,000,000","860,499,000","852,844,000","996,728,000","769,731,000","809,298,000","671,673,000","703,974,000","571,343,000","444,980,000","286,381,000","579,109,000","524,352,000","505,172,000",,,"386,407,000","268,834,000","78,548,000","47,814,000",,,,"-35,846,000","-111,320,000","-32,208,000","-8,796,000","-11,234,000","39,883,000","-48,507,000","34,398,000","90,914,000","113,640,000","97,251,000","109,329,000","121,783,000","110,049,000","80,096,000","86,429,000","7,112,000","62,703,000","-80,697,000","463,261,000","49,916,000"
		OperatingGainsLosses,"201,000,000","28,000,000","20,000,000","154,000,000","-1,000,000","13,000,000","13,000,000","40,000,000","8,000,000","-35,000,000","41,000,000","41,000,000","-580,000,000","27,000,000","55,000,000","55,000,000","57,000,000","20,000,000","8,000,000","36,000,000","8,000,000","26,000,000","22,464,000","674,000","27,566,000","9,296,000","19,978,000","-18,311,000","9,910,000","3,098,000","-6,224,000","-5,290,000","7,670,000","15,188,000","2,097,000","3,249,000","2,080,000","-4,668,000","141,766,000","632,000","17,223,000","1,539,000","16,406,000","-7,373,000","7,425,000","2,961,000","5,636,000","16,912,000","-7,091,000","-4,882,000","22,783,000","-48,000","-480,000","494,000","42,891,000","-20,479,000","10,734,000","-3,710,000","15,873,000","-9,673,000","61,000","178,000","704,000","383,000","-6,763,000","8,300,000","10,465,000","3,460,000","4,790,000","137,383,000",,,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,"0","0",,,,,,,,,,,"-71,000","21,000","24,000","26,000","137,000","139,000","139,000","141,000","247,000","247,000","246,000","245,000","346,000","346,000","343,000","341,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"40,000,000","22,000,000","12,000,000","16,000,000","-10,000,000","16,000,000","9,000,000","5,000,000","5,000,000","-39,000,000","-30,000,000","11,000,000","-24,000,000","22,000,000","11,000,000","-1,000,000","-48,000,000","12,000,000","15,000,000","15,000,000","5,000,000","18,000,000","-41,400,000","-6,608,000","17,126,000","9,882,000","3,199,000","-19,159,000","7,213,000","-12,366,000","-8,405,000","-8,216,000","3,828,000","951,000","-3,227,000","164,000","-3,025,000","-6,941,000","-5,880,000","632,000","1,725,000","724,000","-3,189,000","569,000","-18,000","2,462,000","5,636,000","10,019,000","-5,638,000","-3,198,000","-261,000","-252,000","-349,000","363,000",,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,"1,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"1,106,000,000","278,000,000","280,000,000","276,000,000","272,000,000","269,000,000","307,000,000","306,000,000","298,000,000","304,000,000","305,000,000","298,000,000","303,000,000","310,000,000","298,000,000","292,000,000","283,000,000","273,000,000","267,000,000","274,000,000","336,000,000","331,000,000","327,879,000","287,479,000","264,219,000","269,423,000","258,292,000","257,435,000","258,077,000","263,760,000","265,970,000","261,088,000","274,056,000","271,073,000","264,993,000","258,947,000","261,156,000","262,724,000","290,486,000","206,536,000","230,497,000","204,692,000","197,935,000","200,071,000","206,161,000","190,237,000","184,450,000","186,738,000","161,996,000","161,787,000","181,493,000","148,677,000","137,143,000","145,739,000","160,816,000","142,358,000","134,112,000","128,709,000","95,317,000","66,938,000","46,509,000","39,326,000","38,829,000","29,426,000","25,815,000","25,907,000","27,430,000","28,640,000","22,211,000","21,515,000","25,979,000","17,962,000","16,856,000","15,527,000"
			DepreciationAndAmortization,"1,106,000,000","278,000,000","280,000,000","276,000,000","272,000,000","269,000,000","307,000,000","306,000,000","298,000,000","304,000,000","305,000,000","298,000,000","303,000,000","310,000,000","298,000,000","292,000,000","283,000,000","273,000,000","267,000,000","274,000,000","336,000,000","331,000,000","327,879,000","287,479,000","264,219,000","269,423,000","258,292,000","257,435,000","258,077,000","263,760,000","265,970,000","261,088,000","274,056,000","271,073,000","264,993,000","258,947,000","261,156,000","262,724,000","290,486,000","206,536,000","230,497,000","204,692,000","197,935,000","200,071,000","206,161,000","190,237,000","184,450,000","186,738,000","161,996,000","161,787,000","181,493,000","148,677,000","137,143,000","145,739,000","160,816,000","142,358,000","134,112,000","128,709,000","95,317,000","66,938,000","46,509,000","39,326,000","38,829,000","29,426,000","25,815,000","25,907,000","27,430,000","28,640,000","22,211,000","21,515,000","25,979,000","17,962,000","16,856,000","15,527,000"
				Depreciation,"1,106,000,000","278,000,000","280,000,000","276,000,000","272,000,000","269,000,000","307,000,000","306,000,000","298,000,000","304,000,000","305,000,000","298,000,000","303,000,000","310,000,000","298,000,000","292,000,000","283,000,000","273,000,000","267,000,000","274,000,000","336,000,000","331,000,000","327,879,000","287,479,000","264,219,000","269,423,000","258,292,000","257,435,000","258,077,000","263,760,000","265,970,000","261,088,000","274,056,000","271,073,000","264,993,000","258,947,000","261,156,000","262,724,000",,,"220,440,000","194,747,000",,,,,,,,"153,089,000",,,,"139,249,000","142,233,000","132,239,000","119,101,000","113,413,000","81,295,000","54,309,000","35,721,000","31,232,000","34,597,000","26,743,000","24,428,000","25,005,000","26,512,000","27,722,000","21,097,000","19,965,000","17,703,000",,,"15,527,000"
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,057,000","9,945,000",,,,,,,,"8,698,000",,,,"6,490,000","18,583,000","10,119,000","15,011,000","15,296,000","14,022,000","12,629,000","10,788,000","8,094,000","4,232,000","2,683,000","1,387,000","902,000","918,000","918,000","1,114,000","1,550,000","8,276,000",,,"0"
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,057,000","9,945,000",,,,,,,,"8,698,000",,,,"6,490,000","18,583,000","10,119,000","15,011,000","15,296,000","14,022,000","12,629,000","10,788,000","8,094,000","4,232,000","2,683,000","1,387,000","902,000","918,000","918,000","1,114,000","1,550,000","8,276,000",,,"0"
		DeferredTax,"-60,000,000","-31,000,000","-28,000,000","10,000,000","-11,000,000","-16,000,000","7,000,000","-7,000,000","-29,000,000","-4,000,000","2,000,000","20,000,000","134,000,000","1,000,000","755,000,000","4,000,000","7,000,000","-653,000,000","-518,000,000","11,000,000","7,000,000","3,000,000","-71,000","12,133,000","-2,287,000","14,225,000","20,186,000","19,980,000","-11,463,000","-10,040,000","17,217,000","-8,228,000","-2,976,000","-9,248,000","1,517,000","-455,000","-7,926,000","2,619,000","25,859,000","-4,182,000","-12,406,000","-4,083,000","21,708,000","7,964,000","25,883,000","35,372,000","41,494,000","64,492,000","-11,415,000","4,965,000","-16,777,000","73,380,000","-70,347,000","12,405,000","11,387,000","-28,574,000","-6,045,000","-13,010,000","-793,000","562,000","-13,120,000","-2,203,000","-4,837,000","-2,181,000","4,081,000","6,851,000","11,063,000","6,273,000","11,421,000","-34,299,000",,,"0","0"
