name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
TotalRevenue,"25,816,000","6,771,000","12,469,000","6,197,000","379,000","6,499,000","11,419,000","62,841,000","10,749,000","5,723,000","12,284,000","3,848,000","2,330,000","2,069,000","6,119,000","14,519,000","7,372,000","3,927,000","3,667,000","6,282,000","3,097,000","682,000","898,000","962,000","3,388,000","805,000","792,000","670,000","167,000","0","0"
	OperatingRevenue,"25,816,000","6,771,000","12,469,000","6,197,000","379,000","6,499,000","11,419,000","62,841,000","10,749,000","5,723,000","12,284,000","3,848,000","2,330,000","2,069,000","6,119,000","14,519,000","7,372,000","3,927,000","3,667,000","6,282,000","3,097,000","682,000","898,000","962,000","3,388,000","805,000","792,000","670,000","167,000","0","0"
CostOfRevenue,,,,,,,,,,,,,,,,,"32,718,000",,,,,,,,,,"0",,,,"0"
GrossProfit,,,,,,,,,,,,,,,,,"-25,346,000",,,,,,,,,,"792,000",,,,"0"
OperatingExpense,"212,829,000","57,521,000","54,079,000","45,450,000","55,780,000","63,382,000","77,291,000","53,852,000","42,088,000","52,339,000","51,706,000","38,436,000","37,979,000","33,331,000","32,372,000","30,777,000","47,029,000","35,486,000","40,109,000","33,031,000","29,212,000","31,309,000","39,882,000","22,127,000","22,588,000","18,644,000","13,165,000","8,052,000","10,563,000","5,161,000","5,188,000"
	SellingGeneralAndAdministration,"74,283,000","19,545,000","16,526,000","16,185,000","22,027,000","21,445,000","15,787,000","19,936,000","14,081,000","17,769,000","16,917,000","15,734,000","14,414,000","17,489,000","13,178,000","13,334,000","14,311,000","14,186,000","13,685,000","12,635,000","11,894,000","12,288,000","13,047,000","11,295,000","12,158,000","9,762,000","7,339,000","4,202,000","3,281,000","3,273,000","2,793,000"
		GeneralAndAdministrativeExpense,"74,283,000","19,545,000","16,526,000","16,185,000","22,027,000","21,445,000","15,787,000","19,936,000","14,081,000","17,769,000","16,917,000","15,734,000","14,414,000","17,489,000","13,178,000","13,334,000","14,311,000","14,186,000","13,685,000","12,635,000","11,894,000","12,288,000","13,047,000","11,295,000","12,158,000","9,762,000","7,339,000","4,202,000","3,281,000","3,273,000","2,793,000"
			SalariesAndWages,"42,704,000","11,861,000","7,494,000","9,623,000","13,726,000","12,932,000","7,993,000","7,072,000","6,510,000","7,848,000","6,862,000","6,251,000","5,400,000","7,973,000","5,878,000","6,223,000","5,870,000","5,394,000",,"3,988,000",,,,,,,,,,,
			OtherGandA,"31,579,000","7,684,000","9,032,000","6,562,000","8,301,000","8,513,000","7,794,000","12,864,000","7,571,000","9,921,000","10,055,000","9,483,000","9,014,000","9,516,000","7,300,000","7,111,000","8,441,000","8,792,000","26,537,000","8,647,000","11,894,000","12,288,000","13,047,000","11,295,000","12,158,000","9,762,000","7,339,000","4,202,000","3,281,000","3,273,000","2,793,000"
	ResearchAndDevelopment,"138,546,000","37,976,000","37,553,000","29,265,000","33,753,000","41,937,000","61,504,000","33,916,000","28,007,000","34,570,000","34,789,000","22,702,000","23,565,000","15,842,000","19,194,000","17,443,000","32,718,000","21,300,000","26,424,000","20,396,000","17,318,000","19,021,000","26,835,000","10,832,000","10,430,000","8,882,000","5,826,000","3,850,000","7,282,000","1,888,000","2,395,000"
