name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003
OperatingCashFlow,"358,395,000","73,414,000","114,230,000","119,153,000","51,598,000","49,814,000","106,802,000","101,180,000","52,351,000","90,784,000","96,653,000","125,347,000","67,767,000","80,612,000","109,688,000","97,475,000","61,318,000","108,140,000","74,831,000","116,485,000","61,659,000","66,979,000","65,252,000","91,542,000","87,228,000","64,067,000","84,927,000","48,807,000","53,018,000","74,234,000","58,852,000","87,771,000","52,209,000","61,066,000","69,879,000","73,913,000","45,726,000","57,160,000","66,799,000","54,880,000","31,803,000","49,556,000","37,166,000","42,262,000","27,111,000","24,494,000","37,446,000","39,587,000","17,082,000","23,969,000","25,652,000","29,523,000","4,484,000","19,903,000","9,927,000","11,365,000","3,795,000","7,800,000","17,345,000","2,133,000","6,349,000","3,220,000","15,896,000","7,946,000","5,315,000","6,080,000","4,483,000","10,086,000","147,000","5,713,000","6,879,000","2,947,000","2,230,000","5,237,000","10,844,826"
	CashFlowFromContinuingOperatingActivities,"358,395,000","73,414,000","114,230,000","119,153,000","51,598,000","49,814,000","106,802,000","101,180,000","52,351,000","90,784,000","96,653,000","125,347,000","67,767,000","80,612,000","109,688,000","97,475,000","61,318,000","108,140,000","74,831,000","116,485,000","61,659,000","66,979,000","65,252,000","91,542,000","87,228,000","64,067,000","84,927,000","48,807,000","53,018,000","74,234,000","58,852,000","87,771,000","52,209,000","61,066,000","69,879,000","73,913,000","45,726,000","57,160,000","66,799,000","54,880,000","31,803,000","49,556,000","37,166,000","42,262,000","27,111,000","24,494,000","37,446,000","39,587,000","17,082,000","23,969,000","25,652,000","29,523,000","4,484,000","19,903,000","9,927,000","11,365,000","3,795,000","7,800,000","17,345,000","2,133,000","6,349,000","3,220,000","15,896,000","7,946,000","5,315,000","6,080,000","4,483,000","10,086,000","147,000","5,713,000","6,879,000","2,947,000","2,230,000","5,237,000","10,844,826"
		NetIncomeFromContinuingOperations,"60,019,000","42,720,000","41,711,000","-13,359,000","-11,053,000","15,985,000","24,633,000","-21,424,000","-15,422,000","82,061,000","25,848,000","19,336,000","10,210,000","31,368,000","49,621,000","-2,737,000","45,990,000","26,250,000","39,558,000","-1,233,000","-2,653,000","34,449,000","25,804,000","9,845,000","18,765,000","46,209,000","28,860,000","2,016,000","15,918,000","71,267,000","27,291,000","-5,785,000","13,731,000","28,867,000","28,312,000","47,832,000","8,666,000","22,381,000","25,404,000","1,022,000","13,007,000","20,805,000","16,119,000","1,792,000",,,,"3,905,000","768,000","-2,189,000",,"-5,660,000","-5,216,000","455,000","-3,420,000","-13,094,000","-1,450,000","4,909,000","6,146,000","-2,369,000","-785,000","-4,678,000","22,611,000","-1,611,000","-2,067,000","3,664,000","3,858,000","-596,000","-1,792,000","8,192,000","3,340,000","-5,041,000","-1,168,000","1,530,000",
		OperatingGainsLosses,,,,,,,"0","0","0","-43,698,000","-229,000","-20,992,000",,,"-8,651,000","0",,,"0","0",,,"9,053,000","0","0","-17,409,000","0","-2,887,000","-3,790,000","-44,252,000","301,000","67,000","0","-2,843,000","-2,100,000",,,,"-2,638,000","0","-83,000","-322,000","342,000","42,000","-14,561,000","12,000","-5,201,000","190,000","1,073,000","5,060,000","9,867,000","907,000","483,000","554,000",,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-444,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"-232,000","0","-14,574,000","0","0","0","59,000","3,646,000",,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,"0","0","0","-48,525,000","-229,000","0",,,"0","0",,,"0","0",,,"-3,788,000","0","0","-17,409,000","0","-4,657,000","-3,790,000","-44,252,000","301,000","67,000","0","-2,843,000","-2,432,000",,,,"-4,434,000","0","0","122,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","122,000","0",,,"574,000","42,000","13,000","12,000","-4,209,000","9,000","711,000","1,414,000","129,000","907,000","483,000","554,000",,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"278,032,000","70,552,000","69,294,000","69,445,000","68,741,000","68,117,000","67,724,000","67,369,000","66,441,000","66,169,000","68,546,000","68,930,000","68,815,000","68,755,000","68,756,000","66,131,000","63,537,000","64,779,000","65,564,000","61,125,000","55,943,000","52,323,000","51,901,000","52,067,000","53,703,000","53,716,000","54,685,000","52,248,000","51,582,000","50,273,000","51,294,000","49,576,000","48,450,000","48,222,000","47,416,000","45,379,000","47,709,000","46,971,000","39,083,000","28,526,000","24,482,000","24,399,000","22,690,000","22,205,000","22,104,000","22,272,000","21,972,000","19,979,000","16,686,000","18,931,000","15,894,000","20,952,000","20,400,000","20,102,000","19,577,000","18,879,000","11,070,000","8,029,000","7,909,000","7,797,000","7,768,000","6,970,000","6,194,000","6,852,000","7,178,000","5,275,000","4,328,000","4,269,000","4,450,000","3,424,000","2,908,000",,,"2,346,000","2,323,996"
			DepreciationAndAmortization,"278,032,000","70,552,000","69,294,000","69,445,000","68,741,000","68,117,000","67,724,000","67,369,000","66,441,000","66,169,000","68,546,000","68,930,000","68,815,000","68,755,000","68,756,000","66,131,000","63,537,000","64,779,000","65,564,000","61,125,000","55,943,000","52,323,000","51,901,000","52,067,000","53,703,000","53,716,000","54,685,000","52,248,000","51,582,000","50,273,000","51,294,000","49,576,000","48,450,000","48,222,000","47,416,000","45,379,000","47,709,000","46,971,000","39,083,000","28,526,000","24,482,000","24,399,000","22,690,000","22,205,000","22,104,000","22,272,000","21,972,000","19,979,000","16,686,000","18,931,000","15,894,000","20,952,000","20,400,000","20,102,000","19,577,000","18,879,000","11,070,000","8,029,000","7,909,000","7,797,000","7,768,000","6,970,000","6,194,000","6,852,000","7,178,000","5,275,000","4,328,000","4,269,000","4,450,000","3,424,000","2,908,000",,,"2,346,000","2,323,996"
