name,ttm,03/31/2022,12/31/2021,09/30/2021
MarketCap,"825,510,260","1,583,800,172","1,607,214,161","1,715,677,069"
EnterpriseValue,"429,835,260","1,149,370,172","1,111,878,161","1,735,771,069"
PsRatio,"128.875","215.391",,
PbRatio,"2.241","4.221","3.996",
EnterprisesValueRevenueRatio,"67.109","3,228.568","218.572","1,804.336"
EnterprisesValueEBITDARatio,"-12.245","-44.484","-35.005","55.092"
