name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002
TotalRevenue,"2,596,277,000","675,545,000","634,333,000","637,821,000","648,578,000","633,224,000","638,784,000","636,196,000","632,492,000","610,912,000","604,413,000","579,179,000","537,037,000","501,930,000","497,072,000","497,205,000","491,044,000","473,236,000","462,285,000","422,665,000","413,694,000","418,374,000","394,178,000","415,402,000","401,354,000","390,662,000","402,401,000","393,008,000","384,378,000","370,330,000","411,367,000","447,200,000","463,381,000","452,033,000","491,536,000","567,399,000","605,129,000","646,008,000","621,821,000","645,028,000","638,937,000","676,509,000","681,838,000","734,607,000","752,673,000","700,864,000","697,916,000","656,954,000","661,611,000","587,557,000","542,066,000","514,630,000","514,068,000","449,570,000","494,709,000","486,128,000","464,970,000","425,072,000","421,754,000","383,359,000","348,700,000","294,285,000","290,712,000","283,695,000","287,465,000","275,306,000","260,990,000","262,431,000","239,408,000","217,461,000","229,811,000","211,260,000","198,582,000","202,769,000","194,812,000","181,590,000","177,076,000","148,123,000","142,492,000","130,425,000","119,168,000","108,134,000"
	OperatingRevenue,"2,596,277,000","675,545,000","634,333,000","637,821,000","648,578,000","633,224,000","638,784,000","636,196,000","632,492,000","610,912,000","604,413,000","579,179,000","537,037,000","501,930,000","497,072,000","497,205,000","491,044,000","473,236,000","462,285,000","422,665,000","413,694,000","418,374,000","394,178,000","415,402,000","401,354,000","390,662,000","402,401,000","393,008,000","384,378,000","370,330,000","411,367,000","447,200,000","463,381,000","452,033,000","491,536,000","567,399,000","605,129,000","646,008,000","621,821,000","645,028,000","638,937,000","676,509,000","681,838,000","734,607,000","752,673,000","700,864,000","697,916,000","656,954,000","661,611,000","587,557,000","542,066,000","514,630,000","514,068,000","449,570,000","494,709,000","486,128,000","464,970,000","425,072,000","421,754,000","383,359,000","348,700,000","294,285,000","290,712,000","283,695,000","287,465,000","275,306,000","260,990,000","262,431,000","239,408,000","217,461,000","229,811,000","211,260,000","198,582,000","202,769,000","194,812,000","181,590,000","177,076,000","148,123,000","142,492,000","130,425,000","119,168,000","108,134,000"
CostOfRevenue,"2,207,799,000","575,971,000","542,755,000","536,205,000","552,868,000","542,717,000","541,027,000","538,000,000","539,473,000","520,291,000","515,198,000","487,914,000","459,266,000","431,083,000","427,595,000","425,560,000","421,012,000","403,933,000","394,592,000","361,286,000","350,674,000","357,047,000","338,456,000","356,294,000","341,511,000","333,514,000","345,314,000","334,991,000","326,243,000","314,149,000","348,623,000","382,787,000","399,789,000","393,009,000","416,690,000","493,604,000","523,039,000","562,297,000","535,424,000","551,493,000","544,110,000","582,867,000","580,084,000","629,181,000","644,647,000","599,767,000","591,441,000","555,318,000","562,306,000","499,566,000","450,651,000","425,566,000","422,242,000","370,304,000","410,143,000","407,973,000","391,364,000","355,718,000","353,861,000","321,133,000","292,253,000","246,903,000","241,925,000","235,539,000","238,879,000","227,807,000","213,723,000","216,260,000","196,662,000","179,208,000","188,661,000","176,381,000","184,820,000","163,574,000","158,175,000","147,461,000","144,350,000","119,782,000","115,431,000","105,995,000","97,280,000","88,610,000"
GrossProfit,"388,478,000","99,574,000","91,578,000","101,616,000","95,710,000","90,507,000","97,757,000","98,196,000","93,019,000","90,621,000","89,215,000","91,265,000","77,771,000","70,847,000","69,477,000","71,645,000","70,032,000","69,303,000","67,693,000","61,379,000","63,020,000","61,327,000","55,722,000","59,108,000","59,843,000","57,148,000","57,087,000","58,017,000","58,135,000","56,181,000","62,744,000","64,413,000","63,592,000","59,024,000","74,846,000","73,795,000","82,090,000","83,711,000","86,397,000","93,535,000","94,827,000","93,642,000","101,754,000","105,426,000","108,026,000","101,097,000","106,475,000","101,636,000","99,305,000","87,991,000","91,415,000","89,064,000","91,826,000","79,266,000","84,566,000","78,155,000","73,606,000","69,354,000","67,893,000","62,226,000","56,447,000","47,382,000","48,787,000","48,156,000","48,586,000","47,499,000","47,267,000","46,171,000","42,746,000","38,253,000","41,150,000","34,879,000","13,762,000","39,195,000","36,637,000","34,129,000","32,726,000","28,341,000","27,061,000","24,430,000","21,888,000","19,524,000"
OperatingExpense,"200,245,000","55,736,000","49,118,000","48,343,000","47,048,000","48,086,000","57,533,000","58,855,000","53,433,000","51,723,000","51,121,000","52,863,000","44,474,000","42,315,000","40,884,000","42,246,000","41,703,000","42,882,000","41,964,000","38,239,000","38,085,000","36,937,000","34,418,000","35,608,000","35,629,000","35,203,000","34,279,000","36,897,000","37,023,000","36,335,000","38,772,000","37,681,000","39,522,000","38,982,000","41,257,000","41,756,000","43,419,000","47,340,000","48,743,000","50,776,000","49,947,000","47,947,000","47,931,000","46,918,000","48,858,000","45,242,000","47,611,000","47,121,000","42,776,000","42,759,000","44,004,000","42,627,000","46,953,000","38,908,000","43,196,000","37,831,000","36,496,000","34,800,000","31,453,000","31,804,000","30,968,000","26,019,000","26,320,000","25,142,000","26,150,000","24,766,000","22,423,000","24,335,000","22,576,000","20,746,000","24,914,000","21,294,000","21,996,000","19,834,000","19,854,000","17,904,000","17,437,000","15,674,000","16,409,000","13,459,000","12,573,000","11,921,000"
	SellingGeneralAndAdministration,"200,245,000","55,736,000","49,118,000","48,343,000","47,048,000","48,086,000","57,533,000","58,855,000","53,433,000","51,723,000","51,121,000","52,863,000","44,474,000","42,315,000","40,884,000","42,246,000","41,703,000","42,882,000","41,964,000","38,239,000","38,085,000","36,937,000","34,418,000","35,608,000","35,629,000","35,203,000","34,279,000","36,897,000","37,023,000","36,335,000","38,772,000","37,681,000","39,522,000","38,982,000","41,257,000","41,756,000","43,419,000","47,340,000","48,743,000","50,776,000","49,947,000","47,947,000","47,931,000","46,918,000","48,858,000","45,242,000","47,611,000","47,121,000","42,776,000","42,759,000","44,004,000","42,627,000","46,953,000","38,908,000","43,196,000","37,831,000","36,496,000","34,800,000","31,453,000","31,804,000","30,968,000","26,019,000","32,647,000","22,951,000","24,019,000","22,761,000","20,356,000","22,327,000","20,876,000","19,307,000","23,047,000","20,452,000","20,569,000","18,536,000","18,661,000","16,723,000","16,195,000","14,739,000","15,487,000","12,856,000","12,057,000","11,433,000"
		GeneralAndAdministrativeExpense,"200,245,000","55,736,000","49,118,000","48,343,000","47,048,000","48,086,000","57,533,000","58,855,000","53,433,000","51,723,000","51,121,000","52,863,000","44,474,000","42,315,000","40,884,000","42,246,000","41,703,000","42,882,000","41,964,000","38,239,000","38,085,000","36,937,000","34,418,000","35,608,000","35,629,000","35,203,000","34,279,000","36,897,000","37,023,000","36,335,000","38,772,000","37,681,000","39,522,000","38,982,000","41,257,000","41,756,000","43,419,000","47,340,000","48,743,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"200,245,000","55,736,000","49,118,000","48,343,000","47,048,000","48,086,000","57,533,000","58,855,000","53,433,000","51,723,000","51,121,000","52,863,000","44,474,000","42,315,000","40,884,000","42,246,000","41,703,000","42,882,000","41,964,000","38,239,000","38,085,000","36,937,000","34,418,000","35,608,000","35,629,000","35,203,000","34,279,000","36,897,000","37,023,000","36,335,000","38,772,000","37,681,000","39,522,000","38,982,000","41,257,000","41,756,000","43,419,000","47,340,000","48,743,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,191,000","2,131,000","2,005,000","2,070,000","2,008,000","1,700,000","1,439,000","1,867,000","845,000","1,427,000","1,298,000","1,193,000","1,181,000","1,242,000","935,000","922,000","603,000","516,000","488,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,191,000","2,131,000","2,005,000","2,070,000","2,008,000","1,700,000","1,439,000","1,867,000","845,000","1,427,000","1,298,000","1,193,000","1,181,000","1,242,000","935,000","922,000","603,000","516,000","488,000"
