name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,03/31/2017,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012
TotalRevenue,"1,141,151,000","308,375,000","244,439,000","297,290,000","291,047,000","280,606,000","246,928,000","240,325,000","303,612,000","318,570,000","292,351,000","359,766,000","379,016,000","390,241,000","423,579,000","449,426,000","460,975,000","458,973,000","461,051,000","454,287,000","185,621,000","364,000,000","387,000,000","406,000,000","433,000,000","452,000,000","474,000,000","456,000,000","414,000,000","397,000,000","345,000,000","0","279,000,000","320,000,000","335,000,000"
	OperatingRevenue,"1,141,151,000","308,375,000","244,439,000","297,290,000","291,047,000","280,606,000","246,928,000","240,325,000","303,612,000","318,570,000","292,351,000","359,766,000","379,016,000","390,241,000","423,579,000","449,426,000","460,975,000","458,973,000","461,051,000","454,287,000","185,621,000","364,000,000","387,000,000","406,000,000","433,000,000","452,000,000","474,000,000","456,000,000","414,000,000","397,000,000","345,000,000","0","279,000,000","320,000,000","335,000,000"
CostOfRevenue,"420,402,000","110,519,000","93,109,000","104,167,000","112,607,000","98,160,000","87,755,000","87,347,000","110,605,000","99,620,000","92,973,000","115,541,000","127,995,000","139,740,000","154,207,000","152,629,000","154,256,000","179,730,000","197,801,000","197,052,000","78,315,000","123,000,000","124,000,000","141,000,000","136,000,000","144,000,000","146,000,000","150,000,000","141,000,000","130,000,000","124,000,000",,"86,000,000","89,000,000","93,000,000"
GrossProfit,"720,749,000","197,856,000","151,330,000","193,123,000","178,440,000","182,446,000","159,173,000","152,978,000","193,007,000","218,950,000","199,378,000","244,225,000","251,021,000","250,501,000","269,372,000","296,797,000","306,719,000","279,243,000","263,250,000","257,235,000","107,306,000","241,000,000","263,000,000","265,000,000","297,000,000","308,000,000","328,000,000","306,000,000","273,000,000","267,000,000","221,000,000",,"193,000,000","231,000,000","242,000,000"
OperatingExpense,"540,045,000","146,149,000","146,076,000","127,326,000","120,494,000","117,819,000","136,270,000","130,405,000","123,299,000","157,308,000","175,273,000","172,124,000","191,972,000","203,389,000","215,532,000","250,366,000","270,246,000","253,944,000","285,991,000","309,442,000","134,057,000","237,000,000","221,000,000","239,000,000","338,000,000","283,000,000","323,000,000","299,000,000","406,000,000","409,000,000","357,000,000",,"197,000,000","203,000,000","208,000,000"
	SellingGeneralAndAdministration,"540,045,000","146,149,000","146,076,000","127,326,000","120,494,000","117,819,000","100,630,000","94,951,000","123,299,000","119,485,000","124,288,000","121,653,000","139,677,000","150,870,000","149,002,000","183,663,000","203,432,000","187,016,000","172,679,000","235,351,000","76,587,000","136,000,000","118,000,000","133,000,000","178,000,000","122,000,000","162,000,000","138,000,000","165,000,000","167,000,000","164,000,000",,"91,000,000","99,000,000","103,000,000"
		GeneralAndAdministrativeExpense,"164,817,000","52,194,000","46,540,000","32,983,000","33,100,000","41,279,000","39,563,000","34,176,000","44,194,000","44,132,000","49,968,000","33,071,000","45,544,000","51,672,000","44,595,000","69,121,000","70,099,000","59,919,000","69,300,000","90,568,000","17,331,000","52,000,000","36,000,000","37,000,000","75,000,000","16,000,000","50,000,000","23,000,000","55,000,000","54,000,000","69,000,000",,"24,000,000","31,000,000","32,000,000"
			OtherGandA,"164,817,000","52,194,000","46,540,000","32,983,000","33,100,000","41,279,000","39,563,000","34,176,000","44,194,000","44,132,000","49,968,000","33,071,000","45,544,000","51,672,000","44,595,000","69,121,000","70,099,000","59,919,000","69,300,000","90,568,000","17,331,000","52,000,000","36,000,000","37,000,000","75,000,000","16,000,000","50,000,000","23,000,000","55,000,000","54,000,000","69,000,000",,"24,000,000","31,000,000","32,000,000"
		SellingAndMarketingExpense,"375,228,000","93,955,000","99,536,000","94,343,000","87,394,000","76,540,000","61,067,000","60,775,000","79,105,000","75,353,000","74,320,000","88,582,000","94,133,000","99,198,000","104,407,000","114,542,000","133,333,000","127,097,000","103,379,000","144,783,000","59,256,000","84,000,000","82,000,000","96,000,000","103,000,000","106,000,000","112,000,000","115,000,000","110,000,000","113,000,000","95,000,000",,"67,000,000","68,000,000","71,000,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,"35,640,000","35,454,000",,"37,823,000","50,985,000","50,471,000","52,295,000","52,519,000","66,530,000","66,703,000","66,814,000","66,928,000","113,312,000","74,091,000","57,470,000","101,000,000","103,000,000","106,000,000","160,000,000","161,000,000","161,000,000","161,000,000","241,000,000","242,000,000","193,000,000",,"106,000,000","104,000,000","105,000,000"
