name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,12/31/2011,03/31/2011
TotalAssets,"5,187,432,000","7,068,677,000","6,177,142,000","5,107,927,000","4,930,766,000","4,058,051,000","3,812,933,000","3,700,408,000","3,162,392,000","3,882,080,000","4,253,331,000","3,726,826,000","3,257,747,000","3,395,631,000","3,761,096,000","3,908,031,000","4,122,698,000","4,023,343,000","4,144,384,000","3,982,888,000","3,401,108,000","3,138,694,000","2,668,471,000","2,317,135,000","2,203,560,000","2,241,837,000","2,293,130,000","2,307,653,000","1,770,815,000","1,657,808,000","1,500,656,346","918,386,486","800,137,429","363,576,047","385,479,833","356,148,185","366,722,718","118,860,956","71,650,692","65,313,395","58,368,772","30,101,395"
TotalLiabilitiesNetMinorityInterest,"4,595,014,000","6,300,580,000","5,446,513,000","4,554,106,000","4,464,590,000","3,642,760,000","3,436,192,000","3,354,440,000","2,854,248,000","3,486,573,000","3,861,343,000","3,367,168,000","2,917,333,000","3,059,552,000","3,367,793,000","3,498,832,000","3,693,247,000","3,561,132,000","3,729,983,000","3,564,714,000","3,066,896,000","2,805,915,000","2,374,075,000","2,073,452,000","1,963,782,000","1,988,582,000","2,037,261,000","2,023,504,000","1,540,069,000","1,439,730,000","1,327,869,845","792,697,481","692,727,715","318,810,700","340,655,632","308,973,503","316,648,509","104,135,981","56,658,504","51,277,614","44,589,140","22,615,477"
TotalEquityGrossMinorityInterest,"592,418,000","768,097,000","730,629,000","553,821,000","466,176,000","415,291,000","376,741,000","345,968,000","308,144,000","395,507,000","391,988,000","359,658,000","340,414,000","336,079,000","393,303,000","409,199,000","429,451,000","462,211,000","414,401,000","418,174,000","334,212,000","332,779,000","294,396,000","243,683,000","239,778,000","253,255,000","255,869,000","284,149,000","230,746,000","218,078,000","172,786,501","125,689,005","107,409,714","44,765,347","44,824,201","47,174,682","50,074,209","14,724,975","14,992,188","14,035,781","13,779,632","7,485,918"
	StockholdersEquity,"592,418,000","768,097,000","730,629,000","553,821,000","466,176,000","415,291,000","376,741,000","345,968,000","308,144,000","395,507,000","391,988,000","359,658,000","340,414,000","336,079,000","393,303,000","409,199,000","429,451,000","462,211,000","414,401,000","418,174,000","334,212,000","332,779,000","294,396,000","243,683,000","239,778,000","253,255,000","255,869,000","284,149,000","230,746,000","218,078,000","172,786,501","125,689,005","107,409,714","44,765,347","44,824,201","47,174,682","50,074,209","14,724,975","14,992,188","14,035,781","13,779,632","7,485,918"
		CapitalStock,"1,771,000","1,770,000","1,533,000","1,175,000","944,000","761,000","693,000","662,000","662,000","631,000","631,000","543,000","499,000","491,000","520,000","520,000","531,000","531,000","453,000","453,000","343,000","330,000","263,000","224,000","218,000","217,000","219,000","230,000","179,000","167,000","130,244","96,321","86,117","33,417","33,417","33,417","33,417","1,541","1,541","1,500","1,500","750"
			PreferredStock,"0","0","0","0","0","0",,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,
			CommonStock,"1,771,000","1,770,000","1,533,000","1,175,000","944,000","761,000","693,000","662,000","662,000","631,000","631,000","543,000","499,000","491,000","520,000","520,000","531,000","531,000","453,000","453,000","343,000","330,000","263,000","224,000","218,000","217,000","219,000","230,000","179,000","167,000","130,244","96,321","86,117","33,417","33,417","33,417","33,417","1,541","1,541","1,500","1,500","750"
		AdditionalPaidInCapital,"822,128,000","849,081,000","767,286,000","616,874,000","512,595,000","432,524,000","410,521,000","407,855,000","418,803,000","414,998,000","430,091,000","389,372,000","373,705,000","379,975,000","410,771,000","423,709,000","445,297,000","461,680,000","413,948,000","424,914,000","333,869,000","332,449,000","294,133,000","243,459,000","244,151,000","253,038,000","261,896,000","283,919,000","230,567,000","217,419,000","167,585,817","121,185,060","107,323,597","46,115,961","47,619,710","48,973,084","50,326,459","15,409,459","15,409,459","14,998,500","14,998,500","7,499,250"
		RetainedEarnings,"-231,481,000","-82,754,000","-38,190,000","-64,228,000","-47,363,000","-17,994,000","-34,473,000","-62,549,000","-111,321,000","-20,122,000","-38,734,000","-30,257,000","-33,790,000","-44,387,000","-17,988,000","-15,030,000","-16,377,000","0","0","-7,193,000","0",,,,"-4,591,000","0","-6,246,000","0","0","492,000","5,070,440","4,407,624","0","-1,384,031","-2,828,926","-1,831,819","-285,667","-686,025","-418,812","-964,219","-1,220,368","-14,082"
TotalCapitalization,,,,,,,,,,,,,,,,,,,,,,,,,,"440,755,000",,,,,,,,,,,,,,,,
CommonStockEquity,"592,418,000","768,097,000","730,629,000","553,821,000","466,176,000","415,291,000","376,741,000","345,968,000","308,144,000","395,507,000","391,988,000","359,658,000","340,414,000","336,079,000","393,303,000","409,199,000","429,451,000","462,211,000","414,401,000","418,174,000","334,212,000","332,779,000","294,396,000","243,683,000","239,778,000","253,255,000","255,869,000","284,149,000","230,746,000","218,078,000","172,786,501","125,689,005","107,409,714","44,765,347","44,824,201","47,174,682","50,074,209","14,724,975","14,992,188","14,035,781","13,779,632","7,485,918"
NetTangibleAssets,"592,418,000","768,097,000","730,629,000","553,821,000","466,176,000","415,291,000","376,741,000","345,968,000","308,144,000","395,507,000","391,988,000","359,658,000","340,414,000","336,079,000","393,303,000","409,199,000","429,451,000","462,211,000","414,401,000","418,174,000","334,212,000","332,779,000","294,396,000","243,683,000","239,778,000","253,255,000","255,869,000","284,149,000","230,746,000","218,078,000","172,786,501","125,689,005","107,409,714","44,765,347","44,824,201","47,174,682","50,074,209","14,724,975","14,992,188","14,035,781","13,779,632","7,485,918"
InvestedCapital,,,,,,,,,,,,,,,,,,,,,,,,,,"440,755,000",,,,,,,,,,,,,,,,
