name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
OperatingCashFlow,"383,335,000","92,077,000","104,070,000","83,792,000","103,396,000","72,185,000","188,726,000","153,741,000","142,653,000","85,033,000","134,076,000","159,241,000","143,504,000","77,636,000","104,043,000","55,076,000","103,490,000","51,019,000","59,567,000","116,240,000","107,949,000","40,973,000","122,879,000","118,253,000","74,184,000","11,877,000","93,152,000","91,186,000","101,102,000","39,075,000","114,591,000","90,332,000","77,582,000","32,046,000","90,915,000","84,913,000","83,499,000","26,109,000","116,374,000","113,353,000","70,507,000","13,658,000","76,267,000","119,268,000","69,655,000","-4,148,000","83,330,000","83,563,000","64,587,000","30,235,000","71,443,000","83,007,000","90,364,000","48,777,000","67,050,000","104,908,000","59,275,000","38,978,000","86,644,000","94,580,000","58,060,000","34,179,000","48,996,000","71,069,000","45,850,000","31,546,000","40,472,000","80,679,000","41,063,000","31,841,000","49,864,000","51,394,000","46,160,000","35,807,000","28,516,000","55,015,000","33,999,000","22,250,000","43,036,000","47,780,000","33,678,000","29,958,000","40,179,000","41,055,000","17,429,000","29,215,000","32,615,000","42,042,000","37,052,000","16,089,000","25,400,000","26,700,000","36,800,000","29,500,000","21,100,000","30,500,000","16,600,000","16,800,000","20,700,000","20,500,000","34,000,000","11,000,000","22,900,000","15,300,000","15,900,000","13,200,000","28,100,000","19,800,000","11,000,000","2,800,000","19,200,000","11,100,000","15,800,000","8,900,000","12,000,000","19,000,000","-3,800,000","15,600,000"
	CashFlowFromContinuingOperatingActivities,"383,335,000","92,077,000","104,070,000","83,792,000","103,396,000","72,185,000","188,726,000","153,741,000","142,653,000","85,033,000","134,076,000","159,241,000","143,504,000","77,636,000","104,043,000","55,076,000","103,490,000","51,019,000","59,567,000","116,240,000","107,949,000","40,973,000","122,879,000","118,253,000","74,184,000","11,877,000","93,152,000","91,186,000","101,102,000","39,075,000","114,591,000","90,332,000","77,582,000","32,046,000","90,915,000","84,913,000","83,499,000","26,109,000","116,374,000","113,353,000","70,507,000","13,658,000","76,267,000","119,268,000","69,655,000","-4,148,000","83,330,000","83,563,000","64,587,000","30,235,000","71,443,000","83,007,000","90,364,000","48,777,000","67,050,000","104,908,000","59,275,000","38,978,000","86,644,000","94,580,000","58,060,000","34,179,000","48,996,000","71,069,000","45,850,000","31,546,000","40,472,000","80,679,000","41,063,000","31,841,000","49,864,000","51,394,000","46,160,000","35,807,000","28,516,000","55,015,000","33,999,000","22,250,000","43,036,000","47,780,000","33,678,000","29,958,000","40,179,000","41,055,000","17,429,000","29,215,000","32,615,000","42,042,000","37,052,000","16,089,000","25,400,000","26,700,000","36,800,000","29,500,000","21,100,000","30,500,000","16,600,000","16,800,000","20,700,000","20,500,000","34,000,000","11,000,000","22,900,000","15,300,000","15,900,000","13,200,000","28,100,000","19,800,000","11,000,000","2,800,000","19,200,000","11,100,000","15,800,000","8,900,000","12,000,000","19,000,000","-3,800,000","15,600,000"
		NetIncomeFromContinuingOperations,"222,070,000","62,371,000","57,531,000","46,894,000","55,274,000","83,939,000","53,245,000","63,735,000","41,860,000","55,250,000","48,538,000","56,769,000","73,921,000","62,999,000","40,675,000","39,022,000","55,781,000","59,288,000","49,506,000","53,529,000","65,189,000","51,805,000","49,587,000","53,100,000","59,051,000","43,866,000","43,393,000","53,262,000","57,541,000","45,099,000","41,512,000","48,620,000","53,084,000","48,408,000","36,836,000","45,232,000","49,880,000","39,978,000","34,854,000","42,101,000","41,652,000","43,813,000","38,632,000","49,243,000",,,"40,714,000","47,021,000","46,759,000","39,095,000","36,064,000","33,467,000","28,401,000","26,665,000","31,670,000","39,651,000","45,273,000","36,901,000","35,796,000","39,395,000","36,968,000","29,580,000","27,175,000","28,243,000","27,668,000","19,810,000","23,712,000","24,930,000","29,324,000","22,068,000","24,013,000","25,257,000","22,782,000","21,235,000","20,017,000","19,107,000","21,349,000","19,206,000","18,055,000","17,778,000","17,539,000","13,275,000","9,810,000","15,734,000","15,190,000","18,110,000","14,358,000","16,240,000","17,792,000","16,276,000","15,400,000","12,900,000","16,100,000","14,300,000","18,800,000","14,600,000","14,200,000","13,200,000","10,500,000","12,500,000","12,100,000","11,400,000","9,000,000","9,000,000","8,800,000","10,700,000","7,700,000","8,400,000","10,000,000","9,600,000","6,200,000","6,300,000","7,600,000","7,200,000","4,300,000","5,100,000","6,200,000","6,000,000"
		OperatingGainsLosses,"28,145,000","6,129,000","7,887,000","7,121,000","7,008,000","8,081,000","8,142,000","6,669,000","6,003,000","6,628,000","3,883,000","3,515,000","3,890,000","4,263,000","-1,157,000","4,880,000","3,800,000","4,937,000","4,355,000","4,457,000","4,330,000","4,287,000","2,145,000","4,224,000","4,280,000","4,315,000","5,234,000","5,349,000","5,540,000","5,280,000","4,126,000","4,294,000","4,424,000","5,772,000","5,151,000","5,149,000","4,606,000","5,385,000","4,213,000","3,701,000","3,569,000","3,585,000","2,782,000","2,405,000","2,825,000","2,896,000","488,000","2,719,000","7,636,000","-2,221,000","14,764,000","3,464,000","-1,075,000","-8,455,000","1,766,000","-151,000","-123,000","78,000","-1,886,000","97,000","-345,000","-174,000","-1,476,000","344,000","-7,220,000","6,599,000","3,311,000","2,708,000","2,321,000","-1,953,000","3,318,000","135,000","2,836,000","-2,112,000","-6,787,000","575,000","1,668,000","-1,430,000","4,778,000","903,000","2,068,000","-1,352,000","2,321,000","1,809,000","8,843,000","-328,000","649,000","-130,000","-838,000","1,707,000","1,700,000","4,000,000","-900,000","1,300,000","4,000,000","400,000","-1,200,000","1,500,000","-100,000","300,000","400,000","1,000,000","1,600,000","400,000","-1,200,000","500,000","1,500,000","800,000",,,,"200,000","-1,100,000","400,000","2,400,000","300,000","800,000","-600,000"
			GainLossOnSaleOfPPE,"-56,000","-182,000","442,000","-230,000","-86,000","91,000","2,152,000","521,000","-100,000","54,000","41,000","-65,000","58,000","310,000","209,000","57,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,"9,021,000","1,611,000","-16,809,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"263,000","86,000","187,000","71,000","-81,000","515,000","60,000","256,000","328,000","799,000","17,000","-238,000","-9,000","95,000","-6,401,000","45,000","20,000","65,000","87,000","72,000","22,000","48,000","-2,009,000","15,000","51,000","121,000","-17,000","209,000","407,000","119,000","49,000","124,000","198,000","1,546,000","274,000","286,000","61,000","262,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,"27,938,000","6,225,000","7,258,000","7,280,000","7,175,000","7,475,000","5,930,000","5,892,000","5,775,000","5,775,000","3,825,000","3,818,000","3,841,000","3,858,000","5,035,000","4,778,000","4,816,000","4,872,000","4,268,000","4,385,000","4,308,000","4,239,000","4,154,000","4,209,000","4,229,000","4,194,000","5,251,000","5,140,000","5,133,000","5,161,000","4,077,000","4,170,000","4,226,000","4,226,000","4,877,000","4,863,000","4,545,000","5,123,000","3,756,000","3,701,000","3,569,000","3,585,000","2,782,000","2,405,000","2,825,000","2,896,000","488,000","2,719,000","7,636,000","-2,221,000","14,764,000","3,464,000","-1,075,000","-8,455,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"236,080,000","58,665,000","60,345,000","59,280,000","57,790,000","57,438,000","57,886,000","55,179,000","56,429,000","50,806,000","49,978,000","49,218,000","47,867,000","47,489,000","48,614,000","41,857,000","40,101,000","41,175,000","38,434,000","40,087,000","37,242,000","37,331,000","38,858,000","39,667,000","40,390,000","35,887,000","35,229,000","35,439,000","34,165,000","34,060,000","38,347,000","38,158,000","38,466,000","37,247,000","37,949,000","37,222,000","38,614,000","36,171,000","36,623,000","35,248,000","32,597,000","32,554,000","32,219,000","33,505,000","34,914,000","33,605,000","34,082,000","32,403,000","32,483,000","33,991,000","38,423,000","33,054,000","31,434,000","30,102,000","31,281,000","32,537,000","34,372,000","32,955,000","31,220,000","32,065,000","30,944,000","29,237,000","31,103,000","28,340,000","28,250,000","26,913,000","24,443,000","23,985,000","25,282,000","25,532,000","23,814,000","23,196,000","23,433,000","24,050,000","22,066,000","21,473,000","21,540,000","20,772,000","18,940,000","19,047,000","16,737,000","17,417,000","18,332,000","18,649,000","17,906,000","18,697,000","16,079,000","18,275,000","18,215,000","18,380,000","16,900,000","17,600,000","17,200,000","17,000,000","13,000,000","14,500,000","13,300,000","13,600,000","12,800,000","11,800,000","12,800,000","12,500,000","11,500,000","12,700,000","12,200,000","11,500,000","11,200,000","11,000,000","10,900,000","10,400,000","9,700,000","10,000,000","9,500,000","9,200,000","9,000,000","8,800,000","8,400,000","5,900,000"
			DepreciationAndAmortization,"236,080,000","58,665,000","60,345,000","59,280,000","57,790,000","57,438,000","57,886,000","55,179,000","56,429,000","50,806,000","49,978,000","49,218,000","47,867,000","47,489,000","48,614,000","41,857,000","40,101,000","41,175,000","38,434,000","40,087,000","37,242,000","37,331,000","38,858,000","39,667,000","40,390,000","35,887,000","35,229,000","35,439,000","34,165,000","34,060,000","38,347,000","38,158,000","38,466,000","37,247,000","37,949,000","37,222,000","38,614,000","36,171,000","36,623,000","35,248,000","32,597,000","32,554,000","32,219,000","33,505,000","34,914,000","33,605,000","34,082,000","32,403,000","32,483,000","33,991,000","38,423,000","33,054,000","31,434,000","30,102,000","31,281,000","32,537,000","34,372,000","32,955,000","31,220,000","32,065,000","30,944,000","29,237,000","31,103,000","28,340,000","28,250,000","26,913,000","24,443,000","23,985,000","25,282,000","25,532,000","23,814,000","23,196,000","23,433,000","24,050,000","22,066,000","21,473,000","21,540,000","20,772,000","18,940,000","19,047,000","16,737,000","17,417,000","18,332,000","18,649,000","17,906,000","18,697,000","16,079,000","18,275,000","18,215,000","18,380,000","16,900,000","17,600,000","17,200,000","17,000,000","13,000,000","14,500,000","13,300,000","13,600,000","12,800,000","11,800,000","12,800,000","12,500,000","11,500,000","12,700,000","12,200,000","11,500,000","11,200,000","11,000,000","10,900,000","10,400,000","9,700,000","10,000,000","9,500,000","9,200,000","9,000,000","8,800,000","8,400,000","5,900,000"
