name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,06/30/1994,03/31/1994,12/31/1993
TotalAssets,"1,908,392,000","1,856,968,000","1,937,645,000","1,599,563,000","1,573,209,000","1,567,198,000","1,602,720,000","1,645,488,000","1,440,084,000","1,262,745,000","1,212,380,000","1,205,862,000","1,184,239,000","717,118,000","725,892,000","753,324,000","842,288,000","813,482,000","799,529,000","805,873,000","756,628,000","734,029,000","721,732,000","711,102,000","705,645,000","685,085,000","666,436,000","645,433,000","623,327,000","669,742,000","682,213,000","710,296,000","727,390,000","726,406,000","754,569,000","700,253,000","712,317,000","730,595,000","875,724,000","858,299,000","855,380,000","858,285,000","846,776,000","1,340,647,000","1,327,560,000","1,299,825,000","1,263,922,000","1,269,220,000","1,222,445,000","1,172,351,000","1,130,940,000","1,083,398,000","1,086,401,000","1,070,194,000","1,050,723,000","1,022,450,000","1,037,747,000","587,111,000","564,727,000","518,671,000","483,115,000","463,756,000","370,188,000","347,680,000","339,511,000","339,997,000","330,605,000","232,919,000","217,726,000","199,733,000","187,914,000","111,015,000","106,128,000","92,473,000","67,688,000","60,069,000","58,006,000","58,324,000","65,704,000","63,631,000","42,166,000","47,640,000","43,310,000","38,352,000","48,063,000","41,570,000","40,366,000","42,306,000","40,122,000","44,428,000","23,400,000","30,900,000","25,900,000","22,870,000","21,000,000","19,500,000","18,100,000","16,858,787","15,900,000","14,600,000","12,900,000","11,500,000","10,000,000","10,200,000","6,700,000","6,300,000","5,500,000","5,100,000","4,300,000"
	CurrentAssets,"392,485,000","356,684,000","432,882,000","390,965,000","380,450,000","361,984,000","411,250,000","449,540,000","468,128,000","350,554,000","299,519,000","275,785,000","271,731,000","224,118,000","232,668,000","258,773,000","343,519,000","311,156,000","268,190,000","273,141,000","243,102,000","214,910,000","193,433,000","179,519,000","176,729,000","175,263,000","216,441,000","168,370,000","145,843,000","135,558,000","142,434,000","158,911,000","203,517,000","205,279,000","234,410,000","181,809,000","182,387,000","205,788,000","233,848,000","236,300,000","237,961,000","232,016,000","205,415,000","204,781,000","318,097,000","293,930,000","282,257,000","290,371,000","261,108,000","218,036,000","200,909,000","173,196,000","198,871,000","194,350,000","200,463,000","177,074,000","183,874,000","164,513,000","169,881,000","181,757,000","190,312,000","179,205,000","97,010,000","81,969,000","84,150,000","92,340,000","92,030,000","114,900,000","110,175,000","118,890,000","115,222,000","45,511,000","43,783,000","49,596,000","26,438,000","26,954,000","23,669,000","22,588,000","31,155,000","30,099,000","9,990,000","15,049,000","15,207,000","10,460,000","23,888,000","17,520,000","17,677,000","18,990,000","13,349,000","10,335,000","6,600,000","12,300,000","10,700,000","14,601,000","13,000,000","12,300,000","11,200,000","10,155,265","10,600,000","10,100,000","8,300,000","7,600,000","6,400,000","6,500,000","4,700,000","4,400,000","3,700,000","4,000,000","3,500,000"
		CashCashEquivalentsAndShortTermInvestments,"67,834,000","42,694,000","124,458,000","91,646,000","77,344,000","81,808,000","112,904,000","177,278,000","174,756,000","30,294,000","20,757,000","13,902,000","10,554,000","20,229,000","14,010,000","25,904,000","120,005,000","86,363,000","66,114,000","59,164,000","48,334,000","30,197,000","8,915,000","9,968,000","7,824,000","27,502,000","57,051,000","33,201,000","3,132,000","8,032,000","5,542,000","11,225,000","2,840,000","17,303,000","43,626,000","30,118,000","7,021,000","14,545,000","39,106,000","37,158,000","41,290,000","48,004,000","29,462,000","28,132,000","148,868,000","120,295,000",,"116,027,000","81,980,000","34,485,000","45,160,000","898,000","25,648,000","2,847,000","5,664,000","1,660,000","25,236,000","56,190,000","66,592,000","91,341,000","107,483,000","84,221,000","9,855,000","7,957,000","9,476,000","17,231,000","20,750,000","72,063,000","78,917,000","89,679,000","93,181,000","22,279,000","24,338,000","29,779,000","10,064,000","12,801,000","8,341,000","4,861,000","11,089,000","9,921,000","2,334,000","3,515,000","3,345,000","3,824,000","12,209,000","6,967,000","4,629,000","4,781,000","1,267,000","572,000",,"500,000","1,300,000","4,070,000","2,700,000","2,500,000","1,300,000","1,104,165","2,400,000","400,000","400,000","900,000","600,000","200,000",,"200,000","400,000","700,000","1,100,000"
			CashAndCashEquivalents,"67,834,000","42,694,000","124,458,000","91,646,000","77,344,000","81,808,000","112,904,000","177,278,000","174,756,000","30,294,000","20,757,000","13,902,000","10,554,000","20,229,000","14,010,000","25,904,000","120,005,000","86,363,000","66,114,000","59,164,000","48,334,000","30,197,000","8,915,000","9,968,000","7,824,000","27,502,000","57,051,000","33,201,000","3,132,000","8,032,000","5,542,000","11,225,000","2,840,000","17,303,000","43,626,000","30,118,000","7,021,000","14,545,000","39,106,000","37,158,000","41,290,000","48,004,000","29,462,000","28,132,000","148,868,000","120,295,000",,"116,027,000","81,980,000","34,485,000","45,160,000","898,000","25,648,000","2,847,000","5,664,000","1,660,000","25,236,000","56,190,000","66,592,000","91,341,000","107,483,000","84,221,000","9,855,000","7,957,000","9,476,000","17,231,000","20,750,000","72,063,000","78,917,000","89,679,000","93,181,000","22,279,000","24,338,000","29,779,000","10,064,000","12,801,000","8,341,000","4,861,000","11,089,000","9,921,000","2,334,000","3,515,000","3,345,000","3,824,000","12,209,000","6,967,000","4,629,000","4,781,000","1,267,000","572,000",,"500,000","1,300,000","4,070,000","2,700,000","2,500,000","1,300,000","1,104,165","2,400,000","400,000","400,000","900,000","600,000","200,000",,"200,000","400,000","700,000","1,100,000"
		Receivables,"293,579,000","294,961,000","274,570,000","278,216,000","275,632,000","263,945,000","250,777,000","249,030,000","268,551,000","243,096,000","254,703,000","239,674,000","236,437,000","193,972,000","195,030,000","197,592,000","192,936,000","213,796,000","177,402,000","173,388,000","172,707,000","175,756,000","162,500,000","152,213,000","153,860,000","133,510,000","121,744,000","110,454,000","110,651,000","116,725,000","102,859,000","110,934,000","115,350,000","119,533,000","111,149,000","124,766,000","144,659,000","171,972,000","163,461,000","163,161,000","161,834,000","148,061,000","151,208,000","153,273,000","141,923,000","141,549,000",,"151,855,000","150,572,000","150,269,000","141,011,000","154,279,000","154,368,000","175,698,000","179,768,000","161,864,000","144,066,000","96,309,000","86,553,000","75,034,000","67,930,000","74,929,000","81,109,000","63,814,000","67,402,000","68,139,000","59,212,000","36,994,000","24,848,000","24,478,000","18,265,000","19,841,000","14,893,000","15,185,000","11,567,000","9,424,000","10,227,000","13,467,000","14,879,000","15,111,000","5,348,000","10,468,000","10,518,000","4,405,000","9,754,000","9,228,000","11,874,000","12,154,000","10,097,000","7,456,000","1,200,000","6,900,000","6,600,000","9,748,000","9,100,000","8,800,000","8,900,000","8,344,873","7,400,000","8,800,000","7,300,000","6,100,000","5,200,000","5,900,000","4,300,000","3,800,000","3,000,000","3,000,000","2,200,000"
			AccountsReceivable,"293,579,000","274,961,000","274,570,000","278,216,000","275,632,000","255,145,000","250,777,000","249,030,000","268,551,000","237,596,000","254,703,000","239,674,000","236,437,000","188,972,000","195,030,000","197,592,000","192,936,000","201,196,000","177,402,000","173,388,000","172,707,000","166,056,000","162,500,000","152,213,000","153,860,000","125,010,000","121,744,000","110,454,000","110,651,000","99,325,000","102,859,000","110,934,000","115,350,000","111,133,000","111,149,000","124,766,000","144,659,000","169,172,000","163,461,000","163,161,000","161,834,000","148,061,000","151,208,000","153,273,000","141,923,000","141,549,000",,"151,855,000","150,572,000","150,269,000","141,011,000","154,279,000","154,368,000","175,698,000","179,768,000","161,864,000","144,066,000","96,309,000","86,553,000","75,034,000","67,930,000","74,929,000","81,109,000","63,814,000","67,402,000","68,139,000","59,212,000","36,994,000","24,848,000","24,478,000","18,265,000","19,841,000","14,893,000","15,185,000","11,567,000","9,424,000","10,227,000","13,467,000","14,879,000","15,111,000","5,348,000","10,468,000","10,518,000","4,405,000","9,754,000","9,228,000","11,874,000","12,154,000","10,097,000","7,456,000",,,,"9,630,000",,,,"8,270,982",,,,,,,,,,,
				GrossAccountsReceivable,,,,"376,768,000",,,,,,,,,,,,,,"222,062,000","197,335,000","191,253,000","191,956,000","183,772,000","178,670,000","168,163,000","170,611,000","141,536,000","136,497,000","124,682,000","125,496,000","113,642,000","118,499,000","125,890,000","129,481,000","125,364,000","126,750,000","142,376,000","163,650,000","190,166,000","183,908,000","182,764,000","180,441,000","165,499,000","169,318,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,"-98,552,000",,,,,,,,,,,,,,"-20,866,000","-19,933,000","-17,865,000","-19,249,000","-17,716,000","-16,170,000","-15,950,000","-16,751,000","-16,526,000","-14,753,000","-14,228,000","-14,845,000","-14,317,000","-15,640,000","-14,956,000","-14,131,000","-14,231,000","-15,601,000","-17,610,000","-18,991,000","-20,994,000","-20,447,000","-19,603,000","-18,607,000","-17,438,000","-18,110,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,"16,100,000",,,,"6,500,000",,,,"3,500,000",,,,"3,100,000",,,,"10,600,000",,,,"8,000,000",,,,"6,700,000",,,,"16,000,000",,,,"6,900,000",,,,"1,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,"3,900,000",,,,"2,300,000",,,,"2,000,000",,,,"1,900,000",,,,"2,000,000",,,,"1,700,000",,,,"1,800,000",,,,"1,400,000",,,,"1,500,000",,,,"1,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
