name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007
MarketCap,"171,164,473,097","160,867,819,045","144,883,802,722","159,576,719,904","180,736,331,228","156,208,211,095","167,457,499,454","141,858,847,554","128,868,856,225","72,248,648,093","67,198,521,468","67,392,277,744","63,338,025,235","58,750,303,162","54,079,969,964","59,458,704,845","50,599,034,518","52,154,321,316","52,838,039,863","51,242,455,011","50,376,511,327","53,661,647,670","47,389,127,321","38,497,787,519","35,598,439,119","31,486,468,836","32,015,464,487","32,485,901,347","31,590,322,031","25,677,908,547","21,753,204,164","23,306,688,756","27,135,576,926","26,516,658,959","26,975,236,606","18,909,910,093","17,986,736,954","4,009,970,371","3,623,056,801","4,255,698,482","2,197,276,461","3,273,985,611","3,144,414,959","3,153,118,379","6,222,702,411","5,817,049,707","4,484,671,110","3,706,630,745","2,896,015,433","2,498,768,330","2,691,186,929","3,297,100,248","4,686,305,335","5,995,073,270","5,200,070,772","4,897,868,977","6,196,710,723","5,920,230,892","6,770,701,144","9,463,974,872","11,460,991,918"
EnterpriseValue,"277,396,473,097","260,247,819,045","245,400,802,722","259,566,719,904","282,027,331,228","250,042,211,095","260,394,499,454","225,431,847,554","167,547,856,225","96,832,648,093","92,275,521,468","92,231,277,744","87,375,025,235","85,094,303,162","66,526,969,964","72,632,704,845","63,113,034,518","64,668,321,316","65,820,039,863","65,469,455,011","63,522,511,327","70,347,647,670","64,187,127,321","54,791,787,519","49,896,439,119","44,572,468,836","48,466,464,487","49,141,901,347","47,809,322,031","39,243,908,547","35,928,204,164","37,369,688,756","38,650,576,926","37,710,658,959","34,054,236,606","25,512,910,093","23,542,865,954","6,172,281,371","5,785,367,801","6,668,884,482","4,741,814,461","5,780,383,611","5,747,524,959","5,756,228,379","8,813,682,411","8,440,698,707","7,092,561,110","6,138,765,745","5,472,182,433","4,959,951,330","5,182,148,929","5,725,456,248","7,199,381,335","8,528,568,270","7,577,114,772","6,936,441,977","8,087,705,723","7,607,073,892","8,302,670,144","10,708,055,872","13,572,889,918"
PeRatio,"60.955","53.257","43.602","40.05","72.055","52.865","50.887","44.326","25.653","20.871","20.159","20.675","20.368","20.565","11.121","12.948","11.535","11.738","24.906","26.238","31.409","38.219","36.399","35.938","29.435","46.707","65.2","120.636","96.925","105.633","141.789","115.48",,"660.6","2.113","16.974","11.703","10.187","9.29","13.011","8.288","11","14.23","14.27","27.317","25.778","23.389","17.729","14.121","16.465","15.571","21.273","35.973","39.721","35.357","60.826","70.84","60.714","69.464","97.429","254.808"
ForwardPeRatio,"52.083","48.309","32.68","35.587","59.524","38.023","35.842","28.329","36.765","18.868","15.361","16.611","19.342","18.382","15.723","17.986","19.084","18.904","20.704","23.923","32.895","35.842","30.303","25.773","36.496","16.529","17.857","17.301","18.975","16.077","27.1","28.09","29.674","33.898","47.847","31.056","20.833","11.186","10.299","12.97","7.062","12.887","9.747","8.117","12.61","13.245","13.038",,,,,,,,,,,,,,
PegRatio,"1.26","1.181","1.134","0.994","1.663","1.061","1.803","1.479","1.906","0.976","0.822","0.89","1.01","0.96","0.657","5.998","6.363","1.634","0.776","0.888","1.141","1.142","0.79","0.649","1.404","0.675","3.574","1.602",,"0.206","0.348","0.374","0.397","2.655","4.299","2.794","2.498","0.704","0.684","0.827","0.364","0.792","0.572","0.375","0.551","0.643","0.629",,,,,,,,,,,,,,
PsRatio,"2.13","2.01","1.825","2.019","2.353","2.115","2.38","2.126","2.001","1.61","1.516","1.527","1.447","1.369","1.286","1.453","1.254","1.311","1.377","1.346","1.326","1.445","1.353","1.14","1.099","0.983","1.005","1.037","1.04","0.875","0.443","0.465","0.596","0.916","1.131","0.92","0.887","0.78","0.711","0.853","0.447","0.677","0.673","0.675","1.38","1.354","1.105","0.945","0.763","0.688","0.78","1.018","1.546","2.107","1.918","1.9","2.534","2.477","2.578","5.043","7.543"
PbRatio,"2.446","2.328","2.117","2.365","2.723","2.391","2.597","2.252","4.447","2.51","2.42","2.499","2.42","2.388","2.22","2.546","2.213","2.308","2.692","2.615","2.657","2.943","2.662","2.213","2.081","1.902","1.97","2.024","2.019","1.639","1.498","1.6","1.917","1.861","2.173","1.53","5.31","1.187","1.079","1.367","0.743","1.119","1.113","1.116","2.263","2.21","1.765","1.479","1.198","1.076","1.176","1.476","2.184","2.866","2.556","2.419","3.149","3.143","3.662","5.141","25.702"
EnterprisesValueRevenueRatio,"3.447","12.935","11.807","13.227","14.137","12.655","12.801","11.697","9.482","8.713","7.769","8.338","7.958","7.68","5.813","6.701","5.97","6.185","6.118","6.535","6.22","7.318","6.308","5.926","5.411","5.183","5.877","6.261","5.845","5.046","4.406","5.084","5.379","5.485","4.988","3.815","3.78","4.796","4.505","5.296","3.701","4.528","4.642","4.775","7.287","7.067","6.656","6.014","5.404","5.111","5.572","6.393","8.375","10.723","10.471","10.101","11.915","11.485","14.045","19.234","24.625"
EnterprisesValueEBITDARatio,"12.511","48.373","49.727","45.771","45.606","39.651","44.603","34.058","35.686","29.712","30.545","29.429","28.113","27.53","23.965","23.544","20.857","22.509","25.17","23.877","22.296","26.953","25.142","20.929","20.721","16.381","21.174","27.639","26.754","30.003","21.801","29.425","17.877","34.408","28.762","19.226","19.187","21.93","19.379","13.118","10.178","22.978","16.326","18.172","26.236","30.716","35.767","20.049","17.788","23.282","22.017","22.255","34.831","40.137","44.85","36.84","41.152","44.925","57.481","59.945","78.372"
