name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
TotalRevenue,"623,367,000","191,004,000","165,589,000","133,946,000","132,828,000","125,647,000","94,748,000","72,517,000","55,241,000","124,128,000","151,894,000","132,221,000","134,701,000","116,080,000","143,422,000","153,459,000","149,612,000","134,213,000","129,099,000","110,281,000","123,323,000","124,393,000","115,213,000","107,403,000","99,655,000","77,715,000","104,064,000","126,228,000","149,066,000","127,907,000","196,677,000","234,521,000","262,994,000","254,516,000","244,928,000","244,555,000","235,383,000","259,222,000","237,146,000","185,946,000","215,513,000","235,886,000","261,899,000","245,371,000","252,922,000","210,855,000","186,956,000","169,575,000","179,667,000","169,585,000","176,100,000","167,042,000","150,432,000","117,422,000","108,306,000","289,793,000","461,015,000","356,495,000","339,456,000","255,191,000","272,563,000","246,539,000","264,384,000","213,431,000","165,796,000","162,130,000","152,860,000","153,425,000","149,779,000","129,072,000","138,855,000","123,287,000","123,287,000","123,287,000","99,344,000","107,748,000","107,748,000","107,748,000"
	OperatingRevenue,"611,829,000","187,888,000","163,018,000","131,607,000","129,316,000","123,708,000","90,226,000","70,266,000","53,926,000","120,402,000","149,274,000","130,845,000","133,402,000","114,989,000","142,182,000","152,210,000","148,329,000","132,833,000","127,012,000","108,773,000","121,934,000","123,471,000","114,176,000","106,805,000","98,602,000","76,201,000","102,357,000","124,391,000","147,395,000","126,148,000","194,767,000","232,503,000","262,095,000","254,065,000","244,099,000","244,180,000","234,472,000","258,828,000","235,230,000","185,946,000","215,513,000","235,886,000","261,899,000","245,371,000","252,922,000","210,855,000","186,956,000","169,575,000","179,667,000","169,585,000","176,100,000","167,042,000","150,432,000","117,422,000","108,306,000","289,793,000","461,015,000","356,495,000","339,456,000","255,191,000","272,563,000","246,539,000","264,384,000","213,431,000","165,796,000","162,128,000","152,860,000","153,425,000","149,779,000","128,724,000","139,287,000","122,969,000","122,969,000","122,969,000","99,209,000","107,409,000","107,409,000","107,409,000"
CostOfRevenue,"296,935,000","73,353,000","60,058,000","72,374,000","85,284,000","75,309,000","52,671,000","66,390,000","62,240,000","100,266,000","79,364,000","92,569,000","85,799,000","84,061,000","67,147,000","80,610,000","80,706,000","80,436,000","63,830,000","76,071,000","77,650,000","86,878,000","61,888,000","94,663,000","100,883,000","113,820,000","100,939,000","146,829,000","154,265,000","184,259,000","194,620,000","206,312,000","195,828,000","186,211,000","200,211,000","176,907,000","174,532,000","174,446,000","584,981,000","1,353,000","1,335,000","1,485,000","2,092,000","1,050,000","845,000","288,000","-13,708,000","4,883,000","4,009,000","4,816,000","3,299,000","4,224,000","4,335,000","3,305,000","-146,690,000","55,939,000","59,084,000","49,822,000","70,361,000","56,147,000","54,532,000","61,663,000","49,710,000","39,244,000","21,409,000","16,986,000","22,652,000","20,593,000","20,825,000","16,153,000","33,121,000","21,082,000","21,082,000","21,082,000","18,719,000","19,046,000","19,046,000","19,046,000"
GrossProfit,"326,432,000","117,651,000","105,531,000","61,572,000","47,544,000","50,338,000","42,077,000","6,127,000","-6,999,000","23,862,000","72,530,000","39,652,000","48,902,000","32,019,000","76,275,000","72,849,000","68,906,000","53,777,000","65,269,000","34,210,000","45,673,000","37,515,000","53,325,000","12,740,000","-1,228,000","-36,105,000","3,125,000","-20,601,000","-5,199,000","-56,352,000","2,057,000","28,209,000","67,166,000","68,305,000","44,717,000","67,648,000","60,851,000","84,776,000","-347,835,000","184,593,000","214,178,000","234,401,000","259,807,000","244,321,000","252,077,000","210,567,000","200,664,000","164,692,000","175,658,000","164,769,000","172,801,000","162,818,000","146,097,000","114,117,000","254,996,000","233,854,000","401,931,000","306,673,000","269,095,000","199,044,000","218,031,000","184,876,000","214,674,000","174,187,000","144,387,000","145,144,000","130,208,000","132,832,000","128,954,000","112,919,000","105,734,000","102,205,000","102,205,000","102,205,000","80,625,000","88,702,000","88,702,000","88,702,000"
OperatingExpense,"78,757,000","20,012,000","37,235,000","13,391,000","13,986,000","10,712,000","30,199,000","14,476,000","5,628,000","13,963,000","37,024,000","10,106,000","13,328,000","14,109,000","33,330,000","15,990,000","14,220,000","15,038,000","31,537,000","15,631,000","16,474,000","13,274,000","31,941,000","12,692,000","16,235,000","16,443,000","36,775,000","16,515,000","19,757,000","20,766,000","43,355,000","21,007,000","19,682,000","23,588,000","41,813,000","20,024,000","19,868,000","21,087,000","-394,104,000","152,374,000","164,950,000","178,854,000","169,952,000","166,311,000","153,766,000","149,179,000","145,871,000","127,845,000","135,480,000","109,058,000","137,865,000","155,496,000","149,866,000","148,419,000","367,910,000","102,355,000","181,907,000","169,669,000","189,955,000","131,563,000","134,862,000","148,866,000","139,824,000","65,091,000","84,819,000","58,548,000","44,575,000","52,314,000","57,863,000","52,674,000","46,396,000","44,892,000","44,892,000","44,892,000","42,548,000","41,453,000","41,453,000","41,453,000"
	SellingGeneralAndAdministration,"55,464,000","13,776,000","14,310,000","13,391,000","13,986,000","10,712,000","7,678,000","14,476,000","5,628,000","13,963,000","17,564,000","10,106,000","13,328,000","14,109,000","14,899,000","15,990,000","14,220,000","15,038,000","14,365,000","15,631,000","16,474,000","13,274,000","14,370,000","12,692,000","16,235,000","16,443,000","16,072,000","16,515,000","19,757,000","20,766,000","22,722,000","21,007,000","19,682,000","23,588,000","20,895,000","20,024,000","19,868,000","21,087,000","8,084,000","21,501,000","18,733,000","33,700,000","23,778,000","22,957,000","21,799,000","22,682,000","15,147,000","13,389,000","14,375,000","10,379,000","11,065,000","9,758,000","10,731,000","11,436,000","12,931,000","10,657,000","11,062,000","19,204,000","9,613,000","9,952,000","10,111,000","16,758,000","11,742,000","9,645,000","9,072,000","11,660,000","9,231,000","6,524,000","8,068,000","13,458,000","4,855,000","6,715,000","6,715,000","6,715,000","5,372,000","8,328,000","8,328,000","8,328,000"
		GeneralAndAdministrativeExpense,"55,464,000","13,776,000","14,310,000","13,391,000","13,986,000","10,712,000","7,678,000","14,476,000","5,628,000","13,963,000","17,564,000","10,106,000","13,328,000","14,109,000","14,899,000","15,990,000","14,220,000","15,038,000","14,365,000","15,631,000","16,474,000","13,274,000","14,370,000","12,692,000","16,235,000","16,443,000","16,072,000","16,515,000","19,757,000","20,766,000","22,722,000","21,007,000","19,682,000","23,588,000","20,895,000","20,024,000","19,868,000","21,087,000","19,224,000","18,691,000","14,623,000","29,479,000",,"18,104,000","18,002,000","18,129,000","15,147,000","13,389,000","14,375,000","10,379,000","11,065,000","9,758,000","10,731,000","11,436,000",,,,,,,,,,,,,,,,,,,,,,,,
			RentAndLandingFees,,,,,,,,,,,,,,,"43,407,000","37,430,000","35,582,000","36,843,000","36,921,000","35,134,000","31,519,000","40,164,000","33,788,000","37,520,000","36,622,000","44,469,000","49,265,000","45,039,000","45,130,000","53,331,000","75,635,000",,"61,765,000","55,617,000","75,904,000","67,346,000","68,248,000","59,341,000","61,910,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"55,464,000","13,776,000","14,310,000","13,391,000","13,986,000","10,712,000","7,678,000","14,476,000","5,628,000","13,963,000","17,564,000","10,106,000","13,328,000","14,109,000","14,899,000","15,990,000","14,220,000","15,038,000","14,365,000","15,631,000","16,474,000","13,274,000","14,370,000","12,692,000","16,235,000","16,443,000","16,072,000","16,515,000","19,757,000","20,766,000","22,722,000","21,007,000","19,682,000","23,588,000","20,895,000","20,024,000","19,868,000","21,087,000","19,224,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,"36,969,000",,,"38,839,000","36,489,000","40,364,000","39,990,000","38,883,000","51,500,000","57,493,000","63,733,000","67,933,000","97,329,000","103,342,000","125,467,000","130,889,000",,"128,236,000","123,306,000","138,618,000","104,143,000","99,896,000","108,872,000","104,338,000","77,462,000","85,941,000","88,491,000","80,341,000","77,056,000","75,880,000","65,738,000","66,545,000","69,051,000","69,895,000","62,924,000","72,634,000","80,139,000","74,515,000","80,788,000","98,386,000","104,201,000","143,908,000","135,969,000","154,022,000","117,539,000","120,588,000","118,754,000","131,079,000","82,142,000","65,072,000","46,838,000","42,804,000","43,403,000","49,607,000","38,957,000","41,341,000","38,100,000","38,100,000","38,100,000","37,073,000","33,059,000","33,059,000","33,059,000"
